,Sheridan,Fremont,Laramie,Park,Teton,Campbell,Natrona,Carbon,Sweetwater,Albany,Hot Springs,Johnson,Goshen,Washakie,Converse,Sublette,Uinta,Lincoln,Crook,Unknown,Niobrara,Big Horn,Platte,Weston
2021-03-31,3079,5070,8614,2640,3609,4741,7817,1516,4022,3970,363,713,1169,890,982,705,2128,1354,424,,150,1111,610,633
2021-04-01,3080,5078,8644,2640,3618,4744,7817,1516,4030,3979,363,713,1169,890,982,707,2134,1354,424,,150,1113,610,634
2021-04-02,3083,5081,8656,2641,3624,4746,7821,1517,4037,3984,363,713,1170,890,983,710,2139,1357,424,,150,1113,611,634
2021-04-03,3083,5081,8656,2641,3624,4746,7821,1517,4037,3984,363,713,1170,890,983,710,2139,1357,424,,150,1113,611,634
2021-04-04,3083,5081,8656,2641,3624,4746,7821,1517,4037,3984,363,713,1170,890,983,710,2139,1357,424,,150,1113,611,634
2021-04-05,3084,5084,8679,2644,3632,4752,7826,1518,4053,3990,363,713,1171,891,984,717,2134,1361,424,,150,1113,611,635
2021-04-06,3084,5086,8709,2644,3640,4752,7830,1518,4060,4006,363,714,1173,891,984,723,2135,1373,424,,150,1114,611,635
2021-04-07,3083,5090,8730,2646,3645,4763,7832,1520,4067,4021,363,714,1173,891,985,724,2140,1375,424,,150,1114,611,639
2021-04-08,3085,5094,8751,2650,3653,4770,7840,1522,4079,4038,363,714,1174,892,986,731,2140,1380,425,,150,1115,611,639
2021-04-09,3085,5098,8758,2653,3660,4772,7846,1525,4085,4055,363,715,1175,896,986,734,2142,1382,425,,150,1117,611,640
2021-04-10,3085,5098,8758,2653,3660,4772,7846,1525,4085,4055,363,715,1175,896,986,734,2142,1382,425,,150,1117,611,640
2021-04-11,3085,5098,8758,2653,3660,4772,7846,1525,4085,4055,363,715,1175,896,986,734,2142,1382,425,,150,1117,611,640
2021-04-12,3090,5109,8776,2655,3665,4776,7855,1529,4104,4079,363,715,1175,896,986,742,2145,1383,425,,150,1117,612,641
2021-04-13,3093,5110,8786,2658,3675,4782,7862,1532,4107,4093,363,716,1175,897,989,746,2153,1384,428,,150,1117,612,642
2021-04-14,3095,5111,8797,2659,3684,4784,7870,1534,4115,4096,363,716,1176,897,989,746,2153,1385,428,,150,1118,615,646
2021-04-15,3098,5117,8820,2660,3689,4788,7876,1537,4119,4105,364,716,1178,897,990,750,2155,1385,428,,150,1118,617,646
2021-04-16,3099,5119,8836,2663,3694,4794,7880,1541,4119,4119,364,716,1180,897,991,754,2155,1386,428,,150,1119,617,646
2021-04-17,3099,5119,8836,2663,3694,4794,7880,1541,4119,4119,364,716,1180,897,991,754,2155,1386,428,,150,1119,617,646
2021-04-18,3099,5119,8836,2663,3694,4794,7880,1541,4119,4119,364,716,1180,897,991,754,2155,1386,428,,150,1119,617,646
2021-04-19,3105,5124,8871,2665,3703,4805,7887,1546,4126,4137,364,717,1188,897,990,754,2150,1386,428,,150,1121,617,647
2021-04-20,3109,5124,8889,2665,3707,4810,7891,1553,4135,4148,364,717,1195,897,990,755,2155,1387,428,,150,1122,618,647
2021-04-21,3110,5127,8912,2667,3711,4812,7899,1555,4144,4155,364,717,1190,897,990,757,2154,1387,428,,150,1127,618,647
2021-04-22,3112,5132,8933,2668,3715,4814,7913,1556,4151,4170,366,717,1201,897,990,757,2157,1388,428,,151,1132,618,647
2021-04-23,3112,5143,8955,2670,3719,4814,7920,1557,4159,4184,366,718,1202,897,990,765,2158,1389,428,,151,1132,619,648
2021-04-24,3112,5143,8955,2670,3719,4814,7920,1557,4159,4184,366,718,1202,897,990,765,2158,1389,428,,151,1132,619,648
2021-04-25,3112,5143,8955,2670,3719,4814,7920,1557,4159,4184,366,718,1202,897,990,765,2158,1389,428,,151,1132,619,648
2021-04-26,3116,5157,8979,2674,3724,4819,7931,1558,4179,4198,366,718,1204,897,990,771,2165,1391,429,,151,1133,620,648
2021-04-27,3116,5164,8993,2674,3725,4818,7935,1560,4185,4206,366,718,1207,900,991,773,2173,1392,429,,151,1138,621,648
2021-04-28,3119,5171,9010,2696,3729,4818,7942,1564,4205,4219,367,718,1206,902,991,775,2180,1393,429,,152,1142,622,649
2021-04-29,3122,5172,9030,2700,3730,4820,7946,1566,4219,4225,368,717,1207,902,994,776,2181,1393,429,,152,1147,623,650
2021-04-30,3124,5175,9044,2701,3732,4830,7952,1568,4230,4242,368,717,1207,902,994,776,2183,1394,429,,154,1147,623,650
2021-05-01,3124,5175,9044,2701,3732,4830,7952,1568,4230,4242,368,717,1207,902,994,776,2183,1394,429,,154,1147,623,650
2021-05-02,3124,5175,9044,2701,3732,4830,7952,1568,4230,4242,368,717,1207,902,994,776,2183,1394,429,,154,1147,623,650
2021-05-03,3127,5175,9072,2709,3739,4842,7959,1576,4250,4266,369,717,1207,905,996,779,2195,1398,429,,157,1149,623,651
2021-05-04,3142,5176,9091,2714,3741,4843,7967,1580,4254,4271,369,717,1207,905,997,779,2204,1400,429,,157,1150,623,651
2021-05-05,3147,5178,9109,2715,3744,4844,7969,1580,4264,4285,369,717,1207,910,999,780,2209,1401,429,,159,1149,623,651
2021-05-06,3152,5179,9130,2718,3753,4845,7972,1583,4276,4302,369,718,1207,910,1001,782,2211,1403,429,,160,1152,624,651
2021-05-07,3157,5179,9148,2728,3751,4853,7980,1586,4285,4329,369,718,1206,910,1001,782,2217,1405,429,,161,1154,624,651
2021-05-08,3157,5179,9148,2728,3751,4853,7980,1586,4285,4329,369,718,1206,910,1001,782,2217,1405,429,,161,1154,624,651
2021-05-09,3157,5179,9148,2728,3751,4853,7980,1586,4285,4329,369,718,1206,910,1001,782,2217,1405,429,,161,1154,624,651
2021-05-10,3164,5182,9170,2737,3755,4854,7992,1590,4306,4365,369,718,1209,911,1001,786,2229,1405,431,,161,1154,624,651
2021-05-11,3167,5182,9183,2742,3758,4864,7997,1590,4313,4373,369,718,1211,912,1002,789,2232,1409,432,,161,1155,625,651
2021-05-12,3171,5184,9189,2741,3760,4867,8003,1590,4323,4388,369,718,1211,913,1001,790,2234,1411,432,,161,1158,628,651
2021-05-13,3178,5189,9200,2752,3762,4874,8013,1593,4337,4406,369,718,1212,917,1002,790,2237,1412,432,,161,1160,631,651
2021-05-14,3179,5191,9212,2758,3765,4880,8039,1595,4353,4413,369,718,1212,917,1003,790,2239,1412,432,,161,1160,630,651
2021-05-15,3179,5191,9212,2758,3765,4880,8039,1595,4353,4413,369,718,1212,917,1003,790,2239,1412,432,,161,1160,630,651
2021-05-16,3179,5191,9212,2758,3765,4880,8039,1595,4353,4413,369,718,1212,917,1003,790,2239,1412,432,,161,1160,630,651
2021-05-17,3182,5202,9237,2769,3769,4898,8047,1598,4377,4435,369,718,1213,916,1006,791,2244,1411,434,,161,1161,633,651
2021-05-18,3184,5203,9269,2779,3771,4914,8047,1599,4384,4451,369,718,1215,917,1006,791,2249,1411,435,,161,1163,633,651
2021-05-19,3187,5204,9287,2782,3770,4923,8048,1600,4392,4457,369,719,1216,919,1006,791,2250,1411,435,,161,1163,635,651
2021-05-20,3187,5211,9409,2791,3775,4936,8055,1606,4412,4472,369,720,1218,920,1008,791,2251,1411,435,,161,1165,636,651
2021-05-21,3191,5213,9418,2801,3776,4947,8066,1607,4421,4483,369,720,1218,919,1009,791,2246,1411,438,,162,1166,636,652
2021-05-22,3191,5213,9418,2801,3776,4947,8066,1607,4421,4483,369,720,1218,919,1009,791,2246,1411,438,,162,1166,636,652
2021-05-23,3191,5213,9418,2801,3776,4947,8066,1607,4421,4483,369,720,1218,919,1009,791,2246,1411,438,,162,1166,636,652
2021-05-24,3193,5216,9460,2807,3780,4969,8078,1608,4441,4488,369,721,1224,920,1010,792,2252,1411,438,,162,1166,640,652
2021-05-25,3198,5218,9480,2809,3780,4980,8085,1608,4445,4494,369,721,1224,920,1012,791,2261,1412,440,,162,1166,643,652
2021-05-26,3201,5222,9501,2813,3781,4992,8092,1608,4465,4500,370,722,1224,921,1013,792,2263,1412,441,,162,1169,644,653
2021-05-27,3205,5226,9517,2818,3781,5008,8099,1608,4477,4509,370,722,1224,921,1013,795,2264,1413,442,,162,1175,646,653
2021-05-28,3207,5233,9533,2820,3784,5018,8108,1608,4496,4516,370,723,1225,921,1013,795,2266,1413,446,,162,1182,651,654
2021-05-29,3207,5233,9533,2820,3784,5018,8108,1608,4496,4516,370,723,1225,921,1013,795,2266,1413,446,,162,1182,651,654
2021-05-30,3207,5233,9533,2820,3784,5018,8108,1608,4496,4516,370,723,1225,921,1013,795,2266,1413,446,,162,1182,651,654
2021-05-31,3207,5233,9533,2820,3784,5018,8108,1608,4496,4516,370,723,1225,921,1013,795,2266,1413,446,,162,1182,651,654
2021-06-01,3216,5248,9594,2835,3785,5045,8119,1608,4543,4530,369,726,1226,924,1013,795,2272,1413,447,,162,1184,655,655
2021-06-02,3220,5252,9628,2842,3785,5047,8122,1609,4547,4533,370,726,1226,923,1013,794,2279,1413,447,,162,1185,655,655
2021-06-03,3227,5255,9655,2849,3785,5061,8131,1612,4558,4537,370,729,1227,923,1013,796,2287,1414,448,,162,1186,663,655
2021-06-04,3230,5256,9675,2855,3787,5074,8133,1615,4576,4538,370,729,1227,923,1014,797,2289,1414,448,,162,1189,667,655
2021-06-05,3230,5256,9675,2855,3787,5074,8133,1615,4576,4538,370,729,1227,923,1014,797,2289,1414,448,,162,1189,667,655
2021-06-06,3230,5256,9675,2855,3787,5074,8133,1615,4576,4538,370,729,1227,923,1014,797,2289,1414,448,,162,1189,667,655
2021-06-07,3234,5263,9735,2870,3789,5086,8147,1618,4597,4540,370,729,1227,924,1018,797,2290,1414,448,,162,1194,666,655
2021-06-08,3239,5265,9767,2875,3792,5093,8148,1618,4602,4542,371,729,1228,923,1018,799,2292,1414,450,,162,1195,666,656
2021-06-09,3240,5270,9797,2875,3793,5106,8154,1618,4617,4555,370,729,1228,924,1026,799,2293,1415,451,,162,1196,667,656
2021-06-10,3244,5273,9822,2878,3793,5115,8165,1619,4623,4558,371,730,1228,923,1026,800,2296,1415,452,,162,1196,667,656
2021-06-11,3246,5273,9876,2878,3794,5125,8169,1619,4636,4564,371,733,1230,924,1026,801,2298,1415,452,,162,1197,670,656
2021-06-12,3246,5273,9876,2878,3794,5125,8169,1619,4636,4564,371,733,1230,924,1026,801,2298,1415,452,,162,1197,670,656
2021-06-13,3246,5273,9876,2878,3794,5125,8169,1619,4636,4564,371,733,1230,924,1026,801,2298,1415,452,,162,1197,670,656
2021-06-14,3247,5274,9932,2882,3795,5138,8177,1620,4654,4569,371,735,1233,924,1029,802,2301,1415,452,,162,1197,670,656
2021-06-15,3249,5274,9973,2882,3798,5139,8181,1621,4656,4573,371,735,1235,924,1030,802,2302,1416,456,,162,1197,671,656
2021-06-16,3249,5274,10006,2883,3797,5144,8184,1622,4664,4576,371,735,1235,924,1030,802,2302,1417,456,,162,1198,672,656
2021-06-17,3249,5280,10036,2886,3797,5151,8186,1624,4671,4580,373,737,1234,924,1030,802,2301,1417,457,,162,1199,673,656
2021-06-18,3250,5283,10082,2886,3797,5154,8187,1624,4677,4583,374,737,1234,924,1030,802,2302,1418,457,,162,1199,672,656
2021-06-19,3250,5283,10082,2886,3797,5154,8187,1624,4677,4583,374,737,1234,924,1030,802,2302,1418,457,,162,1199,672,656
2021-06-20,3250,5283,10082,2886,3797,5154,8187,1624,4677,4583,374,737,1234,924,1030,802,2302,1418,457,,162,1199,672,656
2021-06-21,3250,5288,10145,2894,3798,5163,8197,1624,4696,4591,374,737,1235,926,1032,802,2305,1420,458,,162,1200,677,656
2021-06-22,3251,5290,10189,2898,3798,5167,8201,1625,4699,4595,374,739,1237,926,1032,802,2308,1420,458,,162,1200,677,656
2021-06-23,3259,5296,10216,2898,3798,5169,8212,1627,4712,4602,373,740,1238,926,1033,799,2304,1421,458,,162,1200,677,656
2021-06-24,3262,5296,10251,2902,3798,5171,8220,1626,4723,4607,372,740,1239,926,1034,797,2305,1422,458,,163,1200,679,656
2021-06-25,3265,5299,10305,2902,3801,5176,8228,1627,4729,4615,372,741,1240,925,1035,797,2315,1422,458,,163,1200,680,656
2021-06-26,3265,5299,10305,2902,3801,5176,8228,1627,4729,4615,372,741,1240,925,1035,797,2315,1422,458,,163,1200,680,656
2021-06-27,3265,5299,10305,2902,3801,5176,8228,1627,4729,4615,372,741,1240,925,1035,797,2315,1422,458,,163,1200,680,656
2021-06-28,3268,5301,10405,2903,3801,5178,8236,1627,4739,4626,372,743,1240,925,1038,797,2318,1423,458,,163,1202,680,656
2021-06-29,3268,5302,10447,2904,3801,5180,8252,1629,4757,4629,372,744,1243,925,1038,797,2319,1426,459,,163,1202,681,657
2021-06-30,3270,5302,10499,2904,3801,5187,8256,1630,4771,4637,373,744,1244,925,1038,797,2320,1428,459,,163,1204,681,657
2021-07-01,3270,5302,10533,2904,3801,5190,8259,1631,4780,4645,373,745,1244,925,1037,797,2320,1431,459,,163,1204,682,658
2021-07-02,3273,5302,10583,2903,3802,5191,8262,1640,4788,4652,373,745,1246,926,1038,797,2321,1432,459,,163,1204,684,661
2021-07-03,3273,5302,10583,2903,3802,5191,8262,1640,4788,4652,373,745,1246,926,1038,797,2321,1432,459,,163,1204,684,661
2021-07-04,3273,5302,10583,2903,3802,5191,8262,1640,4788,4652,373,745,1246,926,1038,797,2321,1432,459,,163,1204,684,661
2021-07-05,3273,5302,10583,2903,3802,5191,8262,1640,4788,4652,373,745,1246,926,1038,797,2321,1432,459,,163,1204,684,661
2021-07-06,3273,5305,10714,2903,3804,5195,8275,1649,4801,4657,373,744,1247,926,1042,799,2325,1433,460,,163,1205,688,661
2021-07-07,3276,5306,10763,2903,3805,5196,8282,1655,4805,4662,373,745,1248,926,1045,800,2327,1435,460,,163,1206,693,663
2021-07-08,3278,5313,10823,2905,3807,5196,8291,1659,4820,4670,373,746,1247,928,1046,800,2328,1442,461,,163,1208,698,663
2021-07-09,3278,5315,10868,2906,3816,5201,8294,1662,4833,4673,374,746,1247,928,1047,804,2329,1446,462,,163,1208,702,664
2021-07-10,3278,5315,10868,2906,3816,5201,8294,1662,4833,4673,374,746,1247,928,1047,804,2329,1446,462,,163,1208,702,664
2021-07-11,3278,5315,10868,2906,3816,5201,8294,1662,4833,4673,374,746,1247,928,1047,804,2329,1446,462,,163,1208,702,664
2021-07-12,3281,5324,10956,2910,3824,5208,8298,1670,4853,4679,373,746,1248,928,1051,806,2329,1450,465,,163,1208,704,664
2021-07-13,3281,5325,11001,2912,3826,5213,8304,1675,4859,4680,376,748,1250,928,1056,809,2330,1456,465,,163,1210,704,664
2021-07-14,3281,5331,11036,2917,3831,5219,8306,1679,4869,4687,378,748,1250,928,1060,812,2332,1457,466,,163,1210,707,664
2021-07-15,3282,5337,11092,2922,3834,5223,8306,1686,4876,4695,380,749,1251,931,1062,817,2333,1458,467,,163,1211,716,664
2021-07-16,3283,5341,11114,2926,3835,5228,8310,1689,4882,4697,382,749,1254,932,1065,819,2335,1461,467,,163,1211,716,664
2021-07-17,3283,5341,11114,2926,3835,5228,8310,1689,4882,4697,382,749,1254,932,1065,819,2335,1461,467,,163,1211,716,664
2021-07-18,3283,5341,11114,2926,3835,5228,8310,1689,4882,4697,382,749,1254,932,1065,819,2335,1461,467,,163,1211,716,664
2021-07-19,3284,5348,11187,2930,3842,5239,8321,1693,4891,4706,383,753,1257,934,1075,825,2339,1471,468,,164,1213,721,665
2021-07-20,3288,5356,11216,2932,3848,5247,8322,1698,4906,4709,384,755,1258,934,1091,829,2351,1477,469,,164,1215,722,669
2021-07-21,3289,5369,11263,2936,3853,5256,8334,1703,4917,4711,385,756,1263,936,1095,831,2361,1485,469,,164,1219,724,669
2021-07-22,3290,5387,11316,2938,3865,5262,8343,1716,4930,4712,385,756,1267,936,1096,833,2368,1486,469,,164,1220,732,670
2021-07-23,3290,5396,11338,2940,3868,5270,8351,1720,4940,4716,385,756,1273,942,1099,838,2372,1487,470,,164,1225,739,672
2021-07-24,3290,5396,11338,2940,3868,5270,8351,1720,4940,4716,385,756,1273,942,1099,838,2372,1487,470,,164,1225,739,672
2021-07-25,3290,5396,11338,2940,3868,5270,8351,1720,4940,4716,385,756,1273,942,1099,838,2372,1487,470,,164,1225,739,672
2021-07-26,3297,5405,11387,2946,3881,5282,8366,1726,4955,4731,385,756,1275,943,1116,842,2382,1491,470,,165,1231,742,677
2021-07-27,3306,5413,11415,2955,3883,5299,8385,1734,4968,4736,385,759,1277,944,1125,849,2384,1501,472,,165,1237,752,679
2021-07-28,3306,5413,11415,2955,3883,5299,8385,1734,4968,4736,385,759,1277,944,1125,849,2384,1501,472,,165,1237,752,679
2021-07-29,3321,5445,11470,2968,3897,5320,8424,1753,4990,4762,385,760,1285,944,1138,857,2401,1508,475,,165,1244,762,681
2021-07-30,3325,5461,11503,2974,3897,5333,8444,1765,4998,4774,386,762,1291,944,1145,859,2414,1516,476,,165,1246,768,681
2021-07-31,3325,5461,11503,2974,3897,5333,8444,1765,4998,4774,386,762,1291,944,1145,859,2414,1516,476,,165,1246,768,681
2021-08-01,3325,5461,11503,2974,3897,5333,8444,1765,4998,4774,386,762,1291,944,1145,859,2414,1516,476,,165,1246,768,681
2021-08-02,3343,5503,11591,2989,3914,5362,8462,1777,5017,4788,387,764,1298,944,1154,866,2430,1524,481,,165,1249,772,687
2021-08-03,3349,5514,11647,2994,3931,5381,8499,1785,5026,4798,387,766,1299,946,1168,866,2445,1536,482,,166,1254,776,689
2021-08-04,3373,5521,11692,3011,3938,5415,8524,1797,5042,4805,387,768,1303,948,1176,869,2464,1542,482,,173,1254,780,689
2021-08-05,3388,5537,11745,3022,3950,5438,8569,1804,5048,4820,391,769,1305,949,1179,873,2482,1548,482,,173,1257,781,690
2021-08-06,3399,5562,11796,3035,3960,5463,8603,1815,5056,4829,394,771,1310,949,1182,874,2498,1550,482,,175,1266,790,694
2021-08-07,3399,5562,11796,3035,3960,5463,8603,1815,5056,4829,394,771,1310,949,1182,874,2498,1550,482,,175,1266,790,694
2021-08-08,3399,5562,11796,3035,3960,5463,8603,1815,5056,4829,394,771,1310,949,1182,874,2498,1550,482,,175,1266,790,694
2021-08-09,3434,5586,11967,3055,3995,5520,8675,1836,5074,4855,395,781,1317,952,1204,873,2511,1564,485,,176,1275,798,698
2021-08-10,3439,5595,12014,3081,4003,5549,8735,1850,5090,4869,396,782,1319,957,1216,875,2538,1574,486,,178,1279,802,699
2021-08-11,3455,5612,12090,3080,4014,5583,8757,1856,5108,4883,396,784,1326,959,1221,880,2543,1580,487,,179,1280,809,700
2021-08-12,3472,5651,12169,3108,4044,5609,8813,1879,5114,4895,397,787,1333,967,1226,880,2559,1585,488,,180,1283,817,701
2021-08-13,3488,5667,12215,3123,4068,5637,8854,1895,5127,4910,399,794,1340,966,1238,881,2593,1597,489,,180,1284,822,705
2021-08-14,3488,5667,12215,3123,4068,5637,8854,1895,5127,4910,399,794,1340,966,1238,881,2593,1597,489,,180,1284,822,705
2021-08-15,3488,5667,12215,3123,4068,5637,8854,1895,5127,4910,399,794,1340,966,1238,881,2593,1597,489,,180,1284,822,705
2021-08-16,3517,5735,12327,3159,4107,5712,8947,1914,5172,4946,405,801,1351,970,1252,884,2615,1611,493,,180,1295,834,717
2021-08-17,3558,5765,12376,3170,4116,5763,9034,1928,5182,4964,406,808,1355,972,1269,887,2636,1628,498,,180,1302,838,721
2021-08-18,3581,5793,12445,3197,4130,5791,9109,1947,5222,4990,412,816,1371,978,1279,890,2686,1640,501,,183,1311,846,726
2021-08-19,3590,5809,12518,3202,4146,5810,9147,1953,5239,5002,413,823,1387,982,1290,894,2708,1653,504,,189,1313,849,729
