,Oakland,Wayne,Ingham,Kent,Montcalm,St. Clair,Washtenaw,Bay,Charlevoix,Leelanau,Macomb,Monroe,Ottawa,Jackson,Otsego,Clinton,Eaton,Genesee,Livingston,Midland,Allegan,Barry,Berrien,Calhoun,Clare,Saginaw,Tuscola,Wexford,Emmet,Gladwin,Grand Traverse,Roscommon,Chippewa,Kalamazoo,Muskegon,Newaygo,Hillsdale,Isabella,Kalkaska,Lapeer,Manistee,Unknown,Iosco,Lenawee,Marquette,Sanilac,Van Buren,Gogebic,Ionia,Mecosta,Missaukee,Oceana,Ogemaw,Shiawassee,Cass,Crawford,Gratiot,Huron,Osceola,Cheboygan,Antrim,Delta,Houghton,St. Joseph,Arenac,Branch,Oscoda,Mackinac,Dickinson,Luce,Presque Isle,Mason,Schoolcraft,Menominee,Alpena,Lake,Montmorency,Alcona,Baraga,Benzie,Iron,Alger,Keweenaw,Ontonagon
2021-04-30,110917,154839,23640,68106,7534,17310,26010,10536,1574,1191,95020,14540,30626,20021,2209,7271,9648,39590,15857,7050,10308,5487,14663,13439,2261,20887,5383,2687,2243,2181,6199,1803,5490,21550,16526,4424,4143,5831,1047,9214,1901,259,1854,10348,5748,4104,6718,1362,8742,2967,1408,2600,1557,6006,5202,931,6632,3958,1790,1808,1531,3840,3037,5830,1070,5419,587,618,2666,1214,967,1993,355,2048,2070,582,543,701,855,1220,1007,647,172,454
2021-05-01,111429,155474,23709,68444,7559,17388,26010,10578,1574,1193,95414,14574,30760,20063,2209,7286,9681,39733,15927,7085,10353,5512,14676,13465,2273,20989,5403,2702,2245,2185,6199,1808,5497,21641,16636,4450,4156,5869,1055,9244,1907,405,1860,10375,5756,4110,6746,1364,8772,2974,1415,2605,1563,6023,5211,934,6655,3969,1796,1819,1531,3861,3039,5863,1084,5439,588,619,2673,1218,973,2006,358,2051,2075,585,544,704,857,1221,1007,647,173,454
2021-05-02,111429,155474,23709,68444,7559,17428,26010,10578,1574,1193,95414,14574,30760,20063,2209,7286,9681,39733,15927,7085,10353,5512,14689,13465,2273,20989,5403,2702,2245,2185,6199,1808,5497,21641,16636,4450,4156,5869,1055,9244,1907,352,1860,10375,5756,4110,6746,1364,8772,2974,1415,2605,1563,6023,5211,934,6655,3969,1796,1819,1531,3861,3039,5863,1084,5439,588,619,2673,1218,973,2006,358,2051,2075,585,544,704,857,1221,1007,647,173,454
2021-05-03,111939,156621,23803,68956,7597,17459,26184,10645,1583,1197,95985,14663,31012,20144,2229,7305,9717,40007,16030,7129,10416,5567,14744,13539,2290,21102,5424,2719,2260,2195,6204,1813,5505,21783,16797,4482,4176,5906,1057,9301,1913,397,1871,10410,5773,4128,6770,1367,8806,2988,1420,2620,1574,6057,5227,935,6692,3978,1809,1834,1543,3877,3047,5893,1095,5452,593,620,2677,1221,980,2023,359,2061,2098,590,553,707,871,1228,1009,649,173,454
2021-05-04,112263,157086,23876,69158,7619,17508,26184,10682,1587,1204,96313,14730,31126,20177,2242,7318,9748,40138,16061,7146,10453,5592,14825,13600,2299,21197,5447,2738,2275,2201,6227,1818,5515,21902,16903,4517,4190,5930,1065,9322,1917,413,1877,10434,5794,4137,6804,1367,8838,3004,1427,2626,1583,6087,5246,936,6710,3988,1817,1839,1552,3887,3056,5907,1103,5463,601,624,2685,1234,983,2030,362,2065,2110,593,555,709,880,1235,1010,656,173,453
2021-05-05,112680,157610,23917,69371,7665,17541,26273,10742,1592,1207,96606,14764,31240,20219,2253,7342,9770,40220,16108,7161,10491,5618,14915,13657,2311,21286,5462,2754,2279,2209,6238,1823,5520,21998,17003,4534,4203,5963,1067,9351,1921,347,1878,10476,5804,4146,6822,1368,8874,3019,1432,2635,1592,6102,5258,940,6733,3996,1826,1842,1559,3891,3061,5925,1111,5474,603,628,2689,1235,986,2040,363,2068,2124,594,561,710,891,1235,1019,656,173,453
2021-05-06,113204,158287,23989,69635,7711,17578,26382,10794,1598,1209,96979,14826,31378,20282,2264,7359,9803,40376,16167,7190,10558,5643,14945,13719,2356,21403,5486,2771,2291,2222,6255,1827,5526,22079,17134,4578,4222,6006,1072,9383,1931,449,1889,10505,5817,4151,6844,1368,8908,3048,1443,2664,1601,6128,5268,944,6751,4006,1840,1862,1566,3910,3067,5946,1130,5488,611,633,2691,1238,992,2054,374,2074,2141,594,562,713,898,1243,1021,658,173,454
2021-05-07,113840,158849,24058,69860,7740,17635,26437,10833,1600,1212,97261,14878,31485,20336,2275,7372,9822,40480,16196,7211,10616,5666,14993,13798,2370,21484,5509,2783,2296,2224,6271,1835,5531,22154,17201,4598,4238,6027,1073,9411,1933,472,1894,10526,5832,4160,6863,1372,8942,3062,1447,2670,1613,6140,5285,953,6769,4010,1847,1865,1573,3919,3074,5974,1133,5509,615,635,2692,1247,999,2059,382,2076,2149,597,565,718,908,1250,1023,658,173,456
2021-05-08,114310,159224,24100,70018,7760,17696,26437,10861,1600,1213,97507,14912,31549,20386,2275,7392,9834,40639,16245,7237,10640,5683,15029,13830,2376,21548,5519,2795,2296,2229,6280,1840,5538,22190,17272,4616,4245,6048,1074,9438,1936,524,1904,10546,5836,4166,6871,1374,8967,3074,1453,2679,1619,6153,5295,961,6785,4016,1853,1873,1573,3931,3077,5994,1141,5516,622,640,2696,1252,1004,2072,386,2078,2157,602,569,721,908,1252,1024,658,173,456
2021-05-09,114310,159224,24100,70018,7760,17696,26437,10861,1600,1213,97507,14912,31549,20386,2275,7392,9834,40639,16245,7237,10640,5683,15058,13830,2376,21548,5519,2795,2296,2229,6280,1840,5538,22190,17272,4616,4245,6048,1074,9438,1936,495,1904,10546,5836,4166,6871,1374,8967,3074,1453,2679,1619,6153,5295,961,6785,4016,1853,1873,1573,3931,3077,5994,1141,5516,622,640,2696,1252,1004,2072,386,2078,2157,602,569,721,908,1252,1024,658,173,456
2021-05-10,114561,159802,24180,70269,7798,17747,26514,10901,1610,1213,97756,14972,31661,20456,2281,7410,9867,40729,16300,7268,10676,5715,15066,13894,2385,21625,5534,2803,2305,2235,6288,1842,5542,22257,17359,4630,4261,6074,1080,9477,1940,506,1918,10573,5843,4170,6893,1378,9007,3081,1456,2690,1631,6179,5303,965,6807,4019,1858,1879,1578,3944,3080,6010,1148,5522,628,642,2698,1254,1010,2077,387,2080,2174,602,574,723,916,1253,1028,659,173,457
2021-05-11,115013,160218,24213,70483,7815,17849,26550,10926,1620,1214,97938,14998,31777,20519,2287,7420,9880,40816,16321,7282,10715,5727,15100,13937,2395,21699,5553,2806,2310,2241,6300,1844,5554,22367,17426,4644,4274,6093,1080,9493,1940,513,1926,10601,5851,4178,6914,1379,9024,3089,1462,2692,1645,6199,5312,966,6827,4024,1866,1885,1583,3952,3087,6023,1155,5532,631,647,2701,1263,1013,2083,392,2084,2185,602,576,727,923,1254,1030,660,173,458
2021-05-12,115381,160640,24258,70728,7854,17897,26609,10957,1620,1219,98161,15032,31873,20578,2287,7432,9910,40910,16372,7312,10748,5753,15121,13980,2404,21757,5562,2815,2310,2247,6313,1851,5556,22431,17513,4668,4294,6113,1089,9510,1946,549,1931,10623,5860,4185,6928,1384,9062,3100,1464,2694,1651,6238,5320,966,6848,4039,1870,1888,1586,3958,3092,6040,1161,5545,632,657,2705,1271,1019,2096,396,2094,2189,605,581,726,928,1258,1035,661,174,460
2021-05-13,115741,161042,24310,70902,7875,17946,26683,10980,1626,1223,98366,15045,31965,20589,2293,7442,9926,41001,16409,7342,10784,5769,15149,14023,2409,21824,5570,2827,2331,2255,6328,1855,5561,22482,17574,4684,4301,6129,1092,9529,1945,544,1933,10644,5866,4191,6943,1386,9083,3112,1471,2699,1659,6251,5328,968,6852,4049,1885,1894,1593,3968,3097,6051,1167,5549,633,661,2706,1276,1025,2099,398,2099,2195,607,587,726,932,1260,1036,662,174,461
2021-05-14,115982,161392,24358,71075,7911,17981,26716,11010,1630,1226,98520,15081,32056,20634,2306,7456,9941,41064,16438,7357,10815,5790,15179,14077,2411,21876,5576,2836,2338,2261,6340,1859,5563,22538,17629,4708,4307,6145,1100,9551,1946,555,1947,10657,5871,4193,6964,1387,9101,3116,1474,2706,1663,6261,5332,970,6863,4052,1890,1897,1598,3976,3101,6066,1175,5559,637,671,2710,1282,1028,2100,406,2099,2198,608,590,726,938,1263,1037,663,174,462
2021-05-15,116183,161588,24388,71197,7925,18016,26716,11039,1630,1227,98634,15096,32106,20658,2306,7464,9952,41098,16462,7369,10827,5808,15216,14108,2414,21936,5585,2841,2340,2264,6346,1861,5566,22589,17686,4724,4314,6165,1100,9570,1947,609,1949,10676,5873,4200,6973,1391,9105,3120,1475,2710,1665,6271,5340,974,6875,4051,1894,1898,1598,3984,3101,6075,1178,5573,637,674,2711,1283,1031,2100,407,2101,2200,608,592,726,943,1263,1040,663,175,463
2021-05-16,116183,161588,24388,71197,7925,18048,26716,11039,1630,1227,98634,15096,32106,20658,2306,7464,9952,41098,16462,7369,10827,5808,15236,14108,2414,21936,5585,2841,2340,2264,6346,1861,5566,22589,17686,4724,4314,6165,1100,9570,1947,557,1949,10676,5873,4200,6973,1391,9105,3120,1475,2710,1665,6271,5340,974,6875,4051,1894,1898,1598,3984,3101,6075,1178,5573,637,674,2711,1283,1031,2100,407,2101,2200,608,592,726,943,1263,1040,663,175,463
2021-05-17,116407,162065,24452,71508,7964,18057,26785,11074,1638,1229,98893,15131,32203,20711,2313,7480,9964,41174,16501,7391,10859,5823,15248,14164,2420,21995,5597,2846,2353,2270,6358,1868,5568,22643,17778,4733,4326,6182,1104,9590,1948,574,1954,10698,5881,4204,6977,1394,9132,3128,1477,2712,1678,6291,5352,977,6891,4051,1901,1902,1604,3988,3102,6093,1182,5585,640,678,2715,1287,1035,2102,410,2102,2204,613,593,727,945,1266,1041,663,176,464
2021-05-18,116550,162282,24478,71629,7984,18102,26803,11093,1643,1230,98988,15147,32264,20745,2320,7496,9983,41231,16517,7404,10900,5840,15286,14185,2426,22038,5604,2856,2357,2275,6362,1871,5571,22696,17837,4741,4335,6199,1105,9610,1949,572,1961,10699,5890,4207,6990,1394,9155,3135,1477,2714,1689,6303,5381,977,6898,4050,1909,1903,1611,3995,3107,6102,1183,5597,643,683,2716,1292,1037,2102,412,2103,2214,616,593,731,951,1267,1042,664,176,464
2021-05-19,116794,162543,24535,71767,8004,18163,26833,11121,1647,1233,99169,15169,32349,20783,2327,7507,10004,41267,16542,7423,10933,5850,15317,14228,2428,22082,5609,2863,2357,2279,6378,1872,5574,22744,17904,4763,4340,6230,1106,9632,1950,613,1963,10714,5894,4213,6993,1396,9175,3142,1484,2719,1698,6311,5390,981,6904,4053,1920,1908,1615,4000,3108,6120,1191,5602,648,688,2721,1300,1040,2106,413,2103,2225,619,596,733,954,1267,1046,664,175,466
2021-05-20,116930,162817,24577,71867,8027,18197,26874,11141,1653,1233,99326,15198,32394,20811,2332,7515,10026,41346,16567,7447,10957,5861,15347,14255,2432,22132,5617,2865,2359,2285,6385,1872,5577,22783,17956,4780,4344,6245,1107,9644,1950,572,1967,10734,5898,4217,7010,1396,9189,3156,1486,2723,1703,6324,5396,982,6912,4055,1922,1914,1615,4003,3115,6137,1193,5607,650,694,2721,1307,1043,2110,416,2105,2231,621,601,735,954,1267,1047,664,175,467
2021-05-21,117046,163073,24605,71971,8044,18217,26874,11151,1653,1235,99427,15212,32443,20830,2338,7521,10035,41386,16587,7462,10980,5866,15366,14275,2436,22160,5624,2867,2362,2287,6389,1873,5578,22812,17981,4787,4352,6255,1108,9648,1954,601,1976,10739,5901,4219,7017,1396,9196,3162,1487,2726,1706,6338,5404,983,6915,4062,1925,1914,1615,4010,3118,6149,1196,5609,651,696,2723,1309,1043,2110,420,2107,2234,621,601,735,957,1267,1047,664,175,468
2021-05-22,117168,163277,24625,72187,8053,18228,26896,11165,1653,1234,99533,15228,32479,20852,2338,7524,10039,41415,16603,7465,11000,5871,15379,14298,2436,22187,5626,2869,2362,2287,6400,1874,5580,22838,18027,4792,4354,6257,1110,9664,1961,621,1977,10744,5902,4224,7025,1396,9203,3165,1490,2727,1711,6345,5413,985,6920,4064,1927,1916,1615,4011,3119,6153,1197,5617,657,696,2724,1315,1047,2113,423,2108,2237,623,603,737,959,1267,1048,665,175,472
2021-05-23,117168,163277,24625,72187,8053,18234,26896,11165,1653,1234,99533,15228,32479,20852,2338,7524,10039,41415,16603,7465,11000,5871,15383,14298,2436,22187,5626,2869,2362,2287,6400,1874,5580,22838,18027,4792,4354,6257,1110,9664,1961,611,1977,10744,5902,4224,7025,1396,9203,3165,1490,2727,1711,6345,5413,985,6920,4064,1927,1916,1615,4011,3119,6153,1197,5617,657,696,2724,1315,1047,2113,423,2108,2237,623,603,737,959,1267,1048,665,175,472
2021-05-24,117279,163555,24649,72350,8067,18249,26943,11181,1661,1235,99653,15253,32526,20877,2338,7538,10054,41459,16622,7473,11019,5879,15404,14324,2442,22213,5633,2871,2367,2288,6414,1877,5581,22873,18077,4805,4366,6269,1111,9674,1965,609,1980,10757,5905,4228,7042,1399,9216,3168,1493,2733,1714,6357,5418,987,6931,4066,1931,1920,1617,4015,3120,6166,1199,5625,663,699,2727,1315,1047,2115,423,2108,2248,625,605,737,961,1267,1049,665,175,473
2021-05-25,117387,163677,24668,72455,8076,18291,26958,11188,1661,1235,99733,15270,32548,20905,2338,7545,10064,41484,16630,7483,11032,5884,15421,14346,2445,22250,5641,2873,2367,2292,6422,1877,5585,22902,18114,4808,4369,6280,1114,9678,1966,617,1986,10761,5909,4230,7054,1399,9224,3170,1493,2732,1719,6368,5431,987,6936,4068,1937,1920,1617,4017,3121,6172,1199,5632,663,703,2728,1319,1046,2117,430,2109,2248,625,605,737,965,1268,1049,666,175,473
2021-05-26,117495,163841,24687,72561,8088,18326,26980,11199,1663,1236,99820,15290,32599,20922,2339,7559,10075,41508,16647,7494,11051,5901,15443,14357,2447,22293,5642,2879,2368,2292,6427,1881,5585,22934,18153,4823,4376,6291,1115,9686,1966,615,1989,10765,5912,4237,7066,1400,9235,3174,1498,2744,1721,6377,5434,987,6941,4070,1940,1922,1623,4020,3124,6180,1199,5640,667,704,2729,1324,1048,2119,431,2111,2250,626,608,737,966,1271,1050,666,175,474
2021-05-27,117620,163993,24697,72616,8102,18346,27000,11205,1663,1236,99920,15304,32620,20939,2341,7567,10082,41539,16653,7502,11060,5904,15453,14369,2454,22310,5642,2883,2368,2294,6431,1881,5589,22949,18179,4827,4379,6297,1115,9696,1965,647,1989,10775,5913,4244,7072,1400,9246,3182,1497,2747,1727,6384,5436,987,6944,4073,1940,1920,1624,4021,3125,6182,1200,5646,671,704,2731,1326,1049,2122,432,2113,2252,627,609,737,971,1271,1051,666,175,474
2021-05-28,117716,164123,24709,72681,8115,18358,27009,11206,1665,1238,99994,15314,32638,20943,2343,7575,10090,41556,16663,7505,11073,5916,15465,14389,2454,22329,5646,2883,2369,2296,6434,1882,5589,22960,18198,4833,4380,6299,1117,9708,1965,649,1990,10776,5918,4246,7079,1400,9254,3185,1498,2747,1728,6395,5439,991,6950,4074,1943,1921,1624,4026,3126,6185,1200,5649,674,704,2732,1327,1051,2126,433,2113,2257,628,609,738,981,1273,1052,666,176,476
2021-05-29,117787,164242,24732,72723,8124,18368,27009,11206,1665,1238,100037,15327,32651,20949,2343,7578,10091,41573,16666,7512,11079,5917,15465,14400,2455,22341,5650,2883,2369,2297,6440,1882,5591,22976,18214,4842,4385,6303,1118,9710,1966,655,1992,10782,5921,4247,7081,1401,9257,3186,1500,2751,1729,6398,5443,991,6952,4075,1945,1921,1624,4027,3127,6191,1203,5652,676,704,2732,1328,1052,2127,433,2113,2258,629,609,738,981,1273,1052,666,176,475
2021-05-30,117787,164242,24732,72723,8124,18371,27009,11206,1665,1238,100037,15327,32651,20949,2343,7578,10091,41573,16666,7512,11079,5917,15482,14400,2455,22341,5650,2883,2369,2297,6440,1882,5591,22976,18214,4842,4385,6303,1118,9710,1966,655,1992,10782,5921,4247,7081,1401,9257,3186,1500,2751,1729,6398,5443,991,6952,4075,1945,1921,1624,4027,3127,6191,1203,5652,676,704,2732,1328,1052,2127,433,2113,2258,629,609,738,981,1273,1052,666,176,475
2021-05-31,117787,164242,24732,72723,8124,18373,27009,11206,1665,1238,100037,15327,32651,20949,2343,7578,10091,41573,16666,7512,11079,5917,15482,14400,2455,22341,5650,2883,2369,2297,6440,1882,5591,22976,18214,4842,4385,6303,1118,9710,1966,655,1992,10782,5921,4247,7081,1401,9257,3186,1500,2751,1729,6398,5443,991,6952,4075,1945,1921,1624,4027,3127,6191,1203,5652,676,704,2732,1328,1052,2127,433,2113,2258,629,609,738,981,1273,1052,666,176,475
2021-06-01,117919,164417,24761,72813,8137,18375,27027,11213,1668,1239,100116,15336,32685,20973,2347,7588,10099,41593,16679,7526,11092,5926,15490,14419,2461,22364,5653,2884,2371,2297,6449,1887,5592,22992,18246,4849,4389,6306,1119,9714,1968,665,1993,10794,5921,4247,7091,1402,9270,3189,1502,2753,1735,6402,5448,991,6956,4079,1951,1923,1630,4029,3129,6198,1203,5657,678,705,2733,1331,1052,2127,434,2113,2259,630,612,738,981,1274,1052,666,177,475
2021-06-02,117976,164508,24770,72856,8148,18394,27031,11216,1669,1240,100156,15339,32698,20976,2345,7589,10111,41607,16685,7528,11099,5932,15496,14432,2462,22382,5656,2884,2371,2299,6451,1889,5592,23012,18262,4854,4392,6305,1119,9718,1968,665,1993,10798,5920,4249,7094,1404,9281,3191,1501,2756,1734,6403,5452,992,6957,4080,1951,1924,1629,4040,3131,6208,1204,5662,681,705,2738,1334,1052,2128,435,2117,2260,631,612,738,983,1274,1052,666,176,476
2021-06-03,118035,164612,24780,72893,8152,18396,27042,11219,1673,1240,100190,15345,32714,20980,2347,7592,10117,41619,16704,7531,11107,5934,15504,14439,2462,22420,5657,2886,2373,2299,6458,1890,5592,23021,18279,4861,4393,6309,1120,9724,1969,665,1997,10803,5920,4248,7095,1404,9285,3193,1502,2756,1736,6405,5455,992,6959,4081,1951,1924,1628,4054,3134,6215,1204,5667,682,707,2738,1335,1053,2129,435,2120,2260,633,613,738,984,1274,1052,666,174,477
2021-06-04,118114,164748,24789,72931,8163,18414,27047,11224,1674,1240,100224,15356,32731,20987,2347,7598,10120,41635,16710,7538,11117,5935,15511,14448,2462,22425,5659,2886,2377,2299,6461,1892,5593,23035,18288,4862,4395,6314,1121,9730,1969,665,1999,10806,5920,4251,7101,1404,9289,3197,1504,2759,1737,6405,5459,991,6960,4083,1951,1924,1628,4055,3135,6225,1204,5673,686,709,2742,1337,1053,2129,435,2121,2262,632,615,738,985,1274,1052,666,174,477
2021-06-05,118174,164826,24795,72973,8168,18419,27047,11228,1674,1240,100255,15361,32754,20979,2347,7600,10122,41643,16719,7541,11118,5938,15520,14458,2464,22443,5661,2887,2377,2299,6464,1893,5593,23044,18298,4865,4397,6315,1123,9731,1970,665,2000,10813,5922,4251,7109,1404,9293,3198,1504,2761,1737,6408,5460,992,6960,4084,1952,1925,1628,4056,3135,6228,1205,5674,686,709,2743,1337,1053,2129,435,2120,2262,633,615,738,986,1276,1052,666,174,477
2021-06-06,118174,164826,24795,72973,8168,18431,27047,11228,1674,1240,100255,15361,32754,20979,2347,7600,10122,41643,16719,7541,11118,5938,15521,14458,2464,22443,5661,2887,2377,2299,6464,1893,5593,23044,18298,4865,4397,6315,1123,9731,1970,665,2000,10813,5922,4251,7109,1404,9293,3198,1504,2761,1737,6408,5460,992,6960,4084,1952,1925,1628,4056,3135,6228,1205,5674,686,709,2743,1337,1053,2129,435,2120,2262,633,615,738,986,1276,1052,666,174,477
2021-06-07,118221,164917,24808,73022,8175,18436,27055,11229,1674,1240,100303,15369,32778,20987,2348,7602,10125,41655,16727,7544,11124,5939,15521,14467,2464,22450,5662,2887,2381,2300,6463,1895,5593,23058,18311,4870,4400,6316,1124,9733,1971,665,2003,10815,5923,4253,7112,1404,9294,3199,1506,2761,1739,6408,5460,992,6960,4085,1953,1927,1628,4056,3135,6234,1205,5678,690,709,2743,1337,1053,2132,435,2120,2262,633,615,738,986,1277,1052,667,174,478
2021-06-08,118257,164994,24814,73041,8180,18442,27062,11231,1674,1241,100341,15374,32789,20989,2351,7603,10126,41665,16733,7545,11134,5941,15529,14476,2464,22456,5662,2887,2381,2302,6466,1895,5594,23072,18317,4873,4403,6321,1126,9734,1972,665,2003,10816,5924,4254,7118,1404,9299,3200,1506,2762,1741,6409,5464,992,6961,4088,1954,1928,1629,4056,3135,6239,1205,5683,690,710,2746,1337,1054,2133,436,2120,2263,633,614,739,986,1278,1052,667,174,482
2021-06-09,118291,165057,24828,73043,8186,18445,27063,11233,1676,1241,100367,15377,32802,20990,2351,7608,10129,41670,16736,7547,11135,5948,15540,14485,2464,22467,5662,2888,2381,2301,6466,1895,5598,23081,18330,4875,4404,6323,1126,9739,1972,665,2003,10817,5925,4255,7120,1404,9299,3200,1506,2763,1740,6411,5470,992,6965,4089,1954,1929,1629,4057,3135,6241,1206,5687,690,710,2746,1337,1054,2133,437,2121,2266,633,614,739,986,1278,1052,667,174,482
2021-06-10,118320,165113,24842,73118,8188,18456,27070,11234,1676,1241,100388,15385,32812,20995,2351,7611,10131,41671,16745,7551,11146,5949,15546,14498,2464,22471,5663,2889,2381,2301,6469,1895,5614,23086,18334,4876,4408,6323,1130,9743,1972,665,2004,10821,5925,4256,7121,1404,9304,3201,1508,2764,1740,6413,5472,992,6965,4087,1955,1929,1631,4056,3135,6242,1207,5693,690,711,2746,1337,1054,2134,437,2122,2265,633,614,739,986,1279,1052,667,174,482
2021-06-11,118374,165203,24848,73146,8187,18465,27074,11235,1677,1241,100409,15388,32822,20996,2353,7617,10136,41678,16752,7554,11149,5948,15550,14501,2464,22473,5663,2890,2382,2301,6469,1897,5615,23095,18338,4879,4409,6325,1130,9746,1972,665,2004,10825,5924,4256,7125,1405,9309,3203,1508,2764,1741,6414,5480,992,6965,4086,1956,1930,1631,4055,3135,6244,1207,5701,690,711,2746,1337,1054,2135,437,2122,2266,634,614,739,987,1279,1052,667,174,482
2021-06-12,118390,165272,24852,73161,8189,18470,27074,11238,1677,1242,100429,15392,32833,21003,2353,7618,10138,41688,16755,7555,11151,5948,15551,14506,2464,22474,5663,2890,2382,2303,6471,1897,5614,23098,18344,4882,4409,6326,1130,9746,1972,665,2004,10825,5924,4257,7125,1405,9310,3203,1509,2764,1741,6415,5482,992,6965,4087,1956,1930,1631,4055,3135,6247,1207,5704,690,713,2746,1337,1054,2135,437,2122,2266,634,614,739,987,1280,1052,667,174,482
2021-06-13,118390,165272,24852,73161,8189,18476,27074,11238,1677,1242,100429,15392,32833,21003,2353,7618,10138,41688,16755,7555,11151,5948,15551,14506,2464,22474,5663,2890,2382,2303,6471,1897,5614,23098,18344,4882,4409,6326,1130,9746,1972,665,2004,10825,5924,4257,7125,1405,9310,3203,1509,2764,1741,6415,5482,992,6965,4087,1956,1930,1631,4055,3135,6247,1207,5704,690,713,2746,1337,1054,2135,437,2122,2266,634,614,739,987,1280,1052,667,174,482
2021-06-14,118439,165350,24860,73214,8194,18476,27083,11243,1679,1242,100468,15395,32845,21010,2353,7621,10140,41690,16762,7558,11154,5949,15551,14514,2465,22482,5664,2893,2381,2304,6472,1898,5614,23107,18351,4884,4410,6328,1132,9747,1972,897,2004,10828,5924,4257,7128,1405,9313,3203,1511,2765,1741,6417,5484,992,6967,4089,1957,1930,1632,4056,3135,6250,1208,5712,690,713,2747,1337,1056,2136,439,2122,2268,635,614,739,987,1280,1052,667,174,482
2021-06-15,118457,165410,24862,73218,8195,18477,27089,11244,1679,1242,100490,15405,32853,21015,2353,7627,10138,41696,16763,7559,11155,5950,15557,14518,2465,22484,5665,2893,2381,2305,6471,1898,5618,23113,18354,4884,4411,6330,1132,9750,1972,897,2004,10830,5924,4257,7132,1405,9316,3205,1512,2766,1741,6419,5486,992,6968,4089,1957,1930,1632,4056,3137,6255,1208,5715,690,713,2749,1338,1056,2136,439,2124,2268,635,615,739,987,1279,1052,668,174,482
2021-06-16,118484,165446,24865,73231,8196,18490,27092,11245,1680,1242,100506,15412,32861,21022,2354,7629,10140,41711,16767,7560,11158,5950,15562,14521,2465,22490,5665,2895,2382,2305,6470,1898,5618,23117,18358,4882,4412,6331,1137,9750,1973,901,2004,10832,5924,4257,7133,1405,9319,3207,1511,2766,1741,6422,5487,992,6967,4089,1958,1930,1632,4056,3137,6256,1208,5717,691,713,2752,1338,1056,2136,439,2125,2269,635,615,739,987,1281,1052,668,174,482
2021-06-17,118515,165484,24868,73244,8196,18490,27098,11246,1680,1242,100517,15408,32866,21024,2354,7632,10140,41714,16771,7561,11161,5952,15565,14524,2466,22494,5665,2895,2382,2305,6471,1898,5620,23125,18364,4883,4408,6332,1138,9751,1973,908,2004,10835,5925,4257,7133,1405,9319,3207,1511,2767,1741,6425,5489,993,6967,4089,1958,1930,1633,4056,3138,6257,1208,5720,691,714,2754,1338,1056,2136,439,2125,2269,635,615,739,989,1281,1052,668,174,482
2021-06-18,118538,165535,24868,73244,8197,18490,27100,11248,1681,1242,100533,15408,32874,21029,2354,7634,10143,41720,16772,7564,11165,5952,15565,14527,2468,22497,5665,2895,2383,2305,6472,1898,5620,23131,18370,4884,4409,6332,1138,9752,1975,906,2004,10835,5924,4257,7133,1405,9319,3209,1511,2767,1742,6427,5489,994,6968,4089,1959,1930,1633,4056,3139,6260,1208,5726,691,713,2754,1338,1056,2136,439,2125,2269,635,615,739,990,1281,1052,668,174,482
2021-06-19,118538,165535,24868,73244,8197,18490,27100,11248,1681,1242,100533,15408,32874,21029,2354,7634,10143,41720,16772,7564,11165,5952,15565,14527,2468,22497,5665,2895,2383,2305,6472,1898,5620,23131,18370,4884,4409,6332,1138,9752,1975,906,2004,10835,5924,4257,7133,1405,9319,3209,1511,2767,1742,6427,5489,994,6968,4089,1959,1930,1633,4056,3139,6260,1208,5726,691,713,2754,1338,1056,2136,439,2125,2269,635,615,739,990,1281,1052,668,174,482
2021-06-20,118538,165535,24868,73244,8197,18490,27100,11248,1681,1242,100533,15408,32874,21029,2354,7634,10143,41720,16772,7564,11165,5952,15565,14527,2468,22497,5665,2895,2383,2305,6472,1898,5620,23131,18370,4884,4409,6332,1138,9752,1975,906,2004,10835,5924,4257,7133,1405,9319,3209,1511,2767,1742,6427,5489,994,6968,4089,1959,1930,1633,4056,3139,6260,1208,5726,691,713,2754,1338,1056,2136,439,2125,2269,635,615,739,990,1281,1052,668,174,482
2021-06-21,118585,165611,24872,73291,8198,18492,27108,11253,1681,1243,100561,15411,32879,21034,2354,7637,10145,41725,16781,7563,11173,5953,15574,14531,2471,22501,5665,2897,2384,2305,6475,1898,5620,23146,18377,4888,4410,6335,1138,9754,1975,904,2006,10837,5927,4257,7138,1405,9322,3210,1511,2766,1742,6430,5490,994,6969,4090,1960,1930,1634,4056,3138,6260,1208,5735,691,713,2754,1338,1056,2136,439,2126,2269,635,616,739,990,1280,1053,668,174,482
2021-06-22,118600,165648,24883,73322,8199,18493,27108,11254,1681,1243,100569,15405,32881,21033,2354,7643,10146,41731,16783,7564,11177,5954,15577,14535,2472,22503,5665,2897,2384,2305,6476,1898,5621,23153,18380,4890,4409,6333,1139,9760,1976,878,2006,10840,5928,4259,7139,1405,9323,3211,1511,2766,1742,6430,5493,995,6969,4090,1961,1930,1635,4058,3138,6261,1209,5750,691,714,2753,1338,1056,2138,439,2126,2269,635,616,739,991,1280,1053,668,174,482
