,Oakland,Wayne,Ingham,Kent,Montcalm,St. Clair,Washtenaw,Bay,Charlevoix,Leelanau,Macomb,Monroe,Ottawa,Jackson,Otsego,Clinton,Eaton,Genesee,Livingston,Midland,Allegan,Barry,Berrien,Calhoun,Clare,Saginaw,Tuscola,Wexford,Emmet,Gladwin,Grand Traverse,Roscommon,Chippewa,Kalamazoo,Muskegon,Newaygo,Hillsdale,Isabella,Kalkaska,Lapeer,Manistee,Unknown,Iosco,Lenawee,Marquette,Sanilac,Van Buren,Gogebic,Ionia,Mecosta,Missaukee,Oceana,Ogemaw,Shiawassee,Cass,Crawford,Gratiot,Huron,Osceola,Cheboygan,Antrim,Delta,Houghton,St. Joseph,Arenac,Branch,Oscoda,Mackinac,Dickinson,Luce,Presque Isle,Mason,Schoolcraft,Menominee,Alpena,Lake,Montmorency,Alcona,Baraga,Benzie,Iron,Alger,Keweenaw,Ontonagon
2020-08-28,17794,30980,1749,8353,222,912,3381,803,74,86,12805,1269,2087,2536,154,476,509,3942,1121,407,620,212,1661,958,99,2483,442,100,115,75,340,75,57,1912,1928,293,300,439,64,832,66,345,141,1273,238,123,597,142,296,83,45,499,57,418,402,113,189,197,76,72,55,142,64,676,53,1277,29,34,64,136,21,119,15,243,132,29,12,31,8,46,27,17,2,34
2020-08-29,17922,31086,1766,8409,224,922,3381,813,74,89,12924,1287,2104,2547,154,482,509,3952,1121,411,630,212,1663,974,100,2499,446,102,117,75,348,75,57,1924,2010,295,302,451,65,838,66,365,141,1287,241,123,621,144,300,86,44,499,57,417,410,113,190,198,77,75,58,146,67,679,53,1282,29,36,65,136,21,119,15,245,132,29,12,31,8,46,28,17,2,34
2020-08-30,17996,31178,1772,8449,227,922,3381,814,74,90,12998,1310,2133,2547,154,488,510,3960,1121,413,637,215,1673,983,100,2510,451,104,122,75,348,76,58,1935,1947,298,302,472,66,840,66,433,143,1291,243,125,624,144,301,86,44,500,57,419,411,113,191,200,77,79,58,151,72,680,55,1287,29,36,65,121,21,120,15,246,132,29,12,33,8,46,33,17,2,34
2020-08-31,18053,31256,1783,8490,226,927,3425,825,76,91,13023,1320,2177,2554,155,488,512,3967,1158,417,643,214,1683,994,99,2532,454,107,126,78,356,76,58,1942,1951,299,303,491,66,843,66,442,143,1300,244,125,628,144,302,88,46,501,58,421,412,113,194,201,79,79,60,157,74,683,59,1298,29,37,65,121,21,120,15,250,132,29,12,34,8,47,35,17,2,34
2020-09-01,18168,31382,1796,8537,232,934,3448,831,79,92,13126,1325,2245,2570,157,499,518,3980,1174,425,644,216,1691,1004,101,2543,455,109,127,79,360,76,59,1965,1958,300,304,507,66,843,67,459,143,1330,248,126,637,144,304,92,47,501,58,435,417,113,195,203,79,80,60,160,80,685,59,1306,29,37,65,121,21,121,15,253,133,29,12,36,8,47,35,17,2,35
2020-09-02,18247,31508,1814,8568,230,935,3466,837,77,95,13179,1340,2300,2580,158,505,522,3994,1184,428,648,216,1693,1018,103,2562,459,112,128,79,367,76,63,1979,1958,302,303,530,67,851,69,461,143,1365,254,125,643,144,306,92,49,501,58,436,415,113,196,203,79,80,60,167,85,684,59,1313,29,37,66,121,21,121,15,256,133,29,12,36,8,50,35,17,2,34
2020-09-03,18351,31632,1840,8616,237,939,3482,850,77,95,13274,1357,2362,2583,160,520,523,4005,1198,438,650,217,1702,1029,103,2588,462,116,129,80,370,76,66,1995,1968,302,305,544,68,853,71,460,145,1390,262,126,647,144,311,94,49,501,58,459,418,113,198,204,80,80,60,169,95,683,59,1316,32,38,67,121,21,123,15,258,132,29,12,37,8,55,36,17,2,36
2020-09-04,18455,31850,1889,8646,240,941,3508,866,78,95,13347,1367,2440,2586,162,535,526,4021,1213,449,658,224,1724,1054,104,2627,466,116,130,81,384,76,65,2037,1975,303,305,557,71,859,74,501,149,1395,264,128,658,146,389,102,50,501,58,452,427,113,199,205,80,83,60,176,110,691,61,1320,29,42,67,122,22,123,15,260,132,29,12,37,8,56,36,18,4,36
2020-09-05,18513,31983,1958,8684,243,947,3508,870,79,96,13433,1377,2526,2597,162,546,540,4031,1213,463,663,225,1734,1070,106,2642,467,116,131,81,384,78,65,2069,2027,303,305,563,71,868,74,573,153,1404,265,128,674,147,320,103,51,501,58,461,430,113,200,208,81,83,61,182,121,696,64,1319,29,43,67,122,22,126,16,261,132,29,12,38,12,57,37,17,4,36
2020-09-06,18513,31983,1958,8684,243,947,3508,870,79,96,13433,1377,2558,2597,162,546,540,4031,1213,463,663,225,1745,1070,106,2642,467,116,131,81,384,78,65,2069,2027,303,305,563,71,868,74,573,153,1404,265,128,674,147,320,103,51,501,58,461,430,113,200,208,81,83,61,182,121,696,64,1319,29,43,67,122,22,126,16,261,132,29,12,38,12,57,37,17,4,36
2020-09-07,18672,32303,2037,8737,248,949,3508,874,79,96,13545,1395,2582,2605,162,558,548,4041,1213,478,669,228,1754,1089,105,2668,469,116,133,81,393,79,66,2091,1991,304,305,566,72,868,75,626,155,1420,265,128,680,147,328,112,51,501,58,474,431,114,206,207,81,83,62,186,159,698,64,1330,29,44,69,125,22,129,16,261,132,30,13,38,8,59,38,17,4,36
2020-09-08,18746,32401,2066,8777,251,953,3564,881,84,96,13592,1400,2641,2617,167,563,551,4055,1249,484,672,234,1758,1094,105,2683,469,118,133,82,396,82,66,2095,2268,305,306,568,71,869,76,221,157,1426,269,129,681,147,352,115,54,502,59,473,433,115,209,208,81,83,62,187,165,703,67,1337,29,44,70,214,22,128,16,261,132,30,13,39,9,59,38,17,4,36
2020-09-09,18888,32646,2170,8838,252,953,3588,883,85,98,13677,1405,2695,2623,167,568,554,4078,1260,494,680,247,1758,1099,105,2696,469,118,133,83,402,82,66,2141,2272,306,308,579,73,872,79,222,158,1431,277,130,681,147,361,119,53,501,59,472,442,115,215,209,81,83,62,192,176,702,66,1337,29,47,70,214,23,129,17,263,132,30,13,39,10,60,38,17,4,36
2020-09-10,18972,32877,2296,8900,255,956,3603,894,86,99,13755,1418,2754,2644,168,576,557,4073,1269,498,684,248,1768,1113,106,2725,473,118,136,83,413,82,66,2190,2282,308,309,591,74,871,79,226,159,1441,278,131,688,148,362,125,53,501,60,473,444,116,217,207,81,83,62,197,183,703,66,1341,30,47,70,215,23,129,17,264,132,31,13,39,10,60,43,17,6,36
2020-09-11,19272,33138,2424,8969,260,956,3657,897,93,99,13843,1423,2870,2653,168,587,564,4096,1291,501,690,255,1790,1120,107,2747,469,118,136,84,429,83,68,2239,2291,310,310,602,76,871,79,260,160,1453,282,131,696,149,366,159,54,501,60,472,454,116,217,207,85,85,64,204,197,703,66,1347,29,50,73,215,23,130,17,265,132,32,13,40,11,62,44,17,6,37
2020-09-12,19348,33276,2525,9015,259,958,3657,903,93,103,13917,1427,2898,2665,168,591,569,4104,1291,508,694,257,1808,1130,107,2761,471,118,136,84,432,83,67,2276,2321,310,313,606,76,872,79,258,167,1460,285,132,700,149,366,163,54,501,60,472,466,116,222,205,86,86,64,211,210,708,66,1360,29,51,73,215,23,130,17,267,132,32,13,40,11,63,48,17,7,37
2020-09-13,19348,33276,2525,9015,259,958,3657,903,93,103,13917,1427,2934,2665,168,591,569,4104,1291,508,694,257,1799,1130,107,2761,471,118,136,84,432,83,67,2276,2321,310,313,606,76,872,79,258,167,1460,285,132,700,149,366,163,54,501,60,472,466,116,222,205,86,86,64,211,210,708,66,1360,29,51,73,215,23,130,17,267,132,32,13,40,11,63,48,17,7,37
2020-09-14,19466,33536,2655,9092,272,961,3715,911,95,102,14004,1438,2968,2663,171,589,576,4145,1321,519,702,259,1807,1153,106,2805,473,120,139,86,435,87,68,2326,2303,316,316,616,79,877,81,283,174,1479,290,134,710,152,370,164,54,506,60,480,475,117,229,206,89,85,64,223,218,711,66,1363,29,51,75,216,24,133,17,268,133,32,13,41,13,62,52,17,8,37
2020-09-15,19549,33678,2758,9131,275,969,3733,918,95,102,14041,1443,3019,2675,171,594,586,4169,1329,526,711,263,1811,1160,107,2809,474,122,140,85,439,87,68,2352,2306,318,316,622,79,879,83,288,176,1482,293,134,714,152,369,169,55,506,60,482,480,118,230,207,88,86,64,230,223,711,68,1369,29,51,78,217,24,133,19,272,134,32,13,41,13,61,52,17,7,39
2020-09-16,19624,33815,2887,9177,277,970,3744,932,98,102,14071,1454,3058,2683,173,601,594,4184,1338,531,713,270,1825,1174,107,2825,476,122,147,87,446,89,69,2411,2316,321,318,632,80,879,82,289,176,1489,297,139,717,152,372,171,57,506,61,484,488,118,233,207,88,87,66,239,237,713,67,1370,30,52,83,219,24,133,20,278,135,32,13,41,14,64,53,17,8,41
2020-09-17,19751,33973,3012,9249,280,974,3794,946,98,103,14119,1455,3100,2705,175,611,602,4220,1350,536,718,272,1839,1192,108,2850,479,122,151,89,449,87,71,2473,2373,324,323,638,80,884,81,96,177,1494,298,142,725,152,503,175,57,506,61,489,495,118,239,207,88,88,66,247,251,717,67,1380,30,53,89,238,24,134,20,287,134,32,13,42,14,66,58,17,8,41
2020-09-18,19828,34059,3091,9308,287,979,3819,949,98,103,14171,1454,3142,2711,176,616,611,4248,1355,539,724,273,1845,1211,108,2855,482,123,151,90,452,88,76,2534,2379,318,327,646,80,886,82,103,181,1501,308,144,729,153,503,183,58,513,61,492,506,118,244,211,90,88,66,252,282,724,68,1379,30,54,93,245,25,134,21,294,136,33,14,41,14,67,60,17,7,42
2020-09-19,19884,34107,3158,9348,291,982,3819,956,98,108,14215,1458,3162,2715,176,620,610,4267,1355,553,729,272,1854,1222,108,2867,488,123,152,91,455,88,76,2580,2379,318,325,652,80,887,82,116,190,1509,316,144,738,153,506,186,58,513,61,491,514,118,250,214,89,88,66,261,300,726,69,1383,30,54,97,237,26,134,21,302,139,33,14,41,14,69,66,17,7,42
2020-09-20,19884,34107,3158,9348,291,982,3819,956,98,108,14215,1458,3187,2715,176,620,610,4267,1355,553,729,272,1865,1222,108,2867,488,123,152,91,455,88,76,2580,2379,318,325,652,80,887,82,116,190,1509,316,144,738,153,506,186,58,513,61,491,514,118,250,214,89,88,66,261,300,726,69,1383,30,54,97,237,26,134,21,302,139,33,14,41,14,69,66,17,7,42
2020-09-21,20089,34327,3242,9463,296,985,3881,971,98,110,14365,1471,3233,2733,176,633,618,4334,1387,570,737,282,1865,1239,111,2880,493,123,154,91,457,91,75,2616,2391,328,330,672,81,894,82,151,204,1517,329,146,744,154,506,193,59,514,62,496,533,119,256,218,91,89,67,286,337,732,69,1391,30,54,108,237,26,134,21,324,145,33,14,41,15,79,91,17,7,42
2020-09-22,20178,34446,3297,9528,302,985,3902,976,101,110,14407,1476,3272,2761,183,648,624,4369,1382,579,737,283,1900,1250,111,2886,495,123,157,91,460,92,77,2661,2404,333,331,674,82,895,82,142,205,1516,334,146,743,156,509,193,59,514,62,499,537,121,260,219,92,89,68,297,344,736,68,1402,30,54,115,237,26,134,21,328,150,33,14,41,19,79,97,17,8,42
2020-09-23,20235,34607,3362,9600,306,985,3919,985,108,111,14473,1486,3316,2772,183,658,634,4393,1390,585,743,283,1908,1265,112,2898,497,125,157,91,467,93,77,2707,2410,342,334,683,83,900,83,144,209,1517,342,147,744,156,507,196,59,516,65,499,547,125,268,219,93,90,69,327,388,735,69,1409,30,57,114,237,26,136,24,339,151,33,14,41,21,80,114,19,8,42
2020-09-24,20346,34784,3406,9673,310,995,4009,992,107,112,14571,1504,3354,2793,183,661,639,4451,1402,590,752,289,1917,1287,111,2906,502,127,156,92,478,94,78,2763,2420,356,335,690,84,908,83,145,213,1518,350,146,749,156,512,202,60,515,65,504,557,123,269,223,93,90,70,347,415,758,69,1413,30,57,123,238,26,135,24,358,153,32,14,41,26,79,125,17,8,42
2020-09-25,20442,34928,3462,9758,314,1001,4050,1000,111,112,14644,1506,3383,2806,186,669,647,4497,1419,599,755,292,1935,1332,112,2925,510,128,156,93,477,97,78,2833,2437,362,344,693,84,913,88,148,215,1524,355,146,753,158,521,205,62,516,65,510,572,124,273,225,93,90,70,377,442,763,69,1425,31,57,128,238,26,135,25,369,148,32,14,42,27,79,145,17,9,42
2020-09-26,20543,35046,3506,9849,317,1012,4050,1006,111,112,14722,1513,3409,2814,186,677,664,4554,1419,605,765,306,1946,1357,112,2936,509,128,157,96,482,100,79,2888,2452,362,348,700,85,920,88,147,219,1527,363,147,763,160,525,206,63,518,67,513,579,124,276,225,93,91,70,414,475,769,70,1434,30,59,131,238,27,135,27,375,148,32,14,43,31,79,164,18,10,42
2020-09-27,20543,35046,3506,9849,317,1014,4050,1006,111,112,14722,1513,3436,2814,186,677,664,4554,1419,605,765,306,1954,1357,112,2936,509,128,157,96,482,100,79,2888,2452,362,348,700,85,920,88,147,219,1527,363,147,763,160,525,206,63,518,67,513,579,124,276,225,93,91,70,414,475,769,70,1434,30,59,131,238,27,135,27,375,148,32,14,43,31,79,164,18,10,42
2020-09-28,20650,35166,3537,9984,327,1018,4189,1012,111,115,14872,1528,3474,2835,190,681,670,4616,1447,618,774,309,1959,1401,112,2975,513,129,159,98,485,101,79,2944,2470,373,352,712,86,925,89,155,222,1533,377,148,767,162,525,215,64,524,68,518,594,125,280,226,95,94,71,471,505,786,70,1440,31,61,143,238,27,135,27,396,148,35,15,43,32,80,179,18,12,42
2020-09-29,20771,35320,3588,10067,340,1030,4260,1018,111,115,14962,1540,3498,2858,191,691,690,4651,1457,621,776,317,1968,1442,113,2995,515,131,160,100,491,103,79,2999,2481,381,355,716,87,934,92,158,223,1544,385,149,769,164,528,220,64,528,68,521,600,126,294,226,97,93,71,496,531,793,70,1450,31,62,159,238,27,135,29,408,148,35,15,45,36,81,197,19,10,42
2020-09-30,20854,35481,3607,10193,344,1036,4300,1027,112,115,15063,1548,3533,2864,182,699,694,4727,1471,629,785,326,1981,1492,113,3007,514,133,162,105,496,102,81,3053,2493,390,358,724,90,943,93,167,228,1572,397,151,776,167,535,228,64,528,68,525,611,127,298,227,99,93,72,560,562,807,71,1455,31,68,174,238,27,137,29,419,148,35,16,47,37,84,203,19,11,43
2020-10-01,20922,35613,3632,10285,349,1057,4326,1035,113,115,15153,1557,3570,2875,198,703,703,4772,1485,641,791,333,1981,1522,114,3035,514,135,165,109,503,103,82,3100,2507,397,362,728,91,951,94,172,231,1585,401,152,782,169,536,234,67,529,69,531,612,126,304,227,101,93,71,595,582,820,73,1460,32,69,183,238,27,137,31,442,149,36,15,46,40,83,218,21,11,43
2020-10-02,20993,35729,3667,10381,358,1064,4373,1040,115,114,15239,1565,3610,2885,198,727,714,4829,1485,648,805,338,2007,1547,115,3049,520,135,166,108,516,103,84,3156,2510,402,363,731,92,954,98,176,231,1591,415,154,788,174,541,236,67,529,69,542,618,126,304,227,99,95,72,614,620,830,73,1465,32,74,199,239,27,138,34,449,149,36,16,48,41,83,225,23,11,44
2020-10-03,21107,35888,3706,10504,363,1069,4373,1051,115,116,15351,1576,3651,2912,198,738,730,4883,1486,655,815,347,2028,1584,118,3074,527,135,167,109,525,104,86,3223,2520,407,365,742,92,955,98,179,236,1600,433,154,800,175,549,242,68,534,69,546,636,126,307,227,102,96,71,655,641,837,73,1472,32,75,211,238,27,138,35,456,148,36,16,47,46,84,246,24,11,45
2020-10-04,21107,35888,3706,10504,363,1076,4373,1051,115,116,15351,1576,3682,2912,198,738,730,4883,1486,655,815,347,2041,1584,118,3074,527,135,167,109,525,104,86,3223,2520,407,365,742,92,955,98,179,236,1600,433,154,800,175,549,242,68,534,69,546,636,126,307,227,102,96,71,655,641,837,73,1472,32,75,211,238,27,138,35,456,148,36,16,47,46,84,246,24,11,45
2020-10-05,21241,36078,3753,10683,374,1081,4429,1062,118,115,15511,1595,3710,2928,200,746,740,4968,1532,660,834,354,2054,1622,123,3098,530,140,173,112,532,105,85,3262,2532,422,370,753,93,961,101,180,238,1604,446,153,805,179,562,248,68,536,72,553,647,127,314,231,103,97,71,709,672,847,76,1479,32,75,215,239,27,141,37,471,146,38,17,49,46,85,255,27,14,46
2020-10-06,21358,36263,3781,10773,378,1092,4459,1065,119,117,15579,1611,3746,2910,201,754,749,5037,1549,671,850,369,2067,1649,125,3115,529,139,175,114,533,106,88,3336,2628,429,373,768,93,966,100,107,240,1621,453,155,809,181,585,251,69,537,72,556,656,127,318,232,103,96,72,722,700,863,76,1485,35,83,238,264,28,143,38,492,145,38,17,49,48,84,258,30,15,46
2020-10-07,21464,36402,3828,10870,382,1106,4497,1075,120,118,15690,1633,3784,2935,203,762,763,5089,1566,685,859,377,2092,1696,126,3129,530,143,175,115,546,109,87,3406,2644,433,380,785,93,975,101,121,241,1630,471,157,812,182,598,264,70,540,74,562,664,129,320,235,103,98,76,753,729,871,76,1492,47,84,243,266,28,145,39,501,145,38,17,49,50,85,264,33,10,46
2020-10-08,21592,36564,3888,10981,387,1124,4569,1091,120,118,15822,1641,3836,2953,205,770,781,5152,1584,698,873,395,2118,1740,128,3154,536,144,177,119,563,111,87,3483,2655,436,382,798,96,985,103,113,243,1640,480,157,825,185,604,279,70,542,76,565,671,128,327,238,103,98,79,781,767,885,77,1501,50,86,259,268,29,145,40,521,145,38,17,49,53,88,267,37,13,50
2020-10-09,21730,36687,3953,11102,391,1139,4605,1099,120,118,16000,1648,3895,2979,208,779,799,5201,1599,704,888,404,2122,1773,136,3176,538,144,177,124,573,111,90,3553,2677,440,384,810,98,991,103,125,244,1650,495,157,833,186,626,288,70,541,76,574,675,129,337,241,105,98,80,796,784,901,81,1505,50,97,262,273,29,149,42,525,145,38,18,49,54,90,289,42,13,50
2020-10-10,21878,36900,3989,11274,394,1155,4605,1103,120,119,16156,1662,3939,3017,208,789,816,5297,1599,720,901,414,2168,1825,149,3187,541,144,177,129,578,114,90,3650,2688,445,394,822,98,1006,103,141,246,1656,523,158,846,192,638,293,70,542,76,575,689,129,350,244,106,99,79,808,794,913,81,1511,50,104,297,272,29,149,43,537,146,38,18,48,57,91,292,48,12,53
2020-10-11,21878,36900,3989,11274,394,1169,4605,1103,120,119,16156,1662,3967,3017,208,789,816,5297,1599,720,901,414,2168,1825,149,3187,541,144,177,129,578,114,90,3650,2688,445,394,822,98,1006,103,141,246,1656,523,158,846,192,638,293,70,542,76,575,689,129,350,244,106,99,79,808,794,913,81,1511,50,104,297,272,29,149,43,537,146,38,18,48,57,91,292,48,12,53
2020-10-12,22033,37087,4054,11512,416,1175,4615,1138,126,121,16310,1679,4022,3044,212,805,828,5389,1619,726,927,441,2203,1877,152,3212,543,145,178,133,587,114,91,3732,2714,465,400,857,101,1015,107,169,250,1675,540,160,872,196,656,309,70,550,78,589,700,132,359,246,110,101,82,832,809,930,82,1518,50,107,332,274,29,154,44,549,148,39,18,48,57,94,300,50,14,57
2020-10-13,22179,37262,4086,11631,430,1190,4756,1151,127,122,16407,1686,4061,3057,214,815,838,5465,1668,732,943,457,2219,1940,169,3253,548,145,180,135,602,116,97,3773,2720,472,400,861,102,1028,111,268,251,1689,566,160,876,200,660,313,70,550,79,590,710,132,372,248,110,101,82,849,809,966,82,1534,50,111,342,277,31,157,47,566,148,40,18,48,58,95,302,64,15,58
2020-10-14,22324,37452,4128,11823,436,1205,4832,1158,129,123,16564,1714,4104,3095,214,821,852,5525,1698,748,961,476,2219,1978,168,3280,556,147,180,139,605,122,96,3817,2744,484,411,869,103,1042,114,271,252,1697,580,161,882,206,685,317,70,557,80,593,732,132,383,251,112,104,87,888,821,981,84,1546,50,118,355,279,31,160,49,571,148,40,18,50,62,97,310,68,16,59
2020-10-15,22571,37728,4176,12030,456,1223,5004,1187,134,125,16793,1753,4187,3122,214,844,878,5694,1743,767,989,494,2254,2087,189,3316,557,149,182,147,619,125,98,3932,2772,495,429,878,106,1064,115,280,253,1713,655,163,904,224,697,326,70,562,81,598,753,132,395,251,117,108,88,912,832,998,84,1557,50,123,382,284,33,164,53,577,148,40,19,50,64,101,315,68,16,60
2020-10-16,22752,37977,4217,12207,464,1256,5072,1199,135,129,16996,1784,4259,3170,215,857,894,5811,1764,781,1015,504,2359,2150,198,3342,573,149,182,156,628,128,102,4045,2790,509,440,897,112,1079,119,317,255,1727,703,163,914,239,712,344,75,566,83,605,788,136,395,253,119,112,91,949,839,1028,84,1571,50,134,414,284,34,169,53,609,148,42,20,50,66,101,326,78,18,64
2020-10-17,22752,37977,4217,12207,464,1276,5072,1199,135,129,16996,1784,4325,3170,215,857,894,5811,1764,781,1015,504,2388,2150,198,3342,573,149,182,156,628,128,102,4045,2790,509,440,897,112,1079,119,317,255,1727,703,163,914,239,712,344,75,566,83,605,788,136,395,253,119,112,91,949,839,1028,84,1571,50,134,414,284,34,169,53,609,148,42,20,50,66,101,326,78,18,64
2020-10-18,22752,37977,4217,12207,464,1296,5072,1199,135,129,16996,1784,4383,3170,215,857,894,5811,1764,781,1015,504,2388,2150,198,3342,573,149,182,156,628,128,102,4045,2790,509,440,897,112,1079,119,317,255,1727,703,163,914,239,712,344,75,566,83,605,788,136,395,253,119,112,91,949,839,1028,84,1571,50,134,414,284,34,169,53,609,148,42,20,50,66,101,326,78,18,64
2020-10-19,23165,38461,4324,12673,519,1311,5273,1246,142,134,17321,1819,4448,3239,222,906,970,6025,1836,829,1061,540,2415,2267,215,3454,590,155,192,167,654,138,108,4199,2828,538,456,933,117,1114,125,727,270,1749,803,169,958,277,765,397,82,575,90,635,841,139,415,258,124,119,99,1005,853,1062,88,1601,52,140,454,287,35,188,54,607,153,52,21,51,72,108,364,97,18,72
2020-10-20,23394,38690,4350,12820,523,1341,5360,1254,143,136,17460,1851,4508,3261,229,918,984,6104,1868,840,1088,552,2492,2308,219,3479,600,157,192,166,666,140,111,4290,2849,542,462,938,117,1129,127,747,270,1765,860,171,967,302,767,405,82,577,90,636,875,140,423,259,126,118,104,1027,859,1083,89,1614,54,143,497,290,41,191,54,627,155,55,21,51,75,109,382,99,18,73
2020-10-21,23608,38936,4395,13006,551,1375,5448,1260,144,138,17613,1867,4585,3291,234,963,1010,6214,1895,858,1109,562,2534,2364,221,3501,608,163,193,172,680,143,114,4338,2863,548,470,948,119,1145,129,770,270,1783,863,176,974,315,782,420,83,581,95,650,881,142,431,259,131,119,106,1051,875,1095,89,1627,54,146,504,292,41,196,56,634,156,55,21,52,76,111,386,102,18,74
2020-10-22,23827,39126,4430,13168,562,1408,5550,1288,147,138,17802,1903,4641,3318,238,972,1031,6276,1936,890,1142,577,2560,2493,235,3572,611,167,207,176,714,151,118,4469,2909,557,482,960,118,1154,130,808,273,1793,910,175,996,336,812,426,82,586,95,663,895,145,440,260,135,123,107,1097,885,1117,89,1643,54,147,529,294,43,200,60,655,157,57,22,52,79,111,398,104,18,78
2020-10-23,24025,39350,4456,13396,566,1435,5634,1312,161,140,17954,1928,4708,3338,246,1007,1039,6356,1951,917,1165,590,2609,2541,244,3621,626,166,214,178,728,158,124,4504,2948,566,490,979,120,1163,134,937,273,1806,932,178,1001,348,809,437,83,599,98,667,926,146,451,260,138,130,110,1111,895,1144,90,1654,54,152,550,295,47,211,62,663,156,56,23,52,78,114,404,104,18,79
2020-10-24,24343,39686,4532,13721,604,1474,5651,1347,164,144,18270,1945,4822,3403,246,1050,1092,6491,1968,946,1201,626,2682,2699,254,3689,636,168,222,185,735,162,129,4657,3033,585,500,993,121,1182,137,991,277,1826,974,188,1040,369,854,463,85,606,102,682,944,150,475,264,144,133,115,1140,906,1171,91,1664,55,154,603,294,50,219,66,679,152,56,24,52,81,115,421,106,18,91
2020-10-25,24343,39686,4532,13721,604,1506,5651,1347,164,144,18270,1945,4877,3403,246,1050,1092,6491,1968,946,1201,626,2725,2699,254,3689,636,168,222,185,735,162,129,4657,3033,585,500,993,121,1182,137,991,277,1826,974,188,1040,369,854,463,85,606,102,682,944,150,475,264,144,133,115,1140,906,1171,91,1664,55,154,603,294,50,219,66,679,152,56,24,52,81,115,421,106,18,91
2020-10-26,24730,40049,4590,14200,631,1525,5877,1390,184,148,18582,1996,5040,3469,256,1091,1131,6659,2064,1003,1265,669,2771,2820,267,3792,644,181,249,204,775,176,135,4762,3105,622,508,1024,128,1198,146,1025,283,1857,1016,194,1080,394,880,516,90,619,111,711,985,149,505,270,166,149,125,1178,919,1200,95,1681,58,155,627,294,62,243,69,698,157,63,27,52,84,120,438,108,19,96
2020-10-27,25069,40422,4630,14419,647,1545,5964,1404,192,152,18793,2046,5156,3498,265,1125,1156,6799,2132,1037,1289,688,2810,2870,276,3877,671,182,255,209,795,185,148,4817,3161,633,513,1039,131,1222,149,1046,289,1869,1045,200,1092,404,896,528,91,624,114,719,1015,152,520,273,177,150,133,1201,929,1210,98,1690,56,158,636,302,66,246,74,715,161,64,27,54,89,124,441,112,20,103
2020-10-28,25563,40887,4683,14784,682,1594,6040,1433,199,151,19074,2076,5297,3549,278,1149,1180,6898,2179,1066,1325,716,2852,2976,291,3931,678,183,281,216,835,193,162,4889,3239,651,530,1065,133,1249,153,1171,294,1892,1084,210,1124,413,912,543,92,640,117,728,1025,154,539,277,182,154,136,1263,942,1256,102,1714,56,162,660,313,65,251,81,729,163,64,29,54,102,125,443,118,23,106
2020-10-29,25903,41371,4777,15110,719,1658,6175,1480,209,158,19372,2106,5418,3614,286,1205,1228,7048,2231,1119,1368,752,2902,3087,301,4061,698,189,298,228,852,208,175,5012,3356,666,546,1103,139,1265,160,1371,303,1912,1162,218,1157,423,976,558,92,653,125,758,1054,156,568,286,192,172,140,1300,968,1302,110,1739,57,166,687,331,74,259,88,743,175,65,34,54,106,137,452,118,22,110
2020-10-30,26259,41757,4834,15528,755,1686,6240,1525,220,160,19647,2134,5569,3643,297,1249,1245,7213,2324,1138,1434,774,2978,3157,309,4138,709,192,322,234,868,213,183,5111,3456,689,564,1120,145,1288,163,1442,309,1926,1196,223,1182,443,989,588,94,666,125,786,1073,157,591,286,195,183,142,1332,977,1326,109,1763,60,167,722,322,79,273,93,757,175,67,37,55,115,143,465,120,21,116
2020-10-31,26579,42198,4928,15956,792,1727,6240,1602,220,163,19975,2206,5779,3692,297,1297,1304,7352,2345,1179,1503,803,3057,3275,319,4234,729,192,332,240,874,217,188,5237,3570,712,579,1142,145,1300,163,1512,314,1953,1246,232,1222,462,1015,615,104,676,135,787,1103,157,600,292,201,187,143,1397,986,1371,111,1788,60,171,760,325,81,280,102,776,180,68,37,55,126,145,475,122,23,127
2020-11-01,26579,42198,4928,15956,792,1764,6240,1602,220,163,19975,2206,5979,3692,297,1297,1304,7352,2345,1179,1503,803,3157,3275,319,4234,729,192,332,240,874,217,188,5237,3570,712,579,1142,145,1300,163,1512,314,1953,1246,232,1222,462,1015,615,104,676,135,787,1103,157,600,292,201,187,143,1397,986,1371,111,1788,60,171,760,325,81,280,102,776,180,68,37,55,126,145,475,122,23,127
2020-11-02,27476,42963,5039,16681,840,1801,6424,1706,237,170,20625,2312,6082,3805,311,1345,1359,7590,2467,1248,1591,874,3206,3437,344,4407,765,215,403,259,912,233,205,5380,3776,762,614,1187,159,1338,180,1498,326,1984,1313,250,1315,484,1056,664,114,698,145,845,1157,168,640,303,219,205,151,1420,1006,1414,118,1828,62,178,810,331,85,307,105,788,189,77,38,57,130,157,491,127,25,129
2020-11-03,27839,43375,5079,17042,853,1853,6499,1762,255,172,20883,2341,6282,3860,331,1380,1390,7712,2533,1311,1644,908,3238,3521,346,4489,783,221,422,260,926,235,236,5501,3891,783,633,1203,162,1361,186,0,338,1993,2199,265,1338,488,1651,686,122,709,153,868,1178,169,667,321,227,212,157,1456,1029,1478,121,1861,64,179,833,504,90,322,109,821,192,80,39,59,146,161,495,148,25,145
