,Cook,Kane,McHenry,Lake,Cumberland,DuPage,Sangamon,St. Clair,Woodford,Clinton,Whiteside,Winnebago,Peoria,Will,Jackson,Kankakee,Kendall,LaSalle,Madison,Washington,Williamson,Adams,Christian,McLean,DeKalb,Champaign,Jo Daviess,Livingston,Rock Island,Stephenson,Monroe,Unknown,Grundy,Douglas,Marshall,Morgan,Franklin,Tazewell,Bureau,Henry,Iroquois,Carroll,Fayette,Macon,Bond,Knox,Menard,Montgomery,Clark,Crawford,Marion,Randolph,Saline,Ford,Ogle,Massac,Vermilion,Logan,Macoupin,Mercer,Moultrie,Piatt,De Witt,Effingham,Jersey,Jasper,Lee,Mason,Pike,Boone,Calhoun,Gallatin,Jefferson,Wabash,Coles,Lawrence,Richland,Shelby,Hancock,Stark,Pulaski,Schuyler,Fulton,Greene,McDonough,Perry,Warren,Johnson,Clay,Union,Alexander,Henderson,Wayne,Hamilton,Cass,White,Hardin,Brown,Pope,Edwards,Putnam,Edgar,Scott
2020-09-11,5113,322,118,477,4,544,43,179,5,19,19,152,43,367,24,72,26,54,117,1,26,10,10,18,36,20,2,4,71,6,15,232,5,5,0,21,1,13,9,4,19,4,3,30,4,3,0,11,2,1,0,8,3,4,5,1,4,1,6,5,3,0,1,1,12,7,1,1,1,23,0,2,37,1,26,0,4,3,2,1,1,0,0,2,15,13,1,0,0,24,1,0,3,0,11,0,0,0,1,0,0,3,0
2020-09-12,5128,324,118,478,4,543,43,180,5,19,20,152,44,367,24,72,26,54,118,1,26,10,10,18,36,20,2,4,71,6,15,232,5,5,0,21,1,13,9,4,19,4,3,32,4,3,0,11,2,1,0,8,3,4,5,1,4,1,6,5,3,0,1,1,12,7,1,1,1,23,0,2,37,1,26,0,4,3,2,1,1,0,0,2,15,13,1,0,0,24,1,0,4,0,11,0,0,0,1,0,0,3,0
2020-09-13,5133,325,118,481,4,545,44,180,5,19,20,152,44,367,24,72,26,54,119,1,27,10,10,18,36,20,2,4,73,6,15,232,5,5,0,21,1,13,9,4,19,4,3,32,4,3,0,11,2,1,0,8,3,4,5,1,4,1,6,5,3,0,1,1,12,7,1,1,1,23,0,2,37,1,26,0,4,3,2,1,1,0,0,2,15,13,1,0,0,24,1,0,4,0,11,0,0,0,1,0,0,3,0
2020-09-14,5134,325,119,481,4,545,44,180,5,19,20,152,44,367,24,72,26,54,121,1,27,10,10,18,36,20,2,4,74,6,15,232,5,5,0,21,1,16,9,4,19,4,3,32,4,3,0,11,2,1,0,9,3,4,5,1,4,1,6,5,3,0,1,1,12,7,1,1,1,23,0,2,37,1,26,0,4,3,2,1,1,0,0,2,15,13,1,0,0,24,1,0,4,0,11,0,0,0,1,0,0,3,0
2020-09-15,5137,326,119,481,4,546,44,181,5,19,20,152,47,369,24,73,26,54,122,1,27,10,11,18,36,20,2,4,74,6,15,230,5,5,0,21,1,16,9,4,19,4,3,33,4,3,0,11,2,1,0,10,3,4,6,1,4,1,6,5,3,0,1,1,13,8,1,1,1,23,0,2,37,1,26,0,4,3,2,2,1,0,0,2,15,13,1,0,0,24,1,0,4,0,11,0,0,0,1,0,0,3,0
2020-09-16,5146,327,119,483,4,547,44,182,6,20,20,152,48,368,24,73,26,54,126,1,28,10,11,18,36,20,2,5,74,6,15,230,5,5,0,21,1,16,10,5,19,4,3,34,4,3,0,11,2,1,0,10,3,4,6,2,4,1,6,5,3,0,1,1,13,9,1,1,1,23,0,2,37,1,28,1,4,3,3,2,1,0,0,2,15,14,1,0,0,24,1,0,5,0,11,0,0,0,1,0,0,3,0
2020-09-17,5147,327,119,483,4,548,45,182,6,20,20,152,48,370,24,76,26,54,130,1,31,10,11,19,37,20,2,5,74,6,15,230,5,5,0,21,1,16,10,5,19,4,3,34,4,3,0,11,2,1,0,11,3,4,6,2,4,1,6,5,3,0,1,1,13,9,1,1,1,23,0,2,37,1,28,2,4,4,3,2,1,0,0,3,15,14,1,0,0,24,1,0,5,0,11,0,0,0,1,0,0,3,0
2020-09-18,5150,327,120,484,4,550,45,183,6,20,20,152,48,370,24,76,26,54,130,1,34,10,11,19,38,20,2,5,75,6,15,234,5,5,0,23,2,17,10,5,19,4,3,34,4,3,0,11,2,1,0,11,3,4,6,2,4,1,6,5,3,0,1,1,13,9,1,1,1,23,0,2,37,1,28,2,4,4,3,2,1,0,0,3,15,14,1,0,0,24,1,0,5,0,11,0,0,0,1,0,0,5,0
2020-09-19,5157,327,120,484,4,550,45,184,6,20,20,152,48,372,24,76,26,55,130,1,34,10,11,19,38,20,2,5,75,6,15,234,5,5,0,23,2,18,11,5,19,4,3,36,4,3,0,12,2,1,0,11,3,4,6,2,4,1,7,5,3,0,1,1,13,9,1,1,1,23,0,2,37,1,28,2,4,4,3,2,1,0,0,5,15,14,2,0,0,24,1,0,5,0,11,0,0,0,1,0,0,7,0
2020-09-20,5162,327,120,485,4,550,45,184,6,20,20,152,48,372,24,76,26,55,130,1,34,10,11,19,38,20,2,5,75,6,15,234,5,6,0,23,2,18,11,5,19,4,3,39,4,3,0,12,2,1,0,11,3,4,6,2,4,1,7,5,3,0,1,1,13,9,1,1,1,23,0,2,37,1,28,2,4,4,3,2,1,0,0,6,15,15,2,0,0,24,1,0,5,0,11,0,0,0,1,0,0,7,0
2020-09-21,5167,327,120,485,4,550,45,184,6,20,20,152,48,372,24,76,26,55,130,1,34,10,11,19,38,20,2,5,79,6,15,234,5,6,0,24,2,23,11,5,19,4,3,40,4,3,0,12,2,1,0,11,3,5,6,2,4,1,7,5,3,0,1,1,13,9,1,1,1,23,0,2,37,1,28,2,4,4,3,2,1,0,0,6,15,15,2,0,0,24,1,0,5,0,11,0,0,0,1,0,0,7,0
2020-09-22,5172,327,122,486,4,551,45,187,6,20,20,152,48,373,24,76,26,56,131,1,37,10,11,20,38,20,2,6,79,6,15,232,5,6,0,24,2,23,11,5,19,4,3,40,4,3,0,12,2,2,0,11,3,5,6,2,4,1,7,5,3,0,1,1,14,9,1,1,1,23,0,2,38,1,30,2,4,4,3,2,1,0,0,7,15,15,2,0,0,24,1,0,5,0,11,0,0,0,1,0,0,7,0
2020-09-23,5180,327,122,486,4,551,45,187,6,20,20,152,49,374,24,77,26,56,131,1,39,10,12,20,38,20,2,6,82,6,15,232,5,7,0,24,3,23,11,5,19,4,3,42,4,3,0,12,2,2,0,11,3,5,6,2,4,1,7,5,3,0,1,1,14,9,1,1,1,23,0,2,38,1,30,2,4,4,3,2,1,0,0,7,15,15,2,0,0,24,1,0,5,0,11,0,0,0,1,0,0,7,0
2020-09-24,5187,327,122,487,4,554,45,188,6,20,20,153,49,376,24,77,26,56,136,1,42,10,12,22,38,20,2,6,82,6,15,232,5,7,0,24,3,24,11,5,19,4,3,44,5,3,0,12,2,3,0,11,3,5,6,2,4,1,7,5,3,0,1,1,14,9,1,1,1,23,0,2,38,1,30,2,4,4,3,2,1,0,0,7,15,15,2,0,0,24,1,0,5,0,11,0,0,0,1,0,0,8,0
2020-09-25,5194,327,122,487,5,557,45,189,6,20,20,153,49,380,24,77,26,56,136,1,44,10,12,22,38,20,2,6,82,6,15,240,5,7,0,24,3,24,11,5,19,4,3,44,5,3,1,12,2,3,0,11,4,5,6,2,4,1,7,5,3,0,1,1,15,9,1,1,1,23,0,2,38,1,30,2,5,4,3,2,1,0,0,10,15,15,2,0,0,24,1,0,5,0,11,0,0,0,1,0,0,8,0
2020-09-26,5203,327,122,487,5,560,45,190,6,20,20,153,49,378,24,77,26,57,136,1,45,10,12,23,38,20,2,6,83,6,15,240,5,7,0,24,3,24,11,5,19,4,3,44,5,3,1,12,2,3,0,11,4,5,6,2,4,1,7,5,3,0,1,3,15,9,1,1,1,23,0,2,38,3,30,2,5,4,3,2,1,0,0,11,15,15,2,0,0,24,1,0,5,1,11,0,0,0,1,0,0,8,0
2020-09-27,5210,327,122,487,5,561,45,190,6,20,20,153,50,378,24,77,26,57,136,1,45,10,12,23,38,20,2,6,83,6,16,240,5,7,0,24,3,25,11,5,19,5,3,44,5,3,1,12,2,3,0,11,4,5,6,2,4,1,7,5,3,0,1,2,15,9,1,1,1,23,0,2,38,3,30,2,5,4,3,2,1,0,0,11,15,15,2,0,0,24,1,0,5,2,11,0,0,0,1,0,0,8,0
2020-09-28,5217,327,122,487,5,561,45,190,6,20,20,153,50,378,24,77,26,57,140,1,45,10,12,23,38,20,2,6,83,6,16,240,5,7,0,24,3,27,11,5,19,5,3,44,5,3,1,12,2,4,1,11,4,5,6,2,4,1,7,5,3,0,2,2,15,9,1,1,1,23,0,2,38,3,31,2,6,4,3,2,1,0,0,11,15,15,2,0,0,24,1,0,5,2,11,0,0,0,1,0,0,8,0
2020-09-29,5221,327,122,487,5,562,46,191,7,21,21,153,51,381,24,77,26,57,141,1,47,10,12,23,38,20,2,6,85,6,16,240,5,7,0,24,3,27,11,5,19,5,3,44,6,3,1,12,3,4,2,11,4,5,6,2,4,1,7,5,4,0,2,2,15,10,1,1,1,23,0,2,38,3,31,2,6,4,3,2,1,0,0,11,15,15,2,0,0,24,1,0,5,2,11,0,0,0,1,0,0,8,0
2020-09-30,5225,327,122,488,5,563,46,192,7,21,21,155,52,384,25,77,26,57,143,1,49,10,12,23,39,21,2,6,85,6,16,240,6,7,0,24,3,28,12,5,19,6,6,45,6,3,1,12,3,4,2,11,4,5,6,2,4,1,7,5,4,0,2,3,17,10,1,1,1,23,0,2,38,3,31,3,6,4,3,2,1,0,0,13,15,15,2,0,0,24,1,0,5,2,11,0,0,0,1,0,0,8,0
2020-10-01,5229,327,123,490,5,565,47,193,7,21,21,156,52,382,24,77,26,57,144,1,50,10,14,24,39,22,2,6,85,6,16,240,6,7,0,24,4,29,12,5,19,6,7,45,7,3,1,12,3,5,2,11,4,5,6,2,4,1,7,5,4,0,2,3,18,10,1,1,1,23,0,2,38,3,31,3,6,4,3,2,1,0,0,13,15,15,2,0,0,24,1,0,5,2,11,0,0,0,1,0,0,8,0
2020-10-02,5239,327,123,493,5,566,47,196,9,21,21,156,53,383,24,78,26,57,145,1,52,10,15,23,39,23,2,7,85,7,18,245,6,7,0,24,4,31,13,5,19,6,8,45,8,3,1,12,3,5,2,12,4,5,6,2,4,1,8,5,4,0,2,3,19,10,1,1,1,23,0,2,38,3,32,6,8,4,3,2,1,0,0,13,15,15,3,0,0,24,1,0,5,2,11,1,0,0,1,0,0,8,0
