,Dane,Pierce,Fond du Lac,Waukesha,Milwaukee,Racine,Sheboygan,Winnebago,Outagamie,Wood,Kenosha,Brown,La Crosse,Washington,Bayfield,Calumet,Columbia,Eau Claire,Ozaukee,Sauk,Walworth,Chippewa,Douglas,Dunn,Green,Jefferson,Marathon,Rock,St. Croix,Dodge,Grant,Iowa,Juneau,Monroe,Clark,Portage,Vilas,Iron,Marinette,Richland,Waupaca,Oneida,Door,Jackson,Marquette,Ashland,Buffalo,Oconto,Crawford,Menominee,Adams,Trempealeau,Barron,Rusk,Manitowoc,Shawano,Florence,Kewaunee,Waushara,Lafayette,Sawyer,Polk,Price,Green Lake,Washburn,Vernon,Lincoln,Forest,Burnett,Pepin,Langlade,Taylor,Unknown
2020-07-04,32,0,6,39,391,65,4,13,9,1,44,42,0,16,1,2,1,1,16,3,18,0,0,0,1,4,1,24,1,5,13,0,1,1,7,0,0,1,3,4,10,0,3,1,1,0,2,0,0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,7
2020-07-05,32,0,6,39,391,65,4,13,9,1,44,42,0,16,1,2,1,1,16,3,18,0,0,0,1,4,1,24,1,5,13,0,1,1,7,0,0,1,3,4,10,0,3,1,1,0,2,0,0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,7
2020-07-06,32,0,6,39,391,65,4,13,9,1,44,42,0,17,1,2,1,1,16,3,18,0,0,0,1,4,1,24,1,5,13,0,1,1,7,0,0,1,3,4,10,0,3,1,1,0,2,0,0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,7
2020-07-07,32,0,6,39,398,65,4,13,9,1,44,42,0,19,1,2,1,1,17,3,18,0,0,0,1,4,1,24,1,5,13,0,1,1,7,0,0,1,3,4,10,0,3,1,1,0,2,0,0,0,2,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,3,1,0,0,0,7
2020-07-08,32,0,6,39,397,65,4,13,9,1,44,42,0,19,1,2,1,1,17,3,18,0,0,0,1,4,1,24,1,5,13,0,1,1,7,0,0,1,3,4,11,0,3,1,1,0,2,0,0,0,2,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,3,1,0,1,0,7
2020-07-09,33,0,6,40,397,65,4,13,9,1,44,43,0,19,1,2,1,1,17,3,18,0,0,0,1,4,1,24,1,5,13,0,1,1,7,0,0,1,3,4,11,0,3,1,1,0,2,0,0,0,2,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,3,1,0,1,0,7
2020-07-10,33,0,6,40,398,65,4,13,9,1,46,44,0,19,1,2,1,1,17,3,18,0,0,0,1,4,1,24,1,5,13,0,1,1,7,0,0,1,3,4,11,0,3,1,1,0,2,0,0,0,2,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,3,1,0,1,0,7
2020-07-11,33,0,6,40,398,65,4,13,9,1,46,44,0,19,1,2,1,1,17,3,18,0,0,0,1,4,1,24,2,5,13,0,1,1,7,0,0,2,3,4,13,0,3,1,1,0,2,0,0,0,2,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,3,1,0,1,0,7
2020-07-12,33,0,6,40,398,65,4,13,9,1,46,44,0,19,1,2,1,1,17,3,18,0,0,0,1,4,1,24,2,5,13,0,1,1,7,0,0,1,3,4,13,0,3,1,1,0,2,0,0,0,2,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,3,1,0,1,0,7
2020-07-13,33,0,6,40,398,65,4,13,9,1,46,44,0,19,1,2,1,1,17,3,18,0,0,0,1,4,1,24,2,5,13,0,1,1,7,0,0,1,3,4,13,0,3,1,1,0,2,0,0,0,2,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,3,1,0,1,0,7
2020-07-14,33,0,6,40,402,65,4,14,9,1,47,44,0,19,1,2,1,1,17,3,18,0,0,0,1,4,1,24,2,5,13,0,1,1,7,0,0,1,3,4,13,0,3,1,1,0,2,0,0,0,2,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,3,1,0,1,0,7
2020-07-15,33,0,6,40,403,65,4,14,9,1,47,44,0,19,1,2,1,1,17,3,18,0,0,0,1,4,1,24,2,5,13,0,1,1,7,0,0,1,3,4,13,0,3,1,1,0,2,0,0,0,2,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,3,1,0,1,0,7
2020-07-16,33,0,6,40,403,66,4,14,10,1,47,44,0,19,1,2,1,1,17,3,18,0,0,0,1,4,2,24,2,5,14,0,1,1,7,0,0,1,3,4,13,0,3,1,1,0,2,0,0,0,2,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,3,1,0,1,0,7
