,Delaware,Wayne,Montgomery,Monroe,Philadelphia,Bucks,Northampton,Pike,Chester,Cumberland,Washington,Allegheny,Lehigh,Luzerne,Beaver,Adams,Berks,Lackawanna,York,Lancaster,Lebanon,Westmoreland,Centre,Erie,Franklin,Potter,Butler,Montour,Columbia,Dauphin,Fayette,Mercer,Schuylkill,Cambria,Armstrong,Bradford,Carbon,Clearfield,Juniata,Somerset,Greene,Lawrence,Lycoming,Warren,Blair,Crawford,Indiana,Susquehanna,Northumberland,Cameron,Clarion,Huntingdon,McKean,Perry,Snyder,Tioga,Mifflin,Venango,Union,Bedford,Unknown,Forest,Clinton,Sullivan,Wyoming,Fulton,Elk,Jefferson
2021-07-05,52423,4163,70451,14839,154800,60848,35915,4040,40846,20632,17941,101959,39869,32141,15559,9690,48491,18568,47070,55447,16204,34445,16929,21235,15480,1223,17633,2008,5906,26147,13443,9730,14823,14831,6014,6131,6402,8653,2142,8081,3361,7701,11970,2643,13523,7555,6417,2658,9721,309,3206,5173,3814,3854,3686,3132,5440,4105,6162,4729,,1435,3712,442,1999,1377,2871,3345
2021-07-06,52423,4168,70455,14841,154800,60855,35919,4041,40851,20633,17941,101962,39871,32141,15559,9694,48490,18568,47074,55449,16206,34448,16930,21236,15481,1223,17636,2009,5906,26149,13443,9731,14829,14833,6014,6132,6402,8653,2142,8081,3361,7703,11970,2643,13523,7557,6417,2658,9721,309,3206,5173,3814,3854,3687,3132,5441,4105,6162,4729,,1435,3712,442,2000,1378,2871,3345
2021-07-07,52434,4169,70464,14843,154800,60860,35923,4042,40861,20636,17942,101980,39880,32143,15562,9696,48496,18575,47078,55451,16207,34448,16931,21235,15486,1223,17639,2008,5907,26152,13444,9731,14831,14834,6014,6132,6402,8656,2142,8082,3363,7704,11971,2643,13523,7559,6417,2659,9723,309,3206,5173,3814,3854,3688,3132,5441,4105,6164,4736,,1435,3712,442,2000,1379,2871,3345
2021-07-08,52451,4171,70482,14848,154993,60877,35927,4043,40872,20640,17948,101997,39889,32151,15565,9697,48498,18576,47088,55451,16209,34455,16931,21238,15489,1223,17640,2008,5909,26154,13448,9731,14834,14834,6014,6132,6403,8657,2142,8084,3366,7708,11976,2645,13523,7562,6418,2659,9726,310,3206,5173,3816,3854,3688,3133,5441,4106,6165,4737,,1435,3712,442,2000,1381,2871,3345
2021-07-09,52460,4171,70495,14852,154993,60891,35934,4046,40876,20640,17954,102018,39897,32161,15575,9702,48499,18579,47099,55464,16210,34462,16936,21244,15491,1226,17642,2008,5909,26155,13453,9730,14835,14836,6014,6132,6403,8658,2142,8084,3368,7710,11977,2645,13524,7563,6420,2660,9726,310,3206,5173,3817,3855,3688,3133,5441,4110,6166,4737,,1435,3712,442,2001,1380,2871,3345
2021-07-10,52474,4171,70513,14855,154993,60912,35938,4048,40886,20646,17958,102036,39907,32165,15580,9702,48510,18585,47112,55467,16210,34465,16938,21248,15496,1226,17645,2008,5909,26163,13455,9730,14836,14836,6014,6133,6404,8658,2142,8085,3368,7711,11978,2646,13524,7572,6423,2661,9726,310,3206,5174,3819,3855,3689,3134,5441,4111,6167,4738,,1436,3712,442,2002,1380,2871,3345
2021-07-11,52483,4171,70525,14865,154993,60921,35943,4052,40894,20650,17961,102050,39920,32169,15582,9705,48513,18590,47122,55470,16211,34470,16938,21248,15497,1226,17648,2009,5909,26167,13455,9730,14838,14837,6014,6133,6404,8659,2142,8087,3368,7711,11978,2646,13524,7573,6423,2662,9727,310,3206,5176,3820,3856,3689,3134,5441,4111,6167,4738,,1436,3712,442,2002,1380,2871,3345
2021-07-12,52488,4171,70531,14866,155134,60927,35947,4053,40897,20655,17965,102059,39927,32171,15582,9705,48516,18595,47123,55477,16211,34475,16938,21249,15500,1226,17649,2009,5909,26171,13455,9730,14840,14837,6014,6134,6405,8660,2142,8088,3368,7712,11978,2646,13524,7573,6423,2663,9728,310,3207,5176,3820,3856,3689,3134,5441,4112,6168,4738,,1436,3712,442,2002,1381,2871,3345
2021-07-13,52501,4170,70549,14872,155134,60940,35956,4058,40910,20668,17978,102089,39936,32176,15586,9709,48530,18603,47138,55488,16213,34482,16944,21253,15507,1226,17654,2010,5909,26171,13457,9731,14844,14842,6014,6134,6407,8663,2142,8089,3368,7717,11979,2646,13524,7578,6426,2664,9728,311,3207,5176,3824,3857,3690,3134,5442,4111,6168,4738,,1436,3712,442,2002,1381,2872,3345
2021-07-14,52510,4171,70573,14875,155134,60954,35965,4067,40922,20671,17980,102114,39950,32180,15587,9713,48538,18612,47149,55497,16216,34484,16949,21255,15512,1226,17660,2010,5911,26177,13458,9729,14848,14844,6015,6139,6408,8663,2142,8090,3368,7719,11979,2646,13526,7582,6427,2668,9729,312,3207,5177,3827,3857,3691,3135,5444,4114,6168,4740,,1436,3712,442,2002,1382,2872,3345
2021-07-15,52522,4171,70607,14882,155134,60986,35978,4074,40936,20680,17984,102150,39959,32185,15592,9715,48546,18616,47161,55513,16219,34490,16950,21257,15514,1229,17664,2011,5912,26186,13464,9730,14849,14849,6016,6139,6410,8666,2142,8090,3368,7723,11980,2646,13527,7588,6432,2669,9729,313,3209,5177,3833,3858,3692,3137,5445,4114,6168,4741,,1437,3712,442,2004,1382,2872,3346
2021-07-16,52530,4173,70646,14889,155134,61015,35993,4075,40942,20688,17991,102192,39972,32194,15597,9720,48559,18621,47176,55528,16223,34502,16955,21267,15514,1231,17667,2011,5913,26196,13465,9731,14856,14852,6016,6149,6411,8667,2142,8091,3368,7728,11981,2647,13527,7590,6435,2669,9732,313,3210,5177,3834,3859,3693,3137,5445,4115,6169,4741,,1437,3712,442,2005,1382,2872,3346
2021-07-17,52541,4176,70678,14903,155134,61042,36002,4077,40947,20693,18002,102223,39993,32200,15607,9722,48567,18630,47189,55548,16228,34516,16959,21270,15519,1231,17677,2011,5912,26201,13467,9732,14861,14852,6016,6147,6412,8670,2144,8091,3368,7735,11986,2647,13528,7595,6436,2668,9731,313,3211,5177,3837,3860,3695,3138,5446,4115,6170,4741,,1438,3713,442,2005,1382,2872,3346
2021-07-18,52551,4177,70701,14909,155134,61068,36012,4078,40963,20696,18006,102258,40006,32209,15613,9727,48583,18633,47205,55564,16233,34528,16961,21273,15520,1231,17681,2012,5912,26206,13470,9735,14864,14852,6016,6147,6412,8670,2147,8091,3368,7735,11990,2647,13530,7597,6439,2668,9732,313,3212,5179,3838,3861,3695,3138,5447,4115,6170,4742,,1438,3714,443,2005,1382,2872,3346
2021-07-19,52565,4177,70716,14923,155608,61091,36021,4078,40971,20698,18009,102273,40016,32214,15616,9732,48593,18634,47206,55573,16234,34535,16963,21279,15521,1231,17686,2012,5913,26214,13471,9738,14865,14853,6016,6147,6415,8672,2147,8091,3368,7737,11990,2647,13533,7598,6439,2668,9733,313,3213,5180,3838,3861,3695,3138,5447,4115,6170,4744,,1438,3715,443,2005,1386,2873,3346
2021-07-20,52579,4178,70747,14939,155608,61118,36056,4082,40982,20706,18019,102344,40035,32220,15627,9740,48612,18641,47226,55599,16238,34552,16971,21284,15528,1231,17693,2011,5915,26229,13471,9739,14869,14858,6016,6150,6423,8676,2147,8093,3372,7746,11991,2649,13534,7610,6441,2673,9734,314,3213,5180,3839,3862,3698,3138,5448,4118,6170,4744,,1438,3716,443,2005,1387,2875,3346
2021-07-21,52601,4178,70790,14948,155608,61148,36080,4083,41005,20721,18029,102398,40058,32234,15635,9754,48630,18647,47250,55621,16242,34563,16981,21289,15531,1232,17701,2011,5917,26240,13475,9739,14877,14860,6019,6152,6427,8679,2147,8095,3374,7752,11991,2652,13538,7612,6444,2673,9736,316,3214,5181,3839,3863,3699,3139,5448,4118,6170,4742,,1438,3716,443,2008,1387,2876,3347
2021-07-22,52636,4180,70844,14964,155859,61181,36099,4088,41025,20736,18030,102449,40068,32252,15640,9764,48640,18650,47268,55655,16246,34576,16989,21292,15533,1232,17706,2011,5917,26253,13478,9742,14883,14863,6020,6152,6429,8682,2148,8095,3376,7756,11995,2652,13539,7612,6445,2673,9738,316,3216,5185,3841,3863,3699,3139,5448,4119,6172,4743,,1438,3718,443,2012,1389,2876,3348
2021-07-23,52672,4181,70892,14976,155859,61211,36123,4092,41054,20748,18037,102488,40092,32268,15640,9769,48655,18661,47287,55679,16247,34585,16996,21298,15534,1232,17710,2011,5920,26259,13479,9744,14887,14867,6025,6154,6432,8684,2149,8097,3377,7759,11997,2653,13539,7619,6446,2674,9739,316,3217,5185,3842,3864,3699,3141,5448,4119,6174,4745,,1439,3718,443,2015,1389,2877,3348
2021-07-24,52708,4182,70950,14991,155859,61250,36152,4094,41087,20761,18047,102547,40110,32290,15646,9777,48682,18666,47309,55707,16260,34594,17003,21308,15537,1233,17714,2012,5921,26277,13482,9746,14892,14875,6028,6155,6439,8690,2149,8098,3376,7765,12001,2654,13540,7626,6452,2674,9738,317,3218,5188,3844,3864,3699,3141,5448,4122,6177,4747,,1439,3721,443,2020,1389,2878,3350
2021-07-25,52725,4183,71008,14997,155859,61284,36171,4096,41106,20778,18051,102576,40130,32300,15647,9779,48695,18672,47324,55727,16264,34609,17010,21313,15540,1234,17718,2012,5922,26282,13486,9746,14893,14879,6033,6156,6440,8693,2151,8099,3376,7768,12002,2654,13541,7627,6454,2675,9739,317,3220,5188,3845,3864,3699,3142,5450,4124,6177,4747,,1439,3721,443,2023,1389,2878,3351
2021-07-26,52762,4184,71056,15006,156240,61324,36188,4097,41123,20790,18064,102664,40144,32312,15654,9784,48709,18673,47337,55761,16271,34617,17013,21320,15542,1234,17728,2012,5922,26294,13488,9751,14895,14881,6035,6158,6443,8697,2151,8104,3378,7784,12006,2655,13545,7627,6464,2676,9741,317,3220,5189,3845,3864,3699,3142,5451,4126,6178,4747,,1439,3722,443,2023,1389,2878,3351
2021-07-27,52813,4191,71129,15023,156240,61377,36224,4105,41161,20801,18085,102760,40169,32339,15668,9794,48745,18686,47371,55795,16281,34641,17020,21336,15559,1234,17738,2012,5923,26312,13493,9759,14899,14890,6039,6158,6446,8710,2151,8113,3382,7797,12009,2658,13553,7635,6472,2677,9746,317,3222,5187,3848,3864,3699,3142,5454,4127,6179,4749,,1439,3722,443,2023,1389,2881,3353
2021-07-28,52854,4193,71176,15037,156240,61411,36245,4108,41184,20815,18094,102811,40185,32354,15680,9807,48766,18695,47404,55831,16286,34657,17030,21342,15566,1235,17752,2012,5926,26321,13495,9761,14903,14900,6040,6159,6448,8717,2152,8119,3383,7801,12016,2658,13557,7638,6478,2677,9747,317,3225,5187,3849,3864,3700,3142,5454,4130,6179,4749,,1440,3726,443,2023,1389,2883,3354
2021-07-29,52900,4194,71238,15052,156688,61457,36290,4116,41210,20843,18113,102933,40216,32389,15715,9821,48794,18704,47446,55875,16299,34688,17045,21354,15574,1235,17772,2012,5928,26346,13501,9769,14908,14906,6047,6160,6454,8720,2153,8123,3385,7816,12027,2659,13565,7644,6483,2682,9754,318,3226,5195,3853,3865,3701,3143,5459,4133,6185,4752,,1440,3727,444,2025,1389,2891,3355
2021-07-30,52958,4198,71325,15068,156688,61517,36328,4120,41252,20853,18131,103058,40253,32415,15725,9833,48814,18714,47475,55920,16310,34712,17053,21370,15584,1236,17788,2013,5930,26384,13503,9773,14917,14919,6050,6162,6455,8729,2153,8130,3385,7827,12035,2660,13566,7646,6490,2684,9760,318,3226,5198,3857,3867,3703,3143,5460,4137,6190,4755,,1440,3728,444,2030,1390,2892,3355
2021-07-31,52958,4198,71325,15068,156688,61517,36328,4120,41252,20853,18131,103058,40253,32415,15725,9833,48814,18714,47475,55920,16310,34712,17053,21370,15584,1236,17788,2013,5930,26384,13503,9773,14917,14919,6050,6162,6455,8729,2153,8130,3385,7827,12035,2660,13566,7646,6490,2684,9760,318,3226,5198,3857,3867,3703,3143,5460,4137,6190,4755,,1440,3728,444,2030,1390,2892,3355
2021-08-01,53038,4206,71506,15101,156688,61637,36413,4133,41336,20900,18166,103287,40301,32476,15765,9854,48867,18739,47537,56031,16335,34765,17070,21407,15607,1239,17818,2017,5936,26429,13520,9786,14930,14931,6053,6165,6464,8741,2156,8139,3388,7853,12041,2661,13577,7665,6502,2685,9776,318,3233,5203,3855,3875,3704,3144,5463,4139,6195,4764,,1440,3732,445,2038,1390,2892,3357
2021-08-02,53092,4207,71588,15120,157274,61687,36459,4135,41380,20920,18182,103378,40332,32502,15782,9867,48894,18748,47571,56081,16348,34794,17081,21430,15614,1239,17834,2017,5937,26448,13525,9786,14933,14937,6055,6166,6465,8745,2158,8144,3393,7858,12043,2661,13582,7671,6507,2687,9778,318,3235,5204,3855,3877,3704,3144,5464,4141,6199,4767,,1440,3731,445,2038,1391,2892,3358
2021-08-03,53162,4218,71657,15161,157274,61757,36535,4148,41423,20951,18203,103529,40379,32536,15805,9880,48927,18768,47615,56138,16360,34825,17091,21451,15643,1240,17845,2027,5939,26488,13534,9797,14948,14957,6056,6168,6473,8757,2158,8153,3399,7874,12061,2664,13588,7678,6511,2687,9783,318,3237,5204,3855,3881,3707,3146,5469,4144,6199,4772,,1440,3736,445,2041,1394,2893,3359
2021-08-04,53221,4223,71759,15191,157749,61835,36609,4153,41470,20982,18213,103646,40432,32577,15824,9893,48971,18788,47671,56223,16380,34852,17112,21476,15664,1243,17872,2027,5949,26519,13539,9804,14965,14971,6061,6172,6482,8769,2159,8155,3402,7888,12074,2665,13589,7687,6521,2691,9789,318,3241,5213,3855,3886,3711,3149,5472,4147,6201,4777,,1440,3740,445,2041,1396,2895,3362
2021-08-05,53292,4231,71880,15203,157951,61917,36657,4160,41541,21021,18237,103866,40485,32629,15866,9911,49017,18812,47724,56306,16393,34886,17126,21502,15688,1252,17906,2028,5953,26564,13548,9823,14972,14981,6063,6176,6488,8780,2158,8165,3407,7898,12090,2666,13599,7699,6530,2693,9796,318,3247,5216,3856,3894,3717,3155,5473,4150,6202,4787,,1440,3746,446,2043,1398,2897,3366
2021-08-06,53366,4242,71983,15234,158129,61992,36725,4167,41610,21065,18261,104042,40551,32690,15907,9932,49067,18826,47785,56380,16410,34938,17136,21531,15705,1253,17944,2030,5961,26608,13560,9832,14987,14991,6067,6181,6499,8791,2159,8165,3408,7915,12100,2668,13611,7705,6540,2702,9803,318,3247,5219,3857,3898,3718,3156,5475,4156,6204,4796,,1442,3755,446,2045,1399,2901,3366
2021-08-07,53453,4249,72101,15275,158129,62105,36806,4177,41686,21108,18283,104185,40620,32730,15925,9956,49128,18851,47847,56482,16431,34957,17153,21550,15731,1257,17964,2031,5968,26665,13570,9841,15000,15004,6069,6183,6511,8803,2160,8171,3411,7925,12112,2668,13621,7706,6548,2705,9813,318,3249,5220,3860,3908,3723,3156,5481,4161,6207,4797,,1442,3761,446,2047,1399,2902,3371
2021-08-08,53453,4249,72101,15275,158129,62105,36806,4177,41686,21108,18283,104185,40620,32730,15925,9956,49128,18851,47847,56482,16431,34957,17153,21550,15731,1257,17964,2031,5968,26665,13570,9841,15000,15004,6069,6183,6511,8803,2160,8171,3411,7925,12112,2668,13621,7706,6548,2705,9813,318,3249,5220,3860,3908,3723,3156,5481,4161,6207,4797,,1442,3761,446,2047,1399,2902,3371
2021-08-09,53567,4258,72313,15313,158648,62261,36890,4180,41791,21165,18321,104430,40684,32781,15967,9981,49197,18877,47945,56626,16462,34996,17175,21596,15757,1258,17999,2034,5981,26734,13588,9859,15016,15015,6075,6186,6513,8820,2163,8177,3419,7945,12132,2669,13636,7711,6554,2710,9826,318,3252,5222,3861,3913,3727,3158,5484,4168,6211,4807,,1442,3776,446,2052,1402,2906,3378
