,Oakland,Wayne,Ingham,Kent,Montcalm,St. Clair,Washtenaw,Bay,Charlevoix,Leelanau,Macomb,Monroe,Ottawa,Jackson,Otsego,Clinton,Eaton,Genesee,Livingston,Midland,Allegan,Barry,Berrien,Calhoun,Clare,Saginaw,Tuscola,Wexford,Emmet,Gladwin,Grand Traverse,Roscommon,Chippewa,Kalamazoo,Muskegon,Newaygo,Hillsdale,Isabella,Kalkaska,Lapeer,Manistee,Unknown,Iosco,Lenawee,Marquette,Sanilac,Van Buren,Gogebic,Ionia,Mecosta,Missaukee,Oceana,Ogemaw,Shiawassee,Cass,Crawford,Gratiot,Huron,Osceola,Cheboygan,Antrim,Delta,Houghton,St. Joseph,Arenac,Branch,Oscoda,Mackinac,Dickinson,Luce,Presque Isle,Mason,Schoolcraft,Menominee,Alpena,Lake,Montmorency,Alcona,Baraga,Benzie,Iron,Alger,Keweenaw,Ontonagon
2020-06-27,1085,2710,29,132,1,49,114,30,2,0,910,21,51,52,10,12,7,288,29,9,6,2,60,32,3,123,26,3,2,1,5,0,0,67,50,0,25,8,2,38,0,2,10,10,11,6,7,1,4,2,1,3,2,27,4,5,13,3,0,2,0,3,0,3,2,25,1,0,2,0,0,0,0,0,12,0,0,1,0,0,1,0,0,
2020-06-28,1085,2712,29,132,1,49,114,30,2,0,912,21,51,52,10,12,7,288,29,9,6,2,60,32,3,123,26,3,2,1,5,0,0,67,50,0,25,8,2,38,0,2,10,10,11,6,7,1,4,2,1,3,2,27,4,5,13,3,0,2,0,3,0,3,2,25,1,0,2,0,0,0,0,0,12,0,0,1,0,0,1,0,0,
2020-06-29,1085,2713,29,132,1,49,114,30,2,0,912,21,51,52,10,12,7,288,29,9,6,2,60,33,3,123,26,3,2,1,5,0,0,67,50,0,25,8,2,38,0,2,10,10,11,6,7,1,4,2,1,3,2,27,5,5,13,3,0,2,0,3,0,4,2,25,1,0,2,0,0,0,0,0,12,0,0,1,0,0,1,0,0,
2020-06-30,1090,2722,29,134,1,50,115,30,2,0,921,21,51,52,10,12,7,288,29,9,7,2,60,33,3,123,26,4,2,1,5,0,0,67,51,0,25,8,2,38,0,2,10,10,11,6,8,1,4,2,1,3,2,28,5,5,13,3,0,2,0,3,0,4,2,25,1,0,2,0,0,0,0,0,12,0,0,1,0,0,1,0,0,
2020-07-01,1091,2724,29,134,1,50,115,30,2,0,921,21,51,52,10,12,7,288,29,9,7,2,60,33,3,123,26,4,2,1,5,0,0,68,51,0,25,8,2,38,0,2,11,10,11,6,8,1,4,2,1,3,2,28,5,5,13,3,0,2,0,3,0,4,2,25,1,0,2,0,0,0,0,0,12,0,0,1,0,0,1,0,0,
2020-07-02,1091,2730,29,135,1,50,116,30,2,0,922,21,51,53,10,12,7,288,29,9,7,2,60,36,3,123,26,4,2,1,5,0,0,68,52,0,25,8,2,38,0,2,11,10,11,6,8,1,4,2,1,3,2,28,5,5,13,3,0,2,0,3,0,4,2,25,1,0,2,0,0,0,0,0,12,0,0,1,0,0,1,0,0,
2020-07-03,1091,2730,29,136,1,50,116,30,2,0,924,21,51,53,10,12,7,288,29,9,7,2,60,36,3,123,26,4,2,1,5,0,0,68,52,0,25,8,2,38,0,2,11,10,11,6,8,1,4,2,1,3,2,28,5,5,13,3,0,2,0,3,0,4,2,25,1,0,2,0,0,0,0,0,12,0,0,1,0,0,1,0,0,
2020-07-04,1091,2730,29,136,1,50,116,30,2,0,924,21,51,53,10,12,7,288,29,9,7,2,60,37,3,123,26,4,2,1,5,0,0,68,51,0,25,8,2,38,0,2,11,10,11,6,8,1,4,2,1,4,2,28,6,5,13,3,0,2,0,3,0,5,2,25,1,0,2,0,0,0,0,0,12,0,0,1,0,0,1,0,0,0
2020-07-05,1091,2730,29,136,1,50,116,30,2,0,924,21,51,53,10,12,7,288,29,9,7,2,60,37,3,123,26,4,2,1,5,0,0,68,51,0,25,8,2,38,0,2,11,10,11,6,8,1,4,2,1,4,2,28,6,5,13,3,0,2,0,3,0,5,2,25,1,0,2,0,0,0,0,0,12,0,0,1,0,0,1,0,0,0
2020-07-06,1091,2732,29,136,1,50,116,30,2,0,924,21,51,53,10,12,7,288,29,9,7,2,60,37,3,123,26,4,2,1,5,0,0,68,51,0,25,8,2,38,0,2,11,11,11,6,8,1,4,2,1,4,2,28,6,5,13,3,0,2,0,3,0,5,2,25,1,0,2,0,0,0,0,0,12,0,0,1,0,0,1,0,0,0
2020-07-07,1095,2743,29,139,1,51,117,30,2,0,928,21,52,54,10,12,7,288,29,9,7,2,60,38,3,124,26,4,2,1,5,0,0,68,53,0,25,8,2,38,0,2,11,12,11,6,8,1,4,2,1,4,2,28,6,5,13,3,0,2,0,3,0,5,2,25,1,0,2,0,0,0,0,0,12,0,0,1,0,0,1,0,0,0
2020-07-08,1096,2745,29,139,1,52,117,31,2,0,928,21,52,54,10,12,7,290,29,9,7,2,60,39,3,124,26,4,2,1,5,0,0,69,53,0,25,8,2,38,0,2,11,12,11,6,8,1,4,2,1,4,2,28,6,5,14,3,0,2,0,3,0,5,2,25,1,0,2,0,0,0,0,0,12,0,0,1,0,0,1,0,0,0
2020-07-09,1097,2746,30,139,1,53,117,31,2,0,928,21,52,54,10,12,7,290,29,9,7,3,60,39,3,124,26,4,2,1,5,0,0,70,53,0,25,8,2,38,0,2,11,14,11,6,9,1,4,2,1,4,2,28,6,5,14,3,0,2,0,3,0,5,2,25,1,0,2,0,0,0,0,0,12,0,0,1,0,0,1,0,0,0
2020-07-10,1102,2750,30,141,1,53,117,31,2,0,929,21,52,54,10,12,7,291,29,9,7,2,60,39,3,124,26,4,2,1,5,0,0,70,54,0,25,8,2,38,0,2,11,14,11,6,9,1,4,2,1,4,2,28,6,5,14,3,0,2,0,3,0,5,2,25,1,0,2,0,0,0,0,0,12,0,0,1,0,0,1,0,0,0
2020-07-11,1108,2760,30,144,1,53,118,31,2,0,933,21,52,54,10,12,7,291,29,9,7,2,60,39,3,124,27,4,2,1,5,0,0,70,54,0,25,8,2,38,0,2,11,15,11,6,9,1,5,2,1,5,2,28,6,5,14,3,0,2,0,3,0,5,2,25,1,0,2,0,0,0,0,0,12,0,0,1,0,0,1,0,0,0
2020-07-12,1108,2761,30,144,1,53,118,31,2,0,933,21,52,54,10,12,7,291,29,9,7,2,60,39,3,124,27,4,2,1,5,0,0,70,54,0,25,8,2,38,0,2,11,15,11,6,9,1,5,2,1,5,2,28,6,5,14,3,0,2,0,3,0,5,2,25,1,0,2,0,0,0,0,0,12,0,0,1,0,0,1,0,0,0
2020-07-13,1109,2763,29,145,1,53,118,31,2,0,933,21,53,54,10,12,7,291,29,9,7,2,60,39,3,125,27,4,2,1,5,0,0,70,54,0,25,8,2,39,0,2,11,15,11,6,9,1,5,2,1,5,2,28,6,5,14,3,0,2,0,4,0,5,2,25,1,0,2,0,0,0,0,0,12,0,0,1,0,0,1,0,0,0
