date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-05-18,97.32739762262406,10.908233125304237,95.92390521599519,33.20577886810798,84.01996215156154,211.9952598968359,956.4763068977222,300.0157584034717,568.4908164079212,92.67260981623012,151.60697795388086,35.611478766655786,11.681673035468995,40.23694120947896,332.253451080772,260.11240392788886,111.2723951367381,64.67248492109957,78.56477688047235,550.2648592444818,52.115484978628984,327.4933853782864,833.8647525994973,487.72834791275585,129.67682082904145,178.30133533517105,98.94534658735225,14.757084553482903,67.29529993311255,117.24484911811903,124.86125518954591,1123.3724556179066,127.50753002802333,1401.0024825692708,65.52108227033999,56.47585528832208,38.88554041179788,140.43029809530074,72.73915712996542,32.56824699758523,349.9888255653849,37.73729607404301,461.0986723821032,76.39068658815944,49.62404149472124,42.8312621909927,46.73104823539685,24.452747510710303,83.97128182161701,56.4785616792959,117.47814055043027,132.37674265221477,37.91012624072038,77.87953207126638,17.33549911502277
2020-05-19,100.31290061718309,10.908233125304237,98.4408589971729,33.86989444547013,86.54916028977833,217.71081837444666,962.8546644096525,307.0868368843616,580.0926698040012,95.22621379413225,154.0341832659504,35.611478766655786,11.681673035468995,41.868168555809184,343.33637098997326,268.8073794699543,115.03371553572643,65.69362941985378,81.89379284998388,554.1293803004322,53.583526809012895,336.8827162492408,844.6756910501219,497.8500755805282,132.65588292916806,187.0813253327363,102.51972692384116,14.757084553482903,69.33455144623717,120.1437602226879,132.1206304912637,1139.628252531975,130.34103069531272,1407.6852376801057,68.1074407810113,57.75939745396576,38.88554041179788,145.76953091364953,74.2545562368397,33.04025057726038,358.8269272210764,37.73729607404301,484.79148954007684,77.95366738791718,51.8796797444813,43.55476324151623,48.206404383797775,26.898022261781335,83.97128182161701,56.4785616792959,120.60625671893285,135.2319272976547,37.91012624072038,79.23690953656079,17.33549911502277
2020-05-20,103.89550421065391,10.908233125304237,104.45358191887523,35.530183388875535,88.87602257693777,224.98516552776948,978.6618982435667,313.14776129655297,590.2442915255712,97.26909697645397,156.08797237616304,35.611478766655786,11.681673035468995,41.868168555809184,354.8875832897041,274.702278142541,125.37734663294434,67.05515541819271,84.55700562559312,559.9261618843576,53.583526809012895,343.6818868799318,862.883587388016,502.1170784208636,137.73781239408996,192.48439610046876,104.4693889255624,14.757084553482903,71.88361583764295,121.75426639189284,137.92813073263792,1156.9605922880346,133.64678147381704,1412.7839323202243,69.0653513405192,62.8935661165405,38.88554041179788,150.93926427744756,75.5173888259016,33.98425773661067,368.4335594555238,38.04162910689819,490.2590627303785,79.51664818767492,51.8796797444813,44.71236492235387,49.51020749168697,27.50934094954909,83.97128182161701,56.4785616792959,124.42950981376934,135.6212706583965,38.46762809720156,81.612320100826,19.069049026525047
2020-05-21,105.28873894144812,10.908233125304237,106.69087416881098,36.52635675491877,91.65814052897623,226.89035168697308,993.3598525101887,320.21883977744284,597.4954498981213,99.49769681171401,163.2762342619074,35.611478766655786,11.681673035468995,41.868168555809184,361.67782295238374,281.9235290164597,129.7655537650974,67.73591841736219,87.22021840120235,564.4347697829663,53.583526809012895,349.50974742052415,874.5480209794796,508.96412949023903,143.34545870021068,195.86131533030152,108.85612842943515,14.757084553482903,75.45230598561105,122.7205700934158,144.46156850418393,1167.295403571151,138.84153269718095,1418.8726647545407,70.31063506787946,65.46065044782786,38.88554041179788,155.60049927759331,76.7802214149635,34.220259526448245,375.58089383795254,38.34596213975338,506.6617823012833,81.27500158740237,53.00749886936133,45.291165762772685,50.77969999147381,28.120659637316848,83.97128182161701,56.4785616792959,127.32591367349396,136.7893007406219,39.582631810163925,82.6303531997968,20.802598938027323
2020-05-22,107.67714133709534,10.908233125304237,108.36884335626279,37.52253012096201,93.3274113001993,229.315134071414,1008.6124465604569,325.2696101209356,606.1968399451813,101.63343832050488,166.07685577583376,35.611478766655786,11.681673035468995,42.955653453362665,369.95098851840714,286.04995808727045,138.22852466282114,68.07629991694691,88.32989039103953,573.0225943517448,55.05156863939681,357.28022814131396,885.9279561906634,511.84187559186057,149.12834395339766,201.26438609803398,110.48084676420284,14.757084553482903,75.9621188638922,124.65317749646172,148.09125615504283,1182.5823119274273,142.61953358690016,1425.7534274242153,72.22645618689525,66.74419261347154,38.88554041179788,158.6514894595069,77.53792096840064,34.6922631061234,386.72458722991144,38.34596213975338,527.6208128641063,81.86111938731153,56.39095624400141,45.580566182982096,51.397290937316065,28.426318981200726,83.97128182161701,56.4785616792959,131.6125913858864,137.6977685823528,40.14013366664511,84.157402848253,20.802598938027323
2020-05-23,109.26940960086014,10.908233125304237,111.7247817311664,38.18664569832417,95.3001858480084,229.83473029665134,1019.150602449733,327.28991825833276,619.2489250157713,103.629892339592,167.47716653279696,35.611478766655786,11.681673035468995,42.955653453362665,375.9607408635374,289.4395248240078,139.79574149573293,68.07629991694691,88.55182478900697,576.0283329508173,56.51961046978072,363.1080886819063,896.7388946412881,518.2919961644606,150.88073342406037,208.01822455769957,111.29320593158668,14.757084553482903,76.47193174217335,126.26368366566665,150.99500627572993,1192.9171232105437,145.45303425418956,1430.6046126157844,73.08857569045236,66.74419261347154,38.88554041179788,165.77046655063864,78.54818703965016,34.6922631061234,393.56450938083793,38.650295172608566,544.023532435011,83.03335498712983,56.39095624400141,47.02756828402915,52.220745531772394,29.648956356736242,83.97128182161701,56.4785616792959,134.27728293683302,137.82754970260007,40.14013366664511,86.02379686303281,20.802598938027323
2020-05-24,109.66747666680135,10.908233125304237,111.86461249678739,38.51870348700525,95.85660943841609,230.70072400538024,1024.142360502548,329.3102263957299,626.5000833883213,103.81560899253034,167.943936785118,35.611478766655786,11.681673035468995,42.955653453362665,381.1900058911183,291.2079944257838,142.93017516155655,68.07629991694691,88.55182478900697,577.5312022503535,57.253631384972685,368.61217919246576,906.4118395707943,518.7881592854299,153.859795524187,211.05745186454908,111.94309326549376,14.757084553482903,78.00137037701683,126.90788613334863,151.72094380590173,1198.5151459888982,149.7032852551237,1437.831888513428,73.85490413805867,68.02773477911524,38.88554041179788,166.87221300521855,78.54818703965016,34.92826489596097,395.40898276985183,38.650295172608566,554.0474166172307,84.987080986827,56.39095624400141,48.040469754762086,52.59816222089822,29.648956356736242,83.97128182161701,56.4785616792959,135.66755678950085,138.73601754433096,40.14013366664511,86.53281341251821,20.802598938027323
2020-05-25,112.65297966136036,10.908233125304237,112.7035970905133,38.85076127568633,96.3118651032951,230.87392274712602,1037.7310352018778,335.3711508079212,638.1019367844013,104.5120464410491,169.9043718448665,35.611478766655786,11.681673035468995,42.955653453362665,383.3753703802565,292.3869741603012,144.183948627886,68.41668141653165,89.43956238087671,577.5312022503535,57.253631384972685,372.6593045678771,912.6708039369455,519.978950775756,155.96266288898227,214.43437109438185,112.7554524328776,14.757084553482903,79.02099613357913,127.55208860103059,152.44688133607352,1199.6993431150886,151.1200355887684,1442.3860623667379,74.71702364161577,69.31127694475892,38.88554041179788,168.39770809617534,79.05332007527493,34.92826489596097,396.4849255801099,39.25896123831894,554.0474166172307,85.96394398667559,56.39095624400141,48.3298701749715,52.70109404520525,29.95461570062012,83.97128182161701,56.4785616792959,139.95423450189327,139.64448538606183,40.697635523126294,87.21150214516541,20.802598938027323
2020-05-26,115.43944912294879,10.908233125304237,112.84342785613428,39.51487685304849,97.60175615378567,234.16469884029587,1045.2186722811002,338.4016130140169,638.1019367844013,104.8370505836912,174.29201221668447,35.611478766655786,11.681673035468995,44.04313835091615,387.1217095044936,295.3344234965945,150.4528159595332,69.43782591528586,90.32729997274646,579.8928540067676,57.98765230016464,377.6777400333872,920.779007774914,522.558999004796,159.11696393617518,220.1751337850976,113.40533976678468,15.679402338075583,81.57006052498491,127.55208860103059,155.35063145676062,1204.7590944724477,153.4812861448429,1447.4847570068564,75.57914314517288,69.31127694475892,38.88554041179788,169.668954005306,80.31615266433683,34.92826489596097,397.7145745061192,39.25896123831894,577.7402337752044,87.1361795864939,56.39095624400141,49.05337122549502,53.25006377484281,30.87159373227176,83.97128182161701,56.4785616792959,143.19820682478482,141.59120218977088,41.255137379607476,87.7205186946508,22.536148849529603
2020-05-27,116.0365497218606,10.908233125304237,116.1993662310379,39.84693464172957,100.18153825476679,241.26584725187288,1054.6475486030843,347.4929996323039,645.3530951569513,107.62280037776624,177.7461120838603,35.611478766655786,11.681673035468995,44.58688079969289,399.4534091217738,299.1661076337759,155.46790982485098,70.45897041404005,93.21244714632313,584.4014619053763,59.45569413054856,387.22895591935793,931.3054478452591,529.3068174499775,165.07508813642843,226.2535883987966,114.54264260112207,15.679402338075583,85.64856355123416,129.4846960040765,161.88406922830663,1220.6919285339188,155.3702865897025,1452.3359421984255,79.21920327130287,75.72898777297733,38.88554041179788,173.22844255087188,81.32641873558634,34.92826489596097,406.5526761618107,39.25896123831894,596.87673994126,91.04363158588824,60.90223274352152,51.07917416696089,54.828351747550784,32.094231107807275,83.97128182161701,56.4785616792959,148.41173377228912,143.53791899347993,41.255137379607476,91.45330672421042,24.26969876103188
2020-05-28,117.6288179856254,10.908233125304237,119.83496613718349,41.507223585134966,102.23018874672238,246.28861076250053,1061.0259061150145,348.5031537010025,656.9549485530314,109.71211272332253,181.29356600150038,35.611478766655786,11.681673035468995,44.58688079969289,407.80462341955223,304.76626137273325,159.85611695700402,71.13973341320953,94.10018473819287,588.2659829613267,61.65775687612443,393.0568164599503,944.5346225282603,533.0776571693438,171.20845128374796,234.02050262741201,116.16736093588975,15.679402338075583,86.66818930779647,132.0615058748044,168.41750699985263,1227.3664941542647,158.2037872569919,1457.2366292797044,82.28451706172814,77.01252993862101,38.88554041179788,177.80492782374228,82.33668480683586,35.63627026547369,414.77595335449763,39.867627304029305,616.9245083056993,91.82512198576711,60.90223274352152,50.93447395685619,55.514563909597726,32.39989045169115,85.52630555905436,56.4785616792959,155.01553457246123,144.8357301959526,41.255137379607476,93.31970073899022,26.003248672534156
2020-05-29,121.41045511206683,10.908233125304237,123.75022757457104,43.831628105902524,104.8099708477035,248.88659188868724,1072.673341571583,359.6148484566866,667.1065702746014,111.98714172181717,182.32046055660672,35.611478766655786,11.681673035468995,44.58688079969289,414.2826681552121,310.9559049789493,164.55776745573945,71.13973341320953,96.31952871786723,593.8480689310327,62.391777791316386,399.20844703057554,955.6300593591645,536.4515663919345,176.29038074866986,239.76126531812776,120.22915677280898,15.679402338075583,90.23687945576455,133.67201204400934,172.7731321808833,1241.3615511001515,162.45403825792602,1462.0383125815636,85.06245768430104,79.57961426990838,38.88554041179788,180.60166882382973,83.09438436027301,35.63627026547369,420.15566740578817,40.171960336884496,631.504703479837,94.36496578537343,66.54132836792166,51.513274797275,56.4409503283611,32.70554979557503,85.52630555905436,56.4785616792959,157.33265766024093,145.3548546769417,41.255137379607476,96.54347221906444,26.003248672534156
2020-05-30,123.00272337583164,10.908233125304237,126.26718135574876,44.16368589458361,106.58040954445525,249.92578433916194,1084.8754168117973,364.6656188001794,670.0070336236214,113.56573327179302,184.18754156589097,35.611478766655786,11.681673035468995,44.58688079969289,418.96559206050836,313.1664919811693,166.43842765523362,71.13973341320953,97.87306950363929,597.9272856012025,65.32786145208422,406.16950267628306,962.7425188661545,542.1078259709838,181.547549160658,244.15126031691037,127.05297377883326,15.679402338075583,90.23687945576455,134.3162145116913,175.67688230157043,1252.4499423726618,165.7597890364303,1465.849958089225,86.49932352356288,80.86315643555207,38.88554041179788,182.12716391478654,84.3572169493349,36.108273845148844,425.53538145707864,40.47629336973968,647.9074230507418,95.1464561852523,69.92478574256175,52.092075637693824,57.50457917953386,34.233846514994426,85.52630555905436,56.4785616792959,158.72293151290876,146.1335413984253,41.81263923608866,99.76724369913865,27.736798584036432
2020-05-31,125.39112577147885,10.908233125304237,126.68667365261172,44.16368589458361,107.28858502315595,250.2721818226535,1093.7496533501353,369.7163891436722,675.8079603216614,113.75144992473136,188.48182788724475,35.611478766655786,11.681673035468995,44.58688079969289,423.4924185022948,314.49284418250136,168.31908785472777,71.820496412379,97.87306950363929,599.2154592865193,65.32786145208422,409.8928580216615,973.8379556970588,544.8863394484115,184.00089441958582,247.86587146972641,127.3779174457868,15.679402338075583,90.74669233404572,134.9604169793733,177.85469489208575,1259.339816561406,168.12103959250481,1470.1566224939854,87.26565197116919,82.14669860119575,38.88554041179788,182.6356622784388,84.3572169493349,36.108273845148844,426.91873649883905,41.389292468305236,654.286258439427,96.51406438504031,69.92478574256175,52.092075637693824,57.74475343625029,34.5395058588783,85.52630555905436,56.4785616792959,159.30221228485368,146.1335413984253,41.81263923608866,100.78527679810945,27.736798584036432
2020-06-01,128.57566229900848,10.908233125304237,128.36464284006354,44.16368589458361,108.42672418535349,252.52376546534865,1099.2960511865963,371.7366972810693,678.7084236706814,114.16931239384262,192.02928180488482,35.611478766655786,11.681673035468995,45.13062324846964,425.98997791845284,315.6718239170187,174.90139855295735,73.86278540988741,98.76080709550902,601.3624154287139,65.32786145208422,413.1305583219906,1000.7230526334806,548.2602486710023,185.75328389024855,249.55433108464283,127.70286111274034,15.679402338075583,93.2957567254515,135.28251821321427,177.85469489208575,1261.8158650979858,170.95454025979424,1473.473249104548,88.41514464257867,82.14669860119575,38.88554041179788,186.95789836948305,84.3572169493349,36.34427563498642,428.3789445984751,41.389292468305236,656.1087828361942,97.68629998485862,69.92478574256175,52.23677584779853,58.15648073347845,34.5395058588783,85.52630555905436,56.4785616792959,161.2717669094664,147.0420092401562,42.37014109256984,101.29429334759485,29.47034849553871
2020-06-02,129.9688970298027,10.908233125304237,131.86041198058814,45.159859260626845,110.27303882625175,255.29494533328113,1101.5146103211807,376.7874676245621,681.6088870197013,117.41935382026351,193.24288446091956,35.611478766655786,11.681673035468995,45.13062324846964,434.4972896797411,323.77730959182543,176.78205875245152,77.26660040573475,100.09241348331363,608.6620663121756,68.997966028044,420.415383997731,1007.8355121404705,551.9318557661746,189.60854072570655,259.00970492817464,129.4900512809848,15.679402338075583,95.33500823857611,135.28251821321427,185.84000772397533,1267.0909250237432,173.31579081586872,1477.4829021710489,91.00150315324998,87.28086726377049,38.88554041179788,191.3648841878027,85.6200495383968,37.052281004499136,435.7568381545306,41.99795853401561,667.0439292167974,97.88167258482834,69.92478574256175,54.696679419578516,59.4259732332653,34.5395058588783,85.52630555905436,56.4785616792959,163.00960922530118,147.8206959616398,43.4851448055322,103.50003172869825,29.47034849553871
2020-06-03,129.9688970298027,10.908233125304237,137.4536426054275,47.15220599271333,111.84114167194616,258.75892016819677,1106.2290484821729,378.8077757619592,685.9595820432314,119.09080369670855,195.29667357113223,35.611478766655786,11.681673035468995,45.13062324846964,442.146065391725,325.25103425997213,179.91649241827514,77.26660040573475,101.64595426908569,616.1764128098567,69.73198694323597,427.538324658455,1017.366207879837,553.61881037747,192.23712493170063,264.0750837729238,130.1399386148919,15.679402338075583,96.35463399513843,138.18142931778314,192.37344549552134,1278.9328962856473,177.09379170558793,1480.997536340451,93.01311532821656,88.56440942941417,38.88554041179788,194.83962300609318,86.12518257402157,37.52428458417429,441.29025832157225,42.606624599725976,676.1565512006335,101.20300678431353,69.92478574256175,55.85428110041616,60.592533908745104,35.76214323441382,85.52630555905436,56.4785616792959,165.44258846746985,148.59938268312342,43.4851448055322,104.85740919399265,29.47034849553871
2020-06-04,129.9688970298027,10.908233125304237,139.83076562098424,50.14072609084304,113.40924451764056,261.87649751962084,1111.2208065349878,389.91947051764333,688.8600453922514,120.9943993893265,197.53717078227334,35.611478766655786,11.681673035468995,45.13062324846964,450.4972796895034,328.7879734635241,184.9315862835929,78.28774490448895,104.08723264672749,618.9674557947097,69.73198694323597,431.9092200638992,1024.3364181966872,556.0996259823162,197.3190543966225,268.1273868487231,130.9522977822757,15.679402338075583,98.39388550826305,138.18142931778314,198.18094573689555,1288.621781863569,180.87179259530717,1485.6012120834707,95.12051855913393,88.56440942941417,38.88554041179788,198.22961209710826,86.8828821274587,37.52428458417429,450.5126252666417,42.606624599725976,688.914221978004,102.57061498410155,72.1804239923218,58.02478425198673,61.518920327508475,35.76214323441382,85.52630555905436,56.4785616792959,167.4121430920826,149.24828828435977,44.04264666201338,106.38445884244886,29.47034849553871
2020-06-05,134.5466682881265,10.908233125304237,142.06805787091997,50.47278387952412,115.07851528886364,263.9548824205702,1119.8177231815025,391.93977865504047,694.6609720902915,123.45514504075946,200.05773014480707,35.611478766655786,11.681673035468995,45.13062324846964,455.3363010583096,332.7670300675202,187.1256898496694,79.30888940324316,105.64077343249954,625.1936286070742,71.93404968881184,437.4133105744587,1029.1728906614403,580.9077820307778,203.1019396498095,271.16661415557263,132.5770161170434,16.601720122668265,98.39388550826305,140.43613795467004,201.81063338775445,1297.1264703153,182.76079304016676,1488.3238160175147,95.88684700674024,94.98212025763259,38.88554041179788,199.5856077335143,87.13544864527108,37.996288163849435,457.42940047544374,42.910957632581166,703.4944171521416,105.11045878370788,73.30824311720184,58.60358509240555,62.4796173543742,36.67912126606546,85.52630555905436,56.4785616792959,168.33899232719446,150.54609948683247,46.830155944419296,107.57216412458146,29.47034849553871
2020-06-06,137.13410421674433,10.908233125304237,146.2629808395495,51.13689945688628,117.0007058739084,264.47447864580755,1124.5321613424944,393.9600867924376,700.4618987883314,124.75516161132782,200.43114634666392,35.611478766655786,11.681673035468995,45.13062324846964,460.3314198906256,337.77769393921886,188.69290668258122,79.6492709028279,106.52851102436928,627.9846715919272,71.93404968881184,443.56494114508394,1036.8543469289893,584.8770869985317,206.95719648526747,273.8681495394389,133.7143189513808,16.601720122668265,99.92332414310651,140.75823918851103,205.44032103861335,1303.2627645146504,185.12204359624127,1491.145423730978,97.70687706980524,96.26566242327627,38.88554041179788,200.85685364264498,87.64058168089585,38.46829174352458,460.04240444321346,43.21529066543635,703.4944171521416,106.47806698349589,73.30824311720184,59.761186773243196,63.131518908318796,36.98478060994933,85.52630555905436,56.4785616792959,169.14998540791734,150.93544284757428,46.830155944419296,109.60823032252307,29.47034849553871
2020-06-07,137.73120481565613,10.908233125304237,146.54264237079147,51.13689945688628,117.68358937122693,264.47447864580755,1128.9692796116633,402.04131934202604,709.1632888353914,125.31231157014284,200.52450039712812,35.611478766655786,11.681673035468995,45.13062324846964,463.5314178925781,339.3987910741802,189.94668014891067,79.6492709028279,106.75044542233672,630.3463233483412,72.66807060400379,445.02190628023203,1040.6950750627639,585.274017495307,209.76101963832784,275.8943010773385,133.7143189513808,16.601720122668265,99.92332414310651,141.080340422352,207.6181336291287,1310.7985644085893,187.01104404110086,1494.1155371135715,98.0900412936084,96.26566242327627,38.88554041179788,201.4501017335726,87.89314819870822,38.704293533362154,460.88778807984477,43.21529066543635,703.4944171521416,106.67343958346562,73.30824311720184,59.9058869833479,63.33738255693288,36.98478060994933,85.52630555905436,56.4785616792959,170.54025926058517,150.93544284757428,46.830155944419296,109.94757468884667,29.47034849553871
2020-06-08,142.90607667289177,10.908233125304237,147.1019654332754,51.46895724556736,118.34118088716329,267.24565851374,1132.574438205363,402.04131934202604,712.0637521844114,125.86946152895784,203.13841381012608,35.611478766655786,11.681673035468995,45.13062324846964,479.3753104388306,341.3146331427709,195.2752173808108,80.67041540158209,108.08205181014134,632.063888262097,72.66807060400379,449.39280168567626,1045.9582950979363,587.0602047307963,211.68864805605685,282.6481395370041,135.17656545267172,16.601720122668265,99.92332414310651,142.36874535771597,207.6181336291287,1314.8894272081561,188.90004448596048,1496.8876429373254,99.71848924477182,96.26566242327627,38.88554041179788,203.7383443700078,87.89314819870822,38.704293533362154,461.6563186586006,43.21529066543635,728.0984965084989,108.82253818313251,73.30824311720184,60.33998761366202,63.68048863795635,37.90175864160097,85.52630555905436,56.4785616792959,171.1195400325301,151.58434844881063,46.830155944419296,110.28691905517027,29.47034849553871
2020-06-09,145.0954455355684,12.271762265967267,150.17824227693706,53.46130397765384,120.7692110998514,268.97764593119786,1136.179596799063,414.16316816640875,717.8646788824515,128.3302071803908,210.0466135444778,35.611478766655786,11.681673035468995,46.21810814602312,486.7899399555497,344.7041998795083,197.15587758030497,81.01079690116683,109.6355925959134,634.85493124695,73.40209151919575,455.05877721125216,1053.7820005556252,590.0371834566117,215.1934269973823,286.0250587668369,138.75094578916062,16.601720122668265,101.45276277794999,143.3350490592389,213.4256338705029,1324.4706585018787,190.78904493082007,1500.3527752170176,102.40063881139392,96.26566242327627,38.88554041179788,205.17908973368924,89.15598078777012,39.88430248255003,466.498061304762,43.21529066543635,736.2998562939513,110.9716367827994,76.69170049184191,62.22109034502318,64.70980688102676,38.81873667325261,85.52630555905436,56.4785616792959,173.3208069659208,153.27150301202514,46.830155944419296,112.32298525311187,29.47034849553871
2020-06-10,148.08094853012742,12.271762265967267,153.81384218308267,54.789535132378155,123.14665734977518,272.44162076611343,1142.5579543109932,417.1936303725044,723.6656055804915,130.00165705683585,213.96748366397472,35.611478766655786,11.681673035468995,46.21810814602312,491.86310751962066,347.06215934854293,199.97686787954623,82.03194139992104,110.52333018778313,637.2165830033641,73.40209151919575,460.40098270679516,1060.325463302056,591.2279749469378,222.0277459329669,293.1165891494857,139.88824862349801,16.601720122668265,106.55089156076154,144.62345399460287,218.50719658170536,1332.4370755326142,193.6225455981095,1503.66940182758,104.98699732206524,97.54920458891995,38.88554041179788,208.23007991560283,89.66111382339489,39.88430248255003,472.10833452967927,43.51962369829153,739.9449050874857,112.33924498258742,77.81951961672195,63.08929160565141,65.73912512409719,39.12439601713648,85.52630555905436,56.4785616792959,175.40621774492251,153.53106525251968,47.38765780090048,115.20741236686248,31.203898407040985
2020-06-11,150.27031739280403,12.271762265967267,158.0087651517122,56.78188186446464,124.96768000929126,274.1736081835713,1149.7682714983926,418.20378444120297,728.0163006040215,132.1838277288613,218.16841593486427,35.611478766655786,11.681673035468995,46.76185059479987,498.57529845054535,350.74647101890963,200.9171979792933,82.37232289950576,113.85234615729468,641.2957996735338,73.40209151919575,465.41941817230526,1065.7309325273684,593.9072558001717,224.30585224482843,293.1165891494857,141.83791062521922,16.601720122668265,110.62939458701078,148.16656756685373,223.5887592929078,1339.5422582897568,198.8172968214734,1506.392005761624,106.71123632917946,98.83274675456363,38.88554041179788,211.02682091569028,90.16624685901964,40.35630606222517,475.48986907620474,43.82395673114672,749.9687892697053,114.87908878219375,82.33079611624206,63.812792656174935,66.63120093475821,40.04137404878812,85.52630555905436,56.4785616792959,176.10135467125642,155.4777820562287,47.94515965738166,117.24347856480408,31.203898407040985
2020-06-12,153.05678685439244,13.635291406630296,161.78419582347877,58.442170807870035,126.10581917148882,276.2519930845206,1153.3734300920923,418.20378444120297,733.8172273020615,133.53027346266424,222.55605630668225,35.611478766655786,11.681673035468995,47.30559304357661,504.89724572269535,353.10443048794434,203.73818827853455,82.7127043990905,116.5155589329039,643.228060201509,73.40209151919575,469.4665435477166,1072.2743952737992,594.8003494179163,228.68682592148525,297.50658414826836,143.6251007934637,16.601720122668265,112.6686461001354,148.8107700345357,228.67032200411026,1344.4943553629166,201.17854737754791,1510.352156938415,108.0523111124905,98.83274675456363,38.88554041179788,212.5523160066471,90.6713798946444,41.0643114317379,478.71769750697905,44.43262279685709,759.0814112535414,115.85595178204233,83.45861524112209,66.70679685826904,67.42034492111219,42.486648799859154,85.52630555905436,56.4785616792959,177.7233408327022,156.64581213845415,49.06016337034402,118.43118384693669,31.203898407040985
2020-06-13,153.85292098627485,13.635291406630296,166.39861108897125,58.77422859655111,127.95213381238706,276.771589309758,1160.861067171315,423.25455478469576,741.0683856746115,135.75887329792428,225.07661566921598,35.611478766655786,11.681673035468995,47.30559304357661,506.614317821304,355.6097624237937,204.0516316451169,83.05308589867523,116.95942772883878,644.9456251152648,73.40209151919575,473.6755539381444,1077.6798644991115,597.0826997743748,230.26397644508168,300.2081195321346,144.5999317943243,16.601720122668265,112.6686461001354,149.13287126837668,230.8481345946256,1355.2597837828293,203.53979793362242,1513.025258982749,108.72284850414603,98.83274675456363,38.88554041179788,216.45080346131445,90.6713798946444,41.30031322157547,481.40755453262426,44.43262279685709,759.0814112535414,117.02818738186063,84.58643436600212,67.28559769868785,68.24379951556853,42.486648799859154,85.52630555905436,56.4785616792959,178.5343339134251,157.81384222067956,49.06016337034402,118.77052821326029,31.203898407040985
2020-06-14,153.85292098627485,13.635291406630296,166.95793415145516,59.43834417391327,128.7108932538521,276.94478805150374,1165.0208655486608,426.28501699079146,746.8693123726515,136.0374482773318,225.54338592153704,35.611478766655786,11.681673035468995,47.84933549235335,508.2533411881577,356.9361146251257,204.36507501169928,83.05308589867523,116.95942772883878,647.0925812574593,73.40209151919575,475.7800591333583,1084.5078256258219,597.3803976469563,232.89256065107577,300.8835033781011,144.5999317943243,17.524037907260947,112.6686461001354,149.45497250221766,232.30000965496916,1359.135338013998,205.428798378482,1515.0053345711447,109.10601272794919,98.83274675456363,38.88554041179788,216.7050526431406,90.6713798946444,41.536315011413045,482.25293816925563,44.73695582971228,759.0814112535414,117.22355998183035,84.58643436600212,67.57499811889727,68.44966316418261,42.486648799859154,85.52630555905436,56.4785616792959,179.11361468537,158.33296670166862,49.06016337034402,119.1098725795839,31.203898407040985
2020-06-15,154.05195451924544,13.635291406630296,168.35624180766501,60.434517539956516,129.4949446766993,277.98398050197846,1165.85282522413,427.29517105949,746.8693123726515,136.3624524199739,229.37090199056973,35.611478766655786,11.681673035468995,48.393077941130095,510.6728518725608,358.55721176008706,207.18606531094053,83.73384889784471,116.29362453493647,647.9513637143372,74.13611243438771,477.0751392534899,1087.6373078088973,597.8765607679255,233.9439943334734,302.23427107003425,145.41229096170815,17.524037907260947,115.21771049154118,150.09917496989965,232.30000965496916,1364.6257065081536,207.79004893455652,1516.9854101595402,110.7344606791126,98.83274675456363,38.88554041179788,218.06104827954664,90.6713798946444,42.480322170763344,484.7122360212742,44.73695582971228,775.4841308244462,117.61430518176978,84.58643436600212,69.02200021994432,69.23880715053659,43.709286175394666,85.52630555905436,56.4785616792959,179.80875161170394,158.72231006241043,49.06016337034402,119.27954476274569,31.203898407040985
2020-06-16,156.24132338192206,13.635291406630296,171.71218018256863,62.42686427204299,131.56888715003706,280.0623654029278,1167.5167445750683,428.30532512818854,754.1204707452016,138.91605639787602,232.63829375681718,35.611478766655786,11.681673035468995,48.393077941130095,515.7460194366317,360.6204262954924,210.00705561018177,83.73384889784471,117.62523092274108,653.1040584556043,74.13611243438771,482.7411147790658,1090.1977932314137,599.2658175066395,235.52114485706986,308.98810952969984,146.7120656295223,17.524037907260947,120.31583927435274,150.42127620374063,236.65563483599982,1370.1160750023091,211.09579971306084,1518.866481968516,113.5124013016855,98.83274675456363,38.88554041179788,220.0950417341557,91.68164596589392,42.95232575043849,487.0178277575415,44.73695582971228,788.2418016018167,118.59116818161837,86.84207261576218,70.46900232099136,70.57692086652813,44.32060486316242,85.52630555905436,56.4785616792959,181.89416239070565,160.14990238513042,49.06016337034402,120.4672500448783,31.203898407040985
