,Fulton,Polk,Cobb,Gwinnett,Cherokee,DeKalb,Fayette,Floyd,Charlton,Bartow,Lee,Lowndes,Gordon,Henry,Coweta,Clarke,Clayton,Dougherty,Newton,Forsyth,Hall,Paulding,Troup,Richmond,Whitfield,Columbia,Houston,Bibb,Early,Effingham,Glynn,Laurens,Peach,Rockdale,Carroll,Chatham,Dawson,Douglas,Heard,Lamar,Lincoln,Miller,Monroe,Muscogee,Oconee,Pickens,Randolph,Spalding,Sumter,Terrell,Tift,Turner,Unknown,Worth,Baldwin,Lumpkin,Barrow,Butts,Chattooga,Clinch,Coffee,Tattnall,Twiggs,Burke,Catoosa,Harris,Liberty,Madison,Morgan,Pierce,Washington,Baker,Ben Hill,Bryan,Camden,Colquitt,Crisp,Fannin,Greene,Irwin,Jasper,Macon,Meriwether,Mitchell,Pulaski,Seminole,Stephens,Decatur,Dodge,Jackson,Jones,Long,Taylor,Thomas,Ware,White,Wilkes,Calhoun,Franklin,Haralson,McDuffie,Toombs,Chattahoochee,Habersham,Hart,Upson,Bulloch,Jenkins,Murray,Pike,Walton,Wheeler,Bacon,Brooks,Candler,Appling,Banks,Berrien,Bleckley,Clay,Cook,Dade,Dooly,Gilmer,Jefferson,Johnson,McIntosh,Schley,Talbot,Warren,Emanuel,Grady,Oglethorpe,Rabun,Screven,Stewart,Walker,Webster,Wilcox,Wilkinson,Lanier,Putnam,Union,Telfair,Elbert,Marion,Quitman,Towns,Wayne,Crawford,Atkinson,Brantley,Echols,Jeff Davis,Treutlen,Hancock,Montgomery,Evans,Taliaferro,Glascock
2020-04-22,85,0,63,46,10,31,8,8,0,27,17,4,8,10,4,13,21,106,5,8,9,7,4,13,4,2,13,4,12,1,0,1,2,6,11,7,1,8,1,0,0,0,1,4,0,2,17,8,20,18,3,5,0,9,4,0,3,1,1,0,4,0,0,3,0,2,0,1,0,2,1,2,0,2,0,6,2,0,1,1,0,2,0,23,1,2,1,1,0,1,0,0,2,14,7,0,0,3,0,1,4,3,0,3,0,12,2,1,0,2,3,0,1,6,0,2,0,0,0,2,1,1,6,0,1,1,0,1,1,0,0,2,3,0,1,0,0,0,6,2,1,2,1,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,,
2020-04-23,88,0,66,46,10,34,8,8,0,27,19,4,10,10,4,13,21,109,5,8,9,7,4,14,4,2,13,5,15,1,1,1,2,6,11,6,1,8,1,0,0,0,1,4,0,2,18,8,21,18,3,6,0,9,4,0,3,2,1,0,4,0,0,3,0,2,0,1,0,2,1,2,0,2,1,6,2,0,1,1,0,2,0,24,1,2,1,1,0,1,0,0,2,16,7,0,0,3,0,1,4,3,0,3,0,14,2,1,0,2,3,0,1,6,0,3,0,0,0,2,1,1,7,0,1,1,0,1,1,0,0,3,3,0,1,0,0,0,6,2,1,2,1,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,,
2020-04-24,91,0,72,46,10,36,8,10,0,28,18,4,10,10,4,13,21,108,6,8,9,7,4,14,4,2,13,5,15,1,1,1,2,6,11,6,1,8,1,0,0,0,1,4,0,2,18,8,21,17,3,6,0,9,5,0,3,2,1,0,4,0,0,3,0,2,0,1,0,2,1,2,0,2,1,6,2,0,1,1,0,3,0,24,1,2,1,1,0,1,0,0,2,16,8,0,0,3,0,1,4,3,0,3,0,14,2,1,0,2,3,0,1,6,0,4,0,0,0,2,1,1,7,0,1,1,0,1,1,0,0,3,3,0,1,0,0,0,6,2,1,3,2,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,,
2020-04-25,91,0,74,46,10,36,8,10,0,28,18,4,10,10,4,13,21,108,6,8,9,7,4,14,4,2,13,6,15,1,1,1,2,6,11,6,1,8,1,0,0,0,1,4,0,2,19,8,21,17,3,6,1,9,6,0,3,2,1,0,4,0,0,3,0,2,0,1,0,2,1,2,0,2,1,6,2,0,1,1,0,3,0,25,1,2,1,1,0,1,0,0,2,16,8,0,0,3,0,1,4,3,0,3,0,14,2,1,0,2,3,0,1,6,0,4,0,0,0,2,1,1,7,0,1,2,0,1,1,0,0,3,3,0,1,0,0,0,6,2,1,3,2,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,,
2020-04-26,94,0,75,47,10,36,8,10,0,28,18,4,10,10,4,13,21,108,6,8,11,7,4,14,4,2,13,6,15,1,1,1,2,6,11,6,1,8,1,0,0,0,1,4,0,2,19,8,21,17,4,6,0,9,6,0,3,3,1,0,4,0,0,3,0,2,0,1,0,2,1,2,0,2,1,6,2,0,1,1,0,3,0,26,1,2,1,1,0,1,0,0,2,16,8,0,0,3,0,1,4,3,0,3,0,14,2,1,0,2,3,0,1,6,0,4,0,0,0,2,1,1,7,0,1,2,0,1,1,0,0,3,3,0,1,0,0,1,6,2,1,3,2,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,,
2020-04-27,103,0,81,52,10,42,8,11,0,29,19,4,12,11,4,13,24,114,7,8,12,7,4,14,4,2,13,7,15,1,1,1,2,6,13,7,1,11,1,0,0,0,1,4,0,2,19,8,24,18,5,8,2,9,6,1,4,3,1,0,4,0,0,3,0,2,0,1,0,2,1,2,0,2,1,6,3,0,1,1,0,3,0,28,1,2,1,1,1,1,0,0,2,16,8,0,0,3,0,1,4,3,0,4,0,17,2,1,0,2,2,0,1,6,0,5,0,0,0,2,1,1,8,0,1,2,0,1,1,0,0,3,3,0,1,0,0,2,7,2,1,5,2,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,,
2020-04-28,108,0,81,54,11,44,9,11,0,30,19,4,12,11,4,13,24,118,7,9,16,7,4,14,4,3,13,8,15,1,1,1,2,6,13,7,1,11,1,2,0,0,1,6,0,2,19,8,26,18,5,8,0,8,6,1,4,3,1,0,4,0,0,3,0,2,0,1,0,3,1,2,0,2,1,6,3,1,2,1,0,3,1,29,1,2,1,1,1,1,0,0,2,17,9,0,0,4,0,1,4,3,0,7,0,17,2,1,0,2,3,0,1,6,0,5,0,0,0,2,1,1,8,0,1,2,0,1,1,0,0,3,3,1,1,0,0,2,8,2,1,5,1,0,0,1,1,1,0,0,0,2,0,1,0,1,0,0,,
2020-04-29,116,0,88,55,11,46,10,11,0,30,20,4,12,12,4,13,27,119,7,9,20,8,4,14,4,4,13,10,21,1,1,1,2,6,14,9,1,11,1,2,0,0,3,7,0,2,19,9,28,18,5,8,,10,8,2,4,4,2,0,6,0,0,3,0,2,0,1,0,3,1,2,0,2,1,6,3,1,2,1,0,3,1,30,1,2,1,1,1,1,0,0,2,19,10,0,0,4,0,1,4,3,0,7,0,17,2,1,0,2,3,0,1,6,0,6,0,0,0,2,1,1,9,0,1,2,0,1,1,0,0,3,3,0,1,0,0,2,9,2,1,5,1,0,0,1,1,1,0,0,1,2,0,1,0,1,0,0,,
2020-04-30,118,0,94,57,11,47,10,11,0,30,20,4,12,12,4,13,30,120,7,9,21,8,4,15,4,4,14,10,20,1,1,1,2,6,14,9,1,11,1,1,0,0,3,7,0,2,19,9,28,19,5,8,0,11,8,2,4,11,2,0,7,0,0,3,0,2,0,1,0,3,1,2,0,2,1,6,3,1,2,1,0,3,1,30,1,2,1,1,1,2,0,0,2,19,11,0,0,4,1,1,4,3,0,8,0,18,2,1,0,2,4,0,1,6,0,6,0,0,0,3,1,1,9,0,1,2,0,1,1,0,0,4,3,0,1,0,0,2,9,2,1,5,1,0,0,1,1,1,0,0,1,2,0,1,0,2,0,0,,
2020-05-01,122,0,96,58,13,49,10,11,0,31,20,4,12,13,4,13,33,123,7,10,22,8,4,15,4,4,14,10,20,1,1,1,2,6,14,9,1,11,1,1,0,0,3,7,0,2,19,10,28,19,5,8,0,11,8,2,4,16,2,0,7,0,0,3,0,2,0,1,0,3,1,2,0,3,1,9,3,1,2,1,0,3,0,31,1,2,1,1,1,2,0,0,2,19,11,0,0,4,1,1,4,3,0,8,0,18,2,1,1,2,4,0,1,6,0,6,0,0,0,3,1,1,9,0,1,2,0,1,1,0,0,4,3,0,1,0,0,2,9,2,1,5,1,0,0,1,1,1,0,0,1,2,0,1,0,2,0,0,,
2020-05-02,122,0,96,58,13,52,10,11,0,31,20,4,12,13,4,13,33,124,7,10,22,8,4,16,4,4,14,11,20,1,1,1,2,6,14,9,1,11,1,1,0,0,3,7,0,2,19,10,28,19,5,8,0,11,8,2,4,16,2,0,7,0,0,3,0,2,0,1,0,3,2,2,0,3,1,10,3,1,2,1,0,3,0,31,1,2,1,1,1,2,0,0,2,19,11,0,0,4,1,1,4,3,0,8,0,18,2,1,1,2,4,0,1,6,0,6,0,0,0,3,1,1,9,0,1,2,0,1,1,0,0,4,3,0,1,0,0,2,9,2,1,5,1,0,0,1,1,1,0,0,1,2,0,1,0,2,0,0,,
2020-05-03,124,0,97,58,13,53,10,11,0,31,20,4,12,13,4,13,33,124,7,10,23,8,4,16,5,4,14,11,20,1,1,1,2,6,14,9,1,11,1,1,0,0,3,7,0,2,19,10,28,19,5,9,0,11,8,2,4,16,2,0,7,0,0,3,0,2,0,1,0,3,1,2,0,3,1,10,3,1,3,1,0,3,0,31,1,2,1,1,1,2,0,0,2,19,11,0,0,4,1,1,4,3,0,8,0,20,2,1,1,2,4,0,1,6,0,5,0,0,0,3,1,1,9,0,1,2,0,1,1,0,0,3,3,0,1,0,0,2,9,2,1,5,1,0,0,1,1,1,0,0,1,2,0,1,0,2,0,0,0,
2020-05-04,129,0,101,65,14,57,10,11,0,31,20,4,13,13,4,13,32,125,8,10,23,9,5,15,6,4,14,12,24,1,1,1,2,6,15,10,1,11,1,1,0,0,3,7,0,2,19,11,29,21,5,10,3,11,9,2,4,17,2,0,7,0,0,3,0,2,0,1,0,3,1,2,0,4,1,9,4,1,5,1,0,3,1,33,1,2,1,1,1,2,0,0,2,20,12,0,0,4,1,1,4,3,0,9,0,21,2,1,1,2,4,0,1,7,0,7,0,0,0,3,1,1,12,0,1,2,0,1,1,0,0,3,3,1,1,0,0,2,10,2,1,5,1,0,0,1,1,1,0,0,1,2,0,1,0,2,0,0,0,
2020-05-05,130,0,102,77,15,59,10,11,0,31,22,4,13,14,4,13,33,125,8,10,26,9,5,15,6,5,14,13,27,1,1,1,2,6,15,12,1,11,1,1,0,0,4,8,0,2,20,11,29,21,5,10,0,12,10,1,5,17,2,0,8,0,0,3,0,2,0,1,0,3,1,2,0,4,1,10,6,1,5,1,0,3,1,33,1,2,1,2,1,3,0,0,2,20,13,1,0,5,1,2,4,3,0,11,0,23,2,1,1,2,5,0,1,7,0,9,0,0,0,3,1,1,11,0,1,2,0,1,1,0,0,3,3,1,1,0,0,2,10,2,1,5,1,0,0,1,1,1,0,0,1,2,0,1,0,2,0,0,0,
2020-05-06,135,0,107,81,16,61,11,11,0,32,22,4,14,14,4,13,33,126,8,10,27,10,5,15,6,5,14,14,25,1,1,1,2,7,15,12,1,11,1,1,0,0,4,12,0,2,20,11,29,21,6,10,0,12,10,1,5,17,2,0,8,0,0,3,0,2,0,1,0,3,1,2,0,4,1,10,6,1,5,1,0,3,1,31,1,2,1,2,1,3,0,0,2,22,13,1,0,4,1,2,4,3,0,12,0,23,2,1,1,2,5,0,1,7,0,10,0,0,0,3,1,1,11,0,1,2,0,1,1,0,0,4,3,1,1,0,0,2,12,2,1,5,1,0,0,1,1,1,0,0,1,2,0,1,0,2,0,0,0,
2020-05-07,137,0,108,84,17,62,12,12,0,31,22,4,15,14,4,13,34,126,8,10,27,10,5,15,6,5,15,14,26,1,1,1,2,7,16,12,1,11,1,1,0,0,4,12,0,2,20,11,29,21,6,11,0,13,10,1,5,17,2,0,8,0,0,3,0,2,0,1,0,3,1,2,0,4,1,10,6,1,5,1,0,3,1,31,1,2,1,2,1,3,0,0,2,22,12,2,0,5,1,2,4,3,0,15,0,24,2,1,1,2,5,0,1,7,0,10,0,0,0,3,1,1,12,0,1,2,0,1,1,0,0,4,3,1,1,0,0,2,12,2,1,5,1,0,0,1,1,1,0,0,1,2,0,1,0,3,0,0,0,0
2020-05-08,144,0,114,87,17,69,12,12,0,31,22,4,15,14,4,13,34,126,8,10,28,10,5,16,6,5,15,15,26,1,1,1,2,7,17,12,1,11,1,1,0,0,4,12,0,2,21,11,32,21,6,12,0,13,12,1,5,17,2,0,9,0,0,4,0,2,0,1,0,3,1,2,0,4,1,10,6,1,5,1,0,4,1,31,1,2,1,2,1,3,0,0,2,26,12,1,0,5,1,2,4,3,0,16,0,24,2,1,1,2,6,0,1,7,0,10,0,0,0,3,1,1,12,0,1,2,0,1,1,0,1,4,4,1,1,0,0,2,12,2,2,6,1,0,0,1,1,1,0,0,1,2,0,1,0,3,0,0,0,0
2020-05-09,144,0,116,87,17,69,12,12,0,31,22,4,15,14,4,13,34,126,8,10,28,10,5,16,6,5,15,15,26,1,1,1,2,7,17,12,1,11,1,1,0,0,4,12,0,2,21,11,32,21,6,12,0,13,12,1,5,17,2,0,9,0,0,4,0,2,0,1,0,3,1,2,0,4,1,10,6,1,5,1,0,4,1,31,1,2,1,2,1,3,0,0,2,26,12,1,0,5,1,2,4,3,0,16,0,24,2,1,1,2,6,0,1,7,0,10,0,0,0,3,1,1,12,0,1,2,0,1,1,0,1,4,4,1,1,0,0,2,12,2,2,6,1,0,0,1,1,1,0,0,1,2,0,1,0,3,0,0,0,0
2020-05-10,144,0,117,87,17,69,12,12,0,31,22,4,15,14,4,13,34,126,8,10,28,10,5,16,6,5,15,15,26,1,1,1,2,7,17,12,1,11,1,1,0,0,4,12,0,2,21,11,32,21,6,12,2,13,12,1,5,17,2,0,9,0,0,4,0,2,0,1,0,3,1,2,0,4,1,10,6,1,5,1,0,4,1,31,1,2,1,2,1,3,0,0,2,26,12,1,0,5,1,2,4,3,0,16,0,24,2,1,1,2,6,0,1,7,0,10,0,0,0,3,1,1,12,0,1,2,0,1,1,0,1,4,4,1,1,0,0,2,12,2,2,6,1,0,0,1,1,1,0,0,1,2,0,1,0,3,0,0,0,0
2020-05-11,145,0,118,92,18,71,12,12,1,33,22,4,16,14,4,13,34,128,8,10,29,10,5,16,6,5,15,15,26,1,1,1,2,7,18,13,1,12,1,1,0,0,4,14,0,2,21,11,33,23,6,12,2,13,13,1,6,17,2,0,10,0,0,4,0,2,0,1,0,4,1,2,0,4,1,10,7,1,5,1,0,5,1,32,1,2,1,3,1,3,0,0,2,26,12,1,0,5,1,2,4,4,0,16,0,24,2,1,1,2,7,0,1,7,0,10,0,0,0,3,2,1,12,0,1,2,0,1,1,0,1,4,4,1,1,0,0,2,12,3,2,6,1,0,0,1,1,1,0,0,1,2,0,1,0,3,0,0,0,0
2020-05-12,149,0,124,101,21,72,12,12,1,34,22,4,16,15,4,13,35,129,8,11,35,10,5,17,6,6,15,14,27,1,1,1,2,7,19,14,1,12,1,1,0,0,4,15,0,3,21,12,35,24,6,12,0,17,12,1,7,17,2,0,10,0,0,3,0,2,0,1,0,4,1,2,0,4,1,11,7,1,5,1,0,5,1,32,1,2,1,3,1,3,0,0,2,26,12,1,0,5,1,2,4,4,0,15,0,25,2,1,1,2,7,0,2,7,0,10,0,0,0,3,3,1,12,1,1,2,0,1,1,0,1,4,4,1,1,0,0,2,12,3,2,6,1,0,0,1,1,1,0,0,1,2,0,1,0,4,0,0,0,0
2020-05-13,152,0,127,101,21,73,12,12,1,35,22,4,16,16,4,13,35,130,8,11,37,10,5,17,6,6,16,14,29,1,1,1,2,7,19,14,1,14,1,1,0,0,4,15,0,3,21,12,35,24,6,12,0,18,12,1,7,17,2,0,11,0,0,3,0,2,0,1,0,4,1,2,0,4,1,11,7,1,5,1,0,5,1,32,1,2,1,3,1,3,0,0,2,28,12,1,1,5,1,2,4,4,0,15,0,25,2,1,1,2,7,0,2,7,0,10,0,0,0,3,3,1,12,1,1,2,0,1,1,0,1,4,4,1,1,0,0,2,12,3,2,6,1,1,0,1,1,1,0,0,2,2,0,1,0,4,0,0,0,0
2020-05-14,159,0,129,101,21,75,11,12,1,35,22,4,15,17,4,13,36,132,8,11,40,10,5,17,6,6,17,16,28,1,1,1,2,8,19,14,1,14,1,1,0,0,4,15,0,3,21,12,38,24,10,12,0,17,12,1,7,17,2,0,11,0,0,3,0,2,0,1,0,4,1,2,1,4,1,11,7,1,5,1,0,5,1,32,1,2,1,3,1,3,0,0,2,28,12,2,1,5,1,2,4,4,0,15,0,27,2,1,1,2,7,0,2,8,0,10,0,0,0,3,2,1,12,0,1,2,0,1,1,0,1,4,4,1,1,0,0,1,12,3,2,6,1,1,0,1,1,1,0,0,2,2,0,1,0,4,0,0,0,0
2020-05-15,164,0,132,101,23,80,11,13,1,35,23,4,15,18,4,13,38,134,9,11,40,10,6,17,6,6,16,16,28,1,1,1,2,7,20,14,1,15,1,1,0,0,4,15,2,3,21,15,38,24,11,12,0,17,12,1,8,17,2,1,11,0,0,3,0,3,0,1,0,4,1,2,1,4,1,11,7,1,6,1,0,5,1,32,1,2,1,3,2,3,0,0,2,29,12,2,1,7,1,2,4,4,0,16,0,28,2,1,1,2,8,0,2,8,0,10,0,0,0,3,2,1,12,0,1,2,0,1,1,0,1,4,4,1,1,0,0,1,12,3,2,7,1,1,0,1,1,1,0,0,2,2,0,1,0,4,0,0,0,0
2020-05-16,165,0,132,102,24,81,11,13,1,35,23,4,15,18,4,13,38,134,10,11,40,10,6,17,6,6,16,15,28,1,1,1,2,7,20,14,1,15,1,1,0,0,5,15,2,3,21,15,39,24,11,12,0,17,12,1,8,17,2,1,12,0,0,3,0,3,0,1,0,4,1,2,1,4,1,11,7,1,6,1,0,5,1,32,1,2,2,3,2,3,0,0,2,29,12,2,1,7,1,2,4,4,0,16,0,29,2,1,1,2,8,0,2,9,0,10,0,0,0,3,2,1,12,0,1,2,0,1,1,0,1,4,4,1,1,0,0,1,12,3,2,7,1,1,0,1,1,1,0,0,2,2,0,1,0,4,0,0,0,0
2020-05-17,165,0,132,102,24,82,11,13,1,35,23,4,15,18,4,13,39,134,10,11,40,10,6,17,6,6,16,15,28,1,1,1,2,7,20,14,1,15,1,1,0,0,6,15,2,3,21,15,39,24,12,12,0,17,14,1,8,17,2,1,12,0,0,3,0,3,0,1,0,4,1,2,1,4,1,11,7,1,6,1,0,5,1,32,2,2,2,3,2,3,0,0,2,29,12,2,1,6,1,2,5,4,0,16,0,29,2,1,1,2,8,0,2,9,0,11,0,0,0,3,2,1,12,0,1,2,0,1,1,0,1,4,4,2,1,0,0,1,12,3,3,7,1,1,0,2,1,1,0,0,2,2,0,1,0,4,0,0,0,0
2020-05-18,171,0,133,105,26,86,11,13,1,35,23,5,15,18,4,13,38,135,10,11,42,10,6,17,7,6,16,17,28,1,1,1,2,7,22,14,1,18,1,1,1,0,7,16,3,3,21,15,39,24,14,12,0,17,14,1,8,16,2,1,12,0,0,4,0,3,0,1,0,4,1,2,1,4,1,11,7,1,6,1,0,6,1,32,2,2,2,4,2,3,0,0,2,30,13,3,1,6,1,2,5,4,0,15,0,31,2,1,1,2,9,0,2,9,0,11,0,0,0,3,2,1,12,0,1,2,0,1,1,0,1,4,4,2,1,0,0,1,12,3,2,7,1,1,0,2,1,1,0,0,2,2,0,1,0,5,0,0,0,0
2020-05-19,174,0,135,114,26,87,11,13,1,35,23,5,15,19,4,13,38,139,10,11,40,10,6,17,7,6,16,18,28,1,1,1,3,8,21,16,1,19,1,1,1,0,7,16,3,3,21,14,39,24,14,12,0,18,14,1,8,17,2,1,12,0,0,4,0,3,0,1,0,4,1,2,1,5,1,11,7,1,7,1,0,6,1,32,2,2,2,4,2,3,0,0,2,30,13,3,1,6,1,2,5,4,0,14,0,31,2,1,1,2,9,0,2,9,0,11,0,0,0,3,2,1,12,0,1,2,0,1,1,0,2,4,4,1,1,0,0,1,12,3,2,7,1,1,0,2,1,1,0,0,2,2,0,1,0,6,0,0,0,0
2020-05-20,174,0,135,117,26,88,11,13,1,35,23,5,15,20,4,13,39,139,10,11,40,10,6,17,7,6,16,18,29,1,1,1,3,9,21,16,1,19,1,1,1,0,7,16,3,3,21,14,40,24,14,12,1,20,14,1,8,18,2,1,12,0,0,4,0,4,0,1,0,4,1,2,1,5,1,11,7,1,7,1,0,6,1,32,2,2,2,4,2,3,0,0,2,30,13,3,1,6,1,2,5,4,0,14,0,31,2,1,1,2,9,0,2,9,0,11,0,0,0,2,2,1,12,0,1,2,0,1,1,0,2,4,4,1,1,0,0,1,12,3,2,7,1,1,0,2,1,1,0,0,2,2,0,1,0,15,0,0,0,0
2020-05-21,190,0,138,121,29,96,11,13,1,36,22,5,15,20,7,13,42,138,11,12,41,11,8,17,7,6,16,20,29,1,1,1,3,9,24,18,2,22,2,1,1,0,8,17,3,3,20,14,40,25,14,12,2,20,16,1,9,18,2,1,13,0,0,4,0,4,0,1,0,4,1,1,1,5,1,13,7,1,7,1,1,6,2,32,2,2,2,4,2,3,0,1,2,30,13,3,1,6,1,2,5,4,0,18,0,33,2,1,1,2,9,0,2,9,0,12,0,0,0,2,2,1,12,0,1,2,0,1,1,0,2,4,5,1,1,0,0,1,13,3,2,7,1,1,0,2,1,1,0,0,2,2,0,1,0,15,0,0,0,0
2020-05-22,196,0,141,121,29,100,11,14,1,36,22,5,15,20,7,13,43,138,11,12,41,11,9,18,7,6,16,20,29,1,1,1,3,9,24,21,1,22,2,1,0,0,8,17,5,3,19,14,40,26,14,12,0,20,19,1,11,19,2,1,13,0,0,4,0,4,0,1,0,3,1,1,1,5,1,13,7,1,7,1,1,6,2,32,2,2,2,4,2,4,0,1,2,31,13,3,1,5,1,2,5,4,0,18,0,33,2,1,1,2,10,0,2,9,0,13,0,0,0,2,2,1,12,0,1,2,0,1,1,0,2,4,5,1,2,0,0,1,13,3,2,8,1,1,0,2,1,1,0,0,2,2,0,1,0,17,0,0,0,0
2020-05-23,197,0,141,121,29,102,11,14,1,36,22,4,15,19,8,13,43,139,10,12,41,11,9,18,7,6,16,24,29,1,1,1,3,9,24,21,1,22,2,1,0,0,8,17,5,3,19,14,40,26,14,12,0,19,24,1,11,20,2,1,13,0,0,4,0,4,0,1,0,3,1,2,1,5,1,14,7,1,7,1,1,6,2,32,2,2,2,4,2,4,0,1,2,31,13,3,1,5,1,2,5,4,0,19,0,33,2,1,1,2,10,0,2,9,0,13,0,0,0,2,2,1,12,0,1,2,0,1,1,0,2,4,5,1,2,0,0,1,13,4,2,8,1,1,0,2,1,1,0,0,2,2,0,1,0,17,0,0,0,0
2020-05-24,196,0,142,122,29,102,11,14,1,36,22,4,15,19,8,13,43,139,10,12,41,11,9,18,7,6,16,24,29,1,1,1,3,9,24,21,1,22,2,1,0,0,8,17,5,3,19,14,40,26,14,12,0,19,24,1,11,20,2,1,13,0,0,4,0,4,0,1,0,3,1,2,1,5,1,14,7,1,7,1,1,6,2,32,2,2,2,4,2,4,0,1,2,31,13,3,1,5,1,2,5,4,0,19,0,33,2,1,1,2,10,0,2,9,0,13,0,0,0,2,2,1,12,0,1,2,0,1,1,0,2,4,5,1,2,0,0,1,13,4,2,8,1,1,0,2,1,1,0,0,2,2,0,1,0,21,0,0,0,0
2020-05-25,199,0,146,121,29,104,13,14,1,36,22,4,15,19,8,13,43,140,10,12,41,11,9,19,7,6,16,24,29,1,1,1,3,9,24,21,1,22,2,1,0,0,8,17,5,3,19,17,41,26,15,12,0,19,25,1,11,21,2,1,13,0,0,4,0,4,0,1,0,3,1,2,1,5,1,14,7,1,7,1,1,6,2,32,2,2,2,4,2,4,0,1,2,31,14,3,1,5,1,2,5,4,0,19,0,33,2,1,1,2,10,0,2,9,0,13,0,0,0,2,2,1,12,0,1,2,0,1,1,0,2,4,5,1,2,0,0,1,13,4,2,8,1,1,0,2,1,1,0,0,2,2,0,1,0,22,0,0,0,0
2020-05-26,209,1,150,125,31,107,13,15,1,38,22,4,15,20,8,13,44,142,11,13,41,11,10,19,7,7,16,24,30,1,1,1,3,9,24,23,1,23,2,1,0,0,8,17,5,3,19,19,41,26,15,12,0,20,25,1,11,21,2,2,13,0,0,5,0,4,0,1,0,3,1,2,1,5,1,14,7,1,7,1,1,6,2,32,2,2,2,4,2,5,0,1,2,31,14,3,1,5,1,2,5,4,0,19,0,33,2,1,1,2,12,0,2,9,0,13,0,0,0,2,2,1,12,0,1,2,0,1,1,0,2,4,5,1,2,0,0,1,13,4,2,8,1,1,0,2,1,1,0,0,2,2,0,1,0,22,0,0,0,0
2020-05-27,214,1,157,126,31,111,13,15,1,38,23,4,15,22,8,13,46,144,11,13,42,11,10,20,7,7,16,24,30,1,1,1,4,9,25,23,1,24,2,1,0,0,8,17,5,3,19,20,41,26,15,12,0,20,26,1,13,21,2,2,13,0,0,5,0,5,0,1,0,3,1,2,1,5,1,14,7,1,7,1,1,6,2,32,2,2,2,4,2,5,0,1,2,31,14,3,1,5,1,2,5,4,0,19,0,34,2,1,1,2,12,0,2,9,0,13,0,0,0,2,2,1,12,0,1,2,0,1,1,0,2,4,6,1,2,0,0,1,13,4,2,9,1,1,0,2,1,1,0,0,2,2,0,1,0,22,0,0,0,0
2020-05-28,224,1,168,127,32,112,13,15,1,38,22,4,15,22,8,13,45,144,11,12,46,11,10,22,7,7,16,25,30,1,1,1,4,8,25,24,1,24,2,1,0,0,8,17,5,4,19,21,41,26,16,12,0,21,26,1,13,22,2,2,15,0,0,5,0,5,0,1,0,3,1,2,1,5,1,14,7,1,7,1,1,6,2,32,2,2,2,4,2,5,0,1,2,31,14,3,1,5,1,2,5,4,0,20,0,34,2,1,1,2,12,0,3,9,0,13,0,0,0,2,2,1,12,0,1,2,0,1,1,0,2,4,6,1,2,1,0,1,13,4,2,9,1,1,0,2,1,1,0,0,2,2,0,1,0,22,0,0,0,0
2020-05-29,229,1,170,126,32,112,13,15,1,38,22,4,15,22,8,13,45,144,11,12,47,11,10,22,7,7,16,27,31,1,1,1,4,8,24,24,1,24,2,1,0,0,8,17,5,3,19,21,42,26,17,12,0,21,26,1,13,22,2,2,15,0,0,5,0,5,0,1,0,3,1,2,1,5,1,14,7,1,7,1,1,6,2,32,2,2,2,4,2,5,0,1,2,31,14,3,1,5,1,2,5,4,0,20,0,34,2,1,1,2,12,0,3,8,0,13,1,0,0,2,2,1,12,0,1,2,0,1,1,0,2,4,6,1,2,1,0,1,13,5,2,9,1,1,0,2,1,1,0,0,2,2,0,1,0,22,0,0,0,0
2020-05-30,230,1,171,127,33,112,13,15,1,39,22,4,16,22,8,13,45,145,11,12,47,11,11,22,7,7,17,27,31,1,1,1,4,8,24,24,1,25,2,2,0,0,8,17,6,3,19,21,43,26,17,12,0,21,26,1,14,22,2,2,15,0,0,5,0,5,0,1,0,3,1,2,1,5,1,14,7,1,7,1,1,6,2,32,2,2,2,4,2,5,0,1,2,32,14,3,1,5,1,2,5,4,0,23,0,34,2,1,1,2,12,0,3,8,0,13,1,0,0,2,2,1,12,0,1,2,1,1,1,0,2,4,6,1,2,1,0,1,13,5,2,9,1,1,0,2,1,1,0,0,2,2,0,1,0,23,0,0,0,0
2020-05-31,235,1,175,128,33,120,13,15,1,39,22,4,16,23,9,13,49,148,11,12,47,11,11,22,7,7,17,28,31,1,1,1,4,8,24,24,1,25,2,2,0,0,11,17,6,3,19,22,44,26,17,13,1,21,26,1,14,24,2,2,15,0,1,5,0,5,0,1,0,3,1,2,1,5,1,15,7,1,7,1,1,6,2,32,2,2,2,5,2,5,0,1,2,32,14,3,1,6,1,3,5,4,0,23,0,34,2,1,1,2,12,0,3,8,0,13,1,0,0,2,2,1,12,0,1,2,1,1,1,0,2,4,7,1,3,1,0,1,13,6,2,9,1,1,0,2,1,1,0,0,2,2,0,1,0,24,0,0,0,0
