,Bernalillo,Santa Fe,Socorro,Sandoval,Taos,San Miguel,Doña Ana,McKinley,Lea,San Juan,Chaves,Cibola,Curry,Eddy,Rio Arriba,Roosevelt,Valencia,Torrance,Catron,Grant,Otero,Unknown,Lincoln,Los Alamos,Colfax,Luna,Quay,Guadalupe,Harding,Union,Sierra,Hidalgo,Mora,De Baca
2020-04-15,477,78,16,262,15,2,54,242,2,200,19,29,10,7,10,1,21,12,1,11,3,,1,6,2,2,1,,,,,,,
2020-04-16,491,79,20,293,15,2,58,265,2,229,19,30,10,7,10,1,24,12,1,12,3,,1,6,3,3,1,,,,,,,
2020-04-17,514,80,20,301,15,2,65,316,2,243,21,32,10,9,10,1,26,12,1,13,3,,1,6,4,3,1,,,,,,,
2020-04-18,527,82,20,311,15,2,67,356,2,260,21,33,10,9,10,1,26,12,1,13,3,,1,6,4,3,2,1,,,,,,
2020-04-19,542,83,20,315,15,2,69,363,2,275,21,33,10,9,10,1,29,12,1,13,3,,1,6,4,3,2,1,,,,,,
2020-04-20,566,86,31,317,16,2,73,416,2,293,21,33,10,10,11,1,33,13,1,14,3,,1,6,5,3,3,1,,,,,,
2020-04-21,585,88,34,322,16,2,76,460,2,314,21,35,10,10,11,1,34,13,1,14,3,,2,6,5,3,3,1,,,,,,
2020-04-22,600,93,34,341,16,2,82,519,5,339,21,35,10,11,11,4,35,13,1,14,3,,2,6,5,3,3,2,,,,,,
2020-04-23,631,96,38,345,17,2,88,573,8,390,22,38,10,11,11,4,38,13,1,14,5,,2,6,5,3,4,3,1,,,,,
2020-04-24,651,96,39,357,17,2,94,639,10,420,22,38,10,11,12,4,41,13,1,14,5,,2,6,5,3,4,7,1,,,,,
2020-04-25,670,96,40,365,17,2,110,708,10,435,22,39,11,11,12,6,41,13,1,14,5,,2,6,5,3,4,12,1,1,,,,
2020-04-26,688,96,40,374,17,2,116,720,10,442,22,41,13,13,14,7,42,14,1,14,5,,2,6,5,3,4,13,1,3,,,,
2020-04-27,694,96,40,378,17,2,126,778,10,463,22,41,12,12,14,7,42,14,1,14,5,0,2,6,5,3,4,13,1,3,,,,
2020-04-28,738,98,41,383,17,2,129,820,10,508,22,46,13,12,14,8,42,15,1,14,5,0,2,6,5,3,4,13,1,3,,,,
2020-04-29,765,98,42,385,17,2,130,953,10,576,22,47,13,12,14,8,44,15,1,14,5,,2,6,5,4,4,14,1,3,1,,,
2020-04-30,811,100,42,389,18,2,144,1027,10,621,22,52,17,12,14,9,45,15,1,14,5,,2,6,5,5,4,14,1,3,1,,,
2020-05-01,830,100,43,396,19,2,147,1064,10,637,23,63,17,12,18,9,47,15,1,14,5,,2,6,5,5,4,14,1,3,1,,,
2020-05-02,883,107,43,410,19,2,153,1116,12,710,23,63,18,13,22,9,49,16,1,15,6,0,2,6,5,6,4,14,1,3,1,,,
2020-05-03,920,107,45,416,20,2,159,1144,12,736,23,68,18,13,24,10,50,16,1,16,6,0,2,6,5,7,4,15,1,3,1,,,
2020-05-04,944,108,46,421,20,2,170,1233,12,781,24,69,19,13,24,10,50,16,1,15,8,0,2,6,5,7,4,15,1,3,1,,,
2020-05-05,963,108,48,426,20,3,173,1274,12,806,25,74,20,13,24,10,53,17,1,15,8,,2,6,5,7,4,15,1,3,1,,,
