,Douglas,Jefferson,Denver,Eagle,El Paso,Arapahoe,Larimer,Gunnison,Pitkin,Adams,Clear Creek,Pueblo,Routt,Summit,Weld,Boulder,Mesa,Garfield,Yuma,Crowley,Grand,Morgan,Broomfield,Park,San Miguel,Chaffee,Elbert,Hinsdale,Montrose,Unknown,La Plata,Logan,Teller,Delta,Fremont,Huerfano,Otero,Kit Carson,Rio Grande,Washington,Alamosa,Costilla,Lincoln,Baca,Moffat,Mineral,Montezuma,Archuleta,Phillips,Lake,Saguache,Custer,Las Animas,Rio Blanco,Ouray,Gilpin,Prowers,San Juan,Cheyenne,Conejos,Bent,Jackson,Sedgwick,Dolores,Kiowa
2021-02-23,21405,36660,58929,4940,51293,48820,19663,1192,1951,48791,359,14900,1839,2983,25205,18659,13115,5034,699,1962,1243,2415,3669,540,805,1419,1263,16,3199,,2899,3706,1252,2447,5414,300,1842,531,689,377,1263,182,997,270,657,61,1710,633,333,653,318,164,987,460,248,165,1157,41,125,437,1469,51,191,67,91
2021-02-24,21472,36750,59083,4970,51463,48924,19745,1198,1957,48876,358,14907,1853,2990,25290,18723,13145,5049,702,1963,1252,2416,3682,540,809,1425,1268,17,3204,,2914,3708,1255,2453,5422,305,1844,531,690,378,1263,184,997,271,659,61,1713,636,334,655,318,164,987,460,249,165,1160,41,125,438,1469,51,191,68,91
2021-02-25,21550,36851,59242,4997,51633,49057,19811,1199,1962,48996,358,14945,1859,3000,25356,18779,13179,5054,704,1961,1259,2416,3693,545,808,1430,1271,17,3223,,2936,3711,1260,2459,5427,307,1850,533,692,379,1269,184,997,271,662,61,1719,637,335,656,318,164,988,462,253,168,1161,42,125,439,1478,51,191,68,91
2021-02-26,21659,36851,59534,4997,51769,49203,19811,1199,1962,49150,358,14945,1859,3000,25432,18842,13179,5054,704,1961,1259,2416,3693,545,808,1430,1271,17,3223,,2936,3711,1260,2459,5427,307,1850,533,692,379,1269,184,997,271,662,61,1719,637,335,656,318,164,988,462,253,168,1161,42,125,439,1478,51,191,68,91
2021-02-27,21771,37111,59616,5045,51890,49373,19999,1202,1997,49264,362,14995,1880,3019,25432,18893,13269,5081,707,1981,1271,2422,3721,548,817,1441,1281,17,3237,,2957,3713,1267,2468,5460,309,1857,535,701,380,1278,187,997,271,668,61,1726,645,337,659,319,164,992,468,256,168,1159,42,125,440,1477,51,191,68,91
2021-02-28,21842,37202,59693,5065,51975,49453,20072,1203,2010,49369,362,15007,1887,3029,25465,18945,13299,5096,709,1979,1271,2423,3737,551,820,1442,1286,17,3244,,2968,3713,1269,2470,5459,309,1860,535,701,380,1278,187,997,271,669,61,1728,649,337,658,319,164,994,471,257,168,1159,42,125,441,1477,51,191,68,91
2021-03-01,21894,37323,59779,5088,52145,49560,20153,1203,2018,49444,363,15046,1890,3036,25585,18965,13355,5110,712,2048,1272,2434,3759,551,821,1454,1288,17,3250,,2980,3740,1275,2473,5473,310,1865,536,702,387,1286,187,998,272,672,61,1731,650,337,659,320,164,997,473,258,168,1160,42,125,442,1479,51,191,68,91
2021-03-02,21940,37380,59842,5120,52264,49624,20234,1207,2031,49497,364,15058,1896,3047,25645,19003,13368,5116,716,2048,1273,2433,3772,552,821,1454,1287,16,3265,,2982,3741,1275,2473,5476,310,1865,540,705,389,1289,189,998,273,676,61,1731,656,337,661,323,164,997,475,258,168,1161,43,125,444,1479,51,191,69,91
2021-03-03,22046,37452,59985,5148,52443,49722,20300,1211,2034,49615,364,15110,1903,3053,25760,19082,13392,5120,716,2051,1282,2435,3789,554,822,1463,1289,17,3269,,2987,3744,1279,2476,5480,312,1863,542,708,392,1294,190,998,273,678,61,1731,662,337,660,323,164,1002,480,258,168,1161,43,125,444,1479,51,191,69,91
2021-03-04,22148,37583,60140,5167,52619,49862,20370,1211,2059,49759,368,15134,1915,3060,25826,19132,13416,5131,718,2052,1288,2442,3811,558,823,1463,1295,16,3272,,3009,3746,1285,2480,5498,314,1864,543,713,392,1304,191,998,273,680,61,1734,668,339,660,324,164,1003,482,258,168,1162,43,125,446,1481,51,191,69,91
2021-03-05,22252,37809,60389,5198,52787,49985,20441,1211,2071,49858,368,15167,1923,3073,25886,19188,13443,5132,721,2072,1287,2446,3839,560,824,1463,1296,16,3272,,3016,3751,1286,2483,5505,314,1864,545,715,396,1308,191,999,273,681,69,1735,674,340,661,326,164,1004,482,260,170,1162,43,125,446,1481,51,191,69,91
2021-03-06,22252,37933,60505,5224,52976,49985,20524,1212,2084,49858,368,15177,1930,3073,25926,19246,13467,5141,723,2073,1289,2450,3852,562,829,1464,1297,16,3275,,3024,3755,1287,2485,5527,316,1866,546,724,398,1310,191,998,273,681,69,1738,675,340,661,326,164,1007,485,262,172,1162,43,125,446,1481,51,191,69,91
2021-03-07,22252,37933,60544,5224,52976,49985,20524,1212,2084,49858,368,15177,1930,3073,25926,19283,13467,5141,723,2073,1289,2450,3852,562,829,1464,1297,16,3275,,3024,3755,1287,2485,5527,316,1866,546,724,398,1310,191,998,273,681,69,1738,675,340,661,326,164,1007,485,262,172,1162,43,125,446,1481,51,191,69,91
2021-03-08,22531,38093,60715,5265,53140,50321,20628,1212,2091,50149,370,15195,1941,3086,26065,19304,13487,5145,727,2073,1290,2455,3879,564,829,1464,1307,17,3277,,3052,3760,1291,2485,5517,316,1868,546,725,398,1311,191,998,273,682,71,1742,676,340,665,326,164,1008,487,263,173,1162,43,125,448,1481,51,191,69,91
2021-03-09,22578,38165,60887,5289,53258,50390,20673,1214,2097,50208,370,15250,1946,3097,26124,19344,13496,5152,732,2073,1292,2457,3903,565,830,1465,1312,16,3278,,3057,3760,1293,2489,5517,316,1868,547,726,399,1311,192,998,274,682,72,1743,676,344,667,326,164,1008,491,263,173,1162,42,125,449,1482,51,191,69,91
2021-03-10,22636,38265,61117,5311,53373,50521,20750,1215,2107,50310,371,15266,1957,3104,26191,19395,13509,5159,744,2073,1295,2460,3910,568,830,1469,1314,16,3278,,3082,3763,1302,2491,5517,317,1870,550,729,403,1317,193,998,274,682,72,1744,690,344,669,326,164,1010,491,263,173,1162,42,125,449,1482,51,192,69,91
2021-03-11,22713,38359,61275,5323,53484,50614,20798,1218,2123,50389,374,15279,1961,3111,26260,19445,13520,5169,750,2073,1296,2466,3921,571,833,1473,1318,16,3279,,3103,3768,1314,2493,5534,319,1870,551,730,406,1320,195,1000,274,686,73,1745,694,344,670,327,164,1013,491,263,174,1162,42,125,449,1483,52,194,69,91
2021-03-12,22798,38482,61442,5347,53627,50753,20889,1222,2138,50472,376,15306,1976,3121,26321,19514,13539,5191,760,2087,1297,2474,3941,571,837,1476,1326,17,3280,,3120,3770,1317,2494,5540,320,1872,556,733,415,1320,195,1000,274,690,85,1747,696,344,671,327,164,1016,491,263,175,1162,43,125,449,1483,52,194,68,91
2021-03-13,22896,38602,61583,5364,53829,50912,20990,1225,2152,50575,377,15328,1984,3131,26367,19630,13543,5204,773,2097,1299,2477,3960,572,838,1477,1327,17,3282,,3141,3774,1323,2497,5547,320,1873,557,735,415,1326,195,1000,274,690,84,1752,701,344,671,326,164,1016,491,263,175,1162,43,125,454,1483,52,196,68,91
2021-03-14,22896,38724,61788,5383,53985,50912,21041,1226,2165,50575,378,15350,1987,3145,26436,19675,13552,5213,775,2097,1299,2480,3978,573,838,1477,1334,17,3286,,3158,3776,1324,2497,5555,321,1873,560,736,415,1327,195,1000,274,690,84,1755,702,344,671,326,164,1016,491,264,175,1162,43,125,455,1483,52,196,68,91
2021-03-15,23034,38761,61859,5398,54026,51140,21075,1226,2179,50778,378,15357,1988,3145,26457,19680,13555,5218,778,2102,1301,2481,3982,573,838,1477,1335,16,3288,,3161,3777,1339,2497,5558,322,1874,560,736,415,1329,195,1001,274,691,84,1758,703,344,671,327,164,1016,492,264,175,1162,43,125,455,1483,52,196,68,91
2021-03-16,23044,38778,61880,5415,54101,51154,21080,1225,2202,50793,378,15364,1991,3149,26481,19696,13561,5229,785,2102,1302,2483,3981,574,838,1478,1337,16,3292,,3169,3778,1338,2498,5560,322,1876,560,737,421,1329,195,1001,274,691,84,1758,704,344,675,327,165,1019,496,265,175,1162,43,125,459,1483,52,197,67,91
2021-03-17,23059,38837,61899,5431,54258,51198,21096,1224,2213,50874,378,15399,1993,3162,26542,19762,13569,5240,789,2103,1304,2483,3986,575,839,1481,1340,16,3293,,3187,3778,1341,2500,5562,324,1875,563,737,424,1336,195,1001,274,693,84,1758,710,344,677,327,165,1021,496,266,178,1162,44,125,460,1483,52,197,67,91
2021-03-18,23136,38966,62090,5468,54514,51319,21139,1225,2230,51011,381,15427,1994,3177,26649,19856,13578,5249,799,2103,1308,2492,4017,577,842,1481,1346,16,3293,,3198,3778,1344,2500,5544,327,1874,564,738,425,1337,196,1002,275,693,84,1760,711,345,680,328,165,1024,499,267,181,1164,43,125,460,1484,52,198,67,91
2021-03-19,23138,39152,62254,5489,54682,51319,21298,1225,2242,51011,384,15453,2010,3193,26759,19953,13601,5254,808,2121,1309,2500,4036,580,844,1481,1358,17,3295,,3210,3780,1352,2505,5547,327,1875,565,742,426,1336,196,1002,275,693,84,1764,717,346,685,328,165,1025,502,267,182,1166,43,126,460,1484,52,198,67,91
2021-03-20,23332,39306,62475,5497,54889,51616,21400,1225,2259,51273,387,15479,2019,3203,26800,20033,13618,5272,817,2124,1310,2504,4052,582,845,1484,1368,17,3301,,3220,3782,1364,2509,5589,327,1875,566,746,428,1338,197,1002,276,694,85,1770,724,346,686,328,165,1028,503,267,184,1167,43,126,460,1484,52,198,67,91
2021-03-21,23331,39384,62578,5523,54988,51613,21443,1225,2275,51275,388,15495,2021,3216,26852,20054,13623,5286,818,2124,1312,2508,4064,589,845,1484,1375,17,3302,,3231,3782,1367,2509,5594,328,1875,566,746,429,1338,200,1002,277,694,85,1772,728,346,686,328,165,1028,503,268,184,1167,43,126,460,1484,52,198,67,91
2021-03-22,23331,39417,62647,5536,55068,51613,21465,1225,2277,51275,388,15498,2025,3223,26889,20068,13626,5300,818,2124,1312,2509,4069,590,845,1484,1375,16,3303,,3234,3782,1368,2509,5595,328,1875,566,746,429,1338,200,1002,277,694,85,1773,728,346,688,328,165,1028,504,269,184,1167,43,126,460,1484,52,198,67,91
2021-03-23,23331,39560,62839,5566,55241,51616,21554,1225,2298,51275,388,15518,2027,3247,26954,20137,13634,5310,825,2124,1313,2515,4082,591,845,1485,1384,17,3306,,3239,3783,1374,2512,5597,329,1875,572,750,430,1337,200,1004,277,694,85,1777,730,346,688,328,165,1029,505,270,184,1167,43,126,460,1484,52,199,67,91
2021-03-24,23683,39665,63123,5585,55384,52055,21636,1227,2310,51597,391,15552,2034,3263,27033,20198,13646,5325,827,2125,1317,2517,4095,594,847,1489,1388,17,3307,,3250,3788,1378,2520,5610,329,1876,576,751,431,1337,200,1004,278,694,85,1778,735,346,693,328,168,1034,505,271,184,1168,43,126,460,1484,52,199,67,91
2021-03-25,23683,39806,63306,5612,55561,52055,21729,1230,2324,51597,393,15578,2036,3278,27101,20273,13648,5339,828,2126,1318,2519,4111,598,847,1489,1394,17,3310,,3269,3794,1383,2525,5614,332,1877,578,752,431,1337,201,1004,278,695,86,1781,737,346,691,328,169,1037,511,272,184,1169,44,126,460,1484,52,199,67,91
2021-03-26,23683,39925,63496,5645,55757,52055,21842,1232,2370,51597,394,15614,2044,3307,27188,20335,13659,5364,832,2138,1322,2523,4124,603,848,1491,1396,17,3315,,3280,3816,1400,2532,5621,333,1880,579,752,433,1339,202,1004,278,695,86,1784,738,346,694,328,171,1038,514,272,184,1169,44,126,460,1483,52,199,67,91
2021-03-27,23988,40037,63651,5663,55931,52505,21939,1238,2385,51972,398,15651,2048,3335,27215,20402,13679,5373,834,2140,1324,2526,4144,607,848,1495,1399,17,3320,,3296,3819,1403,2537,5631,333,1881,584,752,434,1341,202,1004,278,695,86,1785,742,347,697,331,171,1038,515,272,185,1169,44,126,460,1483,52,199,67,91
2021-03-28,23988,40108,63786,5687,56086,52505,22016,1240,2394,51972,399,15691,2056,3342,27274,20472,13682,5386,834,2140,1327,2526,4152,607,848,1496,1403,16,3321,,3300,3821,1405,2537,5635,334,1882,584,753,435,1343,202,1003,278,695,86,1786,745,347,697,331,171,1038,516,273,185,1169,44,126,460,1483,52,199,67,91
2021-03-29,24111,40162,63851,5694,56201,52730,22109,1241,2399,52137,399,15748,2059,3359,27361,20538,13688,5392,834,2140,1327,2529,4161,607,848,1497,1408,17,3321,,3306,3828,1407,2540,5639,334,1882,584,753,436,1342,202,1004,278,695,86,1788,746,347,697,331,171,1039,516,274,185,1169,44,126,460,1483,52,199,67,91
2021-03-30,24157,40260,64100,5704,56416,52778,22157,1242,2414,52190,402,15766,2061,3364,27412,20608,13701,5402,834,2140,1329,2531,4173,608,849,1499,1411,16,3324,,3313,3829,1418,2540,5639,335,1884,586,754,436,1343,202,1004,278,695,86,1793,747,347,697,334,173,1039,520,275,186,1169,44,125,460,1483,52,199,67,91
2021-03-31,24288,40391,64387,5738,56653,53017,22286,1252,2432,52312,402,15830,2069,3392,27531,20708,13712,5414,839,2140,1335,2535,4187,609,849,1503,1421,17,3328,,3330,3830,1419,2542,5647,335,1885,586,756,436,1347,203,1005,278,699,86,1798,748,350,699,334,173,1040,523,275,188,1169,44,125,460,1483,52,201,67,92
2021-04-01,24436,40529,64555,5756,56928,53197,22407,1258,2456,52466,403,15876,2076,3405,27606,20787,13724,5439,843,2141,1338,2540,4203,610,849,1504,1427,16,3330,,3347,3835,1425,2544,5651,335,1886,587,758,436,1351,203,1005,278,700,86,1803,749,352,699,334,175,1041,526,275,188,1169,45,125,460,1483,52,201,67,92
2021-04-02,24580,40674,64748,5777,57190,53338,22535,1259,2465,52599,405,15945,2082,3430,27700,20888,13731,5455,844,2144,1342,2541,4215,612,851,1505,1429,16,3331,,3378,3843,1443,2555,5661,337,1886,587,758,436,1350,203,1007,278,707,86,1807,754,352,701,334,176,1044,529,275,189,1169,45,125,461,1483,52,201,67,92
2021-04-03,24580,40823,64930,5790,57413,53341,22665,1260,2474,52599,405,15986,2088,3453,27742,20981,13755,5470,845,2145,1343,2542,4231,614,851,1508,1439,18,3333,,3399,3849,1453,2558,5666,337,1887,587,758,436,1349,203,1007,278,707,86,1808,757,352,704,334,176,1044,531,275,191,1169,45,126,461,1483,52,201,67,92
2021-04-04,24827,40951,65044,5799,57603,53638,22740,1262,2481,52890,406,16045,2092,3471,27813,21069,13763,5481,845,2145,1344,2542,4246,615,851,1510,1442,17,3335,,3416,3850,1459,2563,5673,337,1891,587,758,437,1352,204,1008,278,708,86,1812,764,352,702,334,176,1047,533,275,191,1169,45,126,462,1483,52,201,67,92
2021-04-05,24911,41024,65148,5809,57731,53735,22805,1262,2488,52982,409,16075,2093,3477,27926,21145,13765,5489,846,2145,1350,2543,4258,615,852,1516,1447,18,3336,,3420,3851,1463,2563,5675,337,1891,587,758,437,1351,204,1008,278,708,86,1813,764,352,703,334,176,1046,533,275,191,1170,45,126,462,1483,52,201,67,92
2021-04-06,24993,41129,65448,5842,57917,53828,22892,1262,2493,53068,410,16093,2101,3494,28000,21177,13772,5497,846,2145,1351,2545,4275,616,852,1516,1455,17,3335,,3430,3851,1474,2570,5679,338,1891,589,760,437,1355,204,1008,278,709,86,1813,770,352,705,337,176,1048,535,276,196,1171,46,126,464,1485,53,201,67,92
2021-04-07,25102,41129,65395,5842,58290,53994,22892,1262,2493,53167,410,16093,2101,3494,28151,21304,13772,5497,846,2145,1351,2545,4275,616,852,1516,1455,17,3335,,3430,3851,1474,2570,5679,338,1891,589,760,437,1355,204,1008,278,709,86,1813,770,352,705,337,176,1048,535,276,196,1171,46,126,464,1485,53,201,67,92
2021-04-08,25287,41488,65934,5889,58475,54238,23158,1265,2499,53360,411,16216,2115,3529,28242,21398,13802,5534,847,2144,1369,2548,4312,626,855,1530,1471,18,3342,,3473,3855,1489,2575,5697,338,1895,590,763,437,1368,205,1008,278,713,86,1825,776,352,709,340,176,1055,540,277,199,1172,46,126,466,1485,53,201,67,93
2021-04-09,25418,41687,66166,5910,58702,54453,23307,1272,2525,53538,417,16263,2127,3546,28365,21495,13818,5561,848,2148,1370,2553,4328,633,858,1532,1478,17,3346,,3504,3859,1498,2593,5708,338,1897,592,765,437,1380,205,1008,278,715,86,1835,784,353,714,340,176,1058,541,277,201,1174,46,126,467,1485,53,201,67,93
2021-04-10,25418,41807,66359,5937,58854,54452,23477,1273,2525,53537,418,16338,2133,3563,28405,21540,13835,5566,848,2152,1374,2554,4335,636,858,1532,1484,17,3349,,3537,3861,1498,2595,5714,338,1900,595,767,438,1383,205,1008,278,717,86,1839,794,353,715,340,177,1062,541,277,201,1177,46,126,469,1487,53,201,67,93
2021-04-11,25663,41917,66509,5955,59003,54840,23576,1275,2535,53878,420,16399,2138,3570,28478,21595,13841,5574,848,2153,1380,2557,4341,637,859,1540,1491,17,3351,,3553,3862,1506,2599,5717,343,1902,595,767,438,1385,205,1008,278,717,86,1841,797,353,714,342,177,1063,541,277,203,1177,46,126,469,1487,53,204,67,93
2021-04-12,25764,41987,66592,5961,59284,54942,23647,1275,2538,53996,420,16449,2139,3574,28589,21652,13851,5580,848,2153,1386,2560,4358,637,860,1542,1498,18,3352,,3555,3863,1508,2599,5722,344,1904,596,767,438,1388,205,1008,278,718,86,1841,799,353,717,342,177,1066,541,277,203,1177,46,126,469,1487,54,205,67,93
2021-04-13,25840,42136,66826,5988,59521,55110,23757,1276,2544,54100,420,16540,2140,3586,28693,21765,13874,5605,848,2153,1390,2561,4376,644,859,1547,1502,17,3354,,3568,3867,1512,2608,5737,345,1906,597,771,439,1392,205,1009,278,719,86,1843,799,353,723,347,177,1069,543,277,206,1177,46,127,471,1487,57,206,67,93
2021-04-14,26083,42314,67387,6009,59786,55364,23863,1285,2548,54282,420,16607,2141,3599,28789,21831,13894,5615,847,2154,1390,2559,4390,649,859,1550,1513,18,3359,,3584,3869,1515,2613,5745,346,1907,597,772,440,1392,205,1009,278,721,86,1845,814,354,722,346,177,1075,543,277,207,1178,46,127,472,1487,56,207,67,93
2021-04-15,26345,42496,67641,6018,59991,55634,23929,1288,2551,54498,428,16640,2147,3601,28897,21912,13910,5629,850,2154,1397,2566,4401,656,862,1555,1523,17,3361,,3601,3872,1521,2620,5752,348,1908,597,773,440,1397,205,1010,278,722,86,1847,820,354,727,348,177,1079,543,277,209,1181,46,127,474,1487,56,207,72,93
2021-04-16,26488,42738,67865,6036,60309,55836,24062,1292,2557,54665,429,16716,2151,3614,29019,22017,13941,5640,851,2154,1400,2569,4439,661,864,1556,1539,17,3362,,3621,3875,1540,2629,5789,349,1913,599,774,440,1404,205,1011,278,723,86,1850,824,354,731,349,177,1082,541,277,210,1184,46,127,474,1487,56,207,72,93
2021-04-17,26488,42881,68034,6045,60485,55836,24165,1296,2558,54665,430,16788,2153,3618,29076,22083,13972,5648,852,2154,1404,2573,4452,666,864,1556,1549,17,3365,,3641,3878,1550,2635,5798,349,1916,599,774,440,1404,205,1012,278,724,86,1849,839,355,733,349,177,1086,542,277,211,1184,47,127,476,1487,56,207,73,93
2021-04-18,26488,43044,68188,6055,60646,55836,24239,1298,2558,54665,430,16825,2154,3621,29172,22116,13983,5653,853,2154,1408,2573,4464,669,864,1559,1552,18,3368,,3651,3881,1557,2638,5807,350,1919,599,774,440,1409,205,1012,278,725,86,1852,847,357,734,349,177,1086,542,277,212,1185,47,127,477,1487,56,207,72,93
2021-04-19,26846,43107,68255,6064,60762,56332,24304,1299,2558,55124,430,16867,2156,3627,29307,22190,13986,5660,853,2156,1409,2576,4469,669,866,1559,1555,17,3371,,3657,3884,1561,2642,5813,355,1921,600,774,440,1411,205,1014,278,727,86,1851,846,358,734,349,177,1088,542,277,212,1186,47,127,479,1487,56,207,75,93
2021-04-20,26934,43304,68518,6089,61137,56534,24409,1303,2559,55322,431,16921,2157,3641,29407,22257,14017,5673,855,2157,1412,2578,4499,673,866,1563,1565,17,3372,,3670,3887,1569,2644,5827,356,1924,600,777,441,1415,205,1014,278,728,86,1852,851,359,735,358,178,1090,544,277,214,1189,46,127,486,1487,56,207,75,93
2021-04-21,27018,43431,68682,6107,61361,56671,24546,1303,2561,55434,431,16978,2158,3647,29552,22342,14057,5678,854,2157,1412,2581,4501,679,866,1586,1573,17,3377,,3685,3890,1577,2647,5844,358,1928,600,779,442,1420,205,1014,279,729,86,1857,863,360,737,357,184,1090,544,277,214,1190,47,128,487,1487,56,208,77,93
2021-04-22,27207,43651,68849,6123,61751,56922,24685,1307,2561,55656,431,17135,2161,3652,29683,22430,14083,5692,856,2159,1420,2585,4528,692,866,1590,1587,17,3383,,3709,3897,1587,2648,5868,362,1934,601,780,442,1423,206,1014,280,733,86,1859,865,361,739,359,185,1092,546,277,215,1190,50,128,493,1488,56,208,77,93
2021-04-23,27372,43818,69048,6138,62034,57247,24786,1307,2570,55876,431,17218,2162,3656,29813,22511,14124,5697,862,2160,1422,2593,4547,697,867,1592,1596,17,3387,,3734,3908,1593,2651,5888,362,1934,601,781,442,1429,207,1014,281,735,86,1859,873,361,749,360,185,1093,549,278,216,1191,49,128,494,1490,56,208,76,93
2021-04-24,27372,44019,69248,6150,62254,57247,24899,1310,2571,55876,432,17316,2165,3665,29860,22600,14163,5708,864,2160,1427,2598,4569,697,868,1596,1604,19,3394,,3744,3911,1602,2653,5915,366,1936,601,781,442,1429,207,1014,280,737,86,1860,879,362,765,361,188,1095,550,279,216,1197,48,128,496,1491,56,208,77,93
2021-04-25,27558,44215,69387,6157,62522,57495,24969,1312,2575,56140,432,17382,2165,3666,29957,22656,14178,5721,865,2160,1437,2601,4586,705,869,1597,1617,18,3396,,3756,3918,1608,2657,5947,367,1938,601,781,443,1435,207,1015,280,739,86,1861,880,362,767,362,188,1095,552,280,219,1199,48,128,497,1506,56,209,77,93
2021-04-26,27810,44215,69387,6157,62522,57845,24969,1312,2575,56421,432,17382,2165,3666,30055,22706,14178,5721,865,2160,1437,2601,4586,705,869,1597,1617,18,3396,,3756,3918,1608,2657,5947,367,1938,601,781,443,1435,207,1015,280,739,86,1861,880,362,767,362,188,1095,552,280,219,1199,48,128,497,1506,56,209,77,93
2021-04-27,27976,44558,69820,6176,62982,58115,25127,1317,2580,56578,433,17475,2169,3673,30185,22764,14228,5730,868,2161,1440,2609,4621,720,870,1601,1641,19,3403,,3782,3922,1623,2660,5960,372,1939,601,781,444,1438,207,1016,280,742,86,1866,892,363,769,363,188,1097,552,281,220,1202,48,128,499,1513,56,209,77,93
2021-04-28,27976,44644,70027,6184,63082,58113,25211,1317,2579,56577,434,17563,2172,3673,30254,22806,14244,5740,873,2161,1441,2609,4628,722,870,1606,1644,18,3405,,3803,3927,1623,2661,5972,372,1945,604,782,445,1443,208,1019,286,743,86,1871,894,368,771,363,189,1100,555,281,220,1202,48,128,500,1513,56,209,77,93
2021-04-29,28246,44888,70296,6197,63562,58511,25350,1321,2579,56999,434,17717,2176,3675,30442,22908,14303,5754,873,2169,1449,2618,4648,729,871,1616,1659,18,3415,,3821,3929,1642,2665,6003,380,1951,606,783,446,1447,208,1020,287,743,86,1875,898,373,772,363,189,1102,559,282,222,1203,48,127,506,1520,56,209,77,93
2021-04-30,28385,45079,70444,6215,63886,58754,25434,1322,2579,57234,435,17799,2180,3677,30521,22979,14335,5760,876,2174,1451,2623,4665,734,872,1626,1662,17,3422,,3835,3933,1651,2669,6032,385,1964,606,785,449,1454,208,1020,288,746,87,1882,898,375,773,363,190,1106,562,283,224,1204,48,127,508,1522,56,209,77,93
2021-05-01,28385,45266,70636,6230,64179,58753,25541,1324,2579,57233,437,17906,2186,3676,30639,23037,14422,5770,878,2179,1455,2630,4687,737,872,1632,1669,18,3430,,3844,3940,1656,2671,6083,387,1965,606,786,449,1459,208,1022,288,750,88,1885,900,375,776,365,190,1111,563,283,230,1206,50,127,512,1522,57,213,79,93
2021-05-02,28493,45356,70708,6231,64366,58989,25579,1324,2579,57422,438,17982,2186,3679,30688,23068,14455,5775,882,2181,1460,2631,4690,739,872,1633,1674,17,3434,,3846,3941,1658,2671,6098,392,1968,606,789,449,1463,208,1022,289,752,88,1889,908,375,776,368,190,1112,564,283,231,1206,52,127,518,1524,57,213,80,93
2021-05-03,28578,45453,70779,6234,64565,59134,25645,1324,2579,57533,438,18040,2187,3683,30802,23110,14482,5778,883,2182,1463,2631,4700,739,874,1636,1678,17,3436,,3851,3942,1666,2672,6111,392,1970,606,789,449,1466,208,1022,289,754,88,1891,909,375,776,370,191,1119,565,283,231,1207,52,127,518,1524,57,213,80,93
2021-05-04,28578,45620,70885,6240,64849,59134,25741,1326,2578,57532,439,18151,2188,3690,30878,23150,14514,5787,885,2182,1467,2631,4714,742,875,1639,1691,17,3440,,3861,3944,1674,2676,6127,398,1978,609,795,450,1469,211,1023,290,758,87,1891,918,375,778,376,191,1121,567,283,233,1213,50,127,522,1526,57,214,80,95
2021-05-05,28578,45755,71072,6253,65156,59134,25807,1327,2578,57533,439,18252,2193,3690,30985,23189,14539,5798,888,2183,1469,2631,4731,742,875,1648,1700,18,3445,,3868,3947,1678,2676,6156,402,1987,609,797,450,1475,213,1024,290,764,87,1898,924,375,782,380,192,1121,570,284,234,1220,48,127,533,1526,57,216,80,95
2021-05-06,28798,45887,71211,6261,65397,59522,25885,1328,2582,57910,439,18331,2194,3694,31096,23232,14592,5802,896,2184,1467,2634,4745,743,876,1654,1714,17,3449,,3885,3950,1686,2681,6176,406,1993,609,801,451,1493,213,1024,292,766,87,1898,930,376,786,381,193,1123,570,284,234,1223,49,127,540,1526,57,218,80,95
2021-05-07,28989,46003,71357,6269,65666,59917,25964,1329,2584,58342,439,18397,2198,3698,31154,23270,14623,5809,897,2186,1468,2641,4756,748,875,1657,1719,17,3460,,3900,3953,1696,2694,6194,407,1999,614,800,451,1505,213,1026,292,772,88,1904,935,378,786,383,193,1127,571,284,236,1225,45,128,545,1528,58,221,80,95
2021-05-08,28989,46181,71512,6269,65930,59917,26030,1331,2585,58342,441,18457,2201,3700,31199,23318,14708,5810,899,2187,1469,2643,4764,752,875,1657,1725,19,3462,,3911,3954,1703,2697,6211,407,2001,615,800,452,1508,213,1026,294,774,89,1908,940,379,785,384,196,1127,571,284,236,1230,45,128,553,1529,58,225,82,95
2021-05-09,29103,46262,71613,6268,66144,60236,26078,1332,2585,58662,443,18498,2201,3701,31272,23353,14736,5816,899,2188,1469,2643,4766,753,876,1658,1728,18,3462,,3917,3954,1712,2697,6216,409,2002,615,800,452,1514,214,1026,297,777,89,1912,942,379,787,384,197,1127,571,284,237,1230,45,128,562,1529,58,225,82,95
2021-05-10,29191,46336,71672,6268,66374,60339,26123,1333,2585,58769,444,18534,2202,3702,31370,23368,14768,5820,899,2189,1469,2643,4771,754,876,1659,1729,19,3464,,3923,3956,1715,2697,6233,410,2003,615,801,452,1521,214,1026,299,779,89,1913,945,379,786,385,198,1127,571,284,237,1230,45,128,564,1530,58,226,82,95
2021-05-11,29256,46500,71793,6279,66538,60522,26171,1333,2585,58988,446,18566,2204,3702,31423,23389,14807,5825,908,2189,1470,2643,4783,756,877,1659,1735,18,3467,,3927,3958,1718,2703,6239,413,2005,616,801,454,1530,215,1026,299,780,89,1914,946,379,787,386,198,1129,570,284,237,1234,45,128,568,1531,58,226,85,95
2021-05-12,29306,46622,71870,6279,66796,60679,26243,1334,2586,59133,447,18609,2209,3705,31539,23393,14834,5826,910,2190,1470,2654,4789,758,878,1662,1735,19,3470,,3938,3958,1727,2707,6252,413,2010,618,808,455,1547,216,1027,302,781,89,1921,949,380,785,389,198,1131,569,284,240,1234,46,128,581,1533,58,230,88,95
