,Salt Lake,Davis,Washington,Weber,Summit,Utah,Tooele,Wasatch,Box Elder,Cache,Iron,Unknown,Morgan,Uintah,Garfield,San Juan,Kane,Carbon,Duchesne,Emery,Grand,Juab,Millard,Sevier,Sanpete,Piute,Rich,Beaver,Wayne,Daggett
2021-03-07,139976,35071,20189,26761,5053,90840,6620,4372,4881,14991,5036,1479,1132,2317,437,1822,575,1506,1134,823,675,1211,1367,2043,3547,98,135,656,122,37
2021-03-08,140070,35107,20304,26853,5054,90889,6624,4375,4881,15004,5085,1237,1139,2324,447,1822,577,1506,1134,823,675,1211,1367,2043,3547,98,135,675,122,37
2021-03-09,140250,35159,20304,26886,5064,91004,6632,4381,4892,15038,5085,1221,1141,2361,447,1823,577,1523,1134,836,682,1222,1374,2055,3566,98,136,675,122,37
2021-03-10,140455,35247,20368,26931,5083,91127,6643,4383,4900,15063,5100,1179,1141,2369,454,1823,594,1526,1138,846,690,1226,1375,2062,3573,98,136,695,122,37
2021-03-11,140680,35300,20368,26974,5092,91265,6652,4390,4903,15098,5100,1243,1142,2403,454,1824,594,1530,1139,851,691,1230,1376,2066,3578,98,136,695,122,37
2021-03-12,140867,35362,20418,27007,5098,91358,6682,4396,4914,15137,5127,1164,1143,2411,457,1823,608,1537,1142,852,695,1231,1377,2067,3582,98,136,702,122,37
2021-03-13,141033,35424,20418,27007,5109,91461,6698,4401,4925,15166,5127,1243,1143,2417,457,1824,608,1538,1142,852,696,1231,1377,2067,3582,98,136,702,122,37
2021-03-14,141197,35463,20418,27007,5114,91534,6712,4402,4931,15194,5127,1302,1143,2424,457,1824,608,1538,1142,852,696,1231,1377,2067,3582,98,136,702,122,37
2021-03-15,141289,35483,20418,27073,5119,91566,6720,4406,4933,15208,5127,1251,1146,2430,457,1824,608,1538,1144,852,696,1232,1378,2072,3591,98,136,702,124,37
2021-03-16,141444,35533,20418,27122,5132,91677,6725,4411,4944,15222,5127,1249,1147,2441,457,1824,608,1552,1144,871,705,1232,1381,2080,3596,98,136,702,124,37
2021-03-17,141680,35606,20418,27168,5149,91824,6742,4416,4959,15263,5127,1294,1148,2447,457,1824,608,1558,1145,879,714,1238,1382,2086,3607,99,137,702,124,37
2021-03-18,141849,35657,20418,27209,5166,91964,6760,4424,4967,15284,5127,1330,1149,2450,457,1824,608,1561,1146,881,715,1242,1388,2092,3629,100,137,702,125,37
2021-03-19,142008,35703,20418,27240,5182,92063,6782,4427,4971,15298,5127,1343,1150,2457,457,1825,608,1566,1147,887,719,1243,1390,2098,3633,100,138,702,125,37
2021-03-20,142183,35761,20418,27240,5194,92134,6797,4431,4983,15322,5127,1424,1150,2459,457,1827,608,1566,1152,890,720,1243,1390,2098,3633,100,139,702,125,38
2021-03-21,142318,35814,20418,27240,5208,92202,6804,4432,4990,15342,5127,1490,1150,2461,457,1828,608,1566,1155,890,720,1243,1390,2098,3633,100,138,702,125,38
2021-03-22,142374,35834,20418,27305,5212,92229,6811,4433,4993,15351,5127,1425,1153,2464,457,1828,608,1566,1156,890,720,1245,1399,2106,3639,100,138,702,125,38
2021-03-23,142504,35867,20427,27350,5231,92320,6816,4436,4994,15367,5306,1171,1157,2466,462,1829,629,1569,1157,902,725,1246,1399,2113,3642,100,138,743,125,38
2021-03-24,142677,35917,20445,27396,5243,92420,6840,4442,5004,15400,5318,1191,1159,2482,463,1847,631,1574,1158,904,726,1246,1401,2114,3646,100,139,745,125,38
2021-03-25,142874,35978,20459,27437,5257,92525,6854,4449,5013,15426,5323,1133,1167,2486,463,1849,633,1576,1159,906,728,1247,1401,2118,3652,100,139,745,125,38
2021-03-26,143049,36030,20470,27471,5264,92612,6872,4451,5029,15441,5338,1182,1169,2486,463,1850,636,1581,1160,910,730,1250,1404,2119,3655,100,139,746,126,38
2021-03-27,143233,36065,20470,27471,5279,92702,6887,4460,5036,15458,5338,1259,1169,2492,463,1850,636,1581,1165,910,730,1250,1404,2119,3655,100,139,746,126,38
2021-03-28,143399,36104,20470,27471,5286,92776,6893,4465,5039,15470,5338,1337,1169,2492,463,1850,636,1581,1165,910,730,1250,1404,2119,3655,100,139,746,126,38
2021-03-29,143480,36119,20504,27589,5292,92807,6893,4470,5041,15480,5357,1172,1180,2494,466,1850,640,1581,1166,910,730,1250,1407,2124,3658,100,140,751,126,38
2021-03-30,143610,36148,20522,27622,5305,92865,6897,4473,5055,15497,5374,1176,1185,2498,466,1852,647,1585,1166,911,733,1250,1407,2124,3658,100,142,754,126,38
2021-03-31,143774,36194,20522,27724,5319,92952,6904,4477,5066,15524,5374,1178,1189,2506,466,1851,647,1588,1175,912,739,1251,1411,2133,3664,100,142,754,126,38
2021-04-01,143938,36262,20549,27755,5328,93027,6922,4481,5075,15553,5388,1185,1192,2514,466,1852,648,1592,1179,912,742,1251,1411,2133,3671,100,143,755,126,38
2021-04-02,144097,36303,20565,27821,5342,93118,6930,4485,5080,15563,5401,1158,1194,2515,466,1853,648,1599,1181,913,744,1256,1409,2135,3671,99,143,757,126,38
2021-04-03,144244,36352,20565,27821,5350,93218,6937,4492,5086,15571,5401,1269,1194,2515,466,1853,648,1600,1181,914,746,1256,1409,2135,3671,99,143,757,126,38
2021-04-04,144361,36391,20592,27821,5355,93298,6946,4497,5088,15599,5424,1269,1194,2520,466,1854,649,1600,1182,914,746,1256,1409,2135,3671,99,143,758,126,38
2021-04-05,144443,36409,20592,27898,5359,93322,6947,4497,5090,15601,5424,1214,1203,2520,466,1855,649,1600,1182,914,746,1256,1412,2136,3674,100,143,758,126,38
2021-04-06,144546,36458,20600,27957,5364,93366,6955,4501,5093,15608,5433,1157,1205,2527,466,1856,649,1609,1187,916,760,1256,1413,2144,3679,99,143,762,127,38
2021-04-07,144730,36549,20624,28013,5377,93457,6965,4515,5099,15621,5478,1193,1217,2533,466,1858,652,1609,1190,916,760,1256,1413,2144,3679,99,143,765,127,38
2021-04-08,144873,36633,20635,28077,5386,93527,6974,4519,5108,15645,5495,1177,1220,2539,466,1861,653,1610,1193,917,766,1257,1416,2155,3695,99,143,767,126,38
2021-04-09,145036,36689,20635,28114,5391,93595,6989,4526,5116,15665,5495,1225,1222,2539,466,1862,653,1614,1193,917,769,1257,1418,2158,3697,99,143,767,126,38
2021-04-10,145193,36735,20667,28114,5396,93672,6998,4530,5126,15680,5524,1226,1222,2552,467,1862,655,1614,1197,917,769,1257,1418,2158,3697,99,143,769,126,38
2021-04-11,145318,36773,20676,28114,5402,93748,7007,4534,5129,15693,5529,1270,1222,2556,467,1863,657,1614,1200,917,769,1257,1418,2158,3697,99,144,770,126,38
2021-04-12,145390,36793,20681,28183,5406,93784,7011,4534,5130,15696,5539,1214,1224,2557,467,1863,658,1614,1202,917,769,1259,1420,2160,3702,99,144,770,126,38
2021-04-13,145484,36861,20690,28232,5414,93867,7021,4535,5136,15718,5548,1186,1227,2561,467,1863,658,1615,1201,917,784,1259,1420,2163,3702,99,144,772,126,38
2021-04-14,145662,36922,20704,28306,5424,93958,7031,4543,5171,15766,5567,1103,1256,2569,467,1864,658,1617,1202,918,788,1260,1420,2164,3707,99,151,777,126,38
2021-04-15,145800,37001,20719,28346,5433,94052,7045,4545,5174,15786,5575,1116,1258,2573,468,1866,658,1619,1205,918,791,1261,1420,2165,3708,99,152,777,126,38
2021-04-16,145950,37052,20744,28380,5440,94153,7061,4559,5188,15803,5587,1120,1259,2577,468,1867,658,1619,1207,918,797,1261,1420,2167,3710,99,152,777,126,38
2021-04-17,146100,37101,20769,28380,5442,94247,7073,4564,5191,15813,5596,1152,1261,2582,468,1869,658,1620,1207,918,802,1261,1420,2168,3714,99,153,778,126,38
2021-04-18,146205,37128,20769,28380,5446,94292,7075,4568,5191,15813,5596,1213,1261,2582,468,1869,658,1620,1207,918,802,1261,1420,2168,3714,99,153,778,126,38
2021-04-19,146295,37141,20784,28463,5450,94323,7080,4570,5197,15831,5605,1120,1261,2589,468,1869,658,1620,1209,918,802,1261,1421,2169,3719,99,155,777,126,38
2021-04-20,146421,37157,20798,28498,5456,94401,7081,4572,5206,15837,5611,1110,1261,2593,468,1870,658,1622,1212,918,819,1261,1422,2169,3719,99,155,779,126,38
2021-04-21,146621,37222,20826,28536,5463,94511,7098,4574,5218,15883,5621,1137,1263,2597,468,1870,658,1624,1212,918,827,1261,1425,2169,3724,99,156,780,127,38
2021-04-22,146773,37276,20826,28536,5466,94641,7110,4579,5218,15883,5621,1249,1263,2597,468,1872,658,1624,1212,918,829,1261,1425,2169,3724,99,156,780,127,38
2021-04-23,147074,37340,20896,28608,5468,94715,7124,4580,5239,15928,5655,856,1264,2602,468,1873,658,1626,1212,918,840,1263,1426,2172,3737,99,156,781,126,38
2021-04-24,147083,37367,20871,28608,5474,94800,7136,4585,5251,15938,5675,1152,1266,2602,468,1876,658,1626,1212,918,842,1264,1428,2174,3741,99,155,781,126,38
2021-04-25,147212,37394,20878,28608,5473,94861,7138,4588,5261,15939,5683,1175,1266,2608,468,1877,658,1626,1216,918,842,1264,1428,2174,3741,99,155,781,126,38
2021-04-26,147313,37398,20887,28667,5475,94932,7141,4592,5264,15946,5687,1146,1267,2610,469,1877,658,1626,1218,918,842,1264,1428,2175,3741,99,155,781,127,38
2021-04-27,147430,37443,20897,28702,5482,94999,7151,4596,5271,15953,5692,1124,1268,2612,469,1877,658,1627,1218,921,864,1264,1429,2179,3741,99,156,781,127,38
2021-04-28,147650,37500,20918,28734,5487,95084,7170,4600,5279,15961,5708,1141,1268,2620,469,1879,658,1628,1219,922,869,1264,1434,2179,3742,99,157,781,127,39
2021-04-29,147821,37576,20927,28753,5491,95184,7191,4603,5283,15973,5712,1161,1270,2626,469,1882,659,1628,1221,922,869,1264,1435,2180,3744,99,158,782,127,39
2021-04-30,147949,37613,20938,28783,5495,95259,7194,4607,5296,15986,5714,1147,1272,2628,469,1884,659,1630,1223,923,888,1265,1435,2181,3745,99,158,782,127,39
2021-05-01,148119,37668,20950,28783,5499,95336,7197,4611,5304,16007,5719,1165,1274,2628,469,1888,659,1630,1228,923,901,1265,1435,2181,3753,99,158,783,127,39
2021-05-02,148226,37701,20957,28783,5504,95393,7207,4616,5311,16021,5724,1186,1276,2629,469,1889,659,1630,1229,923,901,1266,1435,2181,3755,99,158,783,127,39
2021-05-03,148320,37727,20957,28835,5506,95442,7213,4619,5315,16025,5735,1161,1276,2630,469,1889,659,1630,1230,923,901,1266,1435,2181,3755,99,158,783,127,39
2021-05-04,148411,37766,20957,28855,5508,95486,7212,4622,5315,16025,5735,1195,1276,2630,469,1890,659,1632,1230,924,924,1266,1435,2181,3755,99,158,783,127,39
2021-05-05,148580,37842,20957,28895,5515,95563,7221,4630,5315,16025,5735,1275,1276,2630,469,1896,659,1635,1230,924,929,1266,1435,2181,3755,99,158,783,127,39
2021-05-06,148715,37888,20999,28910,5527,95654,7225,4636,5369,16049,5758,1158,1280,2634,469,1898,661,1639,1245,925,931,1267,1436,2183,3772,99,158,788,127,39
2021-05-07,148830,37939,21010,28941,5529,95752,7234,4638,5374,16071,5775,1154,1280,2636,469,1899,666,1641,1248,925,935,1267,1436,2184,3781,99,158,788,127,39
2021-05-08,148980,37977,21018,28941,5534,95809,7246,4638,5383,16083,5780,1189,1283,2637,469,1903,666,1642,1251,925,936,1267,1436,2186,3794,99,158,789,127,39
2021-05-09,149081,37997,21024,28941,5537,95853,7247,4639,5392,16091,5787,1213,1283,2637,469,1903,666,1642,1255,925,936,1267,1436,2186,3797,99,158,789,128,39
2021-05-10,149164,38020,21030,29009,5538,95897,7255,4641,5394,16102,5798,1148,1283,2637,469,1903,666,1642,1258,925,945,1267,1436,2187,3797,99,158,789,128,39
2021-05-11,149226,38052,21039,29054,5540,95940,7261,4641,5402,16108,5799,1143,1285,2640,469,1903,666,1642,1259,927,948,1267,1437,2192,3797,99,158,789,128,39
2021-05-12,149379,38117,21054,29094,5544,96028,7274,4644,5416,16128,5813,1150,1286,2646,469,1904,666,1642,1264,927,950,1270,1437,2193,3809,99,158,790,128,39
2021-05-13,149509,38166,21073,29094,5548,96119,7284,4645,5426,16142,5818,1205,1286,2651,469,1904,667,1647,1267,928,957,1270,1437,2193,3813,99,158,791,128,42
2021-05-14,149607,38208,21090,29161,5555,96183,7290,4647,5438,16156,5822,1172,1287,2657,469,1904,668,1647,1270,930,962,1270,1438,2194,3828,99,158,791,129,42
2021-05-15,149710,38249,21103,29161,5560,96248,7299,4648,5445,16164,5835,1196,1288,2659,469,1904,668,1647,1274,930,971,1270,1438,2195,3841,99,158,791,129,43
2021-05-16,149789,38282,21114,29161,5564,96284,7311,4648,5459,16174,5844,1216,1289,2665,469,1904,669,1648,1277,930,971,1270,1438,2195,3843,99,158,791,129,43
2021-05-17,149840,38300,21120,29238,5564,96323,7319,4648,5463,16181,5846,1162,1291,2666,469,1904,669,1648,1278,930,971,1271,1438,2195,3844,99,158,791,129,43
2021-05-18,149935,38340,21131,29238,5564,96366,7327,4649,5465,16188,5850,1192,1292,2668,469,1904,669,1649,1278,933,975,1271,1438,2198,3847,99,158,792,129,44
2021-05-19,150046,38405,21151,29238,5566,96458,7351,4653,5477,16205,5861,1235,1294,2675,469,1905,669,1651,1283,933,978,1273,1439,2198,3850,99,158,792,129,47
2021-05-20,150131,38432,21151,29238,5568,96507,7363,4655,5477,16205,5861,1317,1294,2675,469,1907,669,1655,1283,933,979,1273,1439,2198,3850,99,158,792,129,47
2021-05-21,150226,38462,21174,29238,5568,96556,7392,4657,5487,16219,5876,1298,1296,2684,469,1908,669,1659,1290,938,984,1276,1440,2203,3858,99,158,792,129,49
2021-05-22,150319,38512,21183,29238,5568,96594,7395,4658,5491,16227,5882,1325,1296,2689,469,1912,669,1662,1292,940,985,1277,1440,2203,3863,99,158,792,129,49
2021-05-23,150409,38533,21188,29238,5569,96636,7405,4661,5501,16231,5888,1352,1296,2693,469,1913,669,1662,1294,940,985,1277,1440,2203,3867,99,158,793,129,49
2021-05-24,150465,38543,21194,29442,5569,96663,7410,4661,5502,16237,5893,1176,1298,2693,469,1914,669,1662,1294,940,985,1277,1440,2204,3867,99,158,793,129,49
2021-05-25,150523,38569,21201,29511,5569,96687,7418,4664,5505,16242,5893,1142,1298,2696,469,1914,669,1667,1295,940,989,1278,1440,2205,3867,99,158,793,129,50
2021-05-26,150591,38598,21212,29511,5570,96735,7424,4666,5514,16251,5912,1186,1301,2700,469,1914,669,1672,1297,940,992,1279,1441,2205,3869,99,158,794,129,50
2021-05-27,150698,38619,21212,29580,5571,96787,7438,4667,5514,16251,5912,1225,1301,2700,469,1915,669,1673,1297,940,995,1279,1441,2205,3869,99,158,794,129,50
2021-05-28,150795,38656,21242,29603,5571,96828,7440,4668,5523,16269,5932,1178,1301,2706,469,1916,669,1675,1307,943,1002,1282,1444,2208,3870,99,159,795,129,50
2021-05-29,150858,38671,21247,29603,5571,96862,7447,4670,5527,16278,5939,1214,1301,2709,469,1917,669,1675,1309,943,1002,1284,1444,2209,3871,99,159,795,129,50
2021-05-30,150922,38689,21254,29603,5572,96893,7453,4670,5527,16285,5945,1242,1301,2710,469,1917,669,1675,1313,943,1002,1287,1444,2209,3871,99,159,795,129,50
2021-05-31,150965,38702,21262,29603,5572,96934,7454,4673,5531,16290,5951,1254,1302,2711,469,1917,669,1675,1316,943,1002,1287,1444,2210,3872,99,159,795,129,50
2021-06-01,151004,38720,21264,29689,5573,96949,7457,4675,5532,16296,5954,1186,1302,2714,469,1917,669,1675,1316,943,1002,1287,1444,2211,3872,99,159,795,129,50
2021-06-02,151080,38753,21268,29721,5575,96977,7461,4675,5535,16302,5955,1165,1302,2719,469,1917,672,1676,1317,948,1010,1287,1444,2213,3875,99,159,797,129,52
2021-06-03,151182,38788,21282,29760,5577,97048,7473,4683,5540,16318,5965,1174,1303,2722,469,1918,674,1678,1319,948,1014,1290,1444,2214,3876,99,159,797,129,52
2021-06-04,151281,38824,21294,29820,5576,97105,7483,4684,5546,16328,5972,1147,1304,2722,469,1918,675,1681,1321,948,1016,1291,1444,2216,3881,99,159,797,129,53
2021-06-05,151356,38865,21294,29820,5577,97167,7494,4685,5546,16328,5972,1256,1304,2722,469,1922,675,1682,1321,948,1017,1291,1444,2216,3881,99,159,797,129,53
2021-06-06,151425,38897,21310,29820,5577,97218,7500,4685,5554,16354,5986,1222,1304,2730,469,1922,678,1684,1331,948,1019,1294,1445,2216,3885,99,159,798,129,54
2021-06-07,151477,38910,21319,29898,5577,97262,7502,4686,5558,16362,5994,1166,1305,2736,469,1922,680,1684,1332,948,1019,1295,1445,2216,3885,99,159,798,129,54
2021-06-08,151550,38959,21325,29944,5584,97301,7505,4686,5563,16368,5999,1154,1307,2740,469,1922,682,1691,1335,948,1023,1296,1446,2216,3885,99,159,799,129,54
2021-06-09,151663,38996,21335,29972,5585,97383,7517,4686,5565,16379,6007,1168,1309,2763,469,1923,683,1697,1339,948,1026,1296,1446,2218,3886,99,159,799,129,54
2021-06-10,151757,39040,21344,29972,5586,97438,7526,4688,5568,16388,6012,1210,1310,2781,469,1923,684,1699,1341,949,1032,1298,1449,2219,3887,99,159,799,129,56
2021-06-11,151841,39079,21346,30038,5587,97492,7528,4688,5571,16398,6020,1174,1311,2795,469,1923,686,1702,1347,949,1032,1301,1449,2220,3890,99,159,799,129,56
2021-06-12,151929,39131,21360,30038,5587,97581,7537,4689,5580,16422,6024,1220,1311,2808,469,1923,689,1702,1350,949,1033,1302,1449,2220,3890,99,159,799,129,56
2021-06-13,151991,39154,21366,30038,5590,97617,7543,4689,5582,16430,6029,1250,1312,2816,469,1923,690,1702,1352,949,1033,1302,1449,2220,3891,99,159,799,129,56
2021-06-14,152051,39170,21378,30122,5592,97653,7544,4692,5584,16436,6032,1188,1312,2818,469,1923,692,1702,1353,949,1033,1303,1449,2220,3891,99,159,799,129,56
2021-06-15,152121,39191,21388,30122,5596,97693,7549,4697,5589,16440,6041,1217,1313,2828,469,1924,695,1711,1353,952,1036,1304,1451,2221,3891,99,159,800,129,56
2021-06-16,152259,39235,21406,30213,5602,97772,7558,4700,5598,16451,6045,1169,1315,2852,469,1924,698,1717,1357,952,1039,1306,1451,2223,3892,99,159,800,130,56
2021-06-17,152389,39270,21421,30249,5602,97857,7569,4703,5605,16460,6052,1177,1319,2861,469,1924,699,1718,1360,952,1040,1309,1452,2223,3892,99,159,800,130,56
2021-06-18,152508,39307,21443,30290,5603,97925,7577,4705,5617,16465,6055,1170,1319,2866,469,1924,700,1718,1360,954,1042,1309,1453,2224,3894,99,159,800,130,56
2021-06-19,152610,39347,21461,30290,5605,97987,7579,4705,5621,16472,6058,1193,1320,2871,469,1924,702,1719,1365,956,1045,1312,1456,2224,3894,99,159,801,130,57
2021-06-20,152699,39391,21475,30290,5605,98031,7584,4707,5627,16480,6060,1218,1320,2875,469,1924,703,1719,1367,956,1045,1313,1457,2225,3894,99,159,801,130,57
2021-06-21,152736,39412,21487,30348,5608,98076,7587,4708,5632,16483,6063,1179,1320,2877,469,1924,705,1719,1369,956,1045,1313,1457,2226,3894,99,159,801,131,57
2021-06-22,152828,39450,21493,30379,5612,98131,7589,4710,5634,16485,6065,1169,1321,2882,469,1924,708,1720,1369,956,1047,1313,1459,2233,3894,99,159,801,133,57
2021-06-23,153003,39525,21514,30427,5624,98249,7602,4711,5639,16496,6071,1171,1323,2890,469,1925,711,1725,1377,956,1048,1317,1460,2238,3896,99,159,801,133,57
2021-06-24,153137,39588,21514,30427,5628,98357,7609,4714,5639,16496,6071,1304,1323,2890,469,1927,711,1726,1377,956,1055,1317,1460,2238,3896,99,159,801,133,57
2021-06-25,153229,39632,21558,30510,5632,98423,7611,4715,5652,16514,6081,1182,1325,2910,469,1930,712,1727,1381,956,1057,1327,1466,2239,3899,99,159,801,134,57
2021-06-26,153320,39684,21570,30510,5635,98482,7615,4717,5660,16529,6091,1245,1326,2916,469,1931,712,1727,1385,957,1059,1331,1474,2241,3902,99,159,802,134,57
2021-06-27,153404,39709,21587,30510,5638,98537,7618,4724,5669,16545,6096,1284,1326,2921,470,1931,714,1727,1387,957,1059,1333,1475,2242,3906,99,159,803,134,57
2021-06-28,153471,39737,21611,30636,5640,98591,7625,4731,5674,16557,6102,1193,1326,2925,470,1932,714,1727,1387,957,1059,1334,1475,2242,3906,99,159,804,134,57
2021-06-29,153590,39776,21624,30654,5643,98661,7631,4733,5679,16567,6115,1194,1327,2938,470,1932,714,1754,1390,962,1063,1335,1477,2245,3909,99,159,804,134,57
2021-06-30,153773,39835,21661,30724,5646,98766,7673,4737,5687,16583,6134,1184,1327,2944,470,1932,714,1757,1393,964,1063,1336,1484,2251,3918,99,159,804,135,57
2021-07-01,153949,39886,21693,30724,5647,98885,7692,4738,5694,16595,6142,1232,1327,2972,470,1938,714,1765,1401,964,1064,1343,1487,2254,3920,99,159,804,135,57
2021-07-02,154070,39938,21722,30784,5653,98989,7698,4741,5698,16608,6153,1220,1330,2979,470,1939,715,1769,1401,965,1064,1343,1490,2259,3926,99,159,807,135,57
2021-07-03,154070,39938,21722,30784,5653,98989,7698,4741,5698,16608,6153,1216,1330,2979,470,1939,715,1772,1401,966,1064,1343,1490,2259,3926,99,159,807,135,57
2021-07-04,154070,39938,21722,30784,5653,98989,7698,4741,5698,16608,6153,1216,1330,2979,470,1939,715,1772,1401,966,1064,1343,1490,2259,3926,99,159,807,135,57
2021-07-05,154070,39938,21722,30784,5653,98989,7698,4741,5698,16608,6153,1216,1330,2979,470,1939,715,1772,1401,966,1064,1343,1490,2259,3926,99,159,807,135,57
2021-07-06,154406,40048,21806,30933,5666,99236,7727,4750,5711,16641,6180,1206,1331,3037,471,1939,715,1772,1409,966,1064,1354,1502,2263,3937,99,159,808,136,58
2021-07-07,154542,40088,21819,30994,5669,99322,7731,4750,5711,16648,6188,1176,1334,3052,471,1944,715,1798,1410,969,1068,1355,1502,2264,3940,99,159,810,138,58
2021-07-08,154761,40171,21871,31008,5678,99456,7745,4753,5718,16657,6201,1209,1338,3085,471,1946,716,1805,1420,970,1069,1361,1505,2271,3942,99,161,810,138,57
2021-07-09,154956,40251,21912,31071,5682,99621,7765,4759,5730,16667,6218,1202,1338,3099,471,1949,717,1815,1425,972,1070,1362,1509,2274,3946,99,161,811,138,57
2021-07-10,154956,40251,21912,31071,5682,99621,7765,4759,5730,16667,6218,1200,1338,3099,471,1949,717,1816,1425,973,1070,1362,1509,2274,3946,99,161,811,138,57
2021-07-11,154956,40251,21912,31071,5682,99621,7765,4759,5730,16667,6218,1200,1338,3099,471,1949,717,1816,1425,973,1070,1362,1509,2274,3946,99,161,811,138,57
2021-07-12,155449,40390,21968,31150,5691,99884,7800,4769,5748,16695,6255,1205,1341,3119,472,1954,720,1818,1431,974,1070,1369,1512,2278,3954,99,161,813,139,57
2021-07-13,155588,40446,21985,31202,5693,100006,7809,4772,5756,16712,6264,1208,1341,3128,472,1954,718,1826,1432,976,1073,1372,1512,2284,3955,99,161,816,139,57
2021-07-14,155787,40508,21985,31258,5703,100133,7821,4775,5756,16712,6264,1367,1341,3128,472,1954,718,1831,1432,976,1077,1372,1512,2284,3955,99,161,816,139,57
2021-07-15,155969,40587,21985,31325,5710,100340,7848,4779,5756,16712,6264,1442,1341,3128,472,1954,718,1835,1432,976,1078,1372,1512,2284,3955,99,161,816,139,57
2021-07-16,156182,40669,21985,31358,5713,100521,7859,4786,5756,16712,6264,1578,1341,3128,472,1954,718,1837,1432,976,1078,1372,1512,2284,3955,99,161,816,139,57
2021-07-17,156182,40669,22081,31358,5713,100521,7859,4786,5783,16753,6307,1225,1345,3174,474,1954,719,1840,1438,976,1079,1382,1518,2299,3977,99,162,820,140,57
2021-07-18,156182,40669,22081,31358,5713,100521,7859,4786,5783,16753,6307,1225,1345,3174,474,1954,719,1840,1438,976,1079,1382,1518,2299,3977,99,162,820,140,57
2021-07-19,156706,40825,22165,31511,5724,100888,7893,4801,5817,16806,6337,1238,1350,3199,478,1954,721,1840,1447,976,1079,1388,1525,2308,3986,100,162,821,140,57
2021-07-20,156875,40875,22188,31570,5730,101028,7910,4804,5824,16822,6356,1235,1351,3207,478,1957,721,1854,1449,978,1080,1390,1533,2313,3992,100,162,822,140,57
2021-07-21,157126,40959,22257,31673,5739,101188,7927,4815,5840,16854,6382,1229,1359,3233,479,1962,725,1860,1463,980,1080,1398,1544,2320,3998,100,162,824,141,57
2021-07-22,157373,41040,22305,31756,5743,101403,7949,4825,5858,16888,6397,1227,1359,3238,479,1967,725,1861,1473,980,1080,1403,1545,2330,4000,100,162,825,141,57
2021-07-23,157373,41040,22305,31756,5743,101403,7949,4825,5858,16888,6397,1205,1359,3238,479,1967,725,1877,1473,982,1084,1403,1545,2330,4000,100,162,825,141,57
2021-07-24,157373,41040,22305,31756,5743,101403,7949,4825,5858,16888,6397,1205,1359,3238,479,1967,725,1877,1473,982,1084,1403,1545,2330,4000,100,162,825,141,57
2021-07-25,157373,41040,22305,31756,5743,101403,7949,4825,5858,16888,6397,1205,1359,3238,479,1967,725,1877,1473,982,1084,1403,1545,2330,4000,100,162,825,141,57
2021-07-26,158089,41250,22466,31939,5756,101980,7987,4856,5874,16962,6442,1271,1367,3280,481,1970,729,1877,1502,982,1084,1412,1550,2345,4018,100,162,829,141,57
2021-07-27,158303,41314,22493,32027,5760,102124,7998,4875,5896,16969,6451,1224,1368,3297,481,1970,729,1889,1503,984,1089,1414,1552,2350,4022,100,162,829,141,58
2021-07-28,158578,41425,22527,32092,5764,102297,8011,4883,5917,16989,6474,1256,1371,3310,481,1974,729,1891,1524,984,1089,1417,1555,2356,4027,100,162,832,142,58
2021-07-29,158934,41545,22613,32182,5774,102518,8038,4894,5928,17066,6507,1260,1377,3322,482,1976,733,1895,1533,987,1091,1420,1558,2358,4037,101,163,836,142,58
2021-07-30,159377,41635,22689,32272,5782,102791,8062,4913,5939,17111,6531,1294,1378,3344,484,1977,734,1899,1541,990,1091,1429,1562,2362,4047,102,164,837,144,58
2021-07-31,159377,41635,22689,32272,5782,102791,8062,4913,5939,17111,6531,1291,1378,3344,484,1977,734,1899,1541,990,1094,1429,1562,2362,4047,102,164,837,144,58
2021-08-01,159377,41635,22689,32272,5782,102791,8062,4913,5939,17111,6531,1291,1378,3344,484,1977,734,1899,1541,990,1094,1429,1562,2362,4047,102,164,837,144,58
2021-08-02,160152,41842,22812,32471,5800,103323,8100,4950,5976,17186,6589,1307,1386,3372,486,1981,734,1899,1575,990,1094,1440,1566,2367,4076,102,164,839,146,58
2021-08-03,160401,41930,22848,32471,5806,103477,8110,4957,5982,17209,6611,1385,1387,3377,487,1981,735,1909,1578,990,1101,1442,1569,2368,4086,102,166,841,147,58
2021-08-04,160782,42067,22904,32471,5817,103695,8134,4969,6007,17237,6631,1480,1390,3384,488,1982,735,1919,1578,991,1104,1444,1576,2368,4090,102,166,846,147,58
2021-08-05,161151,42202,22941,32738,5825,103904,8168,4986,6021,17299,6651,1323,1392,3406,489,1982,738,1925,1595,993,1105,1450,1580,2372,4099,102,166,848,148,59
2021-08-06,161432,42303,23004,32808,5831,104091,8201,4990,6027,17325,6676,1343,1392,3420,489,1985,739,1925,1601,993,1105,1455,1591,2396,4105,102,166,849,148,59
2021-08-07,161432,42303,23004,32884,5831,104091,8201,4990,6027,17325,6676,1262,1392,3420,489,1985,739,1926,1601,995,1107,1455,1591,2396,4105,102,166,849,148,59
2021-08-08,161432,42303,23004,32884,5831,104091,8201,4990,6027,17325,6676,1262,1392,3420,489,1985,739,1926,1601,995,1107,1455,1591,2396,4105,102,166,849,148,59
2021-08-09,162057,42510,23132,32972,5857,104571,8253,5018,6078,17408,6726,1336,1400,3442,494,1991,739,1926,1621,995,1107,1461,1603,2416,4121,103,168,855,151,59
