,Salt Lake,Davis,Washington,Weber,Summit,Utah,Tooele,Wasatch,Box Elder,Cache,Iron,Unknown,Morgan,Uintah,Garfield,San Juan,Kane,Carbon,Duchesne,Emery,Grand,Juab,Millard,Sevier,Sanpete,Piute,Rich,Beaver,Wayne,Daggett
2020-02-25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-06,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-07,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,15,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,15,3,1,1,8,1,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,20,4,1,1,11,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,23,4,1,4,15,1,1,2,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,24,6,1,4,22,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,
2020-03-19,31,8,1,4,26,3,1,3,1,2,,,,,,,,,,,,,,,,,,,,
2020-03-20,46,12,1,6,35,3,2,4,1,2,,,,,,,,,,,,,,,,,,,,
2020-03-21,60,16,2,6,35,7,2,7,1,2,,,,,,,,,,,,,,,,,,,,
2020-03-22,84,19,2,6,50,7,3,8,1,2,,,,,,,,,,,,,,,,,,,,
2020-03-23,112,29,4,8,73,12,3,11,1,3,1,,,,,,,,,,,,,,,,,,,
2020-03-24,127,31,4,9,90,14,3,16,1,3,1,,,,,,,,,,,,,,,,,,,
2020-03-25,151,35,6,10,90,18,3,16,2,4,1,10,,,,,,,,,,,,,,,,,,
2020-03-26,181,39,6,8,103,25,4,21,2,4,2,5,2,,,,,,,,,,,,,,,,,
2020-03-27,212,50,6,12,110,27,5,29,2,5,2,17,2,1,,,,,,,,,,,,,,,,
2020-03-28,276,59,8,29,127,30,8,36,4,5,4,17,2,1,1,1,,,,,,,,,,,,,,
2020-03-29,324,69,8,37,159,51,9,40,4,5,4,1,2,1,1,4,,,,,,,,,,,,,,
2020-03-30,363,77,8,36,176,58,9,45,7,6,4,8,3,1,1,4,,,,,,,,,,,,,,
2020-03-31,396,84,14,41,172,70,12,50,7,7,6,19,3,1,1,4,,,,,,,,,,,,,,
2020-04-01,444,93,14,41,195,90,13,56,7,7,6,37,3,1,1,4,,,,,,,,,,,,,,
2020-04-02,476,103,19,50,195,105,13,61,9,10,9,16,3,1,1,5,1,,,,,,,,,,,,,
2020-04-03,541,122,21,55,222,150,16,69,10,15,10,0,3,1,1,5,1,1,1,1,1,1,1,,,,,,,
2020-04-04,650,137,21,63,230,186,17,70,10,15,10,0,3,1,1,5,1,1,1,1,1,1,1,,,,,,,
2020-04-05,741,142,24,68,256,216,19,78,10,19,13,14,3,1,1,5,2,1,1,1,1,1,1,,,,,,,
2020-04-06,741,154,24,70,260,223,22,79,10,20,13,23,3,1,1,5,2,1,1,2,1,2,4,,,,,,,
2020-04-07,807,158,26,73,265,236,23,80,11,23,13,0,3,2,1,5,2,1,1,2,1,2,2,,,,,,,
2020-04-08,868,163,27,74,273,267,23,82,13,28,13,0,3,4,1,6,2,2,2,2,1,2,4,,,,,,,
2020-04-09,935,170,31,84,289,272,24,88,13,29,13,0,3,5,1,6,3,2,3,2,1,2,4,,,,,,,
2020-04-10,1011,180,35,87,296,283,28,96,12,30,13,0,3,5,1,6,3,2,3,2,1,2,4,,,,,,,
2020-04-11,1071,193,35,89,300,295,31,98,12,30,13,7,3,5,1,8,3,2,3,2,1,2,4,,,,,,,
2020-04-12,1126,199,36,93,304,313,33,103,12,33,13,6,3,5,1,8,3,2,3,2,1,2,4,,,,,,,
2020-04-13,1157,204,36,100,306,322,34,103,13,36,13,8,3,6,1,9,3,2,3,2,1,2,4,,,,,,,
2020-04-14,1187,211,39,102,306,335,34,105,13,36,15,0,3,6,1,9,3,2,3,3,1,2,4,,,,,,,
2020-04-15,1285,217,39,105,306,352,37,105,13,36,15,0,3,6,1,9,3,2,3,3,1,2,4,2,,,,,,
2020-04-16,1377,220,39,105,308,387,38,103,13,36,15,3,7,6,1,9,3,2,3,3,1,2,4,2,,,,,,
2020-04-17,1456,227,41,105,311,403,38,103,16,38,16,2,7,6,1,17,3,2,4,4,1,2,6,4,,,,,,
2020-04-18,1547,230,44,105,316,417,39,109,16,40,17,0,7,6,1,18,3,3,4,4,1,2,5,5,3,,,,,
2020-04-19,1615,236,44,110,318,455,42,111,16,40,17,0,7,6,1,22,3,3,5,4,1,2,5,5,3,,,,,
2020-04-20,1671,242,45,119,331,498,41,118,17,40,17,0,7,6,1,29,3,4,4,4,1,2,5,5,3,,,,,
2020-04-21,1714,243,48,119,335,523,41,122,17,40,18,0,7,6,1,34,3,4,4,4,1,4,5,5,3,,,,,
2020-04-22,1795,249,48,125,341,570,42,123,17,40,18,0,9,6,1,34,3,4,4,4,1,4,5,5,3,,,,,
2020-04-23,1889,254,51,131,343,611,46,127,17,40,21,0,9,6,1,37,3,5,4,4,1,7,5,5,4,,,,,
2020-04-24,1975,256,51,132,351,669,47,129,17,41,21,1,9,6,1,37,3,5,4,4,2,7,5,5,4,,,,,
2020-04-25,2051,268,58,133,355,725,52,132,17,41,21,0,9,6,1,40,3,7,4,4,2,7,5,5,4,,,,,
2020-04-26,2144,275,62,133,357,777,54,138,17,43,21,0,9,6,1,43,3,7,5,4,2,7,5,5,5,,,,,
2020-04-27,2190,276,62,139,358,828,56,140,17,43,21,0,9,6,3,45,3,7,5,4,2,7,5,5,5,,,,,
2020-04-28,2256,278,62,139,359,862,58,142,17,43,21,0,9,6,3,45,3,7,5,4,2,7,5,5,5,,,,,
2020-04-29,2348,283,65,145,361,899,63,147,17,43,22,0,9,6,3,45,3,7,5,4,2,7,5,5,5,,,,,
2020-04-30,2438,285,65,145,369,957,65,148,17,43,22,11,9,6,3,46,3,7,5,4,2,7,5,5,5,,,,,
2020-05-01,2526,293,68,155,373,993,68,155,18,43,24,0,9,6,3,47,3,7,7,5,3,7,5,6,5,,,,,
2020-05-02,2609,296,71,155,375,1021,69,156,18,43,24,0,9,6,3,78,3,7,7,5,3,7,5,6,5,,,,,
2020-05-03,2707,300,72,155,376,1073,71,159,18,44,25,8,9,6,3,100,3,7,8,5,3,7,5,6,5,,,,,
2020-05-04,2769,299,85,164,377,1122,71,165,18,44,26,0,9,6,3,116,3,7,8,5,4,7,5,7,6,,,,,
2020-05-05,2832,302,85,164,382,1171,70,166,18,44,26,0,9,6,3,119,3,7,8,5,4,7,5,7,6,,,,,
2020-05-06,2919,308,95,164,382,1210,70,170,19,45,27,0,9,6,3,126,3,7,8,5,4,7,5,7,6,,,,,
2020-05-07,3010,315,95,164,382,1219,71,173,19,45,27,1,9,6,3,132,3,7,8,5,4,7,5,7,6,1,,,,
2020-05-08,3104,321,95,175,384,1288,72,173,19,51,28,2,9,6,3,135,3,7,8,5,4,7,5,8,6,1,,,,
2020-05-09,3206,327,103,175,385,1318,76,176,20,51,29,17,9,7,3,145,3,7,9,5,4,8,5,8,6,1,,,,
2020-05-10,3291,336,120,179,385,1346,77,176,20,58,29,11,10,7,3,147,3,7,9,5,4,8,5,8,6,1,,,,
2020-05-11,3370,338,125,193,386,1358,77,183,21,59,29,,10,7,3,149,3,7,9,5,4,8,5,8,6,1,,,,
2020-05-12,3425,340,136,200,388,1365,78,184,21,59,29,0,10,7,3,152,3,7,9,5,4,8,6,8,6,1,,,,
2020-05-13,3530,344,145,202,392,1400,85,185,23,60,29,0,10,7,3,152,3,7,9,5,4,8,6,8,6,1,,,,
2020-05-14,3609,349,152,205,393,1435,84,188,24,60,29,0,10,8,3,154,3,7,9,5,4,8,6,8,6,1,,,,
2020-05-15,3717,354,165,207,396,1455,86,196,24,61,29,,10,8,3,159,3,8,11,5,4,8,6,8,6,1,,,,
2020-05-16,3785,363,173,207,400,1471,93,200,25,63,30,1,10,8,3,177,3,7,11,5,4,8,6,8,6,1,,,,
2020-05-17,3883,368,182,207,401,1497,93,202,25,63,31,8,10,8,3,198,3,7,11,5,4,8,6,8,6,1,,,,
2020-05-18,3942,370,198,224,401,1520,94,203,25,64,32,3,10,10,3,227,3,8,9,5,4,8,6,8,6,1,,,,
2020-05-19,4019,373,214,224,403,1537,103,212,25,64,35,0,10,10,3,238,3,8,9,7,4,8,6,8,6,1,,,,
2020-05-20,4123,386,218,233,403,1569,104,217,25,72,36,0,10,10,3,246,3,8,9,7,4,9,6,8,7,1,,,,
2020-05-21,4217,396,226,242,404,1592,104,222,25,72,39,0,10,10,3,251,3,8,9,7,4,10,6,8,7,1,,,,
2020-05-22,4308,401,235,244,403,1651,108,228,25,74,40,0,10,10,3,254,3,8,9,7,4,10,6,8,7,1,,,,
2020-05-23,4441,407,247,244,403,1678,112,237,25,77,41,5,10,9,3,259,3,8,8,7,4,10,6,8,7,1,,,,
2020-05-24,4515,410,247,244,405,1704,113,241,25,77,41,22,10,9,3,264,3,8,8,7,4,10,6,8,7,1,,,,
2020-05-25,4583,414,274,250,405,1722,113,247,25,78,44,14,10,9,3,268,3,8,8,7,4,10,6,8,7,1,,,,
2020-05-26,4632,419,279,262,405,1744,114,253,26,79,45,0,11,9,3,272,3,11,8,7,7,10,6,8,7,2,,,,
2020-05-27,4682,424,283,263,407,1753,115,258,26,89,46,0,11,9,3,272,3,11,8,7,7,10,6,8,7,2,,,,
2020-05-28,4806,435,304,272,409,1777,122,259,26,111,50,0,11,9,3,283,3,11,8,7,9,10,6,8,12,2,,,,
2020-05-29,4994,447,324,280,412,1826,125,265,26,142,56,0,11,9,3,286,3,11,8,7,9,10,6,8,12,2,,,,
2020-05-30,5118,458,357,282,412,1870,126,272,27,179,60,0,11,10,3,289,3,11,9,7,9,10,6,8,12,2,,,,
2020-05-31,5242,465,365,288,415,1929,128,282,29,219,69,0,11,10,3,297,3,11,9,7,9,10,6,8,12,2,,,,
2020-06-01,5340,472,374,293,416,1965,129,292,29,238,74,0,12,10,3,299,3,11,9,7,12,10,6,8,12,2,,,,
2020-06-02,5449,476,388,296,417,1991,132,294,30,268,82,0,12,10,3,308,3,11,9,7,12,10,6,9,12,2,,,,
2020-06-03,5621,494,400,308,418,2028,136,305,31,310,92,0,12,10,3,309,3,11,9,7,12,10,6,9,12,2,,,,
2020-06-04,5760,513,410,323,419,2088,140,313,34,329,107,0,13,10,4,312,3,11,9,7,12,11,6,9,13,2,,,,
2020-06-05,5918,525,435,342,422,2143,144,317,47,514,112,0,13,10,4,314,3,11,9,7,12,11,6,9,14,2,,,,
2020-06-06,6096,541,455,369,426,2183,145,326,49,709,122,0,13,10,4,333,3,11,9,7,12,11,6,10,14,2,,,,
2020-06-07,6182,549,455,374,434,2261,148,330,51,731,122,0,13,11,4,333,3,11,10,7,12,11,6,10,14,2,,,,
2020-06-08,6313,564,492,374,437,2310,150,332,55,773,128,0,13,12,4,333,4,13,9,7,12,11,6,10,14,2,,,,
2020-06-09,6437,580,511,386,440,2337,153,335,59,805,136,0,14,12,4,337,4,13,9,7,12,11,6,13,16,2,,,,
2020-06-10,6619,593,532,400,443,2376,153,337,61,861,140,0,15,13,4,339,4,13,9,7,12,12,6,14,17,2,,,,
2020-06-11,6783,620,565,400,442,2444,158,341,71,913,145,0,15,17,4,343,4,13,9,7,12,12,7,19,20,2,,,,
2020-06-12,6966,628,578,412,444,2491,159,342,73,939,153,0,16,17,4,350,4,13,9,7,12,11,7,22,21,2,1,,,
2020-06-13,7187,646,604,412,446,2551,162,343,77,966,168,0,16,18,4,351,4,13,10,7,12,11,7,22,21,2,1,,,
2020-06-14,7309,660,604,412,449,2607,165,349,78,982,168,24,16,19,4,357,4,13,10,7,12,11,7,22,21,2,1,,,
2020-06-15,7506,672,640,507,449,2654,170,351,82,1020,178,0,16,19,4,363,4,13,10,8,12,11,8,29,27,2,1,1,,
2020-06-16,7644,691,663,526,448,2711,178,356,82,1060,183,0,17,20,4,365,4,13,10,8,12,12,8,29,28,2,2,1,,
2020-06-17,7846,715,689,541,451,2776,181,362,85,1087,191,,16,22,4,367,4,13,10,8,12,13,8,29,29,2,2,1,,
2020-06-18,8140,739,716,580,453,2861,184,368,90,1136,194,,17,25,4,374,4,14,10,9,12,13,8,29,29,2,3,1,,
2020-06-19,8404,775,767,596,455,2957,188,371,97,1205,197,0,17,26,4,380,5,14,10,9,12,14,8,33,35,2,3,1,,
2020-06-20,8713,822,806,596,460,3056,195,380,100,1245,214,0,17,26,5,382,5,14,10,9,12,15,8,38,39,2,3,1,,
2020-06-21,8878,856,806,653,463,3136,199,380,106,1283,214,0,18,26,5,383,5,14,10,9,12,15,10,39,41,2,3,1,,
2020-06-22,9073,877,864,667,466,3263,202,384,111,1301,224,0,17,26,9,386,5,14,10,9,12,15,12,39,42,2,3,2,,
2020-06-23,9252,905,899,706,470,3355,208,387,111,1317,233,0,17,27,11,388,6,14,10,9,12,15,13,39,43,2,3,2,,
2020-06-24,9501,938,936,719,474,3447,208,389,115,1328,243,0,17,27,11,389,6,14,11,9,12,15,14,39,44,2,3,4,,
2020-06-25,9830,989,977,771,477,3541,212,392,117,1357,256,0,17,29,12,391,6,14,11,9,12,15,14,39,44,2,3,7,,
2020-06-26,10163,1036,1011,808,480,3675,222,394,124,1389,265,0,18,29,12,395,6,14,13,9,12,15,27,43,45,2,3,8,,
2020-06-27,10458,1080,1063,808,482,3751,225,399,136,1400,271,0,18,29,13,399,6,14,13,9,12,15,29,46,45,2,4,8,,
2020-06-28,10629,1113,1063,875,483,3850,229,400,138,1426,271,0,18,30,13,399,6,14,13,9,12,17,38,47,47,3,4,8,,
2020-06-29,10951,1155,1156,910,485,3965,234,406,144,1445,283,0,19,30,14,400,6,15,13,9,14,17,38,47,47,3,4,8,,
2020-06-30,11227,1179,1198,941,488,4084,244,408,147,1453,292,0,22,31,14,399,6,15,14,9,14,18,47,48,50,3,4,9,,
2020-07-01,11487,1218,1228,994,493,4154,247,410,150,1470,295,0,22,31,15,402,6,15,14,9,18,21,48,48,53,3,4,9,,
2020-07-02,11833,1268,1245,1039,498,4249,256,414,157,1477,308,0,23,31,15,404,7,15,14,9,18,21,48,48,53,3,4,9,,
2020-07-03,12149,1322,1280,1084,508,4340,255,418,161,1499,315,0,24,31,15,403,7,15,14,9,18,21,59,50,56,4,4,9,,
2020-07-04,12435,1379,1304,1158,515,4474,265,419,170,1521,324,0,24,33,15,413,7,15,14,9,18,21,59,50,56,4,4,11,,
2020-07-05,12540,1422,1304,1190,519,4553,269,422,175,1532,324,0,24,34,15,414,7,15,14,9,18,21,59,50,56,4,4,11,,
2020-07-06,12842,1470,1361,1247,534,4648,275,426,180,1540,332,0,25,34,15,416,12,15,15,9,20,26,73,52,66,4,4,12,,
2020-07-07,13069,1522,1428,1278,538,4761,294,427,190,1557,336,0,25,35,18,417,12,15,15,9,20,26,73,52,66,4,4,12,,
2020-07-08,13419,1575,1460,1348,543,4894,304,436,199,1571,339,0,26,36,18,425,12,15,15,9,20,31,79,58,69,4,4,12,,
2020-07-09,13763,1644,1494,1431,553,4988,315,442,209,1582,344,0,26,41,18,441,13,19,20,9,23,31,79,58,69,4,4,12,,
2020-07-10,14148,1723,1545,1487,560,5143,327,448,216,1605,360,0,28,41,18,451,14,19,20,9,23,34,83,59,71,4,4,12,,
2020-07-11,14406,1794,1588,1527,574,5271,334,452,225,1620,370,0,30,42,18,465,17,19,20,9,23,34,83,59,71,4,4,12,,
2020-07-12,14609,1846,1588,1581,584,5369,346,456,236,1640,370,0,30,43,18,477,17,19,24,9,23,34,83,59,71,4,4,12,,
2020-07-13,14959,1909,1671,1619,591,5491,358,462,237,1650,383,0,32,43,19,481,20,19,24,9,23,40,88,60,74,4,4,12,,
2020-07-14,15159,1976,1701,1709,596,5560,364,464,238,1656,387,0,33,45,19,481,21,19,24,9,23,45,90,60,75,4,4,12,,
2020-07-15,15410,2016,1709,1749,597,5637,370,465,240,1658,391,0,34,46,20,489,26,19,30,9,23,45,90,60,75,4,4,12,,
2020-07-16,15663,2113,1750,1802,605,5794,387,472,247,1681,398,0,34,46,20,494,26,19,30,9,23,43,92,64,76,4,4,12,,
2020-07-17,15923,2183,1799,1894,612,5950,413,476,247,1620,408,31,36,50,20,500,27,19,35,9,23,43,92,64,76,4,5,13,,
2020-07-18,16359,2249,1842,1971,620,6148,417,481,249,1632,415,,36,54,20,511,29,21,40,10,29,43,92,64,76,4,5,13,,
2020-07-19,16523,2325,1842,2025,635,6287,434,489,259,1654,415,152,39,58,20,533,29,21,41,10,29,43,92,64,76,4,5,13,,
2020-07-20,16755,2360,1905,2060,637,6380,441,491,262,1657,423,36,40,60,22,536,36,21,43,10,29,47,99,70,84,4,5,13,,
2020-07-21,17021,2415,1954,2087,643,6516,443,495,266,1663,431,4,41,62,28,545,40,21,48,10,29,47,100,70,85,4,5,16,,
2020-07-22,17254,2468,2007,2122,645,6659,448,497,274,1685,439,4,41,62,29,550,43,25,49,11,34,47,101,70,86,4,5,18,,
2020-07-23,17426,2520,2046,2185,651,6753,463,498,280,1706,452,4,41,64,32,553,44,24,53,11,34,47,103,71,88,4,5,20,,
2020-07-24,17808,2616,2106,2247,658,6938,472,508,292,1736,460,4,41,65,36,566,47,24,53,11,34,47,103,71,88,4,5,23,,
2020-07-25,18013,2660,2151,2278,663,7098,481,512,296,1751,464,7,41,68,37,582,47,25,57,13,37,47,103,71,88,4,6,23,,
2020-07-26,18090,2695,2151,2326,669,7194,487,515,297,1758,464,53,41,68,37,582,47,25,61,13,38,55,110,71,93,4,6,23,,
2020-07-27,18321,2743,2186,2353,673,7296,498,515,297,1764,476,4,42,68,42,590,52,25,64,13,38,57,114,73,98,4,6,25,2,
2020-07-28,18471,2784,2209,2407,673,7422,511,519,300,1770,485,4,42,69,42,591,52,27,64,15,40,57,114,73,98,4,6,26,2,
2020-07-29,18723,2819,2215,2442,679,7483,518,522,305,1790,491,5,42,69,42,596,53,27,70,15,42,64,116,74,99,4,6,26,2,
2020-07-30,18847,2859,2233,2478,683,7584,524,523,308,1798,500,5,42,71,42,606,54,27,76,15,44,63,116,74,104,4,6,26,2,
2020-07-31,19086,2909,2274,2536,687,7688,527,525,317,1805,504,15,43,72,42,613,54,30,76,15,44,63,116,74,104,4,6,27,2,
2020-08-01,19323,2953,2302,2563,689,7808,532,525,328,1809,513,6,43,75,44,622,54,33,77,15,44,63,116,74,104,4,6,27,2,
2020-08-02,19408,3008,2302,2587,695,7949,537,531,328,1828,513,81,45,76,44,623,54,33,77,15,44,63,116,74,104,4,7,27,2,
2020-08-03,19623,3026,2355,2596,697,8047,547,533,332,1833,528,14,45,77,47,628,56,34,80,15,44,65,118,79,112,4,7,27,2,
2020-08-04,19796,3059,2383,2621,698,8165,557,536,334,1857,534,15,46,78,49,630,56,39,80,16,45,68,123,79,113,5,7,27,2,
2020-08-05,20004,3094,2407,2655,701,8271,564,538,338,1872,544,15,46,78,49,632,56,47,81,16,46,68,123,78,113,5,7,28,2,
2020-08-06,20197,3129,2446,2699,706,8434,573,545,350,1886,550,15,46,79,49,645,60,49,83,16,46,69,126,78,114,5,7,28,2,
2020-08-07,20417,3156,2473,2740,706,8536,579,552,362,1908,555,15,46,79,49,648,60,49,85,16,46,71,132,81,124,6,7,30,2,
2020-08-08,20530,3194,2496,2740,706,8630,579,558,363,1911,556,15,46,81,49,648,60,52,86,16,49,71,132,83,125,6,7,30,2,
2020-08-09,20628,3224,2496,2782,710,8719,581,563,373,1926,556,25,46,81,49,648,60,52,87,16,49,71,133,83,127,6,7,30,2,
2020-08-10,20810,3232,2522,2814,713,8794,583,568,376,1937,561,16,48,81,49,650,60,55,89,16,52,71,133,83,128,6,7,31,2,
2020-08-11,20985,3256,2537,2831,714,8887,584,576,378,1943,563,16,49,81,49,653,60,55,89,16,52,71,133,83,128,6,8,31,2,
2020-08-12,21118,3294,2541,2870,717,8983,588,583,386,1950,567,16,48,81,49,650,60,55,89,16,52,74,133,83,131,6,8,31,2,
2020-08-13,21290,3316,2552,2900,718,9062,598,584,390,1960,572,16,49,82,49,651,60,56,89,16,52,75,135,86,132,6,8,31,2,
2020-08-14,21539,3360,2570,2911,724,9216,603,588,390,1965,577,16,49,83,49,655,61,56,89,16,52,76,136,86,134,6,8,31,2,
2020-08-15,21707,3388,2591,2923,729,9304,613,592,396,1971,580,16,49,89,49,653,61,57,89,16,52,82,136,86,136,6,9,31,2,
2020-08-16,21771,3414,2591,2946,733,9398,618,598,400,1973,580,27,49,89,49,653,61,57,89,16,52,82,136,86,136,6,9,31,2,
2020-08-17,21911,3422,2616,2956,746,9478,619,600,405,1974,584,16,50,89,49,653,61,57,89,16,53,83,137,87,137,6,9,31,2,
2020-08-18,22062,3442,2631,2983,758,9576,623,600,411,1982,586,16,50,91,49,656,61,57,90,16,53,83,137,87,137,6,9,31,2,
2020-08-19,22204,3466,2653,3000,765,9683,629,601,414,1993,590,16,50,91,49,658,61,57,90,16,53,89,139,87,143,6,11,31,2,
2020-08-20,22403,3496,2673,3028,787,9804,634,604,417,2005,594,16,50,92,49,659,61,61,91,16,54,89,139,88,143,6,11,31,2,
2020-08-21,22579,3542,2692,3062,792,9949,635,609,422,2017,595,16,53,92,49,660,62,65,92,16,54,104,149,94,163,9,11,31,2,
2020-08-22,22686,3591,2703,3086,805,10037,638,611,426,2044,599,16,53,92,49,661,62,66,92,16,54,104,149,94,163,9,11,31,2,
2020-08-23,22760,3613,2703,3108,810,10120,641,615,431,2044,599,16,53,92,49,661,62,66,92,16,54,92,140,87,151,6,11,31,2,
2020-08-24,22958,3625,2715,3113,815,10187,644,615,431,2046,606,16,54,92,49,662,62,72,92,16,54,92,140,89,156,6,11,31,2,
2020-08-25,23122,3670,2735,3140,821,10316,648,621,434,2054,608,17,56,92,49,662,62,74,92,16,54,92,140,89,156,6,11,31,2,
2020-08-26,23290,3708,2748,3171,828,10435,663,624,436,2068,614,17,57,94,49,663,62,75,94,16,54,97,140,89,156,6,11,31,2,
2020-08-27,23451,3741,2754,3191,832,10539,673,625,438,2078,626,17,57,94,46,663,63,78,95,16,54,98,140,89,158,6,11,33,2,
2020-08-28,23632,3792,2764,3215,837,10626,676,627,440,2088,635,17,66,95,46,663,63,78,95,16,54,103,141,90,160,6,11,33,2,
2020-08-29,23775,3841,2786,3247,839,10774,675,629,443,2097,637,17,67,95,46,664,63,80,95,16,54,103,141,90,160,6,11,33,2,
2020-08-30,23862,3870,2786,3273,841,10947,689,633,443,2109,637,32,68,96,46,666,63,80,95,16,54,103,141,90,162,6,11,33,2,
2020-08-31,24039,3892,2812,3280,847,11001,692,639,447,2114,644,17,68,98,46,667,63,80,95,18,55,103,141,92,164,6,11,33,2,
2020-09-01,24203,3934,2822,3311,852,11064,697,640,447,2119,646,17,73,101,46,667,63,79,95,18,56,105,141,92,165,6,11,33,2,
2020-09-02,24345,3998,2843,3366,854,11168,702,646,448,2143,651,17,76,102,46,670,65,83,95,21,56,105,141,92,165,6,11,33,2,
2020-09-03,24495,4035,2860,3407,856,11317,708,648,450,2182,660,17,76,104,46,668,65,84,95,21,56,107,141,93,169,6,11,33,2,
2020-09-04,24706,4081,2881,3410,863,11525,716,649,451,2184,667,17,80,104,46,670,66,84,96,21,56,107,141,93,174,6,11,33,2,
2020-09-05,24867,4112,2896,3443,873,11655,723,656,451,2194,678,18,81,104,46,671,67,85,97,23,57,107,141,93,174,6,11,33,2,
2020-09-06,24934,4136,2896,3443,880,11780,732,658,451,2202,678,62,81,104,46,671,67,89,97,23,57,109,141,93,178,6,11,33,2,
2020-09-07,25058,4158,2921,3489,882,11957,742,658,455,2217,681,18,81,104,46,672,68,89,98,23,57,109,143,94,180,6,11,33,2,
2020-09-08,25224,4182,2925,3497,888,12103,743,658,458,2225,684,18,82,104,46,672,68,89,99,24,57,109,143,94,180,6,11,33,2,
2020-09-09,25290,4206,2932,3530,895,12250,746,659,460,2232,684,18,82,105,46,672,71,89,99,24,57,109,145,96,181,6,11,33,2,
2020-09-10,25486,4235,2938,3559,898,12392,750,660,466,2260,685,18,82,105,46,673,72,89,99,24,57,111,146,97,181,6,11,33,2,1
2020-09-11,25696,4286,2965,3585,905,12611,756,662,470,2301,691,18,82,106,46,673,73,92,100,25,57,111,148,96,181,6,11,33,2,1
2020-09-12,25822,4317,2985,3637,907,12816,760,666,474,2321,693,18,82,107,46,680,73,92,100,25,57,112,150,97,183,6,13,34,2,1
2020-09-13,26014,4350,2985,3677,914,13120,768,671,475,2346,693,18,82,107,46,680,73,92,101,25,57,112,150,97,183,6,13,34,2,1
2020-09-14,26255,4384,3003,3691,919,13330,770,671,476,2365,696,18,85,107,46,682,73,92,101,25,57,113,154,97,185,6,13,34,2,1
2020-09-15,26451,4440,3029,3720,923,13528,773,675,488,2389,698,19,86,107,46,684,73,93,101,25,57,115,157,97,187,6,13,34,2,1
2020-09-16,26723,4486,3046,3768,925,13837,780,681,491,2422,703,21,87,107,46,684,73,94,101,25,57,115,157,97,187,6,13,35,2,1
2020-09-17,27061,4536,3065,3794,927,14245,785,687,496,2442,706,21,87,107,46,683,74,95,101,25,57,115,161,97,191,6,14,35,2,1
2020-09-18,27454,4588,3098,3858,930,14746,797,692,507,2501,709,21,92,107,46,684,74,101,101,25,57,110,163,94,172,6,14,36,2,1
