,Charleston,Kershaw,Spartanburg,Lancaster,Beaufort,Lexington,Anderson,Greenville,Horry,Fairfield,Calhoun,Richland,York,Lee,Abbeville,Dorchester,Saluda,Aiken,Berkeley,Clarendon,Darlington,Florence,Orangeburg,Pickens,Sumter,Dillon,Edgefield,Greenwood,Jasper,Marlboro,Newberry,Colleton,Chester,Georgetown,Oconee,Chesterfield,Marion,Union,Williamsburg,Laurens,Barnwell,Bamberg,Allendale,Cherokee,Hampton,McCormick,Unknown
2020-07-23,10134,1087,3298,842,2725,3954,1572,8965,7178,461,243,6687,2667,412,255,2287,366,1123,3258,632,796,2258,1743,1494,1970,471,187,1075,388,379,620,628,410,1049,615,581,425,249,690,1034,240,336,136,389,206,91,
2020-07-24,10355,1106,3347,868,2815,4076,1625,9135,7300,468,253,6845,2726,420,260,2375,368,1162,3331,655,825,2367,1808,1516,2037,480,201,1096,401,384,642,641,428,1072,632,597,436,255,714,1077,252,349,136,448,231,92,
2020-07-25,10503,1127,3405,892,2896,4154,1658,9266,7369,474,259,6938,2792,427,264,2417,371,1199,3412,663,847,2430,1851,1540,2056,486,218,1115,407,389,653,657,439,1090,633,606,444,262,729,1094,269,358,139,468,249,93,
2020-07-26,10625,1145,3432,918,2992,4200,1678,9361,7455,479,276,7007,2816,435,270,2450,376,1260,3452,677,866,2477,1894,1563,2068,499,228,1130,418,391,661,664,456,1101,647,612,453,270,763,1110,281,362,146,477,263,95,
2020-07-27,10740,1163,3450,925,3101,4244,1738,9481,7553,486,272,7092,2858,447,272,2481,379,1301,3491,681,893,2544,1950,1589,2072,506,235,1132,440,391,675,675,464,1111,662,621,465,274,773,1123,294,371,151,480,275,96,
2020-07-28,10920,1198,3486,969,3188,4320,1793,9625,7688,502,281,7235,2934,453,269,2510,386,1355,3576,703,917,2623,1992,1599,2106,516,240,1155,445,395,694,682,479,1146,671,639,477,291,790,1135,295,384,159,502,289,97,
2020-07-29,11125,1216,3544,984,3285,4429,1816,9737,7792,508,280,7395,2972,479,279,2660,394,1403,3636,712,945,2676,2028,1616,2164,521,258,1170,466,399,722,703,499,1188,676,649,486,302,812,1155,300,387,163,512,304,99,
2020-07-30,11260,1246,3609,1003,3398,4488,1882,9876,7873,517,284,7617,3022,485,285,2653,395,1444,3731,740,994,2789,2061,1653,2201,536,264,1174,474,409,737,727,523,1211,699,660,498,307,848,1176,313,414,172,515,309,100,
2020-07-31,11345,1260,3656,1018,3503,4531,1939,10034,7975,525,295,7780,3077,487,282,2702,398,1491,3760,749,1023,2853,2120,1683,2227,541,273,1197,483,423,745,739,532,1237,716,670,511,324,860,1189,320,423,173,528,320,99,
2020-08-01,11471,1267,3700,1039,3577,4580,2059,10139,8050,531,309,7866,3134,513,288,2744,408,1538,3818,777,1059,2938,2152,1708,2289,552,277,1237,500,429,760,752,550,1275,738,687,513,332,901,1206,328,434,179,547,345,103,
2020-08-02,11594,1284,3741,1063,3632,4654,2066,10211,8116,536,314,7975,3170,522,290,2780,416,1575,3854,779,1089,3033,2190,1725,2312,564,287,1258,505,436,775,763,566,1287,746,696,522,334,917,1222,340,441,189,549,364,106,
2020-08-03,11714,1295,3793,1085,3682,4685,2103,10306,8174,539,337,8040,3246,526,298,2839,421,1594,3880,786,1133,3091,2231,1747,2316,579,289,1275,510,443,782,765,578,1307,755,707,523,335,939,1236,369,446,193,561,392,106,
2020-08-04,11814,1311,3838,1101,3742,4750,2155,10442,8235,540,339,8173,3313,532,301,2855,426,1638,3965,793,1151,3133,2257,1767,2367,583,292,1303,537,447,802,771,583,1319,761,712,527,342,947,1244,372,445,195,568,395,107,
2020-08-05,11926,1339,3898,1109,3850,4805,2179,10495,8317,548,369,8344,3341,537,304,2910,431,1706,4016,804,1174,3186,2277,1777,2395,593,297,1314,550,460,816,779,599,1334,771,723,531,344,957,1255,379,452,196,576,401,108,
2020-08-06,12019,1357,3961,1138,3921,4839,2237,10635,8371,554,371,8464,3402,542,313,2968,443,1788,4049,817,1189,3258,2304,1793,2419,607,303,1336,560,468,828,791,613,1345,787,729,535,346,961,1275,390,455,204,599,405,108,0
2020-08-07,12118,1365,4005,1161,3999,4877,2271,10745,8486,557,367,8579,3474,556,321,3021,449,1810,4079,826,1234,3329,2353,1818,2463,619,314,1355,571,473,830,798,633,1419,802,743,542,355,983,1292,402,463,213,624,412,113,
2020-08-08,12213,1390,4057,1181,4046,4923,2321,10819,8555,564,374,8707,3531,561,325,3070,452,1843,4133,836,1261,3371,2383,1841,2515,634,318,1375,578,489,841,807,654,1446,815,758,549,360,993,1311,409,468,216,630,421,116,
2020-08-09,12324,1394,4080,1209,4105,4955,2335,10916,8594,567,380,8774,3568,562,335,3113,458,1868,4158,838,1295,3436,2420,1850,2517,642,330,1390,594,497,845,814,665,1454,827,769,554,362,1016,1330,413,473,221,638,432,118,
2020-08-10,12377,1407,4100,1227,4131,4980,2350,11001,8625,573,383,8836,3590,566,335,3135,459,1883,4186,846,1312,3480,2441,1863,2539,644,332,1416,597,507,854,825,671,1461,839,777,558,364,1020,1340,420,479,228,641,441,120,0
2020-08-11,12454,1409,4172,1247,4194,5032,2405,11028,8678,572,377,8917,3637,559,346,3113,465,1934,4272,859,1335,3511,2450,1876,2557,654,338,1442,609,516,855,828,691,1479,844,783,560,375,1026,1349,431,480,232,668,444,127,
2020-08-12,12555,1418,4222,1265,4214,5054,2440,11056,8706,574,380,9049,3678,561,354,3147,468,1991,4298,867,1346,3551,2462,1882,2586,657,341,1455,608,517,873,831,709,1492,847,791,566,378,1036,1353,433,481,231,679,445,127,
2020-08-13,12631,1425,4299,1297,4256,5078,2489,11109,8743,578,384,9142,3705,564,355,3176,469,2017,4324,874,1362,3614,2494,1897,2604,661,349,1489,611,529,881,837,716,1498,854,803,573,383,1042,1354,439,482,242,692,457,131,0
2020-08-14,12726,1437,4335,1322,4297,5132,2537,11186,8792,578,385,9224,3728,572,353,3203,473,2047,4384,883,1386,3659,2514,1908,2589,663,353,1533,615,536,887,840,730,1504,864,806,577,386,1052,1369,444,484,243,710,464,131,
2020-08-15,12821,1450,4360,1353,4331,5179,2591,11238,8839,583,392,9315,3752,581,360,3242,482,2096,4422,898,1425,3721,2550,1923,2629,671,359,1541,625,542,890,847,736,1521,872,817,579,399,1070,1373,453,485,244,717,468,140,
2020-08-16,12879,1455,4389,1375,4359,5216,2599,11252,8865,585,396,9365,3774,586,362,3271,485,2121,4449,902,1445,3753,2578,1929,2632,679,366,1544,632,552,892,850,744,1535,877,826,586,400,1086,1377,459,490,250,717,473,140,
2020-08-17,12911,1461,4400,1392,4372,5235,2605,11277,8889,587,392,9404,3807,588,363,3282,491,2137,4462,909,1459,3791,2596,1934,2643,679,368,1569,635,554,895,850,753,1543,882,837,590,403,1087,1379,460,490,253,718,480,141,
2020-08-18,12956,1457,4469,1405,4397,5277,2667,11327,8926,589,396,9468,3848,588,366,3300,494,2155,4489,911,1463,3816,2611,1942,2648,684,371,1571,641,590,901,852,758,1556,890,841,592,407,1093,1386,469,493,255,728,482,147,
2020-08-19,13062,1466,4526,1418,4416,5310,2735,11350,8961,592,399,9564,3865,592,371,3325,495,2172,4520,916,1473,3845,2628,1949,2667,690,372,1578,644,606,901,852,765,1565,891,848,594,409,1100,1394,472,495,254,735,481,148,
2020-08-20,13111,1478,4559,1450,4452,5347,2761,11388,9002,597,399,9681,3892,595,376,3353,497,2184,4552,930,1498,3896,2669,1964,2698,696,373,1596,645,615,904,859,778,1596,903,874,609,413,1108,1394,480,499,260,747,493,149,
2020-08-21,13156,1484,4651,1477,4483,5405,2805,11482,9045,600,398,9777,3935,603,381,3379,501,2207,4564,939,1516,3941,2702,1993,2709,704,390,1638,652,623,909,863,786,1630,924,885,625,417,1127,1406,491,504,266,755,500,150,
2020-08-22,13257,1504,4685,1517,4526,5433,2852,11523,9080,612,402,9865,3972,604,385,3428,510,2224,4589,941,1535,3968,2720,2009,2717,708,430,1644,657,630,916,863,800,1654,933,897,632,424,1137,1413,497,513,270,761,507,151,
2020-08-23,13320,1515,4702,1537,4559,5470,2879,11574,9096,615,409,9945,3993,607,390,3440,512,2237,4600,943,1555,4014,2742,2033,2723,711,460,1649,663,641,920,865,806,1662,946,907,641,435,1144,1420,501,516,272,760,508,151,
2020-08-24,13405,1518,4715,1554,4580,5492,2893,11620,9112,618,411,9997,4020,610,392,3451,521,2239,4612,947,1567,4052,2757,2047,2731,714,464,1678,669,652,923,867,810,1667,960,913,646,435,1146,1424,503,519,275,761,513,151,
2020-08-25,13440,1534,4778,1563,4596,5518,2942,11804,9157,618,405,10084,4049,615,388,3463,526,2255,4640,951,1576,4079,2761,2100,2754,720,467,1720,669,656,929,872,824,1677,995,922,650,440,1152,1449,514,523,279,762,519,153,
2020-08-26,13478,1540,4804,1568,4627,5524,2978,11835,9186,620,407,10179,4081,624,393,3471,529,2277,4658,956,1582,4103,2765,2113,2779,721,483,1746,678,660,934,875,823,1691,998,928,656,443,1165,1451,516,523,283,764,523,155,
2020-08-27,13503,1550,4823,1582,4635,5550,2997,11851,9239,623,404,10257,4107,627,394,3484,534,2293,4676,959,1592,4120,2776,2118,2793,735,485,1761,676,670,938,877,829,1699,999,937,661,442,1171,1456,521,524,285,765,523,157,
2020-08-28,13679,1576,4896,1606,4679,5610,3065,11962,9261,636,410,10404,4158,641,404,3518,548,2312,4718,965,1606,4173,2806,2147,2814,740,488,1794,680,681,950,887,852,1707,1028,973,669,446,1179,1471,526,530,286,776,536,158,
2020-08-29,13897,1591,4969,1628,4723,5676,3121,12038,9327,640,414,10603,4198,644,406,3600,551,2325,4792,971,1623,4201,2813,2162,2818,746,489,1807,685,699,961,889,864,1722,1039,988,678,451,1186,1476,531,536,289,784,540,158,
2020-08-30,14000,1600,4994,1639,4749,5736,3146,12089,9358,644,416,11011,4228,648,415,3625,558,2354,4805,972,1631,4226,2819,2180,2830,757,494,1830,687,705,966,889,870,1725,1062,997,687,455,1192,1483,532,538,291,790,542,159,
2020-08-31,14053,1606,5016,1658,4761,5766,3167,12137,9376,641,419,11194,4244,650,418,3618,559,2364,4823,977,1644,4258,2833,2194,2832,761,494,1850,687,718,971,890,879,1731,1077,1001,709,458,1200,1492,535,544,294,789,544,160,
2020-09-01,14105,1626,5047,1676,4791,5818,3203,12175,9404,645,417,11363,4302,652,434,3641,572,2369,4850,984,1661,4318,2837,2212,2865,768,494,1863,687,726,972,893,889,1742,1082,1006,718,460,1202,1499,538,543,296,793,547,161,
2020-09-02,14151,1636,5128,1685,4810,5853,3246,12212,9422,648,416,11440,4340,655,439,3643,577,2378,4867,985,1677,4360,2845,2241,2869,769,497,1877,687,740,974,897,892,1749,1093,1010,720,464,1207,1506,541,548,294,807,545,163,
2020-09-03,14232,1651,5227,1699,4849,5906,3288,12328,9462,664,418,11562,4395,664,450,3670,589,2409,4884,990,1700,4386,2854,2320,2885,784,503,1907,690,768,998,904,903,1760,1117,1031,723,469,1211,1514,543,549,300,819,553,168,
2020-09-04,14325,1686,5442,1728,4892,5983,3320,12447,9504,678,421,12012,4435,668,463,3689,600,2420,4910,993,1713,4434,2865,2338,2899,792,504,1936,699,783,1009,908,920,1770,1136,1044,731,483,1221,1518,547,553,302,879,554,171,
2020-09-05,14391,1697,5540,1747,4928,6052,3340,12524,9562,680,423,12152,4470,676,462,3693,606,2432,4939,1000,1727,4464,2881,2359,2909,808,505,1946,705,793,1021,916,927,1780,1159,1055,737,486,1230,1531,549,556,303,899,557,172,
2020-09-06,14440,1702,5579,1767,4974,6088,3360,12589,9582,684,424,12243,4503,678,464,3712,608,2444,4952,1001,1736,4483,2894,2407,2911,816,508,1949,707,799,1022,921,932,1786,1174,1059,741,486,1238,1535,552,560,306,901,560,175,
2020-09-07,14485,1712,5593,1788,4988,6121,3389,12650,9602,689,425,12318,4522,681,469,3728,620,2451,4959,1011,1755,4503,2908,2429,2914,830,509,1989,715,805,1029,925,940,1791,1204,1061,751,487,1242,1545,556,561,314,903,565,175,
2020-09-08,14509,1715,5603,1796,5004,6123,3400,12692,9619,689,427,12396,4551,683,467,3743,615,2457,4965,1012,1761,4519,2911,2443,2918,832,506,1965,715,804,1030,925,942,1795,1209,1067,752,489,1244,1538,557,561,314,903,567,175,
2020-09-09,14529,1716,5617,1802,5017,6148,3404,12721,9647,690,427,12430,4579,682,467,3750,615,2464,4971,1013,1764,4542,2915,2445,2921,841,508,1968,716,805,1031,926,947,1798,1209,1071,752,490,1247,1539,562,562,314,907,567,177,
2020-09-10,14550,1716,5625,1800,5031,6172,3408,12727,9694,692,425,12503,4596,674,469,3745,635,2473,4999,1016,1780,4554,2920,2462,2928,841,511,1975,723,814,1039,933,951,1805,1198,1082,752,491,1255,1534,564,566,313,904,570,177,
2020-09-11,14661,1737,5786,1837,5093,6269,3531,13016,9764,699,429,13269,4707,681,478,3798,654,2485,5034,1022,1796,4589,2949,2525,2967,857,514,2022,729,829,1056,950,971,1815,1223,1090,756,499,1260,1543,570,571,314,945,577,179,
2020-09-12,14699,1746,5872,1875,5127,6321,3581,13115,9804,704,430,13375,4744,680,488,3803,658,2502,5047,1027,1809,4625,2962,2550,2985,874,516,2046,734,839,1064,951,980,1815,1245,1103,762,505,1269,1553,573,580,315,960,578,187,
2020-09-13,15124,1762,5977,1904,5194,6391,3695,13231,9848,715,435,13638,4808,684,491,3922,660,2511,5197,1032,1822,4645,2981,2596,3008,888,519,2055,736,845,1072,956,990,1818,1271,1114,768,507,1274,1559,580,583,319,972,580,187,
2020-09-14,15167,1767,5996,1935,5222,6444,3729,13328,9897,716,435,13771,4874,687,492,3958,661,2525,5203,1035,1847,4655,2991,2617,3032,898,521,2060,743,858,1078,961,994,1823,1281,1123,772,507,1277,1560,587,584,325,974,583,187,
2020-09-15,15191,1784,6044,1961,5269,6494,3775,13398,9945,717,437,13853,4922,690,498,3949,664,2540,5231,1044,1864,4672,3002,2640,3042,906,521,2078,748,861,1078,964,996,1833,1291,1129,783,514,1280,1566,591,588,335,1009,586,187,
2020-09-16,15230,1791,6156,1972,5287,6535,3814,13449,9964,723,439,13941,4943,691,500,3963,664,2556,5239,1045,1869,4689,3006,2660,3046,913,521,2086,751,867,1086,966,998,1837,1297,1139,796,516,1283,1569,592,590,336,1029,589,189,
2020-09-17,15332,1824,6261,2000,5342,6595,3889,13558,10013,730,441,14141,5008,694,515,3989,665,2577,5275,1054,1901,4727,3017,2691,3068,920,526,2106,754,875,1123,973,1002,1845,1311,1156,800,520,1281,1583,595,599,343,1044,593,190,
2020-09-18,15378,1834,6312,2014,5370,6648,3941,13634,10057,735,439,14220,5040,696,530,3995,668,2596,5292,1065,1925,4749,3027,2706,3104,938,531,2121,761,879,1159,977,1005,1852,1321,1176,806,526,1289,1600,595,603,349,1062,598,195,
2020-09-19,15455,1853,6352,2034,5403,6714,4002,13710,10084,739,439,14349,5096,696,530,4022,670,2619,5315,1067,1944,4779,3031,2720,3118,950,533,2138,770,892,1170,983,1010,1857,1329,1179,820,534,1302,1603,600,610,355,1065,604,195,
2020-09-20,15489,1855,6354,2039,5412,6737,4028,13751,10098,740,439,14434,5103,697,531,4035,669,2671,5325,1070,1955,4795,3036,2743,3122,959,549,2144,775,895,1173,983,1012,1858,1336,1183,822,534,1303,1608,603,614,356,1066,606,201,
2020-09-21,15500,1864,6361,2059,5439,6767,4043,13786,10116,742,441,14479,5123,699,532,4039,669,2681,5345,1071,1958,4816,3041,2750,3130,978,549,2145,779,898,1180,994,1016,1860,1344,1186,835,534,1307,1611,605,614,357,1069,610,202,
2020-09-22,15560,1885,6483,2072,5496,6876,4134,13859,10147,755,443,14591,5158,699,538,4056,678,3999,5358,1076,1980,4836,3048,2774,3145,986,794,2150,778,901,1188,1004,1019,1866,1355,1189,841,542,1311,1616,664,622,362,1101,627,227,
2020-09-23,15613,1892,6565,2086,5508,6948,4215,13957,10176,755,446,14691,5187,701,548,4065,684,4025,5390,1081,1994,4851,3056,2800,3150,993,797,2170,782,899,1202,1006,1019,1869,1363,1203,853,551,1319,1626,674,629,371,1119,629,228,
2020-09-24,15682,1918,6618,2111,5524,7012,4277,14076,10227,759,447,14833,5243,705,553,4089,685,4053,5407,1087,2020,4873,3072,2821,3169,1004,801,2183,790,903,1218,1008,1021,1875,1373,1206,857,560,1325,1634,681,635,378,1132,632,230,
2020-09-25,15728,1951,6693,2134,5598,7106,4332,14203,10292,761,447,15014,5270,713,569,4112,689,4092,5439,1092,2035,4890,3092,2848,3192,1016,806,2196,806,906,1230,1013,1033,1885,1387,1215,860,562,1326,1642,695,640,381,1143,637,231,
2020-09-26,15780,1972,6900,2155,5614,7193,4452,14318,10326,763,448,15191,5332,719,578,4163,689,4135,5466,1098,2045,4912,3099,2924,3209,1027,813,2212,812,918,1245,1022,1039,1892,1412,1226,869,564,1327,1650,702,642,381,1162,644,233,
2020-09-27,15817,1985,6917,2167,5622,7278,4463,14356,10353,765,454,15250,5371,719,579,4173,689,4149,5512,1101,2056,4931,3115,2937,3215,1039,814,2213,814,932,1249,1031,1043,1893,1419,1230,881,565,1335,1676,709,645,383,1163,645,234,
2020-09-28,15865,1999,6928,2168,5646,7352,4501,14423,10361,769,455,15340,5388,720,579,4185,688,4160,5526,1105,2058,4941,3121,2951,3222,1047,816,2214,816,934,1264,1042,1045,1895,1426,1230,884,565,1339,1679,719,648,388,1165,654,234,
2020-09-29,15888,2017,6948,2178,5685,7419,4540,14537,10387,772,458,15396,5439,719,582,4193,691,4208,5518,1108,2072,4953,3133,3152,3238,1058,823,2216,822,934,1266,1056,1047,1908,1694,1237,896,574,1337,1685,732,649,398,1172,663,236,
2020-09-30,15886,2022,6979,2182,5692,7464,4556,14550,10391,772,453,15449,5454,718,591,4197,691,4281,5514,1106,2077,4958,3134,3155,3238,1061,823,2221,821,931,1273,1054,1047,1909,1697,1242,897,575,1333,1688,741,650,396,1172,665,236,
2020-10-01,15899,2041,6974,2185,5704,7490,4561,14577,10416,774,456,15475,5486,719,595,4201,690,4290,5515,1107,2075,4968,3137,3169,3247,1063,823,2239,820,932,1287,1054,1049,1911,1767,1249,898,581,1338,1691,744,649,396,1175,669,237,
2020-10-02,15932,2049,7018,2197,5724,7584,4637,14684,10468,779,462,15522,5517,717,606,4225,689,4319,5522,1109,2089,4986,3139,3210,3259,1072,823,2265,823,940,1296,1057,1054,1916,1785,1255,913,589,1340,1704,751,648,397,1191,681,242,
2020-10-03,16003,2086,7156,2232,5746,7688,4705,14871,10574,782,463,15652,5613,719,633,4245,691,4377,5544,1112,2112,5018,3150,3295,3269,1108,827,2294,825,959,1376,1068,1066,1916,1877,1266,925,612,1342,1725,754,650,401,1227,691,246,
2020-10-04,16026,2098,7215,2242,5757,7742,4733,14958,10622,786,466,15719,5631,720,638,4264,691,4384,5547,1112,2116,5032,3151,3334,3269,1119,830,2316,826,969,1390,1074,1069,1920,1943,1268,927,617,1342,1730,756,650,402,1241,694,246,
2020-10-05,16046,2108,7261,2250,5771,7785,4757,15027,10684,790,471,15764,5661,721,640,4285,691,4399,5561,1114,2122,5043,3155,3361,3270,1122,828,2319,834,971,1398,1081,1073,1923,1965,1272,933,623,1343,1732,757,650,403,1253,696,246,
2020-10-06,16076,2128,7287,2258,5773,7824,4808,15089,10762,799,483,15845,5698,721,651,4308,694,4417,5576,1117,2136,5074,3166,3400,3280,1133,830,2338,835,974,1430,1091,1074,1928,1982,1277,940,628,1349,1746,776,655,405,1261,701,247,
2020-10-07,16100,2140,7329,2268,5796,7885,4837,15136,10863,802,482,15893,5732,722,662,4321,694,4432,5592,1118,2185,5118,3172,3411,3282,1145,836,2340,839,984,1443,1101,1080,1951,1992,1294,946,631,1350,1748,777,655,408,1262,704,247,
2020-10-08,16141,2152,7438,2288,5830,7943,4893,15245,10972,808,482,15953,5782,724,672,4352,697,4462,5608,1120,2200,5136,3180,3469,3287,1153,834,2356,842,991,1452,1112,1089,1964,2032,1316,961,634,1355,1753,775,656,410,1275,709,252,
2020-10-09,16178,2172,7468,2304,5844,7986,4935,15395,11045,810,485,16017,5840,727,687,4375,697,4474,5626,1120,2218,5148,3188,3528,3296,1167,837,2363,850,997,1464,1122,1109,1974,2086,1321,975,644,1357,1759,778,657,408,1284,711,250,
2020-10-10,16232,2184,7534,2316,5862,8029,4963,15505,11184,814,486,16095,5882,735,687,4400,703,4496,5641,1124,2229,5167,3193,3568,3310,1182,839,2378,855,1003,1476,1129,1115,1991,2114,1333,986,650,1357,1767,779,657,410,1294,717,250,
2020-10-11,16273,2194,7623,2330,5875,8078,5006,15605,11274,818,489,16128,5906,739,692,4413,705,4509,5649,1127,2238,5184,3197,3602,3320,1191,842,2393,859,1009,1484,1134,1123,2004,2139,1343,996,655,1359,1774,787,657,413,1302,718,250,
2020-10-12,16302,2206,7644,2342,5890,8117,5018,15693,11337,820,492,16152,5939,739,693,4431,707,4526,5679,1130,2251,5200,3205,3635,3331,1200,845,2395,861,1018,1486,1142,1125,2018,2173,1353,1006,656,1363,1789,794,659,421,1302,719,251,
2020-10-13,16340,2233,7723,2355,5899,8164,5045,15780,11436,822,493,16206,5982,743,694,4465,710,4542,5701,1133,2265,5230,3210,3662,3343,1212,848,2394,863,1024,1492,1152,1129,2043,2180,1373,1014,663,1365,1794,795,662,421,1311,721,251,
2020-10-14,16392,2244,7802,2367,5909,8206,5076,15846,11527,824,494,16263,6016,744,694,4485,710,4644,5723,1133,2286,5259,3219,3695,3350,1226,862,2418,865,1026,1506,1167,1131,2067,2191,1383,1024,670,1372,1797,810,665,425,1313,730,253,
2020-10-15,16448,2286,7928,2390,5927,8278,5111,15994,11617,828,497,16366,6073,750,701,4528,711,4683,5749,1138,2301,5290,3240,3756,3362,1236,868,2435,867,1042,1519,1173,1140,2098,2237,1397,1034,675,1379,1816,828,665,426,1328,735,256,
2020-10-16,16498,2306,8027,2406,5942,8341,5155,16184,11705,833,499,16476,6117,753,703,4554,713,4713,5782,1141,2320,5316,3245,3822,3373,1246,868,2444,869,1051,1527,1178,1149,2127,2266,1406,1042,677,1379,1828,840,666,427,1343,738,258,
2020-10-17,16576,2325,8104,2422,5960,8395,5193,16289,11794,835,500,16555,6171,758,707,4577,712,4736,5802,1144,2331,5343,3250,3863,3388,1252,869,2447,874,1054,1539,1185,1157,2160,2283,1414,1048,690,1383,1840,841,669,428,1354,739,258,
2020-10-18,16628,2338,8183,2436,5970,8444,5219,16384,11827,838,500,16626,6217,760,711,4596,713,4760,5815,1144,2339,5357,3269,3897,3406,1255,874,2452,877,1060,1542,1193,1166,2164,2298,1423,1056,693,1392,1847,852,670,428,1372,740,259,
2020-10-19,16663,2345,8261,2438,5980,8469,5241,16469,11879,840,500,16652,6251,763,713,4604,713,4776,5829,1144,2368,5385,3273,3933,3412,1261,875,2454,878,1063,1550,1197,1168,2178,2311,1427,1064,697,1397,1847,852,670,428,1387,741,263,
2020-10-20,16707,2362,8290,2450,6002,8514,5275,16560,11983,844,502,16729,6305,764,716,4625,713,4816,5864,1145,2385,5410,3281,3974,3423,1269,883,2468,883,1065,1555,1208,1172,2210,2320,1435,1074,698,1404,1854,856,673,428,1393,742,264,
2020-10-21,16770,2376,8342,2461,6015,8571,5329,16659,12047,846,504,16796,6357,765,718,4655,713,4830,5906,1148,2391,5427,3289,4022,3432,1275,886,2470,885,1073,1564,1212,1184,2238,2340,1442,1079,708,1411,1844,861,678,428,1398,748,264,
2020-10-22,16859,2385,8487,2472,6042,8610,5382,16799,12136,848,504,16851,6415,768,723,4685,712,4864,5946,1153,2402,5461,3296,4091,3450,1273,894,2479,895,1093,1565,1215,1190,2257,2364,1450,1088,713,1415,1854,858,682,427,1418,749,265,
2020-10-23,16912,2413,8602,2486,6059,8688,5438,16938,12177,856,506,16924,6459,778,733,4705,714,4890,5996,1154,2417,5474,3303,4146,3487,1276,897,2489,898,1101,1588,1224,1198,2272,2381,1455,1095,721,1417,1860,859,685,425,1433,755,265,
2020-10-24,16982,2423,8648,2506,6072,8722,5486,17009,12217,857,509,16990,6504,778,739,4729,714,4907,6023,1155,2430,5487,3314,4214,3494,1281,902,2497,906,1108,1591,1231,1203,2287,2401,1466,1104,724,1424,1875,860,686,425,1438,756,267,
2020-10-25,17045,2432,8795,2524,6103,8796,5566,17206,12302,863,514,17064,6569,781,747,4756,715,4934,6052,1157,2449,5529,3326,4291,3510,1288,905,2516,915,1122,1608,1236,1215,2300,2428,1474,1115,738,1438,1886,865,692,426,1459,758,268,
2020-10-26,17075,2442,8868,2537,6123,8844,5622,17349,12318,864,515,17107,6612,782,754,4770,717,4947,6078,1158,2468,5552,3333,4352,3523,1294,909,2525,916,1127,1612,1245,1221,2305,2439,1476,1140,740,1440,1895,869,693,425,1489,760,271,
2020-10-27,17134,2459,8922,2559,6138,8909,5678,17482,12406,867,515,17182,6671,786,760,4787,723,4989,6113,1166,2485,5582,3346,4406,3548,1299,918,2534,919,1133,1631,1253,1239,2331,2444,1482,1151,746,1445,1912,872,697,425,1501,763,271,
2020-10-28,17181,2467,9014,2580,6148,8949,5760,17606,12463,870,516,17241,6715,786,768,4818,723,5016,6128,1177,2503,5631,3358,4448,3556,1305,920,2543,923,1136,1636,1259,1241,2346,2448,1484,1158,752,1461,1917,873,696,425,1507,765,274,
2020-10-29,17259,2484,9103,2599,6163,9017,5840,17739,12510,868,515,17333,6777,791,779,4848,727,5051,6170,1177,2517,5639,3363,4509,3575,1310,924,2563,929,1142,1641,1270,1245,2358,2484,1491,1163,759,1454,1937,875,695,425,1531,765,277,
2020-10-30,17313,2514,9189,2610,6174,9096,5901,17894,12552,869,516,17455,6819,789,789,4860,729,5075,6182,1182,2524,5658,3367,4568,3593,1312,929,2584,932,1143,1658,1278,1250,2373,2502,1495,1164,770,1456,1952,877,695,425,1536,767,278,
2020-10-31,17384,2521,9290,2622,6188,9163,5954,18021,12591,871,515,17531,6896,794,801,4887,731,5111,6204,1184,2533,5683,3383,4626,3606,1324,932,2593,936,1148,1682,1279,1253,2388,2519,1503,1165,776,1458,1960,884,697,424,1549,770,282,
2020-11-01,17480,2535,9414,2658,6214,9265,6051,18207,12640,875,515,17654,7000,795,805,4918,735,5140,6232,1195,2556,5720,3397,4670,3619,1336,939,2604,943,1159,1703,1292,1265,2403,2547,1513,1170,796,1467,1973,887,699,424,1558,772,283,
2020-11-02,17529,2562,9462,2679,6240,9324,6083,18345,12676,880,515,17716,7046,795,806,4929,736,5160,6268,1195,2569,5747,3404,4724,3630,1346,944,2616,948,1165,1718,1299,1277,2413,2563,1516,1184,806,1473,1977,887,699,424,1582,776,284,
2020-11-03,17596,2588,9523,2693,6261,9388,6150,18437,12743,886,515,17788,7153,796,808,4946,743,5210,6292,1207,2584,5771,3419,4757,3644,1361,953,2627,949,1173,1723,1313,1285,2436,2577,1532,1187,807,1481,1982,894,699,426,1589,776,284,
2020-11-04,17655,2597,9568,2717,6287,9468,6189,18601,12786,890,516,17864,7201,799,812,4967,745,5243,6327,1225,2588,5780,3427,4796,3652,1367,960,2633,958,1172,1732,1324,1303,2445,2587,1535,1188,811,1485,1994,892,700,428,1593,778,285,
2020-11-05,17712,2604,9590,2726,6301,9522,6237,18664,12837,893,517,17951,7245,802,820,4992,748,5281,6357,1226,2594,5797,3434,4820,3665,1373,972,2643,960,1175,1748,1327,1306,2468,2589,1540,1192,815,1494,2013,893,701,428,1599,780,288,
2020-11-06,17775,2613,9742,2744,6330,9592,6332,18823,12891,895,518,18024,7310,811,826,5009,748,5330,6385,1240,2630,5817,3440,4881,3680,1381,983,2654,960,1189,1746,1332,1310,2481,2617,1554,1202,824,1499,2028,893,698,437,1621,788,289,
