,Tulsa,Oklahoma,Jackson,Cleveland,Kay,Payne,Canadian,Pawnee,Custer,Grady,Logan,McClain,Washington,Garvin,Muskogee,Noble,Pontotoc,Mayes,Wagoner,Adair,Bryan,Carter,Creek,Delaware,Osage,Pottawatomie,Stephens,Comanche,Craig,Lincoln,Okmulgee,Ottawa,Sequoyah,Caddo,Cherokee,Choctaw,Latimer,Pittsburg,Le Flore,Nowata,Garfield,Rogers,Seminole,Texas,Beckham,Cotton,Love,Greer,Unknown,Atoka,Kingfisher,Kiowa,Woodward,Grant,Major,McCurtain,Tillman,Jefferson,Beaver,Dewey,Marshall,Murray,Okfuskee,Alfalfa,Johnston,Haskell,McIntosh,Woods,Harper,Cimarron,Pushmataha,Blaine,Washita,Coal,Hughes,Ellis,Harmon,Roger Mills
2020-09-22,16207,16961,709,5658,531,2080,2044,245,560,936,422,799,954,347,1723,143,361,562,1422,590,864,520,1083,697,796,1234,389,1509,492,398,791,805,815,714,1025,305,130,895,1031,134,1526,1729,414,1436,326,66,169,105,58,281,328,68,970,40,80,1238,82,42,49,60,173,119,133,61,150,266,298,99,26,23,149,115,64,71,288,11,43,35
2020-09-23,16363,17135,729,5782,544,2101,2087,247,583,972,433,809,967,349,1731,142,370,565,1430,599,890,528,1095,705,804,1256,393,1531,494,408,795,819,826,727,1042,304,133,901,1046,135,1552,1757,423,1455,349,67,169,106,54,289,330,71,1001,41,78,1247,87,42,50,63,178,127,133,62,153,270,298,99,27,24,149,117,68,71,289,10,43,42
2020-09-24,16487,17319,739,5847,557,2149,2122,250,610,1008,441,830,976,359,1757,149,375,590,1441,603,911,539,1109,716,811,1296,412,1549,498,420,816,832,835,737,1042,307,133,903,1063,137,1588,1779,435,1477,363,68,170,108,51,291,335,71,1006,46,85,1256,88,42,51,63,178,132,134,62,156,275,302,103,29,24,151,120,72,70,291,10,43,44
2020-09-25,16683,17556,747,5908,570,2181,2178,252,655,1034,456,846,983,364,1792,151,400,601,1455,609,925,546,1121,736,836,1313,416,1563,500,435,823,843,857,748,1060,317,136,920,1093,142,1604,1816,443,1491,375,68,172,108,62,292,339,75,1028,46,88,1269,90,41,53,66,180,136,136,63,164,278,310,106,29,24,154,125,76,70,293,10,43,46
2020-09-26,16793,17711,759,5967,585,2215,2210,253,666,1059,467,854,989,367,1822,151,404,628,1467,614,940,549,1138,741,903,1331,432,1578,501,441,833,858,873,758,1070,316,136,958,1102,143,1634,1852,448,1507,404,68,174,108,50,293,345,75,1031,46,90,1273,93,42,54,66,180,137,138,64,165,278,319,108,29,24,163,126,78,70,296,11,43,46
2020-09-27,16887,17869,765,6007,594,2231,2267,252,671,1076,483,861,992,369,1823,152,417,636,1476,621,960,551,1145,749,906,1350,433,1599,503,446,832,866,884,759,1078,319,137,960,1118,150,1654,1867,450,1519,505,68,178,108,51,302,348,76,1036,47,90,1279,99,42,55,67,180,138,140,65,167,278,323,109,29,25,164,126,83,70,296,11,43,51
2020-09-28,17004,18018,775,6063,596,2254,2325,255,685,1083,492,874,993,372,1832,152,427,641,1481,622,965,553,1157,756,985,1364,444,1610,507,452,835,871,898,779,1085,322,137,963,1136,151,1680,1875,453,1520,538,68,179,108,51,303,352,76,1059,48,91,1285,99,42,57,67,181,139,140,72,173,279,324,113,29,25,164,131,86,70,296,11,44,52
2020-09-29,17207,18175,785,6124,616,2275,2360,258,704,1107,504,884,1000,373,1846,152,434,653,1498,634,978,555,1175,775,1000,1371,450,1640,511,460,849,875,907,791,1099,324,138,969,1163,151,1701,1905,460,1540,556,68,186,108,23,310,357,77,1091,50,96,1289,99,43,60,68,183,144,143,72,180,281,328,113,29,25,164,134,87,70,297,11,44,57
2020-09-30,17324,18344,793,6195,637,2309,2379,257,718,1130,513,904,1005,381,1854,158,442,671,1508,639,1003,564,1185,789,1006,1404,455,1648,510,476,852,885,926,805,1105,329,139,972,1175,151,1739,1918,472,1563,567,69,197,109,29,312,367,78,1101,50,96,1309,107,43,60,68,187,148,143,72,189,285,331,115,29,26,165,137,93,71,298,11,46,59
2020-10-01,17482,18580,799,6266,656,2346,2415,259,734,1151,538,918,1016,391,1885,162,459,683,1519,649,1015,570,1199,804,1015,1434,458,1697,511,486,864,897,940,821,1125,336,142,978,1199,153,1767,1948,485,1576,575,69,200,109,11,312,373,79,1108,53,96,1321,108,44,61,69,190,155,147,75,193,289,344,113,30,27,170,138,93,71,300,13,46,59
2020-10-02,17632,18709,822,6349,670,2386,2461,260,748,1172,552,924,1018,401,1920,162,471,699,1531,650,1032,583,1216,824,1118,1458,468,1715,516,524,876,910,944,840,1148,340,143,986,1219,152,1798,1969,489,1587,591,69,210,109,16,313,385,85,1107,53,96,1330,108,46,62,70,193,161,151,74,211,298,349,114,31,27,174,140,97,72,300,13,50,62
