,Clark,Washoe,Carson City,Elko,Unknown,Nye,Douglas,Lyon,Humboldt,White Pine,Churchill,Mineral,Lander,Lincoln,Storey,Pershing,Eureka,Esmeralda
2021-03-03,227455,43004,5917,4558,,2795,2530,2760,1067,549,1916,296,442,347,80,939,50,37
2021-03-04,227771,43052,5929,4588,,2795,2536,2766,1067,549,1919,296,443,347,80,941,50,37
2021-03-05,228083,43095,5940,4590,,2798,2545,2775,1067,549,1921,296,443,348,80,941,50,37
2021-03-06,228492,43144,5940,4590,,2801,2545,2775,1067,549,1924,303,443,348,80,942,50,37
2021-03-07,228665,43180,5944,4590,,2803,2553,2784,1067,549,1927,303,443,348,81,943,50,37
2021-03-08,228806,43227,5944,4590,,2803,2553,2784,1067,549,1929,303,443,348,81,943,50,37
2021-03-09,229156,43265,5954,4590,,2803,2558,2790,1071,549,1931,303,443,348,81,943,50,37
2021-03-10,229415,43312,5961,4590,,2816,2561,2791,1071,549,1932,303,443,348,81,943,50,37
2021-03-11,229956,43335,5964,4613,,2818,2566,2801,1071,549,1933,303,443,348,83,943,50,37
2021-03-12,230758,43394,5972,4613,,2824,2577,2807,1071,549,1934,303,443,348,83,943,50,37
2021-03-13,231116,43455,5975,4613,,2829,2580,2812,1071,550,1934,303,443,348,83,943,50,37
2021-03-14,231277,43470,5975,4613,,2829,2580,2812,1071,550,1934,303,443,348,83,943,50,37
2021-03-15,231416,43503,5980,4613,,2830,2589,2821,1071,550,1937,303,443,348,83,943,50,37
2021-03-16,231710,43550,5985,4613,,2831,2592,2824,1071,550,1938,303,443,351,84,943,50,37
2021-03-17,231946,43584,5987,4629,,2834,2593,2824,1073,550,1943,303,443,354,84,943,50,37
2021-03-18,232174,43584,5994,4629,,2839,2606,2825,1073,550,1944,305,443,354,84,943,50,37
2021-03-19,232382,43604,6003,4629,,2840,2613,2832,1073,558,1945,305,444,354,84,943,50,37
2021-03-20,232595,43629,6010,4629,,2843,2619,2836,1078,558,1948,305,444,354,84,943,50,37
2021-03-21,232730,43717,6010,4629,,2843,2619,2836,1078,558,1950,305,444,354,84,943,50,37
2021-03-22,232808,43781,6019,4629,,2848,2622,2848,1078,558,1951,305,444,354,85,943,50,37
2021-03-23,232916,43781,6026,4649,,2848,2623,2855,1078,558,1952,305,444,354,86,943,50,38
2021-03-24,233110,43806,6035,4649,,2852,2629,2858,1078,558,1953,305,444,354,87,943,50,38
2021-03-25,233305,43883,6134,4656,,2852,2653,2902,1078,558,1953,305,444,354,88,943,50,38
2021-03-26,233671,43942,6136,4667,,2852,2657,2905,1078,558,1954,305,444,354,88,943,50,38
2021-03-27,233889,44007,6141,4667,,2853,2661,2906,1081,558,1954,305,444,354,88,943,50,38
2021-03-28,234031,44007,6141,4667,,2853,2661,2906,1081,558,1954,305,444,354,88,943,50,38
2021-03-29,234131,44072,6162,4667,,2853,2673,2918,1081,558,1954,305,444,354,89,943,50,38
2021-03-30,234300,44093,6168,4678,,2853,2675,2925,1081,563,1961,305,444,354,89,943,50,38
2021-03-31,234549,44106,6174,4681,,2854,2678,2929,1081,563,1961,305,444,354,89,943,50,38
2021-04-01,234803,44148,6187,4681,,2858,2680,2933,1092,563,1962,305,444,354,90,943,50,38
2021-04-02,235081,44183,6192,4681,,2858,2683,2940,1092,563,1973,305,444,354,90,943,50,38
2021-04-03,235444,44249,6202,4681,,2859,2687,2949,1092,563,1974,305,444,354,90,943,50,38
2021-04-04,235590,44354,6202,4681,,2859,2687,2949,1099,563,1976,305,444,354,90,943,50,38
2021-04-05,235695,44394,6217,4681,,2860,2693,2958,1099,563,1977,305,444,354,90,943,50,38
2021-04-06,235900,44464,6227,4681,,2860,2699,2961,1099,563,1977,305,444,354,90,943,50,38
2021-04-07,236130,44475,6235,4681,,2865,2705,2963,1110,563,1978,305,444,354,90,943,50,38
2021-04-08,236483,44475,6237,4693,,2866,2709,2968,1110,563,1981,305,444,360,90,943,50,38
2021-04-09,237037,44500,6247,4707,,2867,2721,2981,1110,563,1984,305,444,361,91,946,50,38
2021-04-10,237737,44528,6255,4710,,2867,2724,2983,1117,563,1985,305,444,361,91,946,50,38
2021-04-11,238008,44558,6255,4716,,2867,2724,2983,1117,563,1998,305,444,361,91,946,50,38
2021-04-12,238245,44593,6283,4716,,2870,2731,2994,1117,567,1991,305,444,361,92,946,50,38
2021-04-13,238555,44667,6295,4716,,2872,2733,3003,1117,567,1994,305,444,361,92,946,50,38
2021-04-14,238853,44726,6304,4716,,2874,2743,3013,1122,567,1996,305,444,361,92,946,50,38
2021-04-15,239293,44798,6314,4728,,2877,2744,3017,1122,567,2001,305,444,361,92,948,50,38
2021-04-16,239748,44840,6325,4731,,2879,2745,3029,1122,567,2005,305,450,361,92,948,50,38
2021-04-17,239748,44840,6325,4731,,2879,2745,3029,1122,567,2005,305,450,361,92,948,50,38
2021-04-18,239748,44840,6325,4731,,2879,2745,3029,1122,567,2005,305,450,361,92,948,50,38
2021-04-19,240307,44945,6334,4731,,2883,2747,3033,1135,567,2005,305,450,361,92,950,50,38
2021-04-20,240574,44971,6354,4747,,2886,2758,3063,1135,567,2010,307,450,361,93,950,50,38
2021-04-21,240909,45026,6363,4760,,2888,2770,3069,1135,567,2011,307,450,361,93,953,50,38
2021-04-22,241353,45060,6371,4768,,2890,2774,3077,1147,567,2016,307,450,361,96,953,50,38
2021-04-23,241814,45106,6382,4782,,2891,2778,3089,1147,567,2027,308,450,361,97,953,50,38
2021-04-24,241814,45106,6382,4782,,2891,2778,3089,1147,567,2027,308,450,361,97,953,50,38
2021-04-25,241814,45106,6382,4782,,2891,2778,3089,1147,567,2027,308,450,361,97,953,50,38
2021-04-26,242524,45216,6382,4783,,2909,2778,3089,1147,567,2027,308,450,361,97,954,50,38
2021-04-27,242819,45231,6406,4793,,2912,2794,3111,1162,567,2028,308,450,361,100,954,51,38
2021-04-28,243155,45251,6415,4800,,2914,2797,3118,1168,567,2028,308,450,361,100,954,51,38
2021-04-29,243550,45286,6417,4809,,2914,2801,3125,1168,567,2029,308,450,361,100,954,51,38
2021-04-30,243942,45339,6425,4816,,2918,2807,3134,1168,594,2031,308,450,361,102,954,51,38
2021-05-01,243942,45339,6425,4816,,2918,2807,3134,1168,594,2031,308,450,361,102,954,51,38
2021-05-02,243942,45339,6425,4816,,2918,2807,3134,1168,594,2031,308,450,361,102,954,51,38
2021-05-03,244647,45405,6434,4819,,2918,2810,3142,1173,594,2033,308,450,361,102,954,51,38
2021-05-04,245034,45420,6445,4823,,2925,2815,3159,1173,610,2041,308,451,361,105,954,53,38
2021-05-05,245358,45443,6448,4836,,2927,2822,3160,1173,610,2041,308,451,361,105,954,53,38
2021-05-06,245693,45479,6453,4844,,2927,2824,3166,1173,610,2042,308,451,361,106,954,53,38
2021-05-07,246106,45529,6459,4850,,2929,2831,3176,1173,611,2044,308,451,361,107,954,53,38
2021-05-08,246106,45529,6459,4850,,2929,2831,3176,1173,611,2044,308,451,361,107,954,53,38
2021-05-09,246106,45529,6459,4850,,2929,2831,3176,1173,611,2044,308,451,361,107,954,53,38
2021-05-10,246811,45594,6470,4853,,2932,2836,3179,1173,611,2047,308,451,361,109,954,53,38
2021-05-11,247186,45624,6482,4865,,2935,2849,3191,1178,612,2053,308,451,361,109,954,54,38
2021-05-12,247606,45658,6483,4866,,2935,2856,3191,1178,612,2053,309,451,361,109,954,54,38
2021-05-13,248006,45675,6486,4871,,2936,2861,3193,1178,612,2055,309,451,361,110,954,54,38
2021-05-14,248336,45712,6492,4875,,2936,2869,3193,1178,612,2055,309,455,361,110,954,54,38
2021-05-15,248336,45712,6492,4875,,2936,2869,3193,1178,612,2055,309,455,361,110,954,54,38
2021-05-16,248336,45712,6492,4875,,2936,2869,3193,1178,612,2055,309,455,361,110,954,54,38
2021-05-17,248793,45768,6496,4885,,2936,2875,3199,1178,612,2055,309,457,362,110,954,54,38
2021-05-18,249011,45775,6502,4892,,2939,2889,3212,1178,616,2059,309,467,362,110,954,55,38
2021-05-19,249295,45793,6503,4915,,2939,2892,3213,1187,625,2059,309,467,362,110,954,55,38
2021-05-20,249573,45783,6508,4932,,2939,2896,3217,1187,625,2061,309,467,362,110,956,55,38
2021-05-21,249831,45806,6511,4950,,2964,2901,3219,1187,625,2061,309,467,362,110,956,55,38
2021-05-22,249831,45806,6511,4950,,2964,2901,3219,1187,625,2061,309,467,362,110,956,55,38
2021-05-23,249831,45806,6511,4950,,2964,2901,3219,1187,625,2061,309,467,362,110,956,55,38
2021-05-24,250169,45835,6517,4961,,2966,2907,3222,1193,625,2062,309,467,362,110,959,55,38
2021-05-25,250386,45830,6523,4980,,2972,2915,3230,1193,625,2068,309,467,362,110,959,55,38
2021-05-26,250573,45841,6524,4999,,2973,2915,3232,1193,625,2071,309,467,362,110,962,55,38
2021-05-27,250785,45841,6527,5006,,2975,2915,3235,1193,625,2073,309,467,362,110,965,55,38
2021-05-28,251012,45855,6539,5015,,2975,2918,3235,1193,625,2074,309,468,362,110,965,55,38
2021-05-29,251012,45855,6539,5015,,2975,2918,3235,1193,625,2074,309,468,362,110,965,55,38
2021-05-30,251012,45855,6539,5015,,2975,2918,3235,1193,625,2074,309,468,362,110,965,55,38
2021-05-31,251012,45855,6539,5015,,2975,2918,3235,1193,625,2074,309,468,362,110,965,55,38
2021-06-01,251460,45894,6542,5015,,2976,2926,3238,1199,625,2075,309,468,362,111,969,55,38
2021-06-02,251809,45902,6549,5036,,2983,2939,3250,1199,625,2076,309,469,362,111,969,55,38
2021-06-03,252137,45906,6551,5042,,2983,2946,3253,1199,625,2076,309,469,362,111,969,55,38
2021-06-04,252450,45930,6557,5053,,2984,2948,3255,1199,625,2076,309,470,362,112,969,55,38
2021-06-05,252450,45930,6557,5053,,2984,2948,3255,1199,625,2076,309,470,362,112,969,55,38
2021-06-06,252450,45930,6557,5053,,2984,2948,3255,1199,625,2076,309,470,362,112,969,55,38
2021-06-07,253006,45989,6560,5057,,2986,2948,3255,1202,625,2076,309,470,362,112,969,55,38
2021-06-08,253297,45993,6567,5062,,2990,2966,3263,1202,625,2086,309,470,362,112,969,55,38
2021-06-09,253506,45985,6570,5065,,2990,2973,3265,1202,625,2087,309,470,362,112,969,55,38
2021-06-10,253754,46002,6573,5072,,2990,2975,3268,1202,625,2088,309,470,376,112,969,55,38
2021-06-11,253969,46024,6581,5077,,2990,2976,3273,1202,625,2093,309,470,376,113,969,55,38
2021-06-12,253969,46024,6581,5077,,2990,2976,3273,1202,625,2093,309,470,376,113,969,55,38
2021-06-13,253969,46024,6581,5077,,2990,2976,3273,1202,625,2093,309,470,376,113,969,55,38
2021-06-14,254376,46033,6583,5083,,2992,2976,3277,1209,625,2095,309,470,376,113,969,55,38
2021-06-15,254583,46043,6586,5092,,2993,2978,3291,1209,625,2100,309,470,376,114,969,55,38
2021-06-16,254912,46062,6587,5098,,2996,2982,3292,1209,625,2100,309,470,376,114,969,55,38
2021-06-17,255153,46090,6589,5107,,2999,2987,3297,1209,625,2101,309,471,376,114,970,55,38
2021-06-18,255515,46090,6589,5112,,3001,2993,3301,1209,625,2106,309,471,376,115,970,55,38
2021-06-19,255515,46090,6589,5112,,3001,2993,3301,1209,625,2106,309,471,376,115,970,55,38
2021-06-20,255515,46090,6589,5112,,3001,2993,3301,1209,625,2106,309,471,376,115,970,55,38
2021-06-21,256067,46166,6595,5117,,3002,2993,3301,1209,625,2106,309,471,376,115,970,55,38
2021-06-22,256415,46167,6605,5123,,3005,3001,3312,1215,625,2112,309,472,376,115,970,55,38
2021-06-23,256826,46181,6606,5132,,3005,3003,3318,1215,625,2115,309,472,376,115,971,55,38
2021-06-24,257221,46212,6609,5144,,3005,3003,3322,1215,625,2118,309,472,376,115,971,55,38
2021-06-25,257961,46249,6614,5149,,3009,3007,3331,1215,625,2118,309,472,376,115,971,55,38
2021-06-26,257961,46249,6614,5149,,3009,3007,3331,1215,625,2118,309,472,376,115,971,55,38
2021-06-27,257961,46249,6614,5149,,3009,3007,3331,1215,625,2118,309,472,376,115,971,55,38
2021-06-28,258822,46285,6617,5149,,3009,3009,3339,1219,625,2118,309,472,376,116,971,55,38
2021-06-29,259356,46295,6624,5171,,3014,3013,3355,1219,636,2126,309,479,376,117,971,55,38
2021-06-30,259885,46310,6626,5174,,3014,3018,3357,1219,636,2127,309,480,376,117,971,55,38
2021-07-01,260389,46329,6626,5181,,3018,3018,3362,1219,636,2129,309,481,376,118,971,55,38
2021-07-02,260838,46361,6627,5189,,3022,3019,3367,1219,636,2134,309,482,376,120,971,55,38
2021-07-03,260838,46361,6627,5189,,3022,3019,3367,1219,636,2134,309,482,376,120,971,55,38
2021-07-04,260838,46361,6627,5189,,3022,3019,3367,1219,636,2134,309,482,376,120,971,55,38
2021-07-05,260838,46361,6627,5189,,3022,3019,3367,1219,636,2134,309,482,376,120,971,55,38
2021-07-06,262134,46385,6629,5204,,3026,3021,3370,1219,636,2134,309,482,376,120,971,55,38
2021-07-07,262481,46424,6639,5210,,3048,3026,3382,1227,636,2138,309,482,376,120,971,55,38
2021-07-08,263144,46440,6640,5218,,3049,3028,3385,1227,637,2139,309,482,376,120,971,56,38
2021-07-09,263915,46463,6642,5224,,3053,3028,3386,1229,637,2140,309,482,377,121,971,57,38
2021-07-10,263915,46463,6642,5224,,3053,3028,3386,1229,637,2140,309,482,377,121,971,57,38
2021-07-11,263915,46463,6642,5224,,3053,3028,3386,1229,637,2140,309,482,377,121,971,57,38
2021-07-12,265462,46567,6643,5227,,3057,3030,3390,1229,641,2144,309,482,377,121,971,57,38
2021-07-13,266224,46586,6648,5239,,3070,3032,3409,1230,641,2155,316,483,378,121,971,58,39
2021-07-14,266846,46632,6649,5243,,3070,3037,3418,1234,641,2154,316,483,379,121,971,58,40
2021-07-15,267734,46651,6652,5247,,3083,3039,3420,1237,641,2156,316,483,379,121,972,59,40
2021-07-16,268514,46699,6657,5260,,3089,3040,3424,1240,641,2162,316,483,379,121,972,59,40
2021-07-17,268514,46699,6657,5260,,3089,3040,3424,1240,641,2162,316,483,379,121,972,59,40
2021-07-18,268514,46699,6657,5260,,3089,3040,3424,1240,641,2162,316,483,379,121,972,59,40
2021-07-19,270421,46816,6661,5270,,3095,3043,3427,1240,653,2164,319,483,379,121,972,59,40
2021-07-20,271310,46840,6680,5280,,3114,3057,3443,1240,653,2169,321,483,385,121,972,59,40
2021-07-21,272152,46897,6683,5290,,3119,3060,3448,1240,654,2169,321,483,390,121,972,59,40
2021-07-22,272979,46948,6689,5304,,3141,3066,3455,1241,654,2172,325,483,390,121,972,60,40
2021-07-23,273860,47011,6698,5316,,3155,3078,3463,1241,654,2174,325,484,390,121,972,60,41
2021-07-24,273860,47011,6698,5316,,3155,3078,3463,1241,654,2174,325,484,390,121,972,60,41
2021-07-25,273860,47011,6698,5316,,3155,3078,3463,1241,654,2174,325,484,390,121,972,60,41
2021-07-26,275983,47228,6709,5332,,3174,3083,3466,1241,654,2177,328,484,390,121,972,60,41
2021-07-27,276934,47296,6716,5341,,3205,3098,3488,1245,661,2184,328,484,390,124,972,60,41
2021-07-28,277982,47369,6729,5355,,3210,3108,3498,1247,661,2188,328,484,390,124,972,60,41
2021-07-29,279142,47495,6740,5364,,3218,3114,3515,1247,661,2190,331,484,392,124,972,61,41
2021-07-30,280201,47669,6749,5377,,3224,3132,3537,1248,663,2193,331,485,392,125,973,61,41
2021-07-31,280201,47669,6749,5377,,3224,3132,3537,1248,663,2193,331,485,392,125,973,61,41
2021-08-01,280201,47669,6749,5377,,3224,3132,3537,1248,663,2193,331,485,392,125,973,61,41
2021-08-02,282357,47965,6761,5388,,3224,3144,3560,1248,663,2213,331,485,392,125,974,61,41
2021-08-03,283321,48056,6794,5408,,3228,3169,3620,1256,663,2215,338,485,393,125,974,61,41
2021-08-04,284046,48240,6800,5417,,3246,3169,3660,1260,663,2219,341,485,393,125,974,61,41
2021-08-05,284982,48344,6818,5432,,3254,3177,3679,1267,663,2223,345,485,405,125,974,61,41
2021-08-06,285938,48572,6838,5440,,3270,3190,3722,1270,663,2234,345,485,405,125,975,61,41
2021-08-07,285938,48572,6838,5440,,3270,3190,3722,1270,663,2234,345,485,405,125,975,61,41
2021-08-08,285938,48572,6838,5440,,3270,3190,3722,1270,663,2234,345,485,405,125,975,61,41
2021-08-09,288381,48940,6864,5451,,3312,3231,3758,1273,676,2251,345,485,410,129,976,61,41
