,Dane,Pierce,Fond du Lac,Waukesha,Milwaukee,Racine,Sheboygan,Winnebago,Outagamie,Wood,Kenosha,Brown,La Crosse,Washington,Bayfield,Calumet,Columbia,Eau Claire,Ozaukee,Sauk,Walworth,Chippewa,Douglas,Dunn,Green,Jefferson,Marathon,Rock,St. Croix,Dodge,Grant,Iowa,Juneau,Monroe,Clark,Portage,Vilas,Iron,Marinette,Richland,Waupaca,Oneida,Door,Jackson,Marquette,Ashland,Buffalo,Oconto,Crawford,Menominee,Adams,Trempealeau,Barron,Rusk,Manitowoc,Shawano,Florence,Kewaunee,Waushara,Lafayette,Sawyer,Polk,Price,Green Lake,Washburn,Vernon,Lincoln,Forest,Burnett,Pepin,Langlade,Taylor,Unknown
2020-07-04,2303,73,318,1353,12083,2196,224,701,524,79,1574,2997,510,422,3,117,94,279,253,119,677,99,39,42,94,274,201,1003,202,478,172,36,43,79,86,181,10,8,65,15,128,20,44,27,23,3,8,63,41,7,27,129,36,11,108,83,4,62,34,76,12,59,2,37,4,38,14,39,4,1,11,16,3046
2020-07-05,2386,75,320,1389,12233,2217,229,711,540,84,1586,3018,515,430,3,118,101,284,260,123,689,102,41,43,96,285,210,1005,205,483,175,37,43,81,87,192,10,8,65,15,135,20,45,27,24,3,8,65,41,7,32,131,36,11,114,86,4,63,33,76,12,60,2,37,4,38,15,39,4,1,11,15,3057
2020-07-06,2475,76,329,1412,12436,2218,236,715,552,86,1601,3049,519,440,3,119,101,290,280,123,691,105,41,46,100,291,225,1046,218,484,177,37,43,88,87,196,11,8,68,15,139,20,45,27,24,3,8,67,41,7,33,137,36,11,116,86,4,64,33,76,12,60,2,40,4,38,15,39,4,1,11,15,3063
2020-07-07,2510,77,339,1429,12577,2253,245,723,577,86,1626,3072,524,449,4,125,104,300,282,123,701,118,46,47,100,292,226,1053,231,487,178,38,43,90,87,200,14,8,71,15,145,21,49,31,31,3,9,69,41,7,33,140,36,11,122,86,4,64,34,76,13,61,2,40,5,38,17,40,5,1,11,16,3103
2020-07-08,2597,80,347,1506,12834,2272,255,726,581,93,1628,3087,540,461,4,127,105,307,289,130,713,124,47,48,101,303,233,1070,238,488,180,38,44,103,88,204,14,8,73,15,152,22,50,31,35,3,10,69,44,9,35,158,37,11,128,87,4,67,36,76,14,63,2,41,5,39,18,41,5,2,11,17,3103
2020-07-09,2657,83,354,1547,13096,2294,265,747,597,99,1666,3123,556,470,4,133,110,314,302,137,723,127,48,50,103,315,240,1088,243,492,185,38,47,110,93,211,14,9,75,15,157,24,52,32,44,3,11,73,44,9,35,168,39,11,132,89,4,69,38,76,15,63,4,41,5,40,21,45,6,4,10,18,3196
2020-07-10,2785,92,364,1613,13430,2306,275,755,615,101,1703,3144,565,480,5,143,113,323,313,144,734,130,50,54,105,338,257,1114,257,501,188,41,50,120,98,224,15,9,82,16,161,24,53,34,44,5,11,75,45,9,37,172,41,11,139,91,4,69,41,76,15,66,6,41,5,41,20,47,5,5,10,19,3340
2020-07-11,2889,99,374,1630,13661,2326,283,760,633,103,1717,3197,582,482,6,151,116,332,313,147,752,132,56,54,106,352,268,1135,263,511,198,45,50,130,99,234,16,10,89,16,169,28,53,34,49,7,13,78,45,9,37,178,43,11,147,94,4,75,43,78,15,68,8,42,6,40,21,48,5,14,10,17,3289
2020-07-12,3005,100,396,1694,13928,2339,287,771,654,107,1734,3228,586,490,6,154,120,338,315,164,754,139,60,57,110,360,278,1153,280,515,204,45,51,134,101,250,17,16,95,17,175,28,54,35,49,8,14,85,45,9,41,180,46,11,152,95,4,77,44,81,15,69,8,43,6,40,22,48,5,15,11,17,3317
2020-07-13,3071,103,399,1772,14196,2349,293,777,665,109,1782,3229,591,498,7,159,123,340,343,169,791,140,61,57,110,361,293,1156,288,523,210,45,52,137,111,254,17,17,100,17,182,28,54,36,53,8,15,88,45,9,41,184,48,11,155,95,4,77,45,81,15,69,8,43,6,40,23,48,5,15,11,21,3325
2020-07-14,3151,110,403,1843,14478,2391,312,788,695,109,1809,3305,611,514,9,161,125,346,349,190,800,141,63,57,110,369,304,1187,294,528,218,47,54,139,118,258,17,17,121,17,188,32,58,36,53,8,16,98,45,10,43,187,51,11,162,101,5,83,47,83,15,75,8,43,6,42,22,48,5,16,11,23,3327
2020-07-15,3250,113,405,1921,14807,2418,326,804,719,112,1833,3348,618,523,11,165,129,351,358,191,815,145,64,59,110,384,312,1200,297,537,223,47,59,145,121,260,17,21,126,17,196,38,65,37,55,8,21,101,46,10,45,194,54,12,167,104,5,86,48,84,15,74,9,43,6,42,24,49,5,18,11,25,3351
2020-07-16,3301,119,410,1990,15179,2463,340,810,728,120,1879,3393,628,537,11,169,131,365,370,194,826,151,66,59,113,393,326,1219,310,541,231,47,66,148,128,263,17,24,133,17,202,39,66,36,55,8,21,104,46,9,46,213,59,13,177,106,5,86,49,84,15,75,9,44,6,42,25,49,5,19,11,26,3396
