,Johnson,Wyandotte,Butler,Franklin,Douglas,Ford,Leavenworth,Cherokee,Linn,Morris,Sedgwick,Reno,Riley,Jackson,Mitchell,Bourbon,Lyon,Doniphan,Pottawatomie,Woodson,Crawford,Neosho,Shawnee,Jefferson,Sumner,Clay,Coffey,Gove,Harvey,McPherson,Osage,Ottawa,Miami,Finney,Montgomery,Stafford,Stevens,Atchison,Saline,Barton,Chautauqua,Labette,Pratt,Cloud,Cowley,Marion,Osborne,Greenwood,Jewell,Geary,Republic,Wabaunsee,Morton,Barber,Rooks,Scott,Seward,Unknown,Ellis,Hamilton,Phillips,Kearny,Stanton,Dickinson,Smith,Chase,Sherman,Wilson,Sheridan,Haskell,Edwards,Clark,Gray,Kiowa,Rice,Grant,Meade,Nemaha,Cheyenne,Harper,Norton,Brown,Ellsworth,Anderson,Ness,Comanche,Hodgeman,Lane,Trego,Pawnee,Washington,Allen,Thomas,Logan,Marshall,Elk,Rush,Graham,Kingman,Lincoln,Russell,Decatur,Greeley,Wichita,Rawlins,Wallace
2020-09-20,10178,6739,861,306,1996,2627,1924,437,70,29,8270,981,1576,231,43,145,1012,91,212,17,948,135,2563,176,176,43,109,24,335,252,92,48,327,2026,355,53,121,307,632,427,16,226,64,64,327,86,6,47,15,388,42,66,13,5,50,116,1552,,796,44,92,81,49,104,5,81,26,58,12,83,44,50,105,19,66,236,107,81,24,120,28,91,26,60,62,10,18,12,46,312,16,42,124,8,19,4,43,32,69,12,68,19,7,5,10,16
2020-09-21,10462,6822,892,321,2084,2691,1979,457,72,31,8465,1024,1643,231,44,160,1027,95,226,19,975,135,2602,179,186,49,111,28,342,256,95,50,345,2026,365,54,128,307,662,441,16,228,67,64,348,86,6,47,16,394,45,67,13,5,57,120,1552,,885,44,103,82,55,121,5,81,27,59,14,96,44,50,105,20,70,236,107,90,53,120,29,98,32,69,71,10,19,13,46,344,16,42,128,9,19,4,50,32,78,12,82,19,8,6,13,17
2020-09-22,10462,6822,892,322,2118,2691,1979,457,72,31,8465,1024,1643,231,44,175,1031,95,226,19,975,166,2608,180,186,49,111,28,342,260,95,50,345,2058,365,54,128,307,662,441,16,228,67,64,348,86,6,47,16,394,46,67,13,5,57,121,1622,,885,44,110,82,55,130,5,81,28,59,14,96,44,50,105,20,70,254,121,90,53,120,29,98,32,69,71,10,19,13,46,344,16,57,131,9,19,4,50,36,78,12,82,22,8,6,13,17
2020-09-23,10697,6906,906,330,2135,2756,2023,469,74,31,8577,1065,1722,234,44,175,1036,96,235,20,1011,166,2671,184,186,49,113,28,347,260,99,52,357,2067,383,54,137,307,692,441,16,230,71,64,359,86,6,47,16,407,48,67,14,6,61,121,1622,,906,45,111,84,57,132,6,81,31,59,14,113,44,50,116,23,72,268,121,102,54,120,29,104,32,73,74,11,19,13,46,368,17,57,131,12,20,4,53,36,84,12,82,22,8,5,20,17
2020-09-24,10697,6906,906,330,2149,2756,2023,469,74,31,8577,1065,1722,234,44,175,1044,96,238,20,1011,166,2671,186,186,49,113,28,347,260,99,52,357,2103,383,54,137,307,692,441,16,230,71,64,359,86,6,48,16,407,48,67,14,6,61,121,1656,,906,45,111,84,57,132,6,81,31,59,14,113,44,50,116,23,72,268,121,102,54,120,29,104,32,73,74,11,19,13,46,368,17,57,131,12,20,4,53,36,84,12,82,22,8,5,20,17
2020-09-25,10997,6989,922,349,2174,2800,2080,489,75,35,8757,1094,1795,239,44,175,1051,100,249,20,1038,166,2710,186,198,50,118,29,352,265,107,53,375,2129,404,56,144,307,719,492,16,240,72,68,373,90,7,49,17,416,49,68,14,5,70,121,1669,,970,46,116,92,59,171,7,81,31,60,16,116,46,50,121,23,73,272,125,101,56,120,31,114,32,74,75,11,19,13,46,374,17,57,131,14,23,4,53,36,90,12,84,22,8,5,34,17
2020-09-26,10997,6989,922,349,2174,2800,2080,489,75,35,8757,1094,1795,239,44,175,1051,100,249,20,1038,166,2710,186,198,50,118,29,352,265,107,53,375,2129,404,56,144,307,719,492,16,240,72,68,373,90,7,49,17,416,49,68,14,5,70,121,1669,,970,46,116,92,59,171,7,81,31,60,16,116,46,50,121,23,73,272,125,101,56,120,31,114,32,74,75,11,19,13,46,374,17,57,131,14,23,4,53,36,90,12,84,22,8,5,34,17
2020-09-27,10997,6996,922,349,2174,2800,2080,489,75,35,8757,1094,1795,239,44,175,1051,100,249,20,1038,173,2710,186,201,50,118,29,352,265,107,53,375,2129,404,56,144,331,719,492,16,240,72,68,373,90,7,49,17,416,49,68,14,5,70,123,1669,,970,46,116,92,59,188,7,81,31,60,16,116,46,50,121,23,73,293,129,101,56,120,31,114,35,74,75,11,19,13,46,374,17,57,159,14,23,4,53,36,90,12,92,24,8,5,34,17
2020-09-28,11348,7095,958,377,2283,2859,2232,502,80,39,9008,1148,1815,245,44,175,1067,106,265,22,1070,173,2765,195,204,51,120,33,361,266,111,56,391,2157,426,58,153,331,783,492,19,240,76,71,389,92,9,49,17,424,49,71,15,6,95,126,1669,,1005,46,120,98,64,196,8,83,35,62,23,120,50,50,125,25,81,301,136,113,62,120,33,125,54,77,85,12,23,13,58,382,20,59,163,18,26,6,62,36,96,14,100,26,8,5,40,18
2020-09-29,11348,7095,958,377,2309,2859,2232,502,80,39,9008,1148,1815,245,44,194,1075,106,265,22,1070,179,2765,196,204,51,120,33,361,268,111,56,391,2160,426,58,153,331,783,507,19,240,76,71,389,92,9,49,17,424,49,71,15,6,95,129,1699,,1005,46,121,98,64,196,8,83,35,62,23,120,50,50,125,25,81,303,136,122,62,120,33,125,54,85,85,12,23,13,58,382,20,82,165,18,26,6,62,36,96,14,100,26,8,5,40,18
2020-09-30,11575,7163,985,393,2340,2902,2258,520,83,41,9102,1155,1857,247,46,194,1080,114,278,23,1098,179,2804,198,208,52,124,37,361,270,114,58,412,2169,435,59,161,331,783,507,19,246,77,71,401,102,11,49,17,427,49,72,17,9,99,129,1699,0,1038,46,122,100,67,208,8,83,42,64,28,126,51,52,127,28,84,305,136,128,68,120,35,137,58,85,92,12,24,14,58,385,22,82,165,29,30,6,66,36,100,14,100,26,9,5,44,19
2020-10-01,11575,7163,985,393,2391,2902,2258,520,83,41,9102,1155,1857,247,46,194,1088,114,278,23,1098,179,2804,201,208,52,124,37,361,270,114,58,412,2210,435,59,161,331,783,507,19,246,77,71,401,102,11,49,17,427,49,72,17,9,105,129,1731,0,1038,46,122,100,67,208,8,83,42,64,28,126,51,52,127,28,84,310,136,128,68,120,35,137,58,85,92,12,24,14,58,385,22,82,165,29,30,6,66,36,100,14,100,26,9,5,44,19
2020-10-02,11800,7271,1012,411,2411,2942,2293,535,87,43,9276,1200,1857,253,46,194,1092,118,288,24,1128,183,2864,202,213,53,129,39,371,273,115,59,418,2255,457,60,171,366,781,536,21,253,77,74,407,103,12,50,17,440,49,72,21,11,115,134,1731,0,1088,47,131,102,71,222,10,83,44,65,32,128,53,55,129,27,86,318,147,136,72,120,40,145,62,85,101,16,25,16,58,393,22,82,180,35,39,7,73,44,102,14,115,29,15,5,77,19
