,Orange,Los Angeles,Santa Clara,San Francisco,San Diego,Humboldt,Sacramento,Solano,Marin,Napa,Sonoma,Alameda,Placer,San Mateo,Contra Costa,Yolo,Fresno,Madera,Riverside,Santa Cruz,Shasta,San Joaquin,Ventura,Stanislaus,Tulare,San Benito,San Luis Obispo,San Bernardino,Santa Barbara,Nevada,Kern,Monterey,Mendocino,Amador,Imperial,Butte,El Dorado,Siskiyou,Yuba,Unknown,Calaveras,Merced,Mono,Inyo,Sutter,Colusa,Kings,Glenn,Tuolumne,Alpine,Plumas,Del Norte,Tehama,Lake,Mariposa,Trinity,Sierra,Lassen,Modoc
2021-05-12,270940,1236907,119010,36710,278371,4002,104719,32917,13987,9871,30012,87898,22665,41985,68741,13902,101792,16459,299455,16249,12148,73220,80978,62102,49654,6058,21308,296782,34337,4739,109139,43613,4078,3657,28413,12008,10154,2234,6262,,2129,31898,1284,1428,9426,2233,22989,2911,4131,88,710,1393,4985,3473,448,328,54,5701,495
2021-05-13,270983,1237120,119064,36723,278465,4046,104839,32958,13997,9871,30035,87961,22679,42038,68803,13910,101838,16462,299565,16264,12152,73267,81001,62142,50001,6062,21308,296839,34361,4739,109177,43632,4101,3657,28443,12026,10154,2245,6262,,2129,31914,1284,1428,9427,2233,22999,2918,4134,88,710,1395,4989,3476,448,328,54,5701,501
2021-05-14,271134,1237652,118952,36744,278655,4072,104957,32979,14004,9878,30035,88048,22679,42059,68871,13914,101862,16467,299793,16264,12152,73310,81033,62188,49830,6062,21308,296903,34365,4743,109186,43662,4101,3661,28468,12051,10168,2255,6268,,2129,31919,1284,1428,9433,2234,23008,2923,4139,88,710,1398,4997,3479,450,328,54,5706,501
2021-05-15,271194,1237899,119006,36774,278916,4072,104957,32979,14010,9884,30053,88048,22679,42041,68942,13922,101917,16474,299793,16264,12175,73310,81033,62249,49830,6064,21308,297165,34365,4745,109272,43662,4108,3664,28485,12076,10168,2255,6268,,2129,31919,1284,1428,9433,2234,23013,2923,4139,88,710,1398,5005,3483,450,329,54,5706,501
2021-05-16,271251,1238075,119060,36798,279054,4080,104957,32979,14012,9888,30057,88169,22688,42059,68976,13932,101957,16482,299793,16264,12175,73310,81033,62249,49830,6066,21308,297165,34365,4755,109298,43662,4108,3665,28504,12095,10168,2255,6268,,2129,31919,1284,1428,9436,2234,23017,2923,4139,88,710,1398,5012,3485,450,329,54,5706,501
2021-05-17,271296,1238225,119098,36811,279162,4135,105163,33016,14015,9892,30067,88178,22720,42063,69002,13938,101987,16483,299853,16275,12175,73339,81102,62310,49861,6067,21208,297261,34398,4755,109320,43663,4127,3666,28516,12140,10193,2270,6285,,2136,31937,1284,1428,9445,2236,23017,2924,4148,88,718,1398,5013,3489,450,329,54,5714,501
2021-05-18,271352,1238345,119116,36819,279209,4152,105233,33031,14021,9895,30071,88228,22745,42083,69035,13941,102013,16486,300039,16275,12208,73401,81117,62336,49908,6067,21232,297300,34404,4761,109351,43664,4137,3667,28533,12144,10193,2282,6285,,2136,31950,1284,1428,9447,2236,23016,2924,4151,88,718,1409,5016,3489,450,329,54,5716,501
2021-05-19,271421,1238563,119171,36821,279317,4166,105373,33091,14026,9906,30101,88327,22801,42099,69120,13951,102056,16491,300126,16275,12257,73440,81145,62390,49931,6065,21234,297349,34412,4765,109424,43674,4137,3668,28538,12164,10218,2288,6300,,2145,31959,1285,1428,9465,2241,23019,2930,4152,88,720,1410,5020,3495,450,330,54,5718,501
2021-05-20,271496,1238785,119176,36838,279408,4186,105539,33116,14033,9907,30104,88429,22841,42126,69197,13961,102085,16496,300189,16159,12289,73476,81184,62459,50131,6064,21246,297417,34419,4769,109506,43678,4147,3668,28550,12198,10218,2298,6300,,2145,32005,1285,1428,9465,2241,23020,2934,4152,88,720,1414,5026,3497,452,330,54,5720,506
2021-05-21,271537,1239031,119222,36863,279553,4198,105603,33127,14036,9914,30130,88504,22871,42152,69245,13973,102135,16499,300246,16159,12319,73544,81204,62511,50122,6067,21256,297479,34431,4775,109566,43662,4153,3670,28551,12220,10224,2301,6309,,2148,32028,1287,1429,9472,2246,23026,2934,4154,88,720,1419,5029,3500,452,330,54,5720,506
2021-05-22,271589,1239272,119247,36882,279617,4198,105603,33127,14042,9914,30150,88523,22871,42163,69288,13983,102189,16500,300246,16159,12319,73544,81204,62543,50122,6068,21256,297539,34431,4779,109630,43662,4153,3671,28572,12236,10224,2301,6309,,2148,32028,1287,1429,9472,2246,23035,2934,4154,88,720,1419,5030,3500,452,330,54,5721,506
2021-05-23,271646,1239446,119292,36909,279677,4198,105603,33127,14043,9919,30168,88566,22871,42218,69357,13997,102238,16503,300246,16159,12319,73544,81204,62543,50122,6071,21256,297566,34431,4787,109654,43662,4153,3671,28574,12265,10224,2301,6309,,2148,32028,1287,1429,9476,2246,23038,2934,4154,88,720,1419,5036,3502,452,329,54,5721,506
2021-05-24,271673,1239584,119333,36930,279753,4248,105844,33188,14048,9924,30169,88566,22918,42248,69392,14004,102270,16504,300321,16173,12360,73617,81257,62612,50131,6072,21263,297615,34446,4790,109676,43695,4153,3672,28574,12271,10247,2327,6323,,2151,32082,1288,1429,9480,2252,23038,2934,4159,88,720,1419,5041,3504,453,329,54,5721,506
2021-05-25,271725,1239758,119358,36937,279778,4253,105962,33207,14051,9925,30187,88686,22942,42249,69454,14012,102289,16513,300476,16177,12388,73717,81280,62647,50134,6072,21284,297688,34462,4790,109738,43698,4169,3674,28575,12279,10247,2337,6323,,2151,32093,1288,1429,9486,2252,23042,2934,4161,88,720,1425,5043,3506,454,329,54,5721,511
2021-05-26,271766,1239945,119393,36942,279849,4266,106042,33223,14053,9927,30230,88728,22956,42268,69496,14018,102329,16519,300550,16177,12388,73758,81295,62680,50122,6073,21291,297848,34470,4795,109830,43709,4194,3675,28586,12295,10266,2341,6340,,2159,32110,1291,1429,9499,2254,23047,2934,4163,89,723,1427,5048,3508,454,329,54,5726,511
2021-05-27,271851,1243985,119421,36957,279922,4279,106152,33266,14061,9933,30257,88794,22956,42331,69532,14025,102374,16520,300631,16177,12409,73794,81328,62698,49963,6074,21298,298082,34477,4803,109904,43723,4197,3678,28712,12332,10278,2348,6344,,2161,32125,1293,1429,9509,2259,23050,2932,4164,89,723,1428,5054,3508,454,329,54,5736,511
2021-05-28,271936,1244188,119452,36983,280023,4285,106264,33298,14061,9935,30269,88858,23004,42345,69574,14036,102413,16527,300701,16169,12409,73794,81344,62763,49934,6074,21315,298289,34488,4807,109999,43730,4197,3679,28728,12401,10280,2352,6351,,2166,32142,1293,1430,9513,2261,23059,2933,4168,89,723,1431,5064,3509,454,329,54,5736,511
2021-05-29,272059,1244380,119462,36990,280106,4285,106264,33298,14063,9942,30298,88914,23004,42364,69635,14050,102437,16530,300701,16169,12409,73794,81344,62788,49934,6074,21315,298289,34488,4813,110089,43739,4197,3679,28722,12407,10280,2352,6351,,2166,32142,1293,1430,9513,2261,23067,2933,4168,89,723,1431,5064,3515,454,329,54,5736,511
2021-05-30,272094,1244550,119498,37011,280214,4285,106264,33298,14071,9949,30333,88943,23009,42375,69663,14055,102470,16535,300701,16169,12409,73794,81344,62788,49934,6072,21315,298289,34488,4816,110111,43739,4197,3682,28729,12425,10280,2352,6351,,2166,32142,1293,1430,9516,2261,23072,2933,4168,89,723,1431,5070,3515,454,329,55,5736,511
2021-05-31,272094,1244722,119510,37019,280272,4291,106264,33298,14083,9949,30336,88950,23016,42386,69676,14059,102499,16538,300701,16169,12409,73794,81344,62788,49934,6072,21315,298289,34488,4818,110131,43739,4197,3684,28732,12427,10280,2352,6351,,2166,32142,1293,1430,9519,2261,23077,2933,4168,89,723,1431,5073,3517,454,329,55,5736,511
2021-06-01,272156,1244831,119515,37025,280317,4323,106472,33402,14080,9949,30336,88976,23042,42389,69693,14064,102507,16543,300732,16182,12445,73899,81382,62842,49934,6072,21327,298545,34498,4823,110147,43747,4197,3686,28732,12429,10280,2359,6351,,2171,32168,1293,1430,9523,2261,23076,2933,4170,89,723,1431,5076,3523,458,329,55,5736,514
2021-06-02,272210,1244924,119528,37034,280368,4325,106569,33435,14081,9950,30336,88991,23075,42386,69745,14067,102534,16549,300851,16182,12445,73968,81396,62878,49934,6073,21347,298545,34507,4825,110188,43753,4228,3686,28732,12427,10296,2363,6371,,2174,32178,1294,1431,9528,2265,23076,2939,4171,89,724,1434,5079,3523,461,329,55,5745,514
2021-06-03,272242,1245127,119553,37053,280410,4339,106634,33474,14091,9954,30393,89046,23118,42389,69791,14074,102547,16550,300879,16182,12446,74060,81421,62905,49936,6073,21351,298599,34513,4833,110252,43758,4232,3687,28737,12432,10304,2370,6389,,2184,32183,1294,1431,9543,2265,23081,2939,4171,89,723,1437,5081,3522,461,329,55,5748,514
2021-06-04,272298,1245330,119592,37075,280493,4355,106713,33496,14095,9958,30422,89112,23127,42396,69827,14078,102566,16554,300929,16190,12467,74114,81457,62953,49934,6073,21363,298643,34526,4837,110302,43766,4239,3687,28737,12478,10304,2375,6401,,2186,32193,1294,1432,9554,2265,23102,2941,4173,89,723,1439,5087,3526,461,329,55,5748,514
2021-06-05,272361,1245585,119619,37082,280619,4355,106713,33496,14099,9959,30454,89150,23127,42413,69886,14083,102601,16557,300929,16190,12467,74114,81457,62981,49934,6073,21363,298656,34531,4844,110350,43766,4239,3689,28753,12494,10304,2375,6401,,2186,32193,1294,1432,9554,2265,23119,2941,4173,89,723,1439,5090,3528,461,329,55,5748,514
2021-06-06,272426,1245788,119676,37114,280739,4355,106713,33496,14101,9961,30493,89162,23133,42433,69945,14088,102626,16563,300929,16190,12472,74114,81457,62981,49934,6074,21363,298676,34531,4849,110372,43766,4239,3693,28764,12514,10304,2375,6401,,2186,32193,1294,1432,9559,2265,23122,2941,4173,89,723,1439,5092,3534,461,329,55,5748,514
2021-06-07,272447,1245921,119711,37121,280806,4382,106960,33496,14106,9964,30493,89168,23196,42457,70003,14089,102642,16567,301013,16200,12478,74161,81507,63041,49936,6074,21369,298697,34541,4854,110395,43774,4252,3695,28762,12527,10315,2379,6423,,2193,32215,1294,1432,9573,2272,23124,2942,4177,89,733,1441,5092,3535,461,329,55,5748,514
2021-06-08,272504,1246081,119743,37125,280871,4390,107029,33523,14108,9963,30504,89222,23228,42479,70048,14097,102659,16572,301128,16199,12494,74257,81511,63076,49936,6074,21383,298728,34547,4860,110458,43777,4252,3696,28764,12533,10315,2382,6426,,2193,32225,1294,1432,9573,2272,23137,2942,4179,89,733,1443,5092,3540,461,330,55,5767,526
2021-06-09,272552,1246255,119770,37137,280942,4405,107102,33538,14111,9963,30569,89222,23257,42488,70116,14099,102680,16579,301178,16191,12526,74287,81528,63108,49824,6076,21387,298808,34549,4861,110522,43782,4263,3703,28764,12540,10330,2383,6438,,2195,32234,1294,1432,9587,2274,23164,2942,4179,89,733,1444,5093,3540,461,331,55,5768,526
2021-06-10,272617,1246438,119793,37146,281004,4408,107116,33564,14114,9972,30586,89325,23305,42502,70168,14102,102690,16580,301284,16198,12539,74350,81546,63142,49812,6078,21399,298843,34557,4865,110546,43788,4268,3705,28764,12555,10334,2385,6443,,2195,32241,1294,1433,9599,2276,23170,2945,4183,89,733,1448,5093,3541,461,332,55,5770,533
2021-06-11,272650,1246616,119832,37162,281115,4415,107185,33574,14118,9975,30616,89360,23338,42562,70228,14107,102724,16581,301312,16202,12559,74401,81554,63190,49758,6079,21405,298898,34561,4866,110559,43791,4274,3708,28779,12565,10334,2386,6448,,2195,32253,1294,1433,9599,2276,23168,2947,4185,89,733,1448,5096,3550,461,332,55,5771,533
2021-06-12,272650,1246790,119860,37180,281207,4415,107185,33574,14116,9978,30659,89361,23338,42585,70276,14111,102770,16582,301312,16202,12559,74401,81554,63190,49758,6082,21405,298939,34572,4873,110593,43791,4274,3709,28793,12576,10334,2386,6448,,2195,32253,1294,1433,9600,2276,23166,2947,4185,89,733,1448,5099,3550,461,332,55,5775,533
2021-06-13,272650,1246974,119894,37192,281266,4415,107198,33574,14121,9987,30688,89408,23345,42604,70328,14118,102783,16586,301312,16202,12559,74401,81554,63190,49758,6083,21405,298976,34577,4878,110604,43791,4274,3720,28799,12576,10334,2386,6448,,2195,32253,1294,1433,9603,2276,23168,2947,4185,89,733,1448,5099,3552,461,333,55,5775,533
2021-06-14,272745,1247103,119946,37200,281331,4434,107394,33630,14126,9996,30688,89467,23383,42611,70358,14120,102795,16590,301329,16206,12580,74419,81572,63266,49734,6086,21411,299014,34577,4883,110617,43804,4282,3720,28800,12586,10339,2390,6461,,2200,32272,1295,1434,9614,2279,23170,2947,4199,89,735,1452,5100,3556,464,333,55,5775,533
2021-06-15,272787,1247286,119957,37209,281377,4442,107440,33641,14133,10001,30688,89520,23410,42619,70389,14123,102812,16597,301420,16216,12599,74559,81572,63302,49748,6087,21421,299049,34580,4885,110673,43818,4289,3721,28836,12613,10339,2390,6464,,2200,32273,1295,1434,9614,2279,23175,2947,4204,89,735,1453,5102,3557,464,333,55,5775,533
2021-06-16,272827,1247488,119963,37213,281438,4451,107493,33656,14135,10011,30752,89557,23438,42593,70428,14127,102828,16600,301482,16222,12630,74596,81609,63302,49768,6089,21421,299096,34587,4888,110687,43821,4289,3722,28789,12620,10351,2392,6464,,2201,32278,1295,1434,9638,2279,23178,2952,4206,89,735,1454,5102,3559,464,333,55,5782,533
2021-06-17,272877,1247699,119982,37225,281486,4462,107559,33678,14137,10012,30783,89583,23477,42601,70478,14135,102842,16603,301543,16232,12630,74629,81609,63337,49799,6090,21421,299151,34593,4894,110710,43831,4306,3729,28796,12635,10353,2393,6464,,2201,32284,1295,1434,9650,2284,23185,2953,4207,89,736,1454,5106,3562,465,333,56,5784,558
2021-06-18,272922,1247883,120032,37246,281594,4462,107637,33712,14141,10015,30825,89613,23518,42615,70561,14141,102867,16618,301603,16235,12630,74686,81638,63387,49814,6097,21421,299186,34596,4898,110734,43819,4321,3730,28801,12644,10353,2394,6485,,2201,32291,1295,1434,9656,2284,23189,2954,4207,89,736,1456,5112,3563,465,338,56,5784,558
2021-06-19,272922,1248028,120081,37249,281671,4462,107637,33712,14147,10022,30844,89613,23518,42630,70624,14148,102894,16625,301603,16235,12630,74686,81638,63387,49814,6097,21421,299243,34596,4903,110762,43819,4321,3738,28809,12653,10353,2394,6485,,2201,32291,1295,1434,9656,2284,23192,2954,4207,89,736,1456,5114,3563,465,338,57,5784,558
2021-06-20,272922,1248285,120110,37259,281745,4463,107637,33712,14152,10026,30868,89613,23537,42646,70691,14156,102922,16632,301603,16235,12630,74686,81638,63387,49814,6098,21421,299289,34596,4910,110782,43819,4321,3738,28813,12659,10363,2394,6485,,2201,32291,1295,1434,9656,2284,23192,2955,4207,89,736,1456,5115,3563,465,338,57,5784,558
2021-06-21,273057,1248410,120163,37272,281813,4499,107820,33767,14166,10027,30884,89670,23589,42681,70730,14160,102947,16638,301668,16246,12630,74727,81638,63497,49776,6098,21421,299289,34613,4919,110799,43836,4340,3739,28855,12668,10372,2396,6489,,2201,32313,1295,1434,9663,2284,23195,2955,4212,89,736,1458,5115,3563,465,338,57,5784,558
2021-06-22,273105,1248567,120192,37278,281874,4508,107871,33767,14173,10029,30957,89777,23604,42685,70770,14165,102971,16647,301799,16246,12630,74808,81661,63535,49802,6098,21448,299320,34613,4921,110799,43842,4340,3741,28855,12668,10375,2398,6512,,2201,32315,1295,1434,9666,2284,23202,2957,4216,89,736,1458,5115,3563,465,338,57,5799,558
2021-06-23,273128,1248796,120194,37290,281930,4514,107912,33802,14174,10030,30957,89840,23633,42725,70818,14157,102996,16652,301799,16246,12616,74808,81727,63558,49809,6098,21448,299372,34624,4923,110847,43842,4351,3742,28880,12662,10380,2398,6519,,2201,32317,1295,1434,9672,2284,23209,2957,4219,89,736,1465,5118,3564,465,338,57,5799,563
2021-06-24,273170,1249083,120233,37307,282000,4528,108012,33802,14177,10033,30974,89912,23633,42756,70882,14161,103020,16660,301799,16262,12615,74808,81727,63586,49823,6097,21448,299425,34631,4924,110847,43858,4357,3742,28908,12666,10395,2399,6521,,2201,32325,1295,1434,9676,2284,23214,2959,4222,89,736,1468,5119,3566,466,339,57,5799,563
2021-06-25,273225,1249404,120274,37323,282116,4533,108084,33851,14180,10037,31026,89958,23673,42814,70945,14169,103061,16662,301799,16262,12629,74808,81750,63603,49823,6098,21448,299480,34642,4932,110948,43860,4363,3744,28981,12673,10415,2402,6526,,2209,32335,1298,1434,9684,2288,23220,2960,4227,89,737,1468,5115,3571,466,339,58,5808,566
2021-06-26,273225,1249732,120272,37341,282220,4533,108084,33851,14179,10038,31059,90111,23673,42849,71000,14172,103073,16670,301799,16262,12633,74808,81750,63603,49823,6098,21448,299502,34642,4932,110948,43860,4363,3745,28968,12682,10415,2402,6526,,2209,32335,1298,1434,9684,2288,23230,2960,4227,89,737,1468,5119,3571,466,339,58,5809,566
2021-06-27,273225,1249971,120321,37351,282326,4533,108178,33851,14180,10044,31103,90124,23702,42898,71048,14184,103091,16679,301799,16262,12635,74808,81750,63603,49823,6100,21448,299604,34642,4939,110948,43860,4363,3747,28970,12693,10415,2402,6526,,2209,32335,1298,1434,9684,2288,23234,2960,4227,89,737,1468,5119,3576,466,342,58,5809,566
2021-06-28,273427,1250227,120352,37363,282422,4554,108410,33903,14182,10047,31129,90182,23751,42925,71093,14194,103110,16680,301799,16269,12664,74808,81776,63685,49823,6101,21448,299672,34659,4946,111049,43875,4363,3751,28987,12696,10428,2402,6529,,2210,32360,1298,1434,9700,2288,23236,2960,4232,89,742,1481,5122,3581,466,342,58,5809,566
2021-06-29,273482,1250503,120377,37375,282480,4560,108504,33903,14186,10051,31137,90232,23756,42927,71150,14199,103121,16683,301655,16269,12664,74900,81776,63700,49823,6101,21482,299730,34626,4951,111049,43885,4372,3752,28981,12697,10428,2404,6539,,2210,32362,1298,1434,9700,2288,23134,2962,4236,89,742,1481,5122,3591,467,342,58,5819,566
2021-06-30,273561,1250908,119357,37044,282562,4569,108570,33978,14127,10034,30950,90297,23755,42540,71250,14184,102464,16680,301706,16269,12564,74900,81884,63721,49896,6099,21482,299763,34643,4952,111060,43892,4372,3753,28981,12669,10428,2404,6538,,2210,32369,1298,1434,9707,2288,23096,2967,4242,89,742,1483,5124,3594,467,342,59,5821,566
2021-07-01,273636,1251383,119388,37068,298015,4582,108687,33978,14133,10040,31026,90300,23793,42599,71319,14184,102490,16688,301774,16289,12579,74900,81884,63745,49896,6105,21482,299883,34652,4958,111060,43896,4387,3755,28981,12676,10428,2405,6545,33081,2210,32380,1298,1434,9712,2288,23107,2967,4243,89,742,1485,5124,3601,467,342,60,5821,566
2021-07-02,273738,1251889,119448,37110,298124,4586,108827,34049,14143,10046,31090,90481,23846,42691,71399,14199,102512,16696,301820,16289,12593,74900,81947,63792,49896,6108,21482,299948,34660,4966,111111,43925,4394,3757,28981,12684,10448,2408,6555,32847,2214,32391,1299,1434,9721,2298,23115,2971,4244,89,742,1487,5124,3623,467,342,60,5822,570
2021-07-03,273738,1252513,119498,37110,298124,4586,108827,34049,14143,10046,31116,90396,23846,42691,71478,14199,102512,16696,301820,16289,12593,74900,81947,63792,49896,6108,21482,299948,34660,4966,111111,43925,4398,3757,28981,12684,10448,2408,6555,32147,2214,32391,1299,1434,9721,2298,23117,2971,4244,89,742,1487,5124,3623,467,342,60,5822,570
2021-07-04,273738,1252968,119498,37110,298124,4586,108827,34049,14143,10046,31160,90396,23846,42691,71548,14199,102512,16696,301820,16289,12593,74900,81947,63792,49896,6108,21482,299948,34660,4966,111111,43925,4398,3757,28981,12684,10448,2408,6555,31576,2214,32391,1299,1434,9721,2298,23119,2971,4244,89,742,1487,5124,3623,467,342,60,5822,570
2021-07-05,273738,1253404,119612,37110,298124,4586,108827,34049,14143,10046,31160,90396,23846,42691,71616,14199,102512,16696,301820,16289,12593,74900,81947,63792,49896,6108,21482,299948,34660,4966,111111,43925,4398,3757,28981,12684,10448,2408,6555,30956,2214,32391,1299,1434,9721,2298,23121,2971,4244,89,742,1487,5124,3623,467,342,60,5822,570
2021-07-06,274132,1253732,119623,37240,298266,4608,109267,34049,14178,10075,31160,90504,23867,42876,71648,14225,102592,16722,301820,16306,12615,74900,81947,63864,49896,6137,21518,300045,34692,4980,111111,43960,4398,3767,28689,12740,10481,2415,6576,34343,2220,32437,1299,1441,9748,2298,23134,2977,4256,89,743,1490,5125,3645,468,342,60,5822,570
2021-07-07,274132,1254202,119678,37254,298844,4614,109392,34154,14181,10082,31160,90697,23876,42895,71694,14227,102616,16730,303062,16306,12615,75133,81972,63894,49915,6137,21518,300218,34703,4988,111273,43974,4412,3767,28693,12744,10484,2423,6577,32022,2220,32444,1299,1441,9756,2298,23134,2977,4258,89,743,1490,5126,3659,468,342,60,5828,570
2021-07-08,274132,1256034,120087,38717,298943,4703,110943,34255,14453,10107,31553,92147,25559,43403,72733,14614,111906,17712,308403,17159,14463,77964,84897,63940,59381,6257,22160,304090,35954,5199,111273,45190,4412,3804,31648,14730,11314,2433,6586,,2228,32466,1299,1441,9772,2303,24307,3032,4306,89,743,1495,5774,3674,468,400,74,5829,570
2021-07-09,274132,1256761,120167,38771,299143,4711,111080,34274,14464,10106,31612,92242,25574,43443,72801,14628,111942,17723,308546,17166,14473,78019,85002,63973,59396,6261,22175,304235,35967,5203,111341,45208,4428,3807,31676,14744,11328,2442,6598,,2230,32479,1299,1441,9781,2303,24312,3031,4305,89,742,1502,5776,3681,468,400,75,5839,571
2021-07-10,274132,1257185,120167,38771,299143,4711,111080,34274,14464,10106,31612,92242,25574,43443,72801,14628,111942,17723,308546,17166,14473,78019,85002,63973,59396,6261,22175,304235,35967,5203,111341,45208,4429,3807,31676,14744,11328,2442,6598,,2230,32479,1299,1441,9781,2303,24312,3031,4305,89,742,1502,5776,3681,468,400,75,5843,571
2021-07-11,274132,1258298,120167,38771,299143,4711,111080,34274,14464,10106,31612,92242,25574,43443,72801,14628,111942,17723,308546,17166,14473,78019,85002,63973,59396,6261,22175,304235,35967,5203,111341,45208,4429,3807,31676,14744,11328,2442,6598,,2230,32479,1299,1441,9781,2303,24312,3031,4305,89,742,1502,5776,3681,468,400,75,5843,571
2021-07-12,274132,1259900,120386,39029,299385,4748,111685,34433,14501,10129,31733,92749,25675,43602,73169,14663,112080,17745,309041,17183,14497,78245,85164,64091,59423,6283,22203,304645,36018,5238,111437,45264,4429,3813,31734,14774,11374,2453,6598,,2242,32513,1299,1441,9817,2305,24338,3037,4307,89,742,1514,5783,3713,468,399,76,5843,571
2021-07-13,275358,1260948,120471,39089,300467,4758,111838,34455,14508,10133,31758,92872,25710,43633,73258,14681,112120,17751,309180,17190,14498,78293,85208,64139,59428,6286,22208,304750,36036,5249,111437,45272,4448,3815,31736,14776,11389,2464,6636,,2244,32526,1304,1444,9825,2308,24346,3037,4307,89,742,1516,5783,3720,469,399,76,5845,571
2021-07-14,275358,1261902,120564,39158,300816,4771,111979,34514,14524,10147,31812,93026,25749,43675,73388,14698,112176,17752,309374,17195,14509,78369,85271,64204,59437,6293,22223,304899,36051,5256,111571,45290,4469,3817,31739,14782,11401,2466,6651,,2246,32541,1304,1444,9841,2308,24354,3039,4313,89,742,1518,5789,3733,469,400,76,5851,573
2021-07-15,275358,1263254,120681,39269,301088,4781,112182,34544,14539,10150,31851,93244,25783,43744,73516,14710,112233,17765,309583,17206,14519,78468,85330,64283,59454,6297,22244,305123,36091,5261,111571,45304,4490,3818,31769,14793,11418,2472,6670,,2250,32582,1304,1444,9855,2308,24364,3040,4319,89,742,1521,5787,3753,471,400,76,5857,573
2021-07-16,275358,1265131,120817,39411,301517,4791,112421,34635,14567,10158,31917,93498,25827,43819,73679,14734,112322,17783,309823,17217,14533,78564,85414,64381,59483,6301,22262,305351,36141,5269,111687,45324,4502,3819,31787,14804,11442,2478,6691,,2253,32621,1304,1444,9871,2322,24385,3042,4322,89,742,1522,5790,3774,472,400,76,5858,573
2021-07-17,275358,1266908,120817,39411,301517,4791,112421,34635,14567,10158,31917,93498,25827,43819,73679,14734,112322,17783,309823,17217,14533,78564,85414,64381,59483,6301,22262,305351,36141,5269,111687,45324,4502,3819,31787,14804,11442,2478,6691,,2253,32621,1304,1444,9871,2322,24385,3042,4322,89,742,1522,5790,3774,472,400,76,5858,573
2021-07-18,275358,1268541,120817,39411,301517,4791,112421,34635,14567,10158,31917,93498,25827,43819,73679,14734,112322,17783,309823,17217,14533,78564,85414,64381,59483,6301,22262,305351,36141,5269,111687,45324,4502,3819,31787,14804,11442,2478,6691,,2253,32621,1304,1444,9871,2322,24385,3042,4322,89,742,1522,5790,3774,472,400,76,5858,573
2021-07-19,277126,1269771,121275,39800,302106,4851,113244,34811,14628,10203,32056,94314,25971,44001,74274,14803,112565,17817,310594,17252,14564,78866,85650,64634,59531,6311,22327,306042,36252,5327,111894,45379,4502,3833,31824,14868,11507,2491,6730,,2259,32782,1304,1444,9915,2322,24425,3043,4340,89,746,1529,5795,3839,473,403,78,5858,573
2021-07-20,277489,1271567,121391,39896,303998,4856,113459,34858,14639,10209,32094,94509,26017,44058,74360,14817,112617,17825,310808,17267,14573,78955,85698,64712,59540,6313,22331,306232,36276,5336,111894,45393,4524,3836,31835,14881,11523,2501,6758,,2261,32782,1307,1446,9926,2322,24443,3043,4342,89,746,1537,5797,3862,474,403,78,5858,573
2021-07-21,277845,1274071,121541,39969,304512,4872,113785,34933,14666,10220,32144,94777,26066,44165,74568,14873,112705,17835,311190,17279,14584,79067,85793,64792,59593,6316,22356,306525,36307,5351,112063,45438,4533,3841,31880,14896,11547,2509,6789,,2265,32814,1307,1446,9951,2322,24476,3044,4347,89,752,1541,5798,3885,475,403,78,5863,573
2021-07-22,278209,1276818,121705,40211,304985,4911,114235,35049,14718,10256,32182,95152,26248,44291,74824,14973,112980,17858,311745,17290,14670,79321,86073,64912,59981,6317,22401,307089,36390,5359,112063,45497,4571,3848,31912,14981,11605,2527,6816,,2276,32814,1307,1446,9965,2336,24509,3047,4349,89,752,1551,5814,3909,480,411,78,5866,573
2021-07-23,278720,1279856,121959,40466,305671,4928,114630,35198,14745,10277,32321,95482,26337,44416,75186,15005,113113,17885,312238,17299,14678,79494,86187,65019,60019,6321,22438,307469,36463,5390,112318,45520,4571,3851,31944,15024,11636,2537,6843,,2286,32961,1311,1446,9988,2340,24543,3049,4409,89,761,1554,5819,3976,486,411,78,5868,573
2021-07-24,278720,1282445,121959,40466,305671,4928,114630,35198,14745,10277,32321,95482,26337,44416,75186,15005,113113,17885,312238,17299,14678,79494,86187,65019,60019,6321,22438,307469,36463,5390,112318,45520,4571,3851,31944,15024,11636,2537,6843,,2286,32961,1311,1446,9988,2340,24543,3049,4409,89,761,1554,5819,3976,485,411,78,5868,573
2021-07-25,278720,1284529,121959,40466,305671,4928,114630,35198,14745,10277,32321,95482,26337,44416,75186,15005,113113,17885,312238,17299,14678,79494,86187,65019,60019,6321,22438,307469,36463,5390,112318,45520,4571,3851,31944,15024,11636,2537,6843,,2286,32961,1311,1446,9988,2340,24543,3049,4409,89,761,1554,5819,3976,485,411,78,5868,573
2021-07-26,280149,1286456,122667,41175,306929,5040,115803,35538,14849,10363,32595,96458,26562,44725,76138,15141,113495,17947,313507,17357,14734,79959,86486,65304,60136,6338,22563,308552,36653,5463,112623,45585,4571,3883,31985,15116,11741,2538,6878,,2294,32961,1311,1446,10054,2344,24635,3053,4460,89,766,1581,5834,4122,494,417,79,5868,573
2021-07-27,280654,1288516,122845,41312,309523,5054,116178,35665,14870,10379,32676,96748,26649,44833,76358,15175,113619,17971,313952,17376,14738,80066,86572,65440,60180,6343,22574,308808,36703,5487,112798,45590,4628,3889,31982,15124,11762,2548,6916,,2295,32961,1314,1453,10080,2344,24665,3053,4464,89,766,1581,5836,4146,495,417,79,5869,573
