,Washington,Jackson,Klamath,Douglas,Marion,Multnomah,Deschutes,Linn,Polk,Umatilla,Clackamas,Yamhill,Benton,Lane,Grant,Union,Josephine,Hood River,Clatsop,Lincoln,Tillamook,Wasco,Columbia,Morrow,Malheur,Wallowa,Crook,Sherman,Curry,Coos,Jefferson,Harney,Baker,Lake,Gilliam,Wheeler,Unknown
2020-02-28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-02,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-03,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-06,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-07,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,8,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,8,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,8,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,8,2,1,1,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,10,2,1,1,2,1,1,8,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,10,2,1,1,2,1,1,8,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,13,2,1,1,2,1,3,9,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,13,2,1,1,2,1,4,10,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,14,2,1,1,3,2,6,10,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,21,2,1,1,4,3,6,15,1,2,6,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,23,2,1,1,8,3,6,15,1,2,6,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,25,2,1,1,13,7,6,17,1,2,6,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,31,2,1,1,17,12,8,19,1,2,10,4,2,2,1,1,,,,,,,,,,,,,,,,,,,,,
2020-03-21,42,2,1,1,19,18,9,19,1,2,11,4,2,3,1,1,1,,,,,,,,,,,,,,,,,,,,
2020-03-22,55,2,1,1,22,19,10,19,1,2,12,6,4,4,1,1,1,,,,,,,,,,,,,,,,,,,,
2020-03-23,69,2,1,1,30,21,10,20,3,2,14,6,4,4,1,1,1,1,,,,,,,,,,,,,,,,,,,
2020-03-24,76,3,1,1,32,25,10,20,3,2,17,6,4,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,
2020-03-25,96,4,1,3,43,33,10,25,3,2,21,7,6,5,1,1,2,1,1,1,,,,,,,,,,,,,,,,,
2020-03-26,104,4,1,3,57,45,15,26,6,2,21,7,6,7,1,1,4,1,2,1,1,1,,,,,,,,,,,,,,,
2020-03-27,122,6,2,4,83,67,18,28,10,3,31,11,6,9,1,1,4,1,2,1,1,2,1,1,,,,,,,,,,,,,
2020-03-28,140,8,2,4,94,81,20,32,11,4,36,13,9,9,1,1,5,1,3,1,1,2,1,1,,,,,,,,,,,,,
2020-03-29,154,19,4,4,109,91,23,36,13,4,39,13,9,10,1,1,6,2,3,1,2,3,1,1,,,,,,,,,,,,,
2020-03-30,168,20,4,8,123,100,25,36,15,4,40,14,10,12,1,1,10,2,3,1,3,5,1,1,,,,,,,,,,,,,
2020-03-31,186,21,5,9,141,116,24,37,18,5,50,16,12,16,1,1,10,3,3,2,3,7,1,1,1,1,,,,,,,,,,,
2020-04-01,189,22,5,10,151,134,27,37,18,5,56,17,13,18,1,1,10,3,3,3,3,7,1,1,1,1,,,,,,,,,,,
2020-04-02,211,27,8,10,164,160,32,37,18,5,61,18,15,21,1,3,12,3,3,4,3,7,1,1,1,1,,,,,,,,,,,
2020-04-03,228,27,13,9,178,175,36,37,20,5,66,23,17,21,1,3,12,3,4,4,3,7,1,2,2,1,1,,,,,,,,,,
2020-04-04,247,33,14,11,188,209,39,41,22,5,78,23,19,24,1,3,13,3,4,4,3,7,3,2,2,1,1,,,,,,,,,,
2020-04-05,259,33,15,11,198,233,39,43,24,7,84,26,19,27,1,3,13,2,4,4,3,7,6,2,2,1,1,1,,,,,,,,,
2020-04-06,271,39,18,12,209,243,40,44,26,8,90,25,21,29,1,3,16,2,4,4,3,7,8,2,2,1,1,1,2,,,,,,,,
2020-04-07,282,39,19,12,215,258,44,45,28,8,97,25,21,30,1,3,16,2,5,4,3,7,8,2,2,1,1,1,2,,,,,,,,
2020-04-08,295,40,19,12,218,286,45,46,28,8,103,25,21,31,1,3,16,3,5,4,3,7,9,3,2,2,1,1,2,,,,,,,,
2020-04-09,311,44,20,12,235,302,50,49,29,11,109,29,21,33,1,3,16,3,5,4,4,7,10,5,2,1,1,1,3,,,,,,,,
2020-04-10,320,44,24,12,246,317,51,49,29,11,116,28,21,34,1,3,17,4,6,4,4,7,10,5,2,1,1,1,3,,,,,,,,
2020-04-11,330,44,25,12,263,343,53,51,30,14,121,30,22,35,1,4,17,4,6,4,4,9,10,5,3,1,1,1,3,1,,,,,,,
2020-04-12,348,46,25,14,276,374,54,52,30,16,125,30,23,37,1,4,18,4,6,4,4,10,10,5,4,1,1,1,3,1,,,,,,,
2020-04-13,360,47,25,16,280,398,54,52,30,16,132,30,23,41,1,4,19,4,6,4,4,10,12,5,4,1,1,1,3,1,,,,,,,
2020-04-14,365,47,26,19,289,420,55,52,30,16,135,32,24,42,1,4,19,4,6,4,5,10,11,5,4,1,1,1,3,1,1,,,,,,
2020-04-15,364,47,26,20,294,430,55,53,30,17,142,32,25,44,1,4,19,4,6,4,5,10,14,5,4,1,1,1,3,1,1,,,,,,
2020-04-16,376,47,29,22,309,448,59,54,30,22,150,33,27,45,1,4,19,4,6,4,5,10,14,5,5,1,1,1,3,1,1,,,,,,
2020-04-17,383,48,29,22,317,467,61,57,31,23,153,35,27,46,1,4,19,4,6,4,6,10,14,5,5,1,1,1,3,1,1,,,,,,
2020-04-18,387,49,31,22,335,493,63,59,32,25,154,34,27,46,1,4,19,4,6,4,6,10,14,5,5,1,1,1,4,1,1,,,,,,
2020-04-19,399,49,30,22,358,514,64,59,32,26,161,34,27,48,1,4,19,4,6,4,6,10,14,5,5,1,1,1,4,1,1,,,,,,
2020-04-20,408,48,31,23,371,520,64,61,33,27,171,35,28,48,1,4,19,4,6,5,6,10,14,5,5,1,1,1,4,1,1,,,,,,
2020-04-21,415,48,33,23,381,542,64,62,33,29,173,34,27,48,1,4,19,4,6,5,6,11,14,5,5,1,1,1,4,2,1,,,,,,
2020-04-22,425,48,33,23,388,566,66,63,33,29,183,35,27,48,1,4,19,4,6,5,6,11,14,5,5,1,1,1,4,3,2,,,,,,
2020-04-23,443,48,36,24,397,582,70,67,33,30,191,35,27,48,1,4,19,5,6,5,6,12,14,5,6,1,1,1,4,4,2,,,,,,
2020-04-24,451,48,36,23,417,596,70,67,33,32,196,35,27,50,1,4,19,5,6,5,6,12,14,5,6,1,1,1,4,4,2,,,,,,
2020-04-25,459,49,36,23,432,623,71,71,37,35,201,35,28,50,1,4,19,5,6,5,6,12,14,5,6,1,1,1,4,8,5,,,,,,
2020-04-26,466,49,36,23,436,652,73,74,38,36,204,36,29,50,1,4,20,5,6,5,6,12,14,5,6,1,1,1,4,12,6,,,,,,
2020-04-27,475,49,36,23,447,664,75,79,38,36,204,37,29,50,1,4,20,5,6,5,6,12,14,5,7,1,1,1,4,14,6,,,,,,
2020-04-28,474,49,37,23,456,677,75,81,38,37,205,38,29,50,1,4,20,5,6,5,6,13,14,6,7,1,1,1,4,15,6,1,,,,,
2020-04-29,481,49,37,23,474,696,75,82,39,45,206,39,29,50,1,4,20,6,6,5,6,13,14,6,7,1,1,1,4,15,10,1,,,,,
2020-04-30,491,49,38,23,491,707,76,86,39,50,214,39,30,50,1,4,20,6,6,5,6,13,14,6,8,1,1,1,4,20,10,1,,,,,
2020-05-01,500,49,39,24,508,720,76,87,42,57,222,39,32,50,1,4,21,6,7,5,6,13,14,8,10,1,1,1,4,21,10,1,,,,,
2020-05-02,509,49,39,24,523,734,78,87,41,61,224,39,32,54,1,4,21,7,7,5,6,13,14,9,12,1,1,1,4,21,13,1,,,,,
2020-05-03,516,49,39,24,544,739,78,87,41,64,225,39,32,54,1,4,22,9,7,5,6,13,14,9,13,1,1,1,4,25,13,1,,,,,
2020-05-04,526,49,39,24,561,754,79,97,49,70,226,40,36,55,1,4,22,10,8,5,6,13,14,9,13,1,1,1,4,27,14,1,,,,,
2020-05-05,531,49,39,24,574,769,80,98,68,73,231,41,39,55,1,4,24,11,17,5,6,13,14,10,13,1,1,1,4,28,14,1,,,,,
2020-05-06,537,49,39,24,592,793,81,99,75,77,235,42,40,57,1,4,24,11,17,6,6,14,15,10,13,1,1,1,4,28,18,1,1,,,,
2020-05-07,548,49,39,24,613,809,83,99,78,77,241,45,44,57,1,4,24,11,18,6,6,14,15,11,13,1,1,1,4,29,22,1,1,,,,
2020-05-08,556,49,39,24,626,839,84,100,80,80,250,45,43,59,1,4,24,11,27,6,6,15,15,12,13,1,1,1,4,29,22,1,1,,,,
2020-05-09,562,49,39,24,663,863,85,102,82,84,256,47,44,60,1,4,24,12,28,6,6,15,15,12,14,1,1,1,4,30,24,1,1,,,,
2020-05-10,573,49,39,24,677,885,86,102,84,85,266,49,47,60,1,4,24,13,29,6,6,15,15,12,14,1,1,1,4,30,24,1,1,,,,
2020-05-11,587,49,40,24,694,899,86,103,87,85,268,49,49,60,1,4,24,13,33,6,6,15,15,12,14,1,1,1,4,30,24,1,1,,,,
2020-05-12,601,50,41,24,723,908,90,104,89,85,274,50,50,61,1,4,25,13,34,6,6,16,15,12,14,1,1,1,4,30,24,1,1,,,,
2020-05-13,614,50,41,24,746,921,89,105,90,86,274,50,50,61,1,4,25,14,37,6,6,16,16,12,15,1,1,1,4,30,24,1,1,,,,
2020-05-14,616,50,41,24,779,940,91,107,91,88,271,55,50,61,1,4,25,14,36,6,6,16,16,12,16,1,1,1,4,30,24,1,1,,,,
2020-05-15,620,50,41,25,797,957,94,109,92,91,277,55,51,61,1,5,25,14,36,7,6,16,16,12,17,2,1,1,4,30,24,1,3,,,,
2020-05-16,628,50,41,24,824,979,95,110,92,93,281,57,51,64,1,5,25,14,37,7,6,18,16,12,19,1,1,1,4,30,24,1,1,,,,
2020-05-17,628,50,41,25,827,984,96,109,93,93,281,57,51,64,1,5,25,14,37,8,6,18,16,12,19,1,1,1,4,30,24,1,1,,,,
2020-05-18,638,51,41,25,843,996,101,109,93,98,286,59,54,65,1,6,25,14,38,8,6,18,16,12,21,1,1,1,4,30,24,1,1,,,,
2020-05-19,644,52,41,25,855,1005,107,109,93,101,284,62,54,65,1,6,25,14,38,8,6,18,16,12,21,1,1,1,5,30,24,1,1,,,,
2020-05-20,658,52,41,25,879,1018,116,110,94,105,284,63,55,66,1,6,27,14,42,8,6,18,16,12,21,1,1,1,5,30,24,1,1,,,,
2020-05-21,659,52,41,25,882,1026,117,110,94,107,284,63,55,66,1,6,25,12,42,8,6,18,16,12,24,1,1,1,5,31,25,1,1,,,,
2020-05-22,669,55,41,25,890,1037,116,112,95,108,289,63,55,66,1,6,25,12,44,8,6,18,16,12,28,1,1,1,6,31,25,1,1,,,,
2020-05-23,673,56,41,25,898,1037,117,112,95,110,290,64,55,67,1,6,25,12,45,8,6,18,16,12,28,2,4,1,6,31,25,1,1,,,,
2020-05-24,690,57,41,25,905,1040,119,116,96,111,290,65,55,67,1,6,25,12,45,9,6,18,16,12,28,2,5,1,6,31,25,1,1,,,,
2020-05-25,695,60,41,25,909,1045,120,115,96,112,294,65,55,67,1,6,26,12,45,9,6,18,16,12,28,2,5,1,6,31,24,1,1,,,,
2020-05-26,698,60,41,25,914,1052,120,115,96,113,296,66,55,67,1,6,25,12,45,9,6,18,16,12,28,2,6,1,6,31,24,1,1,,,,
2020-05-27,703,65,41,25,920,1093,120,115,98,115,300,67,55,67,1,6,25,13,45,11,6,20,16,12,28,2,6,1,6,31,24,1,1,2,,,
2020-05-28,715,65,41,25,931,1103,121,115,98,115,304,69,55,67,1,6,25,13,45,10,6,21,16,12,33,2,6,1,6,31,25,1,1,2,,,
2020-05-29,722,65,42,26,942,1121,121,115,98,116,305,69,55,68,1,6,23,14,45,12,6,22,16,12,32,2,6,1,7,31,28,1,1,2,,,
2020-05-30,734,65,44,27,949,1142,124,115,98,116,306,69,55,69,1,6,23,16,45,12,6,23,16,11,32,2,6,1,7,31,30,1,1,2,,,
2020-05-31,739,66,44,27,960,1165,125,115,98,116,312,70,55,73,1,6,23,18,45,12,6,24,16,11,32,2,6,1,7,31,33,1,1,2,,,
2020-06-01,743,67,44,27,973,1171,127,117,100,121,317,70,55,77,1,6,24,18,45,15,6,24,16,12,32,2,6,1,7,31,44,1,1,2,,,
2020-06-02,747,67,44,27,981,1181,127,118,100,124,317,70,56,77,1,6,24,22,45,17,6,26,16,12,32,2,6,1,7,31,44,1,1,2,,,
2020-06-03,752,68,44,28,999,1194,128,119,101,123,324,74,57,77,1,6,23,28,45,18,6,28,16,12,32,2,6,1,7,31,45,1,1,2,,,
2020-06-04,755,69,44,28,1011,1224,133,121,100,125,333,75,57,80,1,6,23,28,45,23,6,29,16,12,32,2,7,1,7,32,46,1,1,2,,,
2020-06-05,775,69,45,29,1028,1240,134,124,100,130,343,81,62,80,1,6,23,37,45,27,6,32,16,12,33,2,6,1,7,32,55,1,1,2,,,
2020-06-06,790,71,45,29,1039,1268,133,124,103,131,350,83,62,80,1,6,23,44,45,33,6,33,16,13,34,3,6,1,7,32,57,1,1,2,,,
2020-06-07,798,71,45,29,1050,1286,136,125,103,136,364,85,62,80,1,6,23,56,45,94,6,35,16,13,34,3,6,1,7,32,57,1,1,2,,,
2020-06-08,800,71,46,29,1058,1302,136,125,103,146,377,87,62,81,1,6,23,59,45,155,6,35,16,13,34,3,6,1,7,32,58,1,1,2,,,
2020-06-09,815,71,46,29,1066,1337,136,125,104,149,400,91,63,81,1,7,23,65,45,157,6,35,17,13,34,3,6,1,7,32,58,1,1,2,,,
2020-06-10,821,77,46,29,1071,1369,136,125,104,150,409,91,63,82,1,7,23,67,45,161,6,35,17,13,34,3,6,1,7,32,64,1,1,2,,,
2020-06-11,828,76,46,29,1105,1407,136,125,108,156,450,92,63,85,1,8,23,68,46,170,6,35,17,13,34,4,8,1,7,32,67,1,1,4,,,
2020-06-12,849,78,48,29,1134,1443,137,125,117,158,459,92,63,85,1,12,23,71,46,184,6,38,20,13,34,4,8,1,7,32,65,1,1,4,,,
2020-06-13,863,81,48,29,1155,1490,137,125,124,170,476,92,63,88,1,14,23,81,46,198,6,39,21,14,34,4,8,1,7,32,67,1,1,4,,,
2020-06-14,876,81,51,29,1175,1522,137,126,124,171,486,92,63,89,1,22,23,81,46,206,6,39,22,15,36,4,8,1,7,32,67,1,1,4,,,
2020-06-15,891,82,53,29,1179,1559,137,126,127,183,492,93,63,89,1,121,23,82,46,206,6,41,22,15,38,4,8,1,7,32,68,1,1,5,,,
2020-06-16,928,83,61,29,1201,1601,137,126,127,187,513,94,63,90,1,240,24,83,46,223,6,42,22,17,38,4,9,1,7,32,69,1,1,5,,,
2020-06-17,950,85,64,29,1218,1635,139,125,128,203,530,94,66,90,1,242,26,82,46,226,6,42,22,18,38,4,9,1,7,32,69,1,1,6,,,
2020-06-18,975,85,68,29,1244,1668,139,126,131,223,542,97,66,90,1,247,26,85,46,230,6,42,26,22,42,4,9,1,7,32,73,1,1,6,,,
2020-06-19,992,85,80,32,1264,1717,142,127,131,243,565,97,66,93,1,253,26,87,46,261,6,42,26,27,43,5,9,1,7,33,77,1,1,6,,,
2020-06-20,1029,85,80,32,1264,1751,142,127,131,243,584,97,66,93,1,253,26,87,46,261,6,42,26,27,43,5,9,1,7,33,77,1,1,6,,,
2020-06-21,1051,90,88,33,1301,1835,143,129,131,268,596,99,67,102,1,258,26,87,46,286,6,47,26,31,51,8,9,1,7,36,78,1,1,6,,,
2020-06-22,1078,91,88,34,1348,1852,147,129,130,304,611,101,69,106,1,263,26,88,46,292,6,48,26,32,51,8,9,1,7,36,79,1,1,6,,,
2020-06-23,1120,92,95,34,1365,1896,149,129,131,334,636,101,68,107,1,282,26,89,46,292,7,52,26,35,53,8,9,1,7,37,81,1,1,6,,,
2020-06-24,1151,94,98,34,1378,1941,153,130,132,344,644,102,70,107,1,287,26,88,47,301,7,54,26,35,58,8,9,1,7,37,84,1,1,6,,,
2020-06-25,1175,93,111,34,1382,1970,155,132,134,371,652,103,76,112,1,297,26,88,48,301,7,55,26,36,60,8,9,1,7,39,85,1,1,9,,,
2020-06-26,1252,98,111,38,1400,2092,159,136,134,428,686,115,80,122,1,309,28,88,48,301,7,58,27,48,73,8,9,1,7,39,91,1,1,12,,,
2020-06-27,1258,97,111,38,1432,2090,162,140,136,428,685,113,82,136,1,320,30,88,48,307,7,60,28,53,85,8,10,1,7,40,94,1,1,13,,,
2020-06-28,1287,106,111,38,1475,2142,170,140,139,467,703,114,82,139,1,322,31,88,49,310,7,63,29,61,96,8,10,1,7,40,97,1,1,13,,,
2020-06-29,1315,109,116,40,1489,2171,172,140,139,497,721,115,82,145,1,327,32,88,49,310,9,68,29,61,101,8,10,1,7,40,100,1,1,15,,,
2020-06-30,1331,114,119,40,1514,2205,181,144,141,524,736,119,82,151,1,337,33,88,49,312,9,69,29,61,108,8,10,1,7,41,112,1,1,17,,,
2020-07-01,1379,117,123,42,1539,2242,183,151,149,615,754,126,84,165,1,342,33,88,49,324,11,73,30,64,124,10,10,1,7,41,118,1,4,19,,,
2020-07-02,1446,131,123,44,1564,2304,192,154,149,664,776,131,83,180,1,347,41,88,49,327,12,75,31,72,140,10,11,1,7,41,126,1,4,19,,,
2020-07-03,1491,140,125,45,1595,2364,201,156,154,667,799,132,91,196,1,355,44,88,49,345,13,85,35,82,160,10,12,2,8,42,131,1,4,20,,,
2020-07-04,1534,147,130,46,1610,2420,211,157,159,716,825,132,93,208,1,355,52,88,51,346,14,88,36,93,191,10,12,2,8,42,132,1,5,21,1,,
2020-07-05,1586,149,130,50,1648,2491,219,157,159,757,849,139,94,218,1,356,55,93,51,346,14,91,39,102,206,10,13,3,8,42,133,1,5,21,1,,
2020-07-06,1620,152,130,51,1661,2532,221,157,160,783,865,139,95,228,1,356,56,94,54,346,15,94,42,107,216,10,13,3,8,42,134,1,5,21,1,,
2020-07-07,1645,152,131,54,1683,2583,221,157,166,834,881,155,97,243,1,361,59,97,54,346,15,96,44,109,223,11,14,3,8,46,136,1,5,22,1,,
2020-07-08,1676,157,131,56,1697,2611,224,165,166,882,898,164,98,253,1,363,61,98,55,349,15,97,45,119,235,11,15,3,9,48,137,2,8,22,1,,
2020-07-09,1720,164,131,56,1743,2697,229,168,168,938,918,171,99,271,1,367,54,99,55,363,15,102,47,132,266,12,17,3,9,52,145,2,8,24,1,,
2020-07-10,1764,173,131,58,1770,2730,237,172,171,984,925,179,105,281,1,368,55,103,55,362,16,106,47,131,286,13,18,3,9,52,160,2,9,24,1,,
2020-07-11,1815,178,135,60,1831,2824,252,174,173,987,955,194,112,294,1,369,57,104,55,361,16,116,48,138,302,14,18,4,9,54,163,2,11,24,1,,
2020-07-12,1847,179,137,64,1859,2888,268,181,177,1013,987,198,114,305,1,369,57,105,55,361,16,117,48,145,373,14,18,5,9,53,168,2,12,24,1,,
2020-07-13,1892,181,138,64,1893,2966,268,182,179,1114,1006,205,115,309,1,369,57,106,55,361,16,117,54,154,400,15,18,5,9,54,168,2,12,24,2,,
2020-07-14,1946,187,140,66,1939,3042,276,184,180,1139,1027,211,116,317,1,372,64,109,56,360,19,119,57,161,434,15,19,5,9,55,169,2,12,24,2,,
2020-07-15,1995,196,141,70,1975,3100,288,186,184,1183,1051,217,117,324,1,376,65,109,56,362,20,121,59,165,449,15,20,5,9,58,171,2,13,24,2,,
2020-07-16,2071,203,144,74,2028,3205,316,190,191,1214,1079,220,122,336,1,377,65,114,58,364,22,123,59,173,465,15,20,5,9,60,177,2,13,24,2,,
2020-07-17,2106,215,146,78,2063,3290,328,193,193,1261,1097,222,124,346,1,379,66,116,59,365,22,124,61,176,473,15,20,5,9,64,184,2,13,24,2,,
2020-07-18,2152,222,150,82,2093,3374,339,196,200,1338,1111,229,128,384,1,383,66,124,62,368,23,129,61,186,478,17,22,8,9,67,185,2,13,27,2,,
2020-07-19,2210,238,150,85,2140,3491,352,200,205,1340,1130,235,128,394,1,383,70,130,62,369,23,130,61,194,489,18,27,8,10,69,199,2,13,28,2,,
2020-07-20,2248,242,155,87,2170,3571,371,199,204,1434,1141,241,128,398,1,383,72,132,64,371,23,130,62,195,499,18,28,8,10,69,206,3,13,29,2,,
2020-07-21,2276,247,156,90,2210,3636,378,198,207,1551,1156,248,129,401,1,385,74,135,67,371,23,131,63,205,517,18,30,8,10,70,214,5,15,30,2,,
2020-07-22,2319,257,162,92,2238,3683,387,204,212,1500,1181,252,132,407,2,385,75,139,68,373,23,132,63,208,530,18,30,8,11,73,219,5,16,30,2,,
2020-07-23,2354,265,175,105,2277,3748,405,207,225,1548,1201,256,132,419,2,385,78,140,68,378,24,138,66,212,539,18,29,8,11,76,222,5,16,31,2,,
2020-07-24,2408,269,177,111,2333,3818,419,215,231,1624,1227,264,132,435,2,385,79,144,68,377,24,139,67,222,557,18,30,8,13,76,244,5,17,31,3,,
2020-07-25,2457,276,180,116,2385,3883,439,218,243,1638,1255,271,133,440,2,385,84,149,68,379,24,141,67,232,566,18,31,8,13,79,253,6,19,31,3,,
2020-07-26,2496,291,181,116,2413,3926,460,223,245,1678,1276,277,134,448,2,385,84,150,68,380,24,146,69,245,576,18,32,8,13,80,258,6,22,31,3,,
2020-07-27,2553,302,180,117,2437,4039,471,224,254,1757,1283,286,136,455,2,385,84,151,68,381,24,147,70,250,584,18,33,8,13,80,267,7,22,31,3,,
2020-07-28,2583,312,182,119,2474,4115,478,229,265,1807,1296,295,138,461,2,385,84,151,71,381,24,147,70,256,599,18,35,8,14,80,276,8,22,31,3,,
2020-07-29,2638,325,184,121,2495,4201,494,229,269,1886,1319,307,141,474,2,386,98,157,71,383,24,150,70,260,616,19,39,8,14,80,281,8,22,31,3,,
2020-07-30,2700,335,185,123,2541,4260,509,233,276,1929,1339,318,148,484,2,386,98,162,73,385,24,152,73,271,634,19,40,8,14,84,293,8,25,32,3,,
2020-07-31,2740,352,194,125,2575,4335,517,238,282,1961,1361,336,151,501,2,388,98,165,73,391,24,154,73,289,646,19,42,9,14,84,299,8,28,32,4,,
2020-08-01,2783,370,194,128,2614,4403,530,244,286,1977,1377,350,154,511,2,388,103,165,78,391,24,158,78,296,663,19,43,13,14,84,303,8,30,32,4,,
2020-08-02,2830,385,194,132,2667,4450,537,248,288,1996,1401,359,155,518,2,388,105,169,80,391,28,161,78,304,673,19,43,14,14,84,310,8,30,32,4,,
2020-08-03,2849,394,196,134,2692,4497,540,254,296,2089,1421,386,157,523,2,388,107,169,82,395,30,170,79,305,676,19,43,15,14,85,311,8,33,32,4,,
2020-08-04,2878,411,198,139,2713,4553,548,255,300,2122,1443,399,160,535,2,392,107,174,82,395,32,171,84,316,708,19,43,14,14,88,324,10,35,32,4,,
2020-08-05,2922,421,200,140,2755,4608,555,263,301,2141,1464,404,162,540,2,392,108,178,83,414,34,172,86,327,715,19,42,14,14,89,332,10,36,32,4,,
2020-08-06,2944,437,200,145,2789,4653,567,265,301,2192,1484,413,161,552,3,392,110,178,83,411,34,178,90,329,734,19,43,15,14,90,341,10,37,32,4,,
2020-08-07,2992,447,201,148,2837,4762,582,271,308,2243,1500,429,164,565,4,394,113,181,84,412,34,181,91,349,755,19,43,15,14,90,346,10,38,32,4,,
2020-08-08,3048,461,201,150,2883,4849,596,277,313,2251,1523,450,169,579,4,394,114,184,85,414,34,189,94,354,768,19,47,16,15,91,355,10,38,32,4,,
2020-08-09,3088,465,201,151,2911,4917,604,281,313,2290,1538,460,169,585,4,394,115,191,85,416,34,192,96,357,783,19,47,16,15,91,360,10,38,32,4,,
2020-08-10,3119,473,201,151,2938,4960,611,284,319,2302,1549,467,169,590,4,394,115,193,85,418,34,192,97,372,804,19,49,16,15,91,371,10,40,32,4,,
2020-08-11,3162,486,204,156,2979,5014,616,296,326,2319,1571,470,171,596,4,395,124,201,89,419,34,194,101,377,822,19,50,16,17,91,377,10,40,32,4,,
2020-08-12,3202,499,204,159,3005,5056,617,303,330,2349,1595,474,178,606,4,395,128,205,89,421,34,195,102,378,839,20,50,16,17,91,379,11,42,32,4,,
2020-08-13,3235,515,206,159,3040,5135,621,306,337,2377,1607,483,181,611,4,397,130,207,87,428,35,197,103,384,851,20,51,16,17,91,392,11,45,32,4,,
2020-08-14,3259,536,206,159,3090,5186,627,315,350,2398,1627,502,182,615,4,397,136,215,88,431,35,199,103,393,869,20,51,16,17,93,396,11,52,32,4,,
2020-08-15,3310,542,208,160,3165,5264,637,328,356,2435,1664,514,186,621,4,398,138,216,90,437,35,201,106,400,894,21,52,16,19,93,408,11,53,32,4,,
2020-08-16,3337,559,210,160,3204,5330,639,333,364,2450,1689,517,186,625,4,398,139,218,91,438,35,202,110,407,905,21,52,16,19,93,411,11,53,32,4,,
2020-08-17,3359,576,210,162,3234,5387,645,338,367,2465,1699,523,186,629,4,398,140,218,92,440,35,203,113,407,916,21,53,16,19,93,413,11,53,32,4,,
2020-08-18,3380,594,216,165,3284,5410,650,342,370,2477,1709,533,189,632,4,400,148,220,91,440,35,204,115,410,947,21,53,16,19,93,417,11,54,32,4,,
2020-08-19,3403,618,217,166,3315,5448,654,344,374,2495,1725,538,190,636,4,403,150,221,91,440,36,204,118,410,956,21,54,16,19,93,426,11,55,32,4,,
2020-08-20,3452,636,219,168,3369,5505,655,350,379,2508,1756,550,194,643,4,406,149,221,92,444,37,205,120,415,963,21,54,17,19,93,430,11,55,32,4,,
2020-08-21,3477,654,221,169,3425,5543,657,353,387,2528,1769,568,196,647,4,407,149,223,92,450,36,206,121,418,991,21,54,17,20,94,436,11,55,32,4,,
2020-08-22,3518,674,221,169,3476,5597,664,356,390,2530,1792,581,201,652,8,408,150,225,93,453,37,207,121,419,1009,21,54,17,20,97,440,11,64,32,4,,
2020-08-23,3543,687,223,169,3516,5661,672,363,393,2537,1811,584,201,654,8,408,150,225,93,453,37,207,123,421,1037,21,54,17,20,98,441,11,64,32,4,,
2020-08-24,3575,713,225,169,3547,5718,672,362,395,2566,1833,597,202,656,8,408,151,225,93,453,37,207,125,424,1044,21,54,16,20,99,448,11,64,32,4,,
2020-08-25,3610,728,225,169,3587,5761,673,365,396,2587,1852,604,206,659,8,409,151,225,94,456,37,207,126,430,1064,22,54,16,20,101,452,11,67,32,4,,
2020-08-26,3626,747,225,173,3624,5810,677,366,396,2598,1861,606,206,667,8,410,152,222,94,458,38,206,127,425,1073,22,54,16,20,106,450,11,67,30,4,,
2020-08-27,3673,762,230,174,3662,5833,681,371,399,2613,1878,610,207,672,8,412,154,223,95,459,38,206,128,420,1085,22,54,16,20,106,452,11,67,30,4,,
2020-08-28,3694,776,234,177,3706,5902,687,377,408,2631,1904,614,208,682,8,414,154,223,95,463,38,206,128,429,1122,22,54,16,20,110,454,11,68,30,4,,
