,Washington,Jackson,Klamath,Douglas,Marion,Multnomah,Deschutes,Linn,Polk,Umatilla,Clackamas,Yamhill,Benton,Lane,Grant,Union,Josephine,Hood River,Clatsop,Lincoln,Tillamook,Wasco,Columbia,Morrow,Malheur,Wallowa,Crook,Sherman,Curry,Coos,Jefferson,Harney,Baker,Lake,Gilliam,Wheeler,Unknown
2020-08-29,3727,793,235,177,3746,5942,687,380,411,2634,1923,626,208,693,8,418,154,224,95,464,38,206,128,431,1148,22,54,16,20,112,457,12,70,30,4,,
2020-08-30,3760,805,235,177,3794,5975,690,385,419,2674,1939,630,213,702,8,419,154,233,95,465,38,206,130,437,1170,22,54,17,20,115,457,12,70,30,4,,
2020-08-31,3783,811,235,177,3830,6007,693,389,425,2690,1953,630,213,717,8,419,154,234,95,466,38,207,130,437,1179,22,55,17,20,116,457,12,70,30,4,,
2020-09-01,3822,821,235,178,3870,6053,693,389,429,2706,1979,642,217,726,8,420,158,236,96,466,38,207,130,439,1189,22,55,17,20,116,461,12,74,30,4,,
2020-09-02,3838,835,235,179,3887,6081,694,391,436,2717,1981,643,217,736,8,420,161,236,96,466,38,208,130,440,1196,23,55,18,21,118,461,12,75,29,4,,
2020-09-03,3877,853,235,180,3920,6142,698,393,437,2741,2003,649,217,747,8,419,162,236,96,467,38,212,132,447,1219,23,55,18,21,122,467,12,77,29,4,,
2020-09-04,3898,864,235,180,3964,6185,699,398,440,2757,2022,652,221,769,8,420,168,238,97,467,40,214,132,453,1249,23,57,18,22,123,468,12,77,31,4,,
2020-09-05,3932,882,236,180,4013,6224,700,399,445,2767,2045,662,223,775,8,423,171,238,97,469,41,219,134,454,1280,23,57,18,22,126,470,12,77,31,4,,
2020-09-06,3953,895,236,180,4043,6273,703,401,448,2781,2063,664,226,789,8,423,171,238,97,469,42,222,135,455,1288,23,57,18,23,126,471,12,77,31,4,,
2020-09-07,3974,904,236,182,4061,6302,704,405,453,2785,2079,672,227,795,8,423,171,238,97,470,43,222,136,455,1295,23,57,18,23,126,474,12,86,31,4,,
2020-09-08,3996,921,236,182,4085,6343,705,405,458,2795,2095,683,228,801,8,423,170,238,97,470,43,223,136,459,1299,23,58,18,23,126,476,12,86,30,4,,
2020-09-09,4002,928,237,182,4106,6365,706,416,460,2802,2099,684,231,812,8,424,173,238,97,470,45,223,136,461,1310,23,59,18,24,126,477,12,86,30,4,,
2020-09-10,4029,936,239,182,4141,6399,708,421,464,2809,2112,693,234,817,8,427,174,238,100,471,45,224,137,463,1326,23,59,18,24,129,479,12,86,30,4,,
2020-09-11,4046,943,240,183,4174,6458,711,424,469,2835,2126,697,240,825,8,429,174,238,100,471,44,225,138,465,1354,23,59,18,25,131,482,12,88,29,4,,
2020-09-12,4073,954,242,187,4222,6522,720,427,474,2839,2142,706,243,838,8,431,174,238,102,472,45,226,143,470,1381,23,59,18,25,131,486,12,90,29,4,,
2020-09-13,4107,967,242,188,4248,6556,723,431,481,2844,2151,706,244,846,8,431,178,238,102,473,45,227,143,471,1407,23,59,18,26,131,487,12,90,29,5,,
2020-09-14,4122,971,243,191,4258,6584,726,431,482,2871,2168,709,244,866,8,432,178,238,102,472,45,228,144,473,1420,23,59,18,26,132,488,12,90,29,5,,
2020-09-15,4145,981,246,192,4287,6618,728,437,484,2874,2178,714,244,875,8,433,180,238,103,472,46,228,145,476,1444,23,60,18,26,132,491,12,90,29,7,,
2020-09-16,4180,994,260,194,4309,6649,732,438,487,2880,2186,718,245,890,8,435,180,239,105,470,46,230,145,476,1460,29,60,18,26,134,496,12,89,29,7,,
2020-09-17,4208,1007,267,195,4336,6690,739,449,489,2889,2199,721,247,913,10,435,180,240,106,470,47,230,148,477,1470,28,60,18,26,134,503,12,89,29,7,,
2020-09-18,4241,1021,269,200,4387,6743,746,454,493,2904,2226,726,251,933,8,435,180,241,109,470,48,233,148,484,1490,28,60,18,26,136,505,12,90,29,7,,
2020-09-19,4264,1034,272,206,4427,6779,760,458,501,2905,2237,735,279,944,8,435,183,241,113,472,48,234,150,485,1512,28,60,18,27,136,511,12,90,29,7,,
2020-09-20,4289,1039,273,209,4447,6818,769,466,502,2913,2256,738,285,964,8,435,183,245,117,472,48,234,154,488,1527,28,60,18,27,138,513,12,90,29,8,,
2020-09-21,4315,1057,275,211,4466,6853,777,468,503,2920,2273,738,280,991,8,435,186,245,121,473,49,244,153,490,1539,28,60,18,30,142,513,12,90,28,8,,
2020-09-22,4355,1069,277,221,4504,6912,787,478,511,2926,2304,744,286,1023,8,435,190,246,124,474,49,269,154,490,1553,28,61,18,31,145,513,12,90,28,8,,
2020-09-23,4369,1091,277,221,4522,6938,789,480,511,2938,2314,745,288,1059,8,435,194,248,127,475,51,273,155,490,1575,28,61,18,31,147,516,12,91,28,8,,
2020-09-24,4417,1109,279,224,4569,7022,793,495,515,2943,2346,750,294,1096,9,439,195,249,131,476,51,279,155,494,1589,28,62,18,31,149,521,12,92,29,8,,
2020-09-25,4468,1123,280,223,4627,7081,810,508,523,2962,2377,755,307,1143,9,443,197,248,205,478,52,282,162,498,1609,28,61,18,31,152,524,12,92,32,8,,
2020-09-26,4497,1139,280,227,4658,7113,825,519,529,2962,2398,757,310,1185,9,446,198,251,204,481,52,289,165,498,1617,30,62,18,31,156,529,12,94,32,8,,
2020-09-27,4519,1148,280,232,4683,7184,840,522,530,2976,2408,757,310,1210,10,446,198,251,212,482,53,292,171,499,1627,31,62,18,31,157,534,12,94,33,8,,
2020-09-28,4540,1161,280,233,4695,7204,852,522,532,2988,2420,762,314,1234,10,446,198,252,217,482,53,296,179,505,1633,31,62,18,31,157,541,12,94,33,8,,
2020-09-29,4581,1171,290,239,4743,7257,859,525,535,3004,2448,769,322,1267,10,446,203,252,218,481,53,296,182,509,1642,32,63,18,31,158,545,12,95,33,8,,
2020-09-30,4615,1190,290,243,4779,7274,873,532,535,3049,2466,774,328,1293,10,446,204,252,221,481,53,296,184,513,1650,33,63,18,32,160,545,12,98,34,8,,
2020-10-01,4648,1217,291,248,4813,7345,879,548,538,3055,2491,784,333,1323,10,446,204,252,221,481,53,301,190,515,1661,34,63,18,32,165,554,12,99,33,8,,
2020-10-02,4713,1229,295,251,4848,7402,880,552,543,3081,2506,794,341,1361,10,445,212,253,224,482,53,303,191,516,1673,34,63,18,32,167,555,12,100,33,8,,
2020-10-03,4746,1245,300,253,4887,7455,898,562,549,3084,2526,800,348,1440,10,446,215,254,225,484,54,305,198,519,1677,34,63,18,32,173,558,12,101,33,8,,
2020-10-04,4779,1254,302,257,4924,7516,906,568,553,3095,2542,810,349,1470,10,446,215,254,225,485,54,305,201,521,1691,34,63,18,32,176,562,12,101,33,8,,
2020-10-05,4810,1267,305,259,4976,7576,917,575,556,3109,2567,815,351,1500,10,446,221,254,225,485,54,306,207,522,1699,33,63,18,32,179,565,12,101,33,8,,
2020-10-06,4840,1275,306,262,5010,7623,928,580,567,3116,2595,827,359,1551,10,447,222,255,228,488,54,306,210,523,1709,34,64,18,32,186,567,12,102,33,8,,
2020-10-07,4863,1295,308,265,5034,7665,938,611,570,3132,2616,832,363,1603,10,447,228,255,228,489,59,310,217,524,1714,36,65,18,32,192,568,12,105,34,8,,
2020-10-08,4921,1311,365,275,5059,7746,954,630,574,3143,2645,844,374,1674,10,449,229,258,228,492,59,313,224,529,1730,36,65,18,33,193,579,12,106,34,9,,
2020-10-09,4957,1335,369,281,5106,7844,967,648,581,3158,2676,859,378,1708,10,451,236,265,230,493,61,316,225,530,1758,36,64,18,35,196,585,12,107,34,9,,
2020-10-10,5004,1357,380,283,5156,7917,978,660,582,3158,2707,869,380,1780,10,451,236,267,230,495,63,321,227,532,1770,36,68,18,38,196,588,13,111,34,10,,
2020-10-11,5066,1364,385,287,5205,7994,990,671,586,3170,2742,873,382,1801,10,451,243,267,230,496,65,322,230,532,1775,36,70,18,49,196,588,13,111,34,10,1,
2020-10-12,5100,1372,385,287,5224,8041,995,678,587,3187,2755,892,382,1830,10,451,244,268,230,496,64,327,231,532,1775,36,70,18,51,196,589,13,111,34,10,1,
2020-10-13,5146,1385,390,288,5258,8086,996,699,590,3202,2792,901,392,1867,10,453,247,268,235,501,65,328,232,532,1788,36,71,18,55,196,590,13,111,35,11,1,
2020-10-14,5196,1413,392,296,5321,8171,1003,704,594,3223,2819,906,396,1924,10,453,249,268,233,503,65,328,233,532,1799,37,73,18,55,199,591,13,111,35,11,1,
2020-10-15,5241,1430,392,301,5353,8280,1010,716,606,3236,2839,912,411,1957,10,455,254,268,235,507,66,329,236,533,1812,38,75,18,55,200,590,13,111,35,11,1,
2020-10-16,5298,1448,394,306,5388,8367,1028,726,618,3253,2882,926,412,2011,10,455,253,268,235,507,69,331,239,538,1828,38,76,18,56,205,593,13,111,35,11,1,
2020-10-17,5345,1471,395,313,5437,8462,1041,734,626,3255,2910,932,413,2058,10,456,255,268,235,507,69,332,243,539,1841,39,81,18,56,210,593,13,112,35,11,1,
2020-10-18,5365,1492,397,314,5470,8520,1047,741,628,3258,2918,938,416,2091,10,456,256,268,235,508,69,332,247,540,1842,40,81,18,56,214,593,13,112,35,11,1,
2020-10-19,5385,1510,397,316,5509,8588,1062,745,631,3272,2942,944,416,2128,10,456,257,268,235,508,70,332,247,540,1847,40,83,18,56,222,593,13,112,35,11,1,
2020-10-20,5429,1519,401,324,5547,8689,1065,758,637,3288,2970,951,419,2170,10,456,257,269,235,508,70,334,247,542,1858,40,86,18,56,225,597,15,112,35,11,1,
2020-10-21,5470,1555,401,331,5590,8743,1074,764,639,3307,2990,956,418,2212,10,458,258,272,235,509,70,335,249,542,1866,40,87,18,56,229,597,17,113,35,11,1,
2020-10-22,5524,1584,404,339,5627,8825,1087,769,640,3323,3014,960,424,2242,10,464,261,273,237,509,70,345,250,542,1884,40,95,18,56,231,599,20,113,34,11,1,
2020-10-23,5612,1617,405,342,5684,8955,1098,788,643,3337,3061,983,433,2294,11,465,262,277,237,511,70,347,253,543,1897,40,100,18,57,236,600,21,114,34,11,1,
2020-10-24,5681,1650,408,345,5733,9055,1110,798,648,3344,3081,985,436,2326,11,465,263,277,241,515,70,347,256,543,1909,42,103,18,57,236,603,23,114,34,11,1,
2020-10-25,5739,1669,410,349,5819,9137,1123,803,650,3349,3097,987,441,2354,11,466,267,277,242,517,70,347,259,545,1915,44,107,18,57,238,604,23,120,35,11,1,
2020-10-26,5790,1684,411,350,5858,9228,1132,810,654,3372,3139,994,442,2392,11,467,267,277,243,517,70,347,266,545,1917,44,109,19,57,246,604,23,120,37,11,1,
2020-10-27,5838,1707,417,359,5929,9292,1136,816,657,3389,3172,1001,445,2419,11,468,269,277,244,517,70,348,269,545,1927,46,110,19,58,251,605,34,125,38,11,2,
2020-10-28,5885,1742,421,363,5963,9401,1161,827,663,3393,3206,1005,448,2451,11,477,269,279,246,518,72,349,270,546,1943,46,112,19,58,259,605,34,133,41,11,1,
2020-10-29,5991,1796,422,368,6024,9502,1185,845,668,3435,3267,1013,463,2467,12,484,270,284,248,518,74,349,271,551,1949,49,113,20,58,260,607,35,140,43,11,1,
2020-10-30,6082,1865,431,373,6068,9653,1209,863,675,3461,3309,1025,464,2501,12,487,273,286,251,519,75,352,275,554,1967,51,116,22,58,262,609,37,143,47,12,1,
2020-10-31,6170,1876,433,376,6121,9780,1240,881,690,3476,3350,1037,464,2564,12,493,277,288,254,519,77,358,275,557,1977,55,116,22,60,266,611,39,144,47,17,1,
2020-11-01,6230,1911,437,373,6252,9894,1267,890,695,3481,3383,1043,465,2596,14,494,277,290,257,521,77,362,280,559,1985,56,116,22,62,271,611,39,144,47,17,1,
2020-11-02,6298,1928,437,390,6311,10090,1296,902,706,3493,3478,1047,466,2607,14,495,277,290,260,522,78,367,281,559,1992,56,118,21,66,272,612,39,144,48,17,1,
2020-11-03,6356,1998,444,400,6375,10139,1308,923,719,3509,3535,1058,474,2633,18,503,279,291,268,522,80,368,285,560,2008,58,118,23,66,273,613,39,152,47,17,1,
2020-11-04,6412,2049,447,411,6458,10312,1325,934,732,3530,3587,1071,476,2655,20,506,280,293,272,522,82,369,290,562,2019,61,127,23,66,275,618,40,159,48,17,1,
2020-11-05,6543,2114,448,421,6533,10505,1370,960,740,3556,3657,1088,484,2689,25,513,289,295,273,523,82,375,297,565,2036,62,131,23,66,276,622,40,172,48,17,1,
2020-11-06,6663,2197,453,434,6610,10705,1408,969,755,3593,3670,1103,501,2728,32,521,295,296,278,526,82,375,301,569,2052,62,136,23,72,282,629,45,176,49,17,1,
2020-11-07,6795,2274,465,457,6685,10942,1440,980,766,3618,3796,1148,510,2804,49,531,305,297,282,526,86,379,304,571,2067,63,139,23,72,286,633,46,181,49,17,1,
2020-11-08,6897,2339,471,472,6796,11156,1459,985,783,3642,3925,1170,516,2858,53,540,315,303,287,526,87,380,310,579,2080,64,139,23,74,290,634,47,181,49,17,1,
2020-11-09,7014,2380,480,492,6878,11348,1484,1003,800,3653,3992,1189,524,2893,53,553,317,303,289,526,89,381,315,580,2086,64,141,23,74,296,639,47,182,49,17,1,
2020-11-10,7108,2435,487,510,6963,11497,1512,1022,815,3674,4101,1208,537,2941,56,561,319,305,291,529,89,383,318,580,2100,65,150,23,75,304,645,50,189,49,17,1,
2020-11-11,7207,2484,489,542,7045,11792,1530,1031,825,3705,4167,1237,548,2992,61,562,322,306,293,529,91,385,325,582,2108,67,151,23,78,314,659,51,197,54,17,1,
2020-11-12,7376,2605,498,556,7146,12139,1559,1039,843,3748,4266,1263,568,3056,65,564,326,309,294,530,91,390,332,585,2108,67,156,23,81,314,660,52,198,54,17,1,
2020-11-13,7523,2694,503,581,7266,12382,1587,1054,857,3788,4359,1294,585,3132,65,574,333,311,295,532,95,393,334,588,2147,69,159,23,81,320,674,58,204,58,18,1,
2020-11-14,7714,2805,523,603,7324,12521,1633,1088,873,3827,4501,1328,601,3206,66,579,342,314,300,542,100,410,346,594,2165,69,167,23,81,334,685,60,215,60,18,1,
2020-11-15,7825,2842,525,619,7500,12700,1645,1095,891,3873,4590,1354,617,3259,66,598,345,320,303,544,100,416,353,594,2177,69,168,23,83,338,685,65,215,63,19,1,
2020-11-16,7937,2900,528,628,7600,12930,1680,1106,906,3883,4659,1365,624,3298,66,621,348,323,303,544,102,417,358,594,2182,69,168,23,83,342,686,65,223,65,19,1,
2020-11-17,8020,2959,553,665,7747,13138,1711,1122,930,3924,4745,1385,637,3341,66,627,350,327,308,546,105,422,365,595,2188,70,168,23,87,347,713,70,227,69,19,1,
2020-11-18,8191,3067,553,697,7830,13350,1751,1153,940,3952,4823,1412,649,3461,71,630,370,338,311,551,109,426,371,597,2222,70,174,23,90,352,728,73,236,77,21,1,
2020-11-19,8313,3156,573,718,7914,13725,1781,1162,961,3969,4945,1447,664,3582,74,638,383,346,313,552,109,434,385,598,2243,70,180,23,96,360,738,78,240,82,21,1,
2020-11-20,8466,3240,612,756,8025,14060,1841,1188,983,4013,5025,1468,679,3672,101,655,401,349,321,559,111,447,405,602,2266,70,183,23,101,368,749,82,248,85,21,1,
2020-11-21,8687,3302,632,793,8145,14472,1874,1233,1025,4052,5146,1530,702,3758,109,686,417,355,326,562,111,461,415,612,2292,70,184,23,105,374,757,86,257,92,21,2,
2020-11-22,8815,3356,685,804,8321,14988,1911,1260,1051,4099,5353,1565,709,3820,122,691,431,361,333,563,111,472,422,619,2308,70,190,23,105,383,765,86,257,98,21,2,
2020-11-23,9038,3436,685,822,8436,15240,1955,1275,1076,4156,5472,1582,719,3890,123,717,443,366,335,565,112,479,438,625,2319,70,198,23,105,390,773,87,259,101,21,3,
2020-11-24,9222,3490,701,840,8548,15386,1998,1296,1106,4190,5574,1604,735,3953,127,723,454,372,342,588,113,488,445,630,2336,70,201,23,112,396,786,89,266,109,21,3,
2020-11-25,9401,3579,745,882,8650,15561,2074,1310,1140,4212,5687,1615,744,4050,130,746,482,375,345,600,115,497,457,635,2350,70,208,23,120,406,798,90,270,113,21,3,
2020-11-26,9678,3643,760,900,8849,15860,2138,1357,1168,4256,5840,1646,757,4139,133,749,507,393,351,610,121,512,466,642,2369,71,211,23,129,418,804,93,272,117,21,3,
2020-11-27,9974,3644,760,912,9017,15875,2228,1385,1168,4301,5853,1648,766,4202,134,771,510,394,351,613,123,519,478,651,2380,71,217,23,129,418,808,96,272,117,22,3,
2020-11-28,10135,3768,844,921,9082,16587,2291,1392,1214,4325,6023,1696,784,4250,134,779,523,396,359,616,126,524,488,654,2387,71,219,23,133,421,814,99,278,124,23,3,
2020-11-29,10347,3825,872,930,9207,17242,2368,1424,1250,4343,6160,1729,791,4309,134,782,537,401,360,622,131,530,506,658,2406,71,229,23,135,425,834,99,281,132,23,3,1
2020-11-30,10556,3879,873,961,9370,17576,2422,1440,1275,4384,6395,1756,800,4368,134,788,557,402,361,625,133,532,520,659,2409,71,233,23,137,430,843,100,283,133,23,3,
2020-12-01,10714,3951,910,967,9514,17825,2480,1469,1300,4402,6548,1768,818,4441,137,797,567,414,368,646,139,538,526,664,2419,71,237,23,143,443,862,102,286,138,23,5,
2020-12-02,10958,4017,926,981,9634,18162,2517,1600,1332,4468,6730,1797,845,4507,138,809,578,430,373,665,147,543,539,671,2460,72,244,23,146,453,874,104,291,143,23,6,
2020-12-03,11175,4028,947,998,9745,18432,2558,1641,1343,4502,6841,1818,855,4586,139,815,579,434,382,670,148,554,544,675,2473,72,248,23,153,458,878,105,301,145,23,6,
2020-12-04,11493,4201,1043,1026,9933,18813,2685,1704,1387,4576,7012,1853,877,4706,142,836,616,460,397,678,152,575,552,693,2510,72,268,24,159,487,912,108,316,145,24,6,
2020-12-05,11801,4287,1127,1050,10118,19209,2761,1764,1412,4622,7091,1889,896,4838,142,844,650,473,403,688,158,602,578,700,2550,72,282,24,160,505,932,110,325,149,24,7,
2020-12-06,11982,4388,1160,1069,10332,19396,2823,1770,1431,4659,7275,1920,900,4921,142,847,655,490,411,692,159,610,590,705,2547,72,288,24,163,515,942,111,326,150,24,7,
2020-12-07,12209,4408,1160,1080,10492,19732,2886,1812,1454,4674,7409,1955,918,4991,143,854,676,492,410,709,159,627,597,705,2555,72,294,24,171,523,986,114,331,150,24,7,
2020-12-08,12375,4514,1199,1105,10598,19995,2919,1862,1470,4714,7526,1978,937,5098,150,863,701,498,422,720,167,640,607,710,2550,72,304,24,177,530,1014,115,336,157,25,10,
2020-12-09,12534,4566,1235,1132,10787,20194,2969,1895,1495,4741,7644,2035,948,5183,154,870,718,514,428,734,172,649,613,714,2569,72,309,24,178,548,1035,115,339,160,25,10,
2020-12-10,12767,4624,1273,1152,10938,20575,3015,1949,1525,4772,7748,2069,979,5295,155,872,732,522,441,741,179,661,639,728,2586,73,315,25,180,558,1086,117,350,162,25,10,
2020-12-11,12983,4704,1313,1168,11114,20852,3122,2007,1548,4810,7934,2121,1010,5378,158,883,768,542,443,752,184,679,647,741,2606,73,333,26,187,564,1107,117,356,169,25,10,
2020-12-12,13226,4769,1360,1179,11246,21156,3181,2050,1566,4845,8031,2152,1046,5485,158,901,811,562,451,758,190,687,651,743,2617,74,340,26,192,572,1130,117,358,173,25,11,
2020-12-13,13324,4857,1388,1199,11389,21323,3220,2067,1582,4881,8147,2169,1069,5565,158,903,822,574,454,770,191,697,666,747,2619,74,347,26,207,582,1147,117,362,174,25,11,
2020-12-14,13588,4897,1415,1204,11577,21561,3262,2099,1608,4904,8247,2207,1080,5629,159,907,839,585,457,777,196,701,675,748,2626,74,351,27,211,589,1151,117,363,174,26,11,
2020-12-15,13636,4978,1436,1214,11714,21764,3293,2128,1629,4946,8374,2238,1097,5737,161,912,854,605,465,780,200,706,689,748,2643,75,360,27,221,597,1166,117,369,177,26,11,
2020-12-16,13776,5039,1457,1228,11892,22212,3342,2180,1657,4981,8539,2273,1127,5836,161,921,883,621,472,785,212,710,695,755,2659,76,364,29,224,609,1195,121,376,179,28,11,
2020-12-17,13991,5117,1476,1239,12038,22453,3389,2237,1677,5014,8716,2300,1152,5900,161,934,907,643,475,793,224,720,713,760,2671,76,368,29,225,614,1204,121,378,179,31,12,
2020-12-18,14217,5191,1539,1253,12184,22652,3443,2275,1695,5073,8831,2319,1190,5992,164,935,936,670,481,799,239,751,719,764,2688,76,378,29,234,632,1230,122,385,180,31,12,
2020-12-19,14362,5264,1591,1277,12343,22973,3506,2303,1726,5121,8938,2363,1209,6160,164,943,955,694,486,800,253,768,730,771,2733,76,388,29,241,648,1256,123,394,181,33,12,
2020-12-20,14616,5309,1641,1280,12543,23138,3545,2324,1739,5164,9016,2391,1215,6223,164,946,972,709,489,803,254,786,740,774,2739,76,393,30,248,653,1259,123,398,185,33,12,
2020-12-21,14726,5350,1641,1307,12610,23441,3582,2353,1750,5186,9117,2407,1223,6247,164,947,1006,719,492,807,258,797,752,775,2770,76,397,30,251,658,1286,126,399,185,33,12,
2020-12-22,14878,5411,1664,1313,12771,23620,3632,2385,1785,5249,9297,2444,1232,6333,165,958,1016,733,492,814,267,802,767,779,2774,76,403,30,255,672,1306,126,409,187,33,13,
2020-12-23,14997,5459,1696,1321,12895,23836,3670,2433,1809,5268,9331,2476,1244,6404,166,958,1026,738,510,819,271,815,772,780,2794,76,406,31,254,676,1313,126,414,187,33,16,
2020-12-24,15072,5487,1743,1328,12976,23990,3702,2463,1819,5300,9393,2502,1254,6470,168,965,1057,750,513,835,278,826,776,785,2794,76,411,31,261,687,1324,128,422,187,33,16,
2020-12-25,15158,5551,1743,1342,13101,24293,3733,2502,1831,5342,9476,2523,1273,6527,168,967,1060,763,518,839,279,835,785,787,2824,76,415,31,264,691,1345,129,424,189,33,16,
2020-12-26,15158,5551,1743,1351,13104,24471,3801,2524,1831,5379,9476,2523,1293,6617,168,967,1059,769,518,839,288,835,799,793,2824,76,429,31,264,690,1378,130,431,189,33,16,
2020-12-27,15433,5616,1832,1358,13462,24581,3835,2542,1875,5407,9609,2566,1296,6640,168,970,1120,772,524,855,291,863,808,794,2824,76,428,31,272,707,1380,130,430,189,34,16,
2020-12-28,15728,5616,1832,1358,13462,24705,3835,2542,1875,5417,9718,2578,1296,6640,168,971,1120,772,524,855,291,863,808,794,2841,76,428,31,272,707,1380,130,431,189,34,16,
2020-12-29,15785,5721,1844,1358,13620,24796,3881,2575,1919,5441,9821,2594,1311,6729,170,975,1139,783,538,868,293,872,817,796,2853,76,429,31,273,734,1383,131,456,194,35,17,
2020-12-30,15888,5780,1874,1366,13741,24978,3927,2597,1939,5497,9917,2612,1323,6809,170,977,1165,801,549,870,303,894,828,805,2884,76,443,31,277,748,1392,131,460,195,37,17,
2020-12-31,16070,5884,1910,1387,13928,25290,3976,2650,1977,5640,10058,2641,1347,6929,170,980,1193,816,553,880,308,905,837,815,2914,76,448,31,278,756,1425,134,472,197,37,17,
2021-01-01,16290,5933,1911,1426,14128,25590,4082,2686,1998,5697,10143,2681,1369,7015,170,982,1233,827,580,891,313,917,843,825,2914,77,457,31,286,769,1439,137,483,200,37,17,
2021-01-02,16381,5955,1990,1436,14261,25754,4148,2721,2035,5750,10143,2681,1387,7114,170,982,1270,838,580,907,318,927,868,829,2924,78,467,31,287,769,1467,139,485,200,39,17,
2021-01-03,16595,6069,1991,1439,14483,25943,4168,2731,2066,5840,10340,2740,1394,7170,170,988,1298,843,586,908,325,928,882,839,2926,80,471,31,293,789,1534,141,488,200,39,17,
2021-01-04,16735,6108,2022,1453,14561,26028,4207,2740,2084,5863,10406,2764,1403,7227,170,992,1314,843,588,912,327,930,894,843,2946,80,471,31,295,808,1540,143,488,201,39,17,
2021-01-05,16838,6173,2032,1474,14660,26180,4276,2781,2111,5938,10545,2787,1419,7287,170,995,1340,848,591,918,331,936,897,850,2961,82,490,32,297,825,1549,145,491,203,39,17,
2021-01-06,16868,6210,2065,1480,14793,26285,4280,2800,2124,5988,10618,2830,1427,7337,171,998,1351,854,606,921,335,943,905,852,2978,84,494,33,298,838,1562,147,502,208,41,17,
2021-01-07,16902,6281,2067,1495,14927,26295,4322,2833,2151,6146,10665,2866,1459,7411,174,1012,1356,864,607,929,342,952,906,854,2978,86,509,43,299,845,1582,150,504,217,41,17,
2021-01-08,17156,6364,2182,1522,15103,26544,4412,2877,2193,6187,10872,2913,1500,7515,174,1032,1415,884,615,934,347,970,920,866,3017,86,512,47,303,863,1584,150,508,218,45,17,
2021-01-09,17326,6486,2218,1542,15211,26912,4489,2921,2231,6270,10996,2969,1541,7618,174,1049,1470,894,620,947,354,987,943,881,3040,88,530,48,305,875,1592,156,512,219,45,17,
2021-01-10,17506,6524,2260,1554,15440,27137,4541,2946,2275,6304,11082,3001,1558,7705,174,1055,1487,903,626,950,355,997,961,885,3041,92,530,47,306,884,1603,156,517,219,45,17,
2021-01-11,17819,6563,2260,1570,15550,27144,4579,2959,2314,6367,11167,3019,1572,7766,174,1060,1525,906,627,958,357,1004,975,893,3043,92,531,47,306,897,1608,156,518,219,45,17,
2021-01-12,17975,6627,2306,1590,15643,27400,4635,2984,2324,6421,11268,3041,1588,7851,174,1063,1560,917,638,964,357,1012,976,897,3075,92,550,47,314,905,1627,159,526,222,46,17,
2021-01-13,18086,6682,2337,1614,15740,27705,4723,3034,2353,6470,11369,3066,1618,7948,182,1070,1625,922,646,966,357,1025,989,906,3100,92,569,47,315,913,1649,161,542,224,47,17,
2021-01-14,18245,6757,2352,1629,15878,27890,4805,3048,2366,6530,11445,3096,1640,8042,182,1089,1642,931,657,968,357,1037,1004,914,3113,92,581,47,316,923,1661,167,549,227,47,19,
2021-01-15,18386,6806,2366,1650,15972,28068,4846,3065,2389,6641,11499,3139,1659,8127,213,1095,1689,935,661,973,357,1051,1015,919,3118,94,585,47,317,926,1675,168,551,228,47,19,
2021-01-16,18512,6862,2422,1666,16085,28237,4907,3102,2413,6709,11577,3162,1684,8219,213,1104,1706,948,669,985,362,1063,1033,927,3124,96,604,47,318,933,1687,173,566,229,48,20,
2021-01-17,18644,6892,2428,1677,16172,28337,4952,3108,2446,6765,11642,3182,1695,8272,213,1114,1735,951,686,991,365,1071,1043,933,3131,96,610,47,324,937,1702,175,568,230,51,20,
2021-01-18,18734,6930,2428,1687,16247,28467,4999,3116,2455,6793,11698,3190,1705,8353,213,1114,1743,954,686,996,365,1081,1049,938,3135,96,621,47,324,938,1705,175,568,230,51,20,
2021-01-19,18808,6970,2453,1692,16312,28586,5036,3123,2469,6803,11760,3202,1720,8418,213,1118,1770,955,687,1001,367,1085,1054,942,3135,96,623,47,324,941,1707,175,573,232,51,20,
2021-01-20,18867,7004,2469,1709,16394,28678,5073,3149,2492,6856,11789,3228,1743,8467,213,1125,1785,961,692,1004,369,1091,1054,945,3164,97,629,47,324,952,1712,178,576,236,51,20,
2021-01-21,18973,7043,2488,1731,16475,28796,5103,3170,2510,6890,11866,3254,1769,8564,213,1131,1805,969,699,1015,368,1102,1055,955,3182,98,631,47,323,962,1718,179,580,237,52,20,
2021-01-22,19113,7073,2505,1749,16575,28929,5131,3179,2534,6941,11937,3269,1792,8653,217,1140,1819,974,707,1019,368,1105,1069,962,3193,99,645,47,324,972,1727,179,581,240,52,20,
2021-01-23,19216,7122,2524,1759,16668,29040,5171,3194,2563,6976,11989,3294,1817,8724,217,1146,1826,976,707,1027,369,1117,1075,963,3198,99,652,47,324,983,1734,180,582,248,53,20,
2021-01-24,19279,7169,2550,1774,16740,29114,5194,3212,2581,6992,12039,3299,1820,8767,217,1151,1845,985,707,1033,370,1119,1076,966,3201,99,661,47,325,1009,1738,181,582,253,53,20,
2021-01-25,19330,7189,2550,1785,16787,29216,5212,3219,2587,7011,12085,3308,1823,8803,217,1154,1854,986,707,1038,371,1125,1076,967,3201,99,662,47,325,1020,1738,182,583,257,53,20,
