,Suffolk,Norfolk,Middlesex,Berkshire,Worcester,Essex,Barnstable,Bristol,Hampden,Plymouth,Unknown,Franklin,Hampshire,Nantucket,Dukes
2020-05-30,17873,8016,21124,544,10901,14099,1305,7089,5982,7819,336,319,855,13,26
2020-05-31,17936,8079,21287,544,11018,14225,1312,7159,6035,7859,297,319,855,13,27
2020-06-01,18581,8586,22224,567,11352,14721,1424,7348,6188,8200,340,335,886,13,40
2020-06-02,18636,8600,22296,568,11438,14795,1430,7380,6201,8228,319,335,883,13,41
2020-06-03,18733,8613,22403,566,11465,14857,1435,7453,6237,8243,307,335,891,13,41
2020-06-04,18790,8625,22485,568,11529,14969,1443,7508,6268,8282,310,337,894,14,41
2020-06-05,18858,8646,22583,571,11600,15064,1446,7573,6297,8313,313,337,900,14,42
2020-06-06,18955,8689,22686,573,11696,15170,1450,7635,6337,8347,297,338,904,13,42
2020-06-07,19001,8713,22754,574,11732,15217,1456,7683,6353,8363,292,338,905,13,42
2020-06-08,19028,8715,22812,575,11758,15236,1458,7698,6365,8372,309,338,907,13,42
2020-06-09,19067,8753,22845,575,11803,15271,1462,7728,6380,8404,299,341,905,13,43
2020-06-10,19099,8774,22889,574,11820,15365,1467,7754,6395,8418,297,344,905,13,42
2020-06-11,19195,8809,22996,575,11885,15465,1474,7793,6415,8440,304,348,913,13,42
2020-06-12,19249,8842,23075,575,11937,15518,1479,7872,6431,8462,298,348,918,13,42
2020-06-13,19299,8860,23156,580,11961,15573,1486,7906,6460,8478,307,353,921,13,42
2020-06-14,19335,8866,23195,580,11975,15604,1487,7933,6481,8507,308,353,924,13,42
2020-06-15,19334,8872,23227,579,11991,15627,1489,7925,6489,8512,311,353,926,13,42
2020-06-16,19367,8892,23269,578,12014,15667,1494,7940,6503,8514,307,353,930,14,43
2020-06-17,19434,8908,23346,582,12032,15703,1497,7956,6518,8522,306,354,936,13,44
2020-06-18,19477,8935,23407,584,12050,15739,1502,7979,6537,8555,308,356,936,13,44
2020-06-19,19493,8962,23464,585,12085,15778,1508,8002,6556,8566,296,357,941,13,44
2020-06-20,19528,8983,23544,586,12122,15817,1513,8028,6584,8576,297,358,943,13,44
2020-06-21,19551,8994,23574,590,12130,15829,1515,8035,6598,8583,303,358,944,13,44
2020-06-22,19567,9010,23609,591,12143,15851,1517,8057,6610,8592,300,358,946,14,45
2020-06-23,19601,9042,23647,591,12192,15885,1523,8081,6620,8604,288,359,947,14,45
2020-06-24,19628,9056,23697,591,12207,15920,1525,8086,6633,8610,290,359,950,14,45
2020-06-25,19664,9082,23741,591,12236,15952,1525,8107,6658,8625,283,362,952,14,45
2020-06-26,19707,9100,23786,592,12240,15975,1530,8142,6691,8646,285,364,952,14,46
2020-06-27,19764,9125,23859,594,12303,16028,1531,8176,6729,8661,289,366,955,15,48
2020-06-28,19795,9151,23915,594,12324,16053,1532,8198,6760,8671,287,366,958,15,48
2020-06-29,19795,9161,23946,594,12342,16069,1535,8208,6765,8676,288,366,959,15,49
2020-06-30,19819,9166,23962,594,12350,16088,1538,8225,6776,8684,288,366,962,15,49
2020-07-01,19853,9184,23998,597,12376,16122,1542,8236,6791,8696,346,370,965,17,50
2020-07-02,19892,9200,24039,600,12407,16176,1547,8264,6812,8707,287,372,969,17,49
2020-07-03,19936,9242,24083,602,12443,16210,1553,8295,6834,8722,292,372,976,18,50
2020-07-04,19972,9260,24115,602,12481,16235,1553,8311,6861,8734,291,373,982,18,50
2020-07-05,19985,9273,24153,602,12499,16254,1557,8321,6870,8740,291,373,985,20,51
2020-07-06,20014,9284,24193,604,12515,16283,1561,8331,6883,8748,292,373,985,20,51
2020-07-07,20048,9306,24243,604,12534,16318,1561,8348,6895,8757,294,373,986,20,51
2020-07-08,20120,9339,24300,604,12562,16342,1563,8365,6903,8765,298,376,991,21,53
2020-07-09,20172,9384,24348,609,12583,16379,1566,8399,6932,8777,297,381,993,22,55
2020-07-10,20228,9403,24377,610,12603,16414,1570,8426,6943,8786,294,383,995,22,56
2020-07-11,20272,9440,24436,611,12629,16452,1574,8442,6974,8802,300,384,1001,22,59
2020-07-12,20301,9462,24483,613,12648,16469,1578,8460,7000,8811,300,384,1008,22,58
2020-07-13,20342,9485,24536,615,12679,16485,1582,8491,7019,8822,299,384,1008,22,58
2020-07-14,20386,9530,24600,615,12710,16530,1586,8527,7039,8830,301,384,1012,23,57
2020-07-15,20411,9560,24652,615,12724,16564,1593,8558,7056,8832,303,385,1012,25,57
2020-07-16,20445,9588,24685,616,12738,16596,1596,8593,7077,8847,317,386,1015,25,57
2020-07-17,20499,9612,24738,618,12762,16632,1603,8637,7100,8865,316,389,1026,25,57
2020-07-18,20555,9658,24809,622,12802,16710,1612,8653,7120,8868,319,391,1033,27,59
2020-07-19,20601,9699,24886,623,12830,16733,1622,8681,7140,8889,314,391,1039,27,59
2020-07-20,20621,9737,24958,624,12859,16757,1635,8719,7141,8894,317,390,1049,29,59
2020-07-21,20650,9779,25011,625,12894,16784,1639,8745,7152,8903,311,390,1057,29,64
2020-07-22,20678,9821,25084,626,12933,16815,1644,8761,7180,8917,315,390,1063,29,64
2020-07-23,20732,9849,25123,629,12972,16856,1668,8788,7220,8940,321,391,1065,29,64
2020-07-24,20793,9895,25190,636,13019,16883,1680,8816,7228,8956,328,391,1076,30,64
2020-07-25,20827,9934,25250,638,13059,16915,1684,8843,7259,8967,323,393,1082,30,64
2020-07-26,20896,9971,25333,643,13093,16952,1693,8882,7283,8985,325,396,1090,31,64
2020-07-27,20914,10013,25396,645,13140,16990,1698,8907,7309,9000,328,396,1095,31,64
2020-07-28,20960,10034,25429,647,13166,17033,1718,8932,7326,9018,327,398,1095,34,65
2020-07-29,21030,10103,25535,648,13204,17119,1731,8987,7353,9043,334,397,1102,33,65
2020-07-30,21113,10160,25617,648,13243,17169,1742,9029,7381,9058,335,398,1107,33,65
2020-07-31,21222,10236,25706,653,13322,17232,1745,9073,7404,9086,307,402,1126,33,65
2020-08-01,21279,10305,25801,654,13376,17305,1755,9088,7433,9107,303,404,1132,33,65
2020-08-02,21355,10343,25894,657,13415,17386,1757,9124,7467,9115,306,405,1136,33,65
2020-08-03,21378,10361,25932,657,13442,17422,1764,9153,7477,9126,303,405,1139,33,65
2020-08-04,21481,10447,26027,661,13469,17494,1770,9224,7499,9163,318,406,1145,33,66
2020-08-05,21579,10488,26109,664,13497,17571,1778,9255,7518,9185,342,407,1150,34,66
2020-08-06,21631,10515,26156,666,13525,17617,1783,9272,7541,9193,308,409,1158,34,66
2020-08-07,21717,10554,26254,667,13555,17699,1794,9295,7556,9212,314,410,1162,36,66
2020-08-08,21778,10601,26345,667,13602,17789,1798,9324,7582,9226,316,411,1170,36,66
2020-08-09,21849,10614,26420,668,13630,17846,1800,9355,7600,9245,325,411,1174,37,66
2020-08-10,21929,10639,26470,668,13654,17883,1802,9371,7619,9258,329,411,1179,37,66
2020-08-11,22017,10682,26565,667,13686,17930,1803,9408,7637,9288,326,411,1184,37,66
2020-08-12,22017,10682,26565,667,13686,17930,1803,9408,7637,9288,619,411,1184,37,66
2020-08-13,22017,10682,26565,667,13686,17930,1803,9408,7637,9288,1042,411,1184,37,66
2020-08-14,22017,10682,26565,667,13686,17930,1803,9408,7637,9288,1347,411,1184,37,66
2020-08-15,22017,10682,26565,667,13686,17930,1803,9408,7637,9288,1818,411,1184,37,66
2020-08-16,22017,10682,26565,667,13686,17930,1803,9408,7637,9288,2212,411,1184,37,66
2020-08-17,22017,10682,26565,667,13686,17930,1803,9408,7637,9288,2460,411,1184,37,66
2020-08-18,22017,10682,26565,667,13686,17930,1803,9408,7637,9288,2682,411,1184,37,66
2020-08-19,22511,10796,26896,673,13866,18291,1812,9513,7752,9409,1156,414,1221,37,68
2020-08-20,22577,10814,26954,674,13890,18343,1815,9528,7775,9417,1195,416,1224,37,69
2020-08-21,22694,10843,27029,675,13941,18406,1817,9564,7787,9440,1265,419,1230,37,69
2020-08-22,22706,10845,27056,674,13955,18430,1816,9568,7791,9443,1320,419,1230,38,69
2020-08-23,22706,10845,27056,674,13955,18430,1816,9568,7791,9443,1320,419,1230,38,69
2020-08-24,22904,10885,27158,682,13989,18510,1818,9603,7808,9483,1410,420,1244,39,69
2020-08-25,22973,10909,27248,686,14016,18563,1824,9621,7825,9503,1469,421,1249,41,72
2020-08-26,23064,10922,27296,689,14051,18628,1827,9642,7839,9517,1491,424,1253,41,72
2020-08-27,23154,10942,27377,692,14078,18680,1831,9671,7861,9535,1506,426,1258,41,72
2020-08-28,23261,10970,27463,696,14107,18756,1838,9699,7887,9565,1533,426,1267,42,74
2020-08-29,23350,10998,27562,701,14143,18808,1843,9744,7904,9597,1558,428,1276,44,74
2020-08-30,23403,11006,27595,702,14154,18835,1852,9757,7908,9612,1580,428,1279,44,74
2020-08-31,23472,11033,27665,703,14176,18863,1857,9790,7934,9625,1586,430,1281,44,74
2020-09-01,23552,11050,27732,706,14217,18912,1863,9824,7950,9646,1599,431,1287,45,74
2020-09-02,22508,9569,25411,665,13483,18125,1635,9211,7686,9135,2037,392,1176,42,56
2020-09-03,22593,9597,25495,669,13522,18186,1645,9252,7698,9153,2065,392,1180,43,56
2020-09-04,22529,9620,25558,669,13551,18249,1654,9296,7718,9174,2065,394,1183,42,56
2020-09-05,22623,9654,25629,672,13592,18316,1657,9340,7739,9198,2095,396,1186,43,56
2020-09-06,22697,9679,25712,670,13627,18382,1661,9365,7762,9227,2097,396,1188,43,56
2020-09-07,22756,9700,25752,672,13654,18398,1663,9393,7774,9235,2108,396,1189,45,56
2020-09-08,22788,9704,25792,672,13666,18431,1662,9409,7789,9242,2117,396,1191,46,57
2020-09-09,22831,9716,25847,676,13678,18454,1663,9418,7793,9257,2119,396,1191,46,58
2020-09-10,22920,9745,25931,677,13716,18508,1667,9448,7817,9277,2140,396,1193,53,58
2020-09-11,23028,9780,26021,679,13766,18580,1667,9478,7834,9318,2128,396,1194,58,59
2020-09-12,23130,9809,26138,681,13807,18643,1676,9504,7846,9354,2238,396,1196,62,60
2020-09-13,23194,9832,26182,683,13842,18679,1682,9525,7857,9367,2262,396,1196,69,60
2020-09-14,23236,9845,26246,685,13877,18703,1683,9543,7868,9389,2281,396,1196,72,60
2020-09-15,23306,9864,26304,687,13902,18746,1687,9565,7885,9407,2311,397,1198,74,60
2020-09-16,23371,9889,26383,690,13927,18770,1690,9599,7902,9431,2312,397,1199,79,60
2020-09-17,23464,9932,26469,692,13969,18815,1693,9657,7933,9452,2312,398,1200,82,60
2020-09-18,23552,9980,26545,702,14007,18872,1697,9700,7947,9487,2343,401,1203,85,61
2020-09-19,23674,10015,26644,701,14050,19022,1705,9746,7966,9516,2384,403,1205,88,62
2020-09-20,23741,10044,26732,701,14079,19074,1706,9788,7986,9533,2397,403,1206,88,62
2020-09-21,23798,10065,26784,702,14114,19086,1713,9811,8011,9540,2413,403,1206,88,62
2020-09-22,23822,10080,26820,704,14119,19120,1714,9826,8025,9551,2429,404,1205,88,62
2020-09-23,23891,10107,26943,706,14159,19305,1722,9858,8075,9567,2416,404,1208,88,63
2020-09-24,23988,10142,27014,705,14218,19422,1728,9895,8098,9592,2424,405,1211,88,63
2020-09-25,24089,10170,27103,707,14252,19525,1736,9926,8117,9621,2461,406,1214,91,63
2020-09-26,24177,10212,27201,707,14301,19637,1750,9981,8147,9639,2511,408,1222,94,63
2020-09-27,24281,10247,27340,711,14344,19765,1757,10018,8199,9671,2516,410,1226,94,63
2020-09-28,24360,10271,27392,713,14375,19819,1766,10050,8240,9699,2580,410,1230,104,63
2020-09-29,24426,10308,27507,717,14417,19921,1779,10074,8254,9726,2640,411,1235,105,64
2020-09-30,24479,10338,27624,716,14471,20031,1786,10114,8283,9777,2666,412,1251,104,64
2020-10-01,24622,10384,27779,716,14528,20156,1799,10161,8339,9807,2715,412,1273,115,64
2020-10-02,24764,10430,27961,718,14598,20257,1807,10226,8403,9852,2719,413,1298,119,66
2020-10-03,24871,10481,28101,718,14637,20370,1818,10269,8435,9904,2778,415,1316,124,66
2020-10-04,24987,10533,28243,723,14688,20465,1824,10311,8493,9936,2808,421,1324,124,67
2020-10-05,25052,10558,28308,725,14740,20617,1827,10340,8533,9959,2864,421,1327,124,67
2020-10-06,25117,10608,28392,725,14791,20672,1832,10386,8574,10007,2909,420,1333,124,67
2020-10-07,25200,10632,28533,726,14864,20768,1837,10423,8611,10024,2919,422,1341,125,67
2020-10-08,25273,10666,28638,726,14905,20835,1849,10452,8621,10058,2950,424,1345,126,68
2020-10-09,25382,10739,28796,729,14982,20945,1855,10511,8681,10130,2981,424,1349,129,68
2020-10-10,25497,10792,28917,730,15022,21078,1858,10555,8716,10172,3028,425,1352,129,69
2020-10-11,25562,10824,29055,730,15090,21193,1863,10599,8754,10218,3033,426,1356,131,69
2020-10-12,25702,10880,29225,730,15141,21296,1876,10670,8818,10324,3015,426,1359,131,70
2020-10-13,25824,10942,29358,732,15189,21380,1878,10739,8854,10380,3145,426,1364,131,70
2020-10-14,25896,10975,29460,733,15238,21516,1877,10777,8894,10424,3201,426,1374,131,70
2020-10-15,26012,11008,29587,735,15280,21619,1882,10828,8921,10486,3217,426,1376,132,70
2020-10-16,26160,11050,29728,735,15357,21736,1888,10864,8971,10540,3297,432,1386,132,70
2020-10-17,26250,11085,29845,736,15412,21865,1888,10919,9014,10573,3316,434,1389,133,71
2020-10-18,26383,11128,29986,736,15475,22035,1896,10985,9074,10619,3302,437,1400,133,71
2020-10-19,26546,11176,30182,740,15544,22192,1898,11046,9125,10693,3303,438,1401,133,71
2020-10-20,26663,11238,30367,742,15622,22315,1902,11126,9171,10786,3471,441,1412,137,71
2020-10-21,26787,11274,30502,742,15681,22446,1911,11170,9219,10824,3537,445,1420,137,71
2020-10-22,26954,11336,30656,744,15778,22596,1922,11334,9305,10895,3600,456,1430,138,71
2020-10-23,27180,11397,30831,747,15860,22739,1929,11451,9379,10975,3693,456,1435,140,73
2020-10-24,27346,11469,31032,751,15977,22939,1933,11568,9501,11067,3786,460,1441,145,73
2020-10-25,27571,11530,31257,761,16064,23175,1944,11718,9548,11123,3746,461,1449,145,73
2020-10-26,27823,11591,31401,765,16210,23296,1968,11878,9723,11217,3751,467,1458,154,75
2020-10-27,27992,11676,31594,774,16349,23418,1992,11986,9800,11294,3995,472,1465,154,76
2020-10-28,28152,11733,31808,780,16471,23642,1999,12167,9901,11350,4030,472,1472,163,78
2020-10-29,28400,11814,32015,781,16580,23861,2004,12338,10016,11423,4126,478,1484,164,80
2020-10-30,28660,11891,32295,783,16765,24089,2020,12533,10151,11486,4238,479,1503,168,85
2020-10-31,28851,11991,32557,784,16894,24319,2029,12708,10254,11563,4380,479,1509,169,89
2020-11-01,29031,12089,32781,789,17017,24500,2051,12812,10359,11631,4382,483,1520,172,90
2020-11-02,29166,12138,32907,803,17077,24612,2060,12917,10425,11681,4493,487,1521,172,90
2020-11-03,29269,12222,33119,808,17201,24724,2065,13010,10523,11747,4607,487,1537,174,92
2020-11-04,29474,12291,33452,814,17348,25065,2078,13239,10651,11831,4735,490,1559,178,94
2020-11-05,29726,12394,33774,818,17652,25365,2089,13440,10812,11929,4804,495,1580,186,97
2020-11-06,30062,12538,34142,829,17873,25741,2111,13657,11007,12022,4899,500,1604,191,98
2020-11-07,30359,12697,34586,838,18171,26137,2123,13876,11188,12131,5022,504,1638,194,112
2020-11-08,30677,12795,34979,845,18334,26490,2139,14065,11356,12195,5037,507,1659,202,119
2020-11-09,30857,12885,35177,861,18474,26621,2150,14171,11560,12258,5202,513,1674,202,122
2020-11-10,31158,13055,35516,903,18744,26889,2180,14463,11727,12372,5327,517,1693,212,125
2020-11-11,31454,13199,36023,953,19095,27231,2202,14827,11963,12492,5492,521,1730,218,141
2020-11-12,31791,13351,36551,982,19468,27678,2210,15073,12149,12616,5656,528,1761,221,154
2020-11-13,32188,13523,37113,1001,19781,28045,2243,15394,12462,12703,5902,536,1815,230,159
2020-11-14,32561,13668,37652,1021,20166,28583,2266,15723,12732,12827,6140,545,1850,242,166
2020-11-15,32792,13802,38246,1027,20375,28965,2287,15919,12923,12900,6189,550,1874,250,176
2020-11-16,33106,13917,38643,1072,20630,29209,2305,16146,13101,13031,6397,554,1895,252,181
2020-11-17,33366,14064,39117,1101,20911,29558,2374,16397,13318,13146,6693,555,1918,252,194
2020-11-18,33695,14223,39666,1151,21240,29983,2426,16791,13557,13260,6870,562,1979,262,203
2020-11-19,33994,14380,40230,1182,21632,30381,2456,17128,13701,13386,7030,565,2010,262,213
2020-11-20,34270,14569,40680,1201,22038,30674,2488,17337,13929,13505,7164,571,2037,262,224
2020-11-21,34584,14766,41384,1245,22415,31122,2626,17718,14167,13617,7362,579,2074,267,229
2020-11-22,34870,14911,42019,1260,22670,31725,2660,18018,14404,13746,7366,588,2105,273,235
2020-11-23,35124,15006,42437,1277,22865,32012,2691,18227,14582,13832,7340,592,2119,274,245
2020-11-24,35362,15194,42863,1359,23144,32308,2761,18411,14871,13948,7705,599,2150,275,249
2020-11-25,35687,15391,43538,1423,23608,32897,2829,18752,15169,14083,7899,605,2185,275,253
2020-11-26,35687,15391,43538,1423,23608,32897,2829,18752,15169,14083,7899,605,2185,275,253
2020-11-27,36276,15693,44577,1466,24055,33663,2900,19253,15490,14369,8110,619,2231,283,267
2020-11-28,36516,15833,45363,1531,24404,34124,2977,19551,15775,14495,8440,630,2269,293,268
2020-11-29,36836,16047,45972,1600,24626,34607,3020,19721,15985,14588,8449,639,2304,300,270
2020-11-30,36959,16120,46230,1602,24752,34835,3047,19804,16143,14686,8414,645,2322,300,273
2020-12-01,37318,16359,46743,1645,25146,35205,3129,20021,16457,14890,8701,658,2345,309,279
2020-12-02,37821,16695,47671,1728,25806,36106,3204,20551,16735,15150,9094,676,2390,319,286
2020-12-03,38648,17069,48896,1780,26552,37476,3289,21368,17163,15545,9330,699,2450,351,291
2020-12-04,39360,17480,50108,1803,27135,38467,3372,21819,17551,15788,9631,716,2492,381,295
2020-12-05,40045,17817,51310,1903,27814,39369,3429,22310,17982,16142,9892,739,2536,420,309
2020-12-06,40646,18180,52345,1954,28452,40305,3477,22719,18325,16383,9984,756,2567,441,310
2020-12-07,40982,18383,52839,1969,28755,40666,3514,22997,18488,16564,10038,777,2597,441,315
2020-12-08,41487,18740,53518,2025,29179,41158,3554,23273,18917,16840,10533,798,2650,453,322
2020-12-09,42036,19114,54680,2076,29875,42222,3671,24157,19242,17150,10832,840,2701,480,336
2020-12-10,42667,19500,55765,2158,30516,43110,3739,24598,19605,17550,11102,857,2774,494,346
2020-12-11,43396,19866,56850,2198,31192,44163,3821,25281,19931,17857,11278,895,2829,521,358
2020-12-12,43986,20206,57947,2228,31896,45050,3885,25768,20240,18164,11616,934,2892,544,369
2020-12-13,44631,20587,59078,2252,32452,45853,3950,26154,20517,18449,11805,959,2935,580,376
2020-12-14,45188,20909,59835,2266,32869,46390,3998,26431,20801,18723,11895,988,2966,592,380
2020-12-15,45642,21280,60621,2296,33287,46814,4086,26890,21106,19024,12112,1017,2992,593,400
2020-12-16,46365,21684,61640,2330,33974,47846,4178,27551,21402,19430,12619,1030,3038,622,403
2020-12-17,47013,22015,62721,2360,34619,48769,4240,28002,21772,19731,12790,1075,3090,638,412
2020-12-18,47701,22536,63998,2379,35313,49616,4324,28515,22232,20152,12859,1094,3148,647,412
2020-12-19,48181,22910,64782,2404,35805,50163,4455,29078,22425,20493,13212,1112,3185,647,418
2020-12-20,48654,23219,65653,2445,36429,50902,4519,29428,22776,20729,13335,1129,3228,661,424
2020-12-21,49082,23496,66506,2482,36764,51523,4581,29874,23066,21019,13482,1133,3267,668,431
2020-12-22,49518,23862,67233,2513,37255,51880,4644,30117,23372,21267,13937,1150,3323,669,434
2020-12-23,50032,24200,68154,2546,37915,52699,4697,30567,23707,21567,14267,1153,3366,683,435
2020-12-24,50653,24655,69259,2604,38594,53682,4805,31131,24198,22034,14560,1179,3431,692,448
2020-12-25,50653,24655,69259,2604,38594,53682,4805,31131,24198,22034,14560,1179,3431,692,448
2020-12-26,51663,25321,70748,2660,39704,54530,5008,32058,24666,22511,14851,1201,3524,703,454
2020-12-27,52079,25608,71348,2677,40136,54879,5066,32340,24866,22762,15019,1214,3579,704,459
2020-12-28,52598,25966,72124,2733,40418,55755,5117,32842,25096,23105,15166,1222,3616,711,465
2020-12-29,53046,26295,72973,2787,40795,56247,5181,33272,25344,23392,15668,1237,3662,713,467
2020-12-30,53695,26754,74298,2845,41640,57353,5237,33906,25780,23808,16403,1256,3742,731,470
2020-12-31,54556,27296,75615,2907,42595,58429,5396,34655,26282,24296,16810,1278,3832,748,483
2021-01-01,54556,27296,75615,2907,42595,58429,5396,34655,26282,24296,16810,1278,3832,748,483
2021-01-02,55575,28052,77222,2982,43877,59403,5617,35721,26886,24993,17330,1310,3940,768,505
2021-01-03,55925,28388,77821,3020,44297,59763,5708,36074,27058,25280,17737,1318,3988,769,516
2021-01-04,56431,28745,78663,3082,44733,60624,5750,36502,27403,25666,18285,1327,4043,809,519
2021-01-05,56911,29149,79505,3174,45139,61162,5818,36957,27844,26021,18738,1338,4111,809,526
2021-01-06,57742,29618,80812,3260,46013,62272,5881,37701,28209,26426,19186,1356,4198,830,549
2021-01-07,58671,30158,82238,3338,46993,63337,5973,38419,28830,26952,19584,1382,4292,876,558
2021-01-08,59640,30818,83698,3414,47879,64512,6143,39255,29368,27624,20091,1418,4393,903,565
2021-01-09,60502,31347,85112,3500,48848,65536,6258,40134,29876,28182,20405,1438,4489,920,588
2021-01-10,61178,31860,86020,3543,49482,66326,6454,40820,30270,28588,20700,1458,4553,933,606
2021-01-11,61722,32299,86826,3614,49880,66977,6569,41297,30559,28975,20703,1472,4600,940,609
2021-01-12,62241,32853,87864,3681,50348,67475,6685,41898,31035,29435,21304,1490,4665,940,615
2021-01-13,62816,33262,88898,3733,51038,68261,6816,42507,31393,29858,22030,1510,4749,952,624
2021-01-14,63472,33739,89999,3807,51725,69090,6930,43148,31798,30354,22400,1526,4825,957,632
2021-01-15,64158,34206,90918,3859,52317,69855,7040,43643,32211,30799,22876,1550,4887,967,641
2021-01-16,64867,34744,91946,3937,53053,70581,7204,44238,32627,31347,23020,1580,4952,981,649
2021-01-17,65398,35130,92781,3969,53526,71251,7315,44697,32936,31740,23157,1589,4996,990,665
2021-01-18,65804,35450,93414,4028,53842,71592,7412,45112,33234,31999,23252,1600,5040,990,672
2021-01-19,66066,35740,93861,4081,54092,71834,7499,45439,33547,32246,23759,1615,5081,990,676
2021-01-20,66466,36130,94631,4123,54502,72391,7590,45847,33910,32626,24360,1637,5139,1005,683
2021-01-21,67004,36599,95512,4161,55257,73092,7783,46345,34256,32974,24652,1651,5175,1013,706
2021-01-22,67729,37117,96331,4223,55842,73746,7910,46937,34537,33371,25043,1666,5255,1027,718
2021-01-23,68226,37574,97177,4270,56395,74259,8029,47399,34965,33711,25329,1685,5312,1033,729
2021-01-24,68799,37970,97870,4299,56824,74753,8136,47838,35170,34003,25561,1693,5349,1041,731
2021-01-25,69263,38422,98482,4343,57139,75162,8244,48196,35489,34365,25718,1701,5385,1048,731
2021-01-26,69480,38697,98828,4363,57421,75335,8303,48475,35812,34562,26007,1709,5408,1049,734
2021-01-27,69882,38987,99560,4394,57742,75810,8374,48775,35926,34797,26297,1719,5435,1062,743
2021-01-28,70398,39481,100273,4409,58264,76259,8494,49218,36386,35182,26715,1742,5496,1064,753
2021-01-29,70712,39712,100774,4453,58626,76579,8576,49541,36612,35475,27059,1756,5534,1072,771
2021-01-30,71259,40104,101488,4486,59126,77085,8650,49986,36953,35779,27214,1769,5607,1081,773
2021-01-31,71597,40400,101919,4501,59449,77363,8703,50261,37186,35999,27356,1780,5654,1082,775
2021-02-01,71869,40650,102399,4533,59614,77656,8739,50500,37397,36207,27487,1787,5722,1086,777
2021-02-02,72062,40873,102781,4551,59838,77815,8770,50785,37640,36383,27733,1792,5760,1087,792
2021-02-03,72287,41091,103162,4569,60056,78059,8920,51164,37731,36608,28001,1797,5791,1089,792
2021-02-04,72628,41322,103581,4584,60354,78344,9010,51511,37911,36871,28202,1808,5905,1095,795
2021-02-05,73016,41587,104142,4608,60634,78729,9103,51859,38147,37111,28532,1822,6020,1100,798
2021-02-06,73393,41877,104730,4619,61181,79118,9219,52258,38388,37383,28751,1832,6173,1103,802
2021-02-07,73788,42181,105266,4639,61554,79511,9302,52545,38640,37604,28870,1844,6277,1107,806
2021-02-08,73952,42286,105526,4650,61654,79678,9339,52679,38761,37721,28959,1849,6324,1115,810
2021-02-09,74098,42430,105754,4660,61787,79820,9363,52832,38960,37823,29225,1854,6362,1117,811
