,Suffolk,Norfolk,Middlesex,Berkshire,Worcester,Essex,Barnstable,Bristol,Hampden,Plymouth,Unknown,Franklin,Hampshire,Nantucket,Dukes
2021-06-20,1847,1800,3772,287,2244,2401,469,1744,1535,1444,15,113,300,0,0
2021-06-21,1847,1800,3774,288,2246,2401,469,1744,1536,1444,14,113,300,0,0
2021-06-22,1847,1801,3774,288,2246,2401,469,1744,1536,1444,14,113,300,0,0
2021-06-23,1847,1801,3776,288,2247,2402,469,1744,1536,1445,14,113,300,0,0
2021-06-24,1847,1802,3776,288,2247,2403,469,1745,1537,1445,14,113,300,0,0
2021-06-25,1847,1802,3777,288,2247,2403,469,1745,1537,1445,14,113,300,0,0
2021-06-26,1847,1802,3777,288,2247,2403,470,1745,1537,1446,14,113,300,0,0
2021-06-27,1847,1803,3777,288,2247,2403,470,1745,1537,1446,14,113,300,0,0
2021-06-28,1848,1803,3778,288,2248,2403,470,1744,1537,1446,14,113,300,0,0
2021-06-29,1848,1804,3778,288,2248,2403,470,1744,1537,1446,14,113,300,0,0
2021-06-30,1848,1804,3778,288,2248,2403,470,1745,1537,1446,14,113,300,0,0
2021-07-01,1849,1804,3780,288,2248,2403,470,1745,1537,1446,14,113,300,0,0
2021-07-02,1849,1804,3781,288,2248,2404,470,1745,1537,1446,13,113,300,0,0
2021-07-03,1849,1804,3781,288,2248,2404,470,1745,1537,1446,13,113,300,0,0
2021-07-04,1849,1804,3781,288,2248,2404,470,1745,1537,1446,13,113,300,0,0
2021-07-05,1849,1804,3781,288,2248,2404,470,1745,1537,1446,13,113,300,0,0
2021-07-06,1850,1805,3782,288,2249,2405,471,1746,1537,1447,12,113,300,0,0
2021-07-07,1850,1805,3783,288,2249,2405,471,1747,1538,1447,12,113,300,0,0
2021-07-08,1851,1806,3784,288,2249,2406,471,1747,1538,1446,12,113,300,0,0
2021-07-09,1852,1806,3782,288,2249,2406,471,1748,1538,1446,12,113,300,0,0
2021-07-10,1852,1806,3782,288,2249,2406,471,1748,1538,1446,12,113,300,0,0
2021-07-11,1852,1806,3782,288,2249,2406,471,1748,1538,1446,12,113,300,0,0
2021-07-12,1851,1806,3783,288,2249,2406,471,1749,1538,1446,12,113,300,0,0
2021-07-13,1851,1806,3783,288,2249,2406,471,1749,1538,1446,12,113,300,0,0
2021-07-14,1851,1806,3784,288,2249,2406,471,1749,1538,1446,12,113,300,0,0
2021-07-15,1851,1806,3786,288,2250,2406,471,1749,1539,1446,12,113,300,0,0
2021-07-16,1851,1807,3786,288,2251,2406,471,1750,1539,1446,12,113,300,0,0
2021-07-17,1851,1807,3786,288,2251,2406,471,1750,1539,1446,12,113,300,0,0
2021-07-18,1851,1807,3786,288,2251,2406,471,1750,1539,1446,12,113,300,0,0
2021-07-19,1852,1808,3787,288,2251,2407,471,1750,1539,1446,12,113,300,0,0
2021-07-20,1853,1808,3788,289,2252,2408,473,1750,1539,1449,11,113,300,0,0
2021-07-21,1852,1808,3788,289,2253,2410,472,1750,1539,1449,12,113,300,0,0
2021-07-22,1853,1808,3790,289,2253,2410,473,1752,1539,1450,11,113,300,0,0
2021-07-23,1853,1808,3791,289,2253,2410,474,1752,1539,1452,12,113,300,0,0
2021-07-24,1853,1808,3791,289,2253,2410,474,1752,1539,1452,12,113,300,0,0
2021-07-25,1853,1808,3791,289,2253,2410,474,1752,1539,1452,12,113,300,0,0
2021-07-26,1853,1808,3791,289,2255,2410,477,1752,1540,1453,12,113,300,0,0
2021-07-27,1855,1809,3792,290,2258,2410,479,1753,1541,1453,12,113,300,0,0
2021-07-28,1855,1809,3793,290,2260,2411,480,1753,1542,1453,12,113,300,0,0
2021-07-29,1857,1810,3793,290,2262,2411,482,1753,1542,1454,12,113,300,0,0
2021-07-30,1857,1810,3794,290,2262,2411,483,1753,1542,1455,12,113,300,0,0
2021-07-31,1857,1810,3794,290,2262,2411,483,1753,1542,1455,12,113,300,0,0
2021-08-01,1857,1810,3794,290,2262,2411,483,1753,1542,1455,12,113,300,0,0
2021-08-02,1858,1811,3794,290,2262,2411,483,1753,1542,1455,12,113,300,0,0
2021-08-03,1858,1811,3796,290,2263,2411,483,1752,1542,1455,12,113,300,0,0
2021-08-04,1858,1811,3796,290,2263,2412,483,1754,1542,1457,12,113,300,0,0
2021-08-05,1858,1811,3797,290,2263,2412,484,1754,1542,1457,12,113,300,0,0
2021-08-06,1858,1811,3797,290,2264,2412,484,1754,1543,1457,12,113,300,0,0
2021-08-07,1858,1811,3797,290,2264,2412,484,1754,1543,1457,12,113,300,0,0
2021-08-08,1858,1811,3797,290,2264,2412,484,1754,1543,1457,12,113,300,0,0
2021-08-09,1858,1811,3797,290,2265,2413,484,1754,1544,1457,12,113,300,0,0
