,Snohomish,Spokane,King,Walla Walla,Chelan,Clark,Jefferson,Pierce,Kittitas,Kitsap,Skagit,Whatcom,Island,Thurston,Columbia,Grays Harbor,Yakima,Grant,Klickitat,Lewis,Lincoln,Franklin,Mason,Benton,Clallam,Cowlitz,San Juan,Stevens,Whitman,Adams,Douglas,Unknown,Ferry,Okanogan,Skamania,Pend Oreille,Asotin,Wahkiakum,Pacific,Garfield
2020-11-10,259,223,848,12,24,94,0,275,22,24,26,62,15,40,1,15,297,29,3,13,2,70,10,141,1,8,0,6,22,11,11,2,1,13,1,1,9,0,3,0
2020-11-11,259,223,848,12,24,94,0,276,22,24,26,62,15,40,1,15,297,29,3,13,2,70,10,141,1,8,0,6,22,11,11,2,1,13,1,1,9,0,3,0
2020-11-12,259,224,857,14,24,98,0,278,22,27,26,63,15,40,2,15,294,29,3,13,2,70,10,141,2,8,0,6,23,11,11,2,1,14,1,1,10,0,3,0
2020-11-13,258,229,855,15,24,102,0,281,22,27,26,62,15,40,2,15,296,29,3,13,2,70,10,143,3,8,0,6,23,11,12,2,1,14,1,1,10,0,3,0
2020-11-14,258,229,855,15,24,102,0,285,22,27,26,62,15,40,2,15,296,29,3,13,2,70,10,143,3,8,0,6,23,11,12,2,1,14,1,1,10,0,3,0
2020-11-15,258,229,855,15,24,102,0,285,22,27,26,62,15,40,2,15,296,29,3,13,2,70,10,143,3,8,0,6,23,11,12,2,1,14,1,1,10,0,3,0
2020-11-16,263,229,857,16,24,103,0,288,22,28,26,62,15,42,2,15,302,30,3,13,3,71,10,143,3,8,0,6,23,11,11,2,1,14,1,1,10,0,3,0
2020-11-17,263,233,864,19,24,107,0,291,23,29,27,62,15,43,2,15,302,31,3,13,2,71,10,142,3,8,0,6,23,11,12,2,1,14,1,1,10,0,3,0
2020-11-18,269,235,864,20,24,108,0,293,22,29,27,62,15,46,2,15,304,31,3,14,2,71,11,142,3,8,0,6,23,11,12,2,1,14,1,1,10,0,3,0
2020-11-19,269,239,865,21,24,109,0,295,23,29,27,62,15,45,2,15,304,31,3,15,3,71,11,142,3,8,0,6,23,11,12,2,1,14,1,1,12,0,3,0
2020-11-20,272,241,866,22,30,112,0,295,23,30,27,62,15,46,2,16,305,31,3,15,3,71,11,143,3,8,0,6,23,11,12,2,1,14,1,1,12,0,3,0
2020-11-21,272,241,866,22,30,112,0,295,23,30,27,62,15,46,2,16,305,31,3,15,3,71,11,143,3,8,0,6,23,11,12,2,1,14,1,1,12,0,3,0
2020-11-22,272,241,866,22,30,112,0,295,23,30,27,62,15,46,2,16,305,31,3,15,3,71,11,143,3,8,0,6,23,11,12,2,1,14,1,1,12,0,3,0
2020-11-23,279,245,878,22,30,116,0,296,23,30,27,63,15,47,2,17,307,32,3,15,3,72,11,143,3,8,0,6,24,12,12,2,1,14,1,1,12,0,3,0
2020-11-24,288,253,883,22,30,115,0,302,23,31,27,63,15,47,2,17,308,32,3,16,3,73,11,143,3,9,0,6,24,12,12,2,1,14,1,1,12,0,3,0
2020-11-25,287,254,885,24,30,117,1,308,23,31,27,63,15,47,2,17,308,35,3,16,3,73,11,144,3,8,0,7,24,12,12,2,1,15,1,1,12,0,3,0
2020-11-26,287,254,885,24,30,117,1,308,23,31,27,63,15,47,2,17,308,35,3,16,3,73,11,144,3,8,0,7,24,12,12,2,1,15,1,1,12,0,3,0
2020-11-27,287,257,885,24,30,117,1,308,23,31,27,63,15,47,2,17,308,35,3,16,3,73,11,144,3,8,0,7,24,12,12,2,1,15,1,1,12,0,3,0
2020-11-28,287,257,885,24,30,117,1,308,23,31,27,63,15,47,2,17,308,35,3,16,3,73,11,144,3,8,0,7,24,12,12,2,1,15,1,1,12,0,3,0
2020-11-29,287,257,885,24,30,117,1,308,23,31,27,63,15,47,2,17,308,35,3,16,3,73,11,144,3,8,0,7,24,12,12,2,1,15,1,1,12,0,3,0
2020-11-30,301,265,900,25,30,120,1,318,23,31,28,63,17,47,3,17,310,35,3,17,3,75,11,149,4,8,0,7,24,12,12,2,1,15,1,1,13,0,3,0
2020-12-01,305,270,906,26,30,121,1,321,23,31,28,63,18,48,3,17,310,38,3,17,4,76,11,150,4,9,0,9,24,12,13,2,1,15,1,1,13,0,3,0
2020-12-02,311,273,916,27,31,124,1,327,23,31,28,63,20,49,3,17,317,43,3,19,3,77,12,149,4,11,0,10,24,12,13,2,1,15,1,3,13,0,3,0
2020-12-03,314,278,924,30,31,125,1,328,23,31,32,66,21,54,3,20,325,53,3,18,4,76,14,150,5,14,0,10,24,12,13,2,1,15,1,3,13,0,3,0
2020-12-04,315,284,933,31,31,130,1,328,23,32,32,66,21,54,3,20,326,53,3,18,4,76,13,150,4,14,0,10,24,12,13,2,1,15,1,3,13,0,3,0
2020-12-05,315,284,933,31,31,130,1,331,23,32,32,66,21,54,3,20,326,53,3,18,4,76,13,150,4,14,0,10,24,12,13,2,1,15,1,3,13,0,3,0
2020-12-06,315,284,933,31,31,130,1,331,23,32,32,66,21,54,3,20,326,53,3,18,4,76,13,150,4,14,0,10,24,12,13,2,1,15,1,3,13,0,3,0
2020-12-07,319,291,947,28,31,137,1,335,23,33,31,63,21,51,4,13,317,53,3,18,3,77,12,152,4,16,0,10,24,12,13,2,1,15,1,3,13,0,3,0
2020-12-08,323,296,948,28,31,136,1,344,23,33,32,63,21,51,4,17,319,53,3,18,3,77,12,151,4,14,0,10,24,12,13,2,1,15,1,3,13,0,3,0
2020-12-09,330,298,963,28,31,139,1,346,23,36,32,64,21,51,4,17,322,53,3,18,4,77,13,154,4,15,0,10,24,13,13,2,1,15,1,3,14,0,3,0
2020-12-10,323,300,913,28,31,129,1,346,23,33,31,61,21,50,3,19,309,64,3,17,4,75,12,146,4,14,0,10,25,13,11,2,1,31,1,3,15,0,3,0
2020-12-11,324,302,931,28,31,131,1,347,23,31,32,62,21,50,3,17,307,64,3,17,4,76,12,146,4,15,0,10,25,13,11,2,1,31,1,3,15,0,3,0
2020-12-12,324,303,931,28,31,131,1,292,23,31,32,62,21,50,3,17,307,64,3,17,4,76,12,146,4,15,0,10,25,13,11,2,1,31,1,3,15,0,3,0
2020-12-13,324,305,931,28,31,131,1,292,23,31,32,62,21,50,3,17,307,64,3,17,4,76,12,146,4,15,0,10,25,13,11,2,1,31,1,3,15,0,3,0
2020-12-14,329,311,937,28,33,134,1,293,23,32,32,62,21,50,3,19,311,64,3,18,4,77,13,149,4,16,0,10,25,13,11,2,2,31,1,3,16,0,3,0
2020-12-15,339,314,947,30,33,135,1,299,23,32,32,62,23,50,3,19,309,64,3,19,4,78,13,153,4,16,0,10,25,15,11,2,1,31,1,3,16,0,3,0
2020-12-16,344,317,947,30,33,135,1,299,23,32,32,62,23,50,3,19,309,72,3,19,4,78,13,153,4,16,0,10,25,15,11,2,1,31,1,3,16,0,3,0
2020-12-17,344,317,970,31,32,136,1,305,23,33,32,52,21,50,4,20,307,72,3,23,4,76,13,153,4,19,0,12,26,16,14,,1,31,1,4,16,0,3,1
2020-12-18,344,327,958,30,34,136,1,305,23,33,33,52,21,50,4,20,305,72,3,23,4,76,13,153,4,19,0,12,26,16,14,,1,31,1,4,16,0,3,1
2020-12-19,344,328,958,30,34,136,1,305,23,33,33,52,21,50,4,20,305,72,3,23,4,76,13,153,4,19,0,12,26,16,14,,1,31,1,4,16,0,3,1
2020-12-20,344,329,958,30,34,136,1,305,23,33,33,52,21,50,4,20,305,72,3,23,4,76,13,153,4,19,0,12,26,16,14,,1,31,1,4,16,0,3,1
2020-12-21,355,334,958,30,34,136,1,305,23,33,33,52,21,50,4,20,305,72,3,23,4,76,13,153,4,19,0,12,26,16,14,,1,31,1,4,16,0,3,1
2020-12-22,362,335,966,31,35,137,1,308,23,34,33,52,21,50,4,20,305,72,3,23,4,77,13,154,4,21,0,13,26,16,14,,1,31,1,4,16,0,3,1
2020-12-23,364,338,976,33,35,138,1,310,23,34,33,52,21,52,4,20,309,72,3,23,4,78,13,156,4,21,0,14,26,16,14,,1,32,1,4,16,0,3,1
2020-12-24,372,338,978,34,35,138,1,315,23,35,33,52,21,52,4,20,310,72,3,24,4,79,14,156,4,22,0,14,26,16,14,,1,32,1,4,16,0,4,1
2020-12-25,372,338,978,34,35,138,1,315,23,35,33,52,21,52,4,20,310,72,3,24,4,79,14,156,4,22,0,14,26,16,14,,1,32,1,4,16,0,4,1
2020-12-26,372,353,978,34,35,138,1,315,23,35,33,52,21,52,4,20,310,72,3,24,4,79,14,156,4,22,0,14,26,16,14,,1,32,1,4,16,0,4,1
2020-12-27,372,353,978,34,35,138,1,315,23,35,33,52,21,52,4,20,310,72,3,24,4,79,14,156,4,22,0,14,26,16,14,,1,32,1,4,16,0,4,1
2020-12-28,379,355,979,34,35,138,1,315,24,36,37,52,21,53,4,20,310,72,3,24,4,79,14,156,4,22,0,14,26,16,14,,1,32,1,4,16,0,4,1
2020-12-29,382,357,1024,35,36,143,1,337,25,40,40,54,21,54,4,23,313,82,3,29,5,82,16,162,4,27,0,15,26,16,14,,2,32,1,4,17,0,5,2
2020-12-30,387,365,1039,35,36,146,1,346,26,40,40,55,22,55,4,24,314,82,3,29,5,83,16,164,4,27,0,16,27,16,15,,2,32,1,4,18,0,5,2
2020-12-31,393,370,1052,35,36,146,1,348,26,40,40,55,22,56,4,26,317,82,3,31,5,83,16,164,4,29,0,17,27,16,15,,2,32,1,4,18,0,5,2
2021-01-01,393,370,1052,35,36,146,1,348,26,40,40,55,22,56,4,26,317,82,3,31,5,83,16,164,4,29,0,17,27,16,15,,2,32,1,4,18,0,5,2
2021-01-02,393,371,1052,35,36,146,1,348,26,40,40,55,22,56,4,26,317,82,3,31,5,83,16,164,4,29,0,17,27,16,15,,2,32,1,4,18,0,5,2
2021-01-03,393,372,1051,35,36,146,1,348,26,40,40,55,22,56,4,26,317,82,3,31,5,83,16,164,4,29,0,17,27,16,15,,2,32,1,4,18,0,5,2
2021-01-04,402,373,1054,37,37,148,1,359,27,39,41,55,22,56,4,26,320,82,3,32,5,83,16,163,4,29,0,17,27,16,15,,2,32,1,4,18,0,6,2
2021-01-05,405,382,1070,38,37,149,1,366,27,42,41,55,22,57,4,27,325,82,3,33,5,84,16,165,4,30,0,17,28,16,15,,2,32,1,4,18,0,6,2
2021-01-06,416,392,1087,39,37,152,1,377,27,46,42,56,22,56,4,27,331,82,3,33,5,86,16,166,4,31,0,17,30,16,15,,2,32,1,4,18,0,6,2
2021-01-07,420,399,1095,40,37,156,1,378,28,47,43,56,22,58,4,27,331,90,3,33,5,86,16,166,4,31,0,17,30,16,15,,2,32,1,4,18,0,6,2
2021-01-08,421,405,1107,40,39,159,2,387,30,49,43,56,22,58,4,27,334,90,3,34,5,86,16,167,4,33,0,18,33,16,15,,2,32,1,4,18,0,6,2
2021-01-09,421,412,1107,40,39,159,2,387,30,49,43,56,22,58,4,27,334,90,3,34,5,86,16,167,4,33,0,18,33,16,15,,2,32,1,4,18,0,6,2
2021-01-10,421,413,1107,40,39,159,2,387,30,49,43,56,22,58,4,27,334,90,3,34,5,86,16,167,4,33,0,18,33,16,15,,2,32,1,4,18,0,6,2
2021-01-11,427,424,1107,40,39,159,2,387,30,49,43,56,22,58,4,27,334,90,3,34,5,86,16,167,4,33,0,18,33,16,15,,2,32,1,4,18,0,6,2
2021-01-12,439,430,1124,42,40,163,2,395,30,51,45,56,22,60,4,27,339,90,3,34,5,87,16,172,4,34,0,18,34,16,15,,3,32,1,4,22,0,7,3
2021-01-13,440,433,1137,42,41,164,2,405,30,52,46,56,22,60,4,28,340,90,3,34,5,87,16,173,4,36,0,19,34,17,15,,3,32,1,4,23,0,8,3
2021-01-14,442,440,1146,42,43,165,2,411,30,52,46,56,22,60,4,28,344,90,3,34,6,87,16,176,4,36,0,19,34,17,16,,4,32,1,4,25,0,8,4
2021-01-15,444,443,1154,44,43,165,2,415,30,52,46,56,22,60,4,28,345,90,3,36,5,87,16,178,4,34,0,19,35,17,17,,4,32,1,4,25,0,8,4
2021-01-16,444,442,1154,44,43,165,2,415,30,52,46,56,22,60,4,28,345,90,3,36,5,87,16,178,4,34,0,19,35,17,17,,4,32,1,4,25,0,8,4
2021-01-17,444,442,1154,44,43,165,2,415,30,52,46,56,22,60,4,28,345,90,3,36,5,87,16,178,4,34,0,19,35,17,17,,4,32,1,4,25,0,8,4
2021-01-18,444,444,1154,44,43,165,2,415,30,52,46,56,22,61,4,28,345,90,3,36,5,87,16,178,4,34,0,19,35,17,17,,4,32,1,4,25,0,8,4
2021-01-19,457,450,1168,45,44,166,2,421,30,54,46,56,22,62,4,28,345,90,3,32,5,87,16,179,5,35,0,19,36,18,17,,4,32,1,4,25,0,8,4
2021-01-20,457,451,1168,45,44,166,2,421,30,54,46,56,22,62,4,28,345,90,3,32,5,87,16,179,5,35,0,19,36,18,17,,4,32,1,4,25,0,8,4
2021-01-21,466,462,1193,48,46,175,2,436,30,58,46,59,22,65,4,31,353,90,4,34,4,88,17,184,5,37,0,19,37,19,18,,4,32,1,4,26,0,8,4
2021-01-22,469,468,1205,48,46,177,2,442,30,60,47,59,22,65,4,31,360,90,4,36,4,88,18,186,5,38,0,19,38,19,18,,4,33,1,4,26,0,8,4
2021-01-23,469,472,1205,48,46,177,2,442,30,60,47,59,22,65,4,31,360,90,4,36,4,88,18,186,5,38,0,19,38,19,18,,4,33,1,4,26,0,8,4
2021-01-24,469,472,1205,48,46,177,2,442,30,60,47,59,22,65,4,31,360,90,4,36,4,88,18,186,5,38,0,19,38,19,18,,4,33,1,4,26,0,8,4
2021-01-25,470,478,1221,48,46,177,2,446,30,60,47,59,22,65,4,31,362,97,4,36,4,90,18,187,5,38,0,19,38,19,18,,4,33,1,4,26,0,8,4
2021-01-26,472,482,1222,48,48,182,2,450,30,62,47,60,22,65,4,31,364,97,4,36,4,90,18,187,5,39,0,19,38,19,18,,4,33,1,4,26,0,8,4
2021-01-27,478,490,1232,49,49,181,2,456,30,64,47,63,22,65,4,32,365,104,4,36,4,90,18,188,5,41,0,21,36,19,18,,4,34,1,4,26,0,8,4
2021-01-28,483,498,1235,49,50,183,2,459,30,66,50,64,22,67,4,32,366,104,5,37,4,90,18,188,5,42,0,21,36,19,18,,4,34,1,4,26,0,8,4
2021-01-29,488,503,1244,49,50,189,2,467,30,67,50,64,22,67,4,33,368,104,5,37,4,90,17,189,5,43,0,21,36,19,19,,4,34,1,5,26,0,8,4
2021-01-30,488,503,1244,49,50,189,2,467,30,67,50,64,22,67,4,33,368,104,5,37,4,90,17,189,5,43,0,21,36,19,19,,4,34,1,5,26,0,8,4
2021-01-31,488,504,1244,49,50,189,2,467,30,67,50,64,22,67,4,33,368,104,5,37,4,90,17,189,5,43,0,21,36,19,19,,4,34,1,5,26,0,8,4
2021-02-01,489,511,1254,49,51,193,2,469,30,68,52,65,22,67,4,32,368,104,5,39,4,94,18,187,5,43,0,21,37,20,19,,4,34,1,5,26,0,8,4
2021-02-02,489,511,1252,49,51,193,2,469,30,68,52,65,22,67,4,32,368,104,5,39,4,94,18,187,5,43,0,21,37,20,19,,4,34,1,5,26,0,8,4
2021-02-03,493,515,1266,50,52,202,2,477,30,71,53,66,22,68,4,36,373,104,7,39,4,95,18,189,6,44,0,22,37,20,19,,4,34,1,5,26,0,8,4
2021-02-04,494,519,1270,52,52,202,2,481,30,72,53,68,22,69,4,37,374,104,7,40,4,95,18,190,6,46,0,22,37,21,19,,4,34,1,5,26,0,8,4
2021-02-05,494,522,1279,52,54,208,2,484,30,75,53,69,22,69,4,40,375,104,6,41,4,95,19,191,6,47,0,22,37,21,19,,4,34,1,5,26,0,8,4
2021-02-06,494,523,1279,52,54,208,2,484,30,75,53,69,22,69,4,40,375,104,6,41,4,95,19,191,6,47,0,22,37,21,19,,4,34,1,5,26,0,8,4
2021-02-07,494,527,1279,52,54,208,2,484,30,75,53,69,22,69,4,40,375,104,6,41,4,95,19,191,6,47,0,22,37,21,19,,4,34,1,5,26,0,8,4
2021-02-08,495,531,1278,52,54,208,2,483,30,75,53,69,22,69,4,40,375,108,8,41,4,95,19,191,6,47,0,22,37,21,19,,4,34,1,5,26,0,8,4
2021-02-09,504,537,1292,54,56,213,2,496,30,76,55,72,22,70,4,40,398,108,8,43,5,97,19,194,6,49,0,22,38,21,20,,4,35,1,5,27,0,8,4
2021-02-10,512,541,1297,54,58,214,2,501,30,78,57,75,23,70,4,40,401,108,8,43,5,97,20,195,6,49,0,23,38,21,20,,4,35,1,5,28,0,8,4
2021-02-11,512,544,1307,54,58,215,2,503,30,79,57,76,23,72,4,41,401,108,8,43,5,97,20,197,6,51,0,23,39,21,20,,4,35,1,5,28,0,8,4
2021-02-12,516,546,1313,56,58,216,2,507,30,83,57,78,24,72,4,41,406,108,8,43,5,97,21,200,6,51,0,23,41,21,20,,4,35,1,5,28,0,9,4
2021-02-13,516,546,1313,56,58,216,2,507,30,83,57,78,24,72,4,41,406,108,8,43,5,97,21,200,6,51,0,23,41,21,20,,4,35,1,5,28,0,9,4
2021-02-14,516,546,1313,56,58,216,2,507,30,83,57,78,24,72,4,41,406,108,8,43,5,97,21,200,6,51,0,23,41,21,20,,4,35,1,5,28,0,9,4
2021-02-15,516,546,1313,56,58,216,2,507,30,83,57,78,24,72,4,41,406,108,8,43,5,97,21,200,6,51,0,23,41,21,20,,4,35,1,5,28,0,9,4
2021-02-16,519,556,1323,56,59,218,2,510,30,84,57,80,24,72,4,41,410,108,8,43,5,97,22,201,6,51,0,23,41,21,20,,4,35,1,5,28,0,9,4
2021-02-17,520,561,1331,56,60,221,2,519,30,84,58,81,25,74,4,45,412,108,8,46,5,97,22,201,6,53,0,23,42,21,22,,4,36,1,5,28,0,9,4
2021-02-18,523,564,1350,57,61,223,2,525,30,84,58,81,26,74,4,45,413,108,8,47,5,97,22,202,6,57,0,23,43,21,22,,4,36,1,5,28,0,9,4
2021-02-19,526,565,1359,57,62,224,2,527,30,84,58,81,26,76,4,45,413,108,8,47,5,97,22,202,6,57,0,23,42,21,22,,4,36,1,5,28,0,9,4
2021-02-20,526,565,1359,57,62,224,2,527,30,84,58,81,26,76,4,45,413,108,8,47,5,97,22,202,6,57,0,23,42,21,22,,4,36,1,5,28,0,9,4
2021-02-21,526,565,1359,57,62,224,2,527,30,84,58,81,26,76,4,45,413,108,8,47,5,97,22,202,6,57,0,23,42,21,22,,4,36,1,5,28,0,9,4
2021-02-22,530,571,1372,58,62,225,2,532,30,84,59,81,26,77,4,45,414,108,8,47,5,98,22,202,7,59,0,23,43,21,22,,4,36,1,5,28,0,9,4
2021-02-23,530,574,1373,60,62,228,2,536,30,83,61,81,26,79,4,45,415,108,8,48,5,98,22,203,8,60,0,23,44,21,22,,4,36,1,6,28,0,9,4
2021-02-24,538,582,1382,60,62,227,2,542,30,84,61,82,26,79,4,45,416,108,8,50,5,99,23,204,8,61,0,23,44,21,23,,4,36,1,6,28,0,10,4
2021-02-25,538,583,1392,62,62,228,2,545,30,84,61,82,26,79,4,45,419,114,8,50,5,99,23,204,8,61,0,23,45,21,23,,4,36,1,6,28,0,10,4
2021-02-26,538,579,1396,61,62,228,2,551,30,84,61,83,26,79,4,45,421,114,8,50,5,100,23,204,8,61,0,23,45,21,23,,4,36,1,6,28,0,10,4
2021-02-27,538,579,1396,61,62,228,2,551,30,84,61,83,26,79,4,45,421,114,8,50,5,100,23,204,8,61,0,23,45,21,23,,4,36,1,6,28,0,10,4
2021-02-28,538,579,1396,61,62,228,2,551,30,84,61,83,26,79,4,45,421,114,8,50,5,100,23,204,8,61,0,23,45,21,23,,4,36,1,6,28,0,10,4
2021-03-01,539,583,1396,61,62,228,2,554,30,84,61,83,27,80,4,46,421,114,8,50,5,100,23,205,8,63,0,23,45,21,23,,4,36,1,6,28,0,10,4
2021-03-02,540,585,1399,61,63,230,2,554,30,85,60,83,27,78,4,49,421,114,8,50,5,100,27,207,8,64,0,23,45,21,23,,4,36,1,7,28,0,10,4
2021-03-03,541,585,1408,61,63,231,2,556,30,85,60,84,27,79,4,49,423,114,8,50,5,100,27,207,8,66,0,23,45,21,23,,4,36,1,7,28,0,10,4
2021-03-04,546,586,1415,61,63,232,2,561,30,85,60,84,27,80,4,49,425,114,8,50,5,100,27,208,8,66,0,23,45,21,23,,4,36,1,7,28,0,10,4
2021-03-05,546,587,1417,61,63,232,2,563,30,87,60,85,27,77,4,49,425,114,8,50,5,101,27,208,8,66,0,23,45,21,23,,4,36,1,7,28,0,10,4
2021-03-06,546,590,1417,61,63,232,2,563,30,87,60,85,27,77,4,49,425,114,8,50,5,101,27,208,8,66,0,23,45,21,23,,4,36,1,7,28,0,10,4
2021-03-07,546,591,1417,61,63,232,2,563,30,87,60,85,27,77,4,49,425,114,8,50,5,101,27,208,8,66,0,23,45,21,23,,4,36,1,7,28,0,10,4
2021-03-08,545,592,1427,61,63,233,2,570,30,86,61,84,27,77,4,50,426,114,8,50,5,101,27,208,8,68,0,23,45,21,23,,4,36,1,7,28,0,10,4
2021-03-09,547,591,1429,62,62,234,2,574,30,86,61,83,27,78,4,51,426,114,8,50,5,101,27,208,8,68,0,25,45,22,23,,4,36,1,7,28,0,10,4
2021-03-10,548,589,1435,62,64,235,2,577,30,89,61,85,27,78,4,52,427,114,8,50,5,101,26,208,8,69,0,25,46,22,22,,4,36,1,7,28,0,10,4
2021-03-11,548,590,1437,62,63,235,2,583,30,88,61,85,27,78,4,52,427,114,8,50,6,101,25,208,8,70,0,25,46,22,22,,4,36,1,7,28,0,10,4
2021-03-12,548,592,1441,63,63,237,2,584,30,88,62,85,27,78,4,53,427,114,9,50,6,103,25,208,8,71,0,25,46,22,22,,4,36,1,7,28,0,10,4
2021-03-13,548,592,1441,63,63,237,2,584,30,88,62,85,27,78,4,53,427,114,9,50,6,103,25,208,8,71,0,25,46,22,22,,4,36,1,7,28,0,10,4
2021-03-14,548,592,1441,63,63,237,2,584,30,88,62,85,27,78,4,53,427,114,9,50,6,103,25,208,8,71,0,25,46,22,22,,4,36,1,7,28,0,10,4
2021-03-15,548,592,1442,64,63,239,2,586,30,88,62,85,28,79,4,54,427,114,9,50,6,103,25,209,8,71,0,24,46,22,22,,4,36,1,7,28,0,10,4
2021-03-16,550,592,1445,64,64,241,2,587,30,88,62,85,28,79,4,57,427,114,9,50,6,103,25,209,8,72,0,25,46,22,22,,4,36,1,7,28,0,10,4
2021-03-17,550,592,1444,64,64,241,2,590,30,89,62,86,28,80,4,56,427,114,9,50,6,103,26,209,8,72,0,25,46,22,22,,4,36,1,7,28,0,10,5
2021-03-18,552,592,1451,64,64,243,2,593,30,89,62,86,28,81,4,54,427,114,9,50,6,103,26,209,8,72,0,25,46,22,22,,4,36,1,7,28,0,10,5
2021-03-19,552,585,1451,64,64,243,2,597,30,89,63,86,28,81,4,55,427,114,9,50,6,103,26,209,8,72,0,25,46,22,22,,4,36,1,7,28,0,10,5
2021-03-20,552,585,1451,64,64,243,2,597,30,89,63,86,28,81,4,55,427,114,9,50,6,103,26,209,8,72,0,25,46,22,22,,4,36,1,7,28,0,10,5
2021-03-21,552,585,1451,64,64,243,2,597,30,89,63,86,28,81,4,55,427,114,9,50,6,103,26,209,8,72,0,25,46,22,22,,4,36,1,7,28,0,10,5
2021-03-22,553,585,1453,64,64,243,2,597,30,89,63,86,28,83,4,56,427,114,9,50,6,103,26,209,8,74,0,25,46,22,22,,4,36,1,7,28,0,10,5
2021-03-23,554,598,1454,64,64,243,2,597,30,90,63,86,28,83,4,56,427,114,9,50,6,103,27,209,8,74,0,25,46,22,22,,4,36,1,7,28,0,10,5
2021-03-24,554,586,1460,64,64,244,2,599,30,90,63,87,28,83,4,57,428,114,9,51,6,103,27,209,8,74,0,25,46,22,22,,4,36,1,7,28,0,10,5
2021-03-25,558,606,1462,64,64,245,2,603,30,91,63,87,28,83,5,57,428,114,9,51,6,103,27,210,8,75,0,26,46,22,22,,4,36,1,7,28,0,10,5
2021-03-26,558,608,1460,64,64,246,2,603,30,91,63,87,28,83,5,57,428,114,9,52,6,103,27,210,8,75,0,26,46,22,22,,4,36,1,7,28,0,10,5
2021-03-27,558,608,1460,64,64,246,2,603,30,91,63,87,28,83,5,57,428,114,9,52,6,103,27,210,8,75,0,26,46,22,22,,4,36,1,7,28,0,10,5
2021-03-28,558,608,1460,64,64,246,2,603,30,91,63,87,28,83,5,57,428,114,9,52,6,103,27,210,8,75,0,26,46,22,22,,4,36,1,7,28,0,10,5
2021-03-29,558,611,1463,64,64,246,2,605,30,91,63,87,28,83,5,57,428,114,9,52,6,103,27,210,8,75,0,26,46,22,22,,4,36,1,7,28,0,10,5
2021-03-30,558,611,1466,64,64,247,2,606,30,91,63,87,28,83,5,57,428,114,9,52,6,103,27,210,8,75,0,27,46,22,22,,4,36,1,7,28,0,10,5
2021-03-31,558,612,1467,64,64,247,2,606,30,92,65,86,28,83,5,57,427,114,9,53,6,105,27,210,8,76,0,27,46,22,22,,4,36,1,7,28,0,10,5
2021-04-01,558,606,1470,64,64,247,2,610,31,94,65,87,28,83,5,57,427,114,9,54,6,105,27,210,8,77,0,27,46,22,22,,4,36,1,7,28,0,10,5
2021-04-02,558,601,1472,64,64,248,2,613,31,95,65,88,28,84,5,57,430,114,9,55,6,105,27,210,8,77,0,28,46,22,22,,4,36,1,7,28,0,10,5
2021-04-03,558,602,1472,64,64,248,2,613,31,95,65,88,28,84,5,57,430,114,9,55,6,105,27,210,8,77,0,28,46,22,22,,4,36,1,7,28,0,10,5
2021-04-04,558,602,1472,64,64,248,2,613,31,95,65,88,28,84,5,57,430,114,9,55,6,105,27,210,8,77,0,28,46,22,22,,4,36,1,7,28,0,10,5
2021-04-05,563,603,1475,64,64,248,2,614,31,95,66,88,28,85,5,57,430,114,9,55,6,105,27,210,8,77,0,28,46,22,22,,4,36,1,7,28,0,10,5
2021-04-06,563,603,1477,64,64,249,2,616,32,95,66,88,28,85,5,57,431,114,9,57,6,105,27,212,8,77,0,28,47,22,22,,4,36,1,7,28,0,10,5
2021-04-07,563,604,1480,64,64,249,2,617,32,95,67,88,28,85,5,57,431,114,9,57,6,105,27,212,8,77,0,28,47,22,22,,4,37,1,7,28,0,10,5
2021-04-08,563,603,1483,64,64,252,2,617,32,97,67,88,28,85,5,58,433,114,9,57,6,105,27,212,8,77,0,28,47,22,22,,4,37,1,7,28,0,10,5
2021-04-09,563,603,1484,64,64,251,2,621,32,97,67,88,28,85,5,58,434,114,9,58,6,105,27,212,8,77,0,28,47,22,22,,4,37,1,7,28,0,10,5
2021-04-10,563,603,1484,64,64,251,2,621,32,97,67,88,28,85,5,58,434,114,9,58,6,105,27,212,8,77,0,28,47,22,22,,4,37,1,7,28,0,10,5
2021-04-11,563,603,1484,64,64,251,2,621,32,97,67,88,28,85,5,58,434,114,9,58,6,105,27,212,8,77,0,28,47,22,22,,4,37,1,7,28,0,10,5
2021-04-12,564,603,1485,64,64,251,2,623,32,98,67,88,29,85,5,58,435,114,9,58,6,105,27,212,8,77,0,28,47,22,22,,4,37,1,7,28,0,10,5
2021-04-13,564,603,1489,64,64,254,2,625,32,98,67,88,29,85,5,58,437,114,9,58,6,105,27,212,8,77,0,28,47,22,22,,4,37,1,7,28,0,10,5
2021-04-14,564,604,1492,64,64,255,2,627,33,101,67,89,29,85,5,58,438,114,9,59,6,105,28,212,8,78,0,28,47,22,22,,4,37,1,7,28,0,10,5
2021-04-15,564,604,1493,64,64,255,2,628,33,101,67,89,29,85,5,58,439,114,9,59,6,106,28,213,8,78,0,28,47,22,22,,4,37,1,7,28,0,10,5
2021-04-16,564,607,1496,64,64,254,2,630,33,102,67,89,29,87,5,59,440,114,9,59,6,107,28,213,8,80,0,28,47,22,22,,4,37,1,7,28,0,10,5
