,Tulsa,Oklahoma,Jackson,Cleveland,Kay,Payne,Canadian,Pawnee,Custer,Grady,Logan,McClain,Washington,Garvin,Muskogee,Noble,Pontotoc,Mayes,Wagoner,Adair,Bryan,Carter,Creek,Delaware,Osage,Pottawatomie,Stephens,Comanche,Craig,Lincoln,Okmulgee,Ottawa,Sequoyah,Caddo,Cherokee,Choctaw,Latimer,Pittsburg,Le Flore,Nowata,Garfield,Rogers,Seminole,Texas,Beckham,Cotton,Love,Greer,Unknown,Atoka,Kingfisher,Kiowa,Woodward,Grant,Major,McCurtain,Tillman,Jefferson,Beaver,Dewey,Marshall,Murray,Okfuskee,Alfalfa,Johnston,Haskell,McIntosh,Woods,Harper,Cimarron,Pushmataha,Blaine,Washita,Coal,Hughes,Ellis,Harmon,Roger Mills
2020-06-28,67,70,3,40,7,1,3,2,0,5,1,4,39,1,11,0,2,4,19,4,1,1,7,16,8,4,1,5,0,2,0,2,3,11,1,1,1,3,1,1,2,5,3,6,0,2,0,7,,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
2020-06-29,67,70,3,40,7,1,3,2,0,5,1,4,39,1,11,0,2,4,19,4,1,1,7,16,8,4,1,5,0,2,0,2,3,11,1,1,1,3,1,1,2,5,3,6,0,2,0,7,,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
2020-06-30,67,70,3,40,7,1,3,2,0,5,1,4,39,1,11,0,2,5,19,4,1,1,7,16,8,4,1,5,0,2,0,2,3,11,1,1,1,3,1,1,2,6,3,6,0,2,0,7,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
2020-07-01,69,70,3,40,7,1,3,2,0,5,1,4,39,1,11,0,2,5,19,4,1,1,7,16,8,4,1,5,0,2,0,2,3,11,1,1,1,3,1,1,2,6,3,6,0,2,0,7,,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2020-07-02,70,70,3,40,7,1,3,2,0,5,1,4,39,1,11,0,2,5,19,4,1,1,7,16,8,4,1,7,0,2,0,2,3,11,1,1,1,3,1,1,2,6,3,6,0,2,0,7,,0,0,1,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2020-07-03,72,70,3,40,7,1,3,2,0,5,1,4,39,1,11,1,2,5,19,4,1,1,7,16,8,4,1,7,0,2,0,2,3,11,1,1,1,3,1,1,2,6,3,6,0,2,0,7,,0,0,1,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2020-07-04,72,70,3,40,7,1,3,2,0,5,1,4,39,1,11,1,2,5,19,4,1,1,7,16,8,4,1,7,0,2,0,2,3,11,1,1,1,3,1,1,2,6,3,6,0,2,0,7,,0,0,1,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2020-07-05,72,70,3,40,7,1,3,2,0,5,1,4,39,1,11,1,2,5,19,4,1,1,7,16,8,4,1,7,0,2,0,2,3,11,1,1,1,3,1,1,2,6,3,6,0,2,0,7,,0,0,1,0,0,1,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2020-07-06,72,70,3,40,7,1,3,2,0,5,1,4,39,1,11,1,2,5,19,4,1,1,7,16,8,4,1,7,0,2,0,2,3,11,1,1,1,3,1,1,2,6,3,6,0,2,0,7,,0,0,1,0,0,1,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2020-07-07,71,70,3,40,7,1,3,2,0,5,1,4,39,2,12,1,2,5,19,4,1,2,7,17,8,4,1,7,0,2,0,2,3,11,1,1,1,3,1,1,2,7,3,6,0,2,0,7,,0,0,1,0,0,1,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2020-07-08,72,71,3,40,8,1,3,2,0,5,1,4,39,2,12,1,2,5,19,4,1,2,7,17,8,4,1,7,0,2,0,2,3,11,1,1,1,3,1,1,2,7,3,6,0,2,0,7,,0,0,1,0,0,1,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2020-07-09,72,72,3,40,8,1,3,3,0,5,1,4,39,2,13,1,2,5,19,4,1,2,7,17,8,4,1,7,0,2,0,2,3,11,1,1,1,3,1,1,2,7,3,6,0,2,0,7,,0,0,1,0,0,1,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2020-07-10,75,72,3,40,8,1,3,3,0,5,1,4,39,3,14,1,2,5,19,4,1,2,7,17,8,4,1,7,0,2,0,2,3,11,1,1,1,3,1,1,2,7,3,6,0,2,0,7,,0,0,1,0,0,1,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-07-11,75,74,3,40,8,1,3,3,0,5,1,4,39,3,14,1,2,5,19,4,1,2,8,17,8,4,1,8,0,2,0,2,3,11,1,1,1,3,1,1,2,7,3,6,0,2,0,7,,0,0,1,0,0,1,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-07-12,75,74,3,40,8,1,3,3,0,5,1,4,39,3,14,1,2,5,19,4,1,2,8,17,8,4,1,9,0,2,0,2,3,11,1,1,1,3,1,1,2,7,3,6,0,2,0,7,,0,0,1,0,0,1,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-07-13,76,74,3,40,8,2,3,3,0,5,1,4,39,3,14,1,2,5,19,4,1,2,8,17,8,4,1,9,0,2,0,2,3,11,1,1,1,3,1,1,2,7,3,6,0,2,0,7,,0,0,1,0,0,1,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
