,Wake,Chatham,Cabarrus,Forsyth,Johnston,Mecklenburg,Onslow,Wayne,Brunswick,Craven,Harnett,Watauga,Wilson,Durham,Iredell,Sampson,Gaston,Guilford,Hoke,Lincoln,Moore,New Hanover,Carteret,Davidson,Franklin,Orange,Pasquotank,Pitt,Rowan,Stanly,Buncombe,Catawba,Cherokee,Cumberland,Davie,Granville,Henderson,Lee,Nash,Robeson,Scotland,Union,Alamance,Vance,Montgomery,Randolph,Transylvania,Bertie,Burke,Caldwell,Cleveland,Duplin,Hertford,Lenoir,McDowell,Northampton,Beaufort,Greene,Person,Surry,Edgecombe,Perquimans,Polk,Alleghany,Caswell,Columbus,Currituck,Halifax,Pamlico,Washington,Yadkin,Alexander,Rutherford,Anson,Clay,Martin,Rockingham,Wilkes,Dare,Gates,Macon,Mitchell,Stokes,Bladen,Chowan,Haywood,Ashe,Warren,Pender,Richmond,Jones,Jackson,Tyrrell,Madison,Camden,Graham,Hyde,Swain,Yancey,Avery,Unknown
2020-08-30,14950,1480,3142,6141,3806,25386,1460,2812,1385,967,1606,426,1721,6914,2323,1607,4068,6810,872,1103,1293,3004,492,2159,1050,2255,546,3490,2777,1475,2440,2594,410,4016,474,1522,1694,1427,1652,3511,645,3912,3100,904,881,2413,244,427,1846,1419,1592,2078,542,788,788,337,573,410,322,1155,948,135,225,203,245,1096,96,862,146,175,632,397,986,438,88,342,804,1021,242,85,539,93,331,708,214,505,196,287,767,665,135,489,107,68,97,55,94,131,91,136,
2020-08-31,15173,1482,3169,6160,3888,25556,1474,2820,1389,971,1625,434,1733,6951,2336,1609,4091,6861,874,1105,1305,3031,500,2171,1056,2268,548,3529,2805,1490,2468,2616,433,4048,478,1529,1697,1432,1661,3539,659,4008,3209,911,885,2417,248,435,1850,1424,1604,2083,549,797,788,338,586,414,323,1157,955,138,227,203,249,1102,107,862,155,177,633,401,995,441,89,347,813,1026,243,84,540,93,331,716,220,511,200,288,768,672,136,492,107,69,97,55,96,131,92,138,
2020-09-01,15330,1494,3221,6220,3928,25790,1501,2830,1401,995,1665,442,1752,6978,2376,1623,4126,6967,880,1128,1310,3122,509,2203,1063,2305,564,3617,2841,1528,2492,2638,446,4117,484,1546,1695,1448,1703,3607,672,4008,3243,915,893,2431,261,441,1855,1436,1624,2085,556,805,804,340,593,420,332,1167,968,141,229,202,249,1124,109,874,168,180,644,409,1004,445,89,350,846,1044,242,87,545,93,335,724,223,512,206,291,772,673,134,492,107,70,97,58,96,131,93,144,
2020-09-02,15451,1506,3255,6266,3960,25908,1509,2841,1402,1000,1694,460,1754,7004,2390,1627,4149,7013,883,1135,1323,3154,513,2220,1078,2323,572,3667,2853,1534,2517,2645,446,4167,489,1551,1710,1451,1723,3625,684,4090,3259,919,896,2438,259,448,1864,1441,1630,2085,561,808,804,343,599,422,336,1173,996,143,233,202,248,1128,112,875,169,179,646,414,1004,452,89,352,855,1051,244,87,545,94,337,729,227,513,206,291,773,681,134,492,108,71,99,61,100,133,94,146,
2020-09-03,15555,1514,3308,6287,4016,26061,1527,2859,1410,1013,1705,471,1779,7046,2423,1633,4208,7076,887,1157,1331,3214,526,2236,1084,2344,580,3761,2867,1556,2565,2658,466,4238,493,1558,1717,1455,1752,3674,697,4090,3294,922,895,2453,260,457,1874,1453,1636,2086,572,824,808,346,608,431,343,1187,1023,144,234,205,249,1158,113,878,171,181,653,427,1004,458,90,360,886,1061,245,94,548,93,342,738,231,518,210,291,786,685,138,496,108,71,100,69,104,134,99,150,
2020-09-04,15716,1522,3371,6335,4034,26223,1576,2883,1420,1027,1736,474,1800,7084,2436,1654,4247,7170,897,1179,1350,3281,534,2259,1097,2371,587,3857,2899,1609,2581,2689,475,4326,496,1579,1731,1472,1775,3756,730,4161,3334,932,923,2474,262,463,1891,1457,1655,2089,578,832,815,346,633,442,347,1195,1046,145,235,206,255,1163,116,885,175,184,654,433,1014,461,94,368,950,1066,245,96,548,93,347,748,237,521,218,294,793,697,140,502,108,73,102,75,106,135,101,152,
2020-09-05,15742,1534,3391,6374,4034,26223,1608,2902,1424,1045,1748,484,1819,7120,2450,1659,4283,7241,906,1191,1364,3317,540,2277,1105,2399,593,3953,2911,1612,2606,2701,481,4386,497,1585,1742,1479,1807,3808,734,4161,3379,942,930,2486,267,468,1897,1470,1671,2092,581,845,820,348,648,449,354,1204,1062,148,235,207,258,1177,119,899,203,186,659,433,1014,468,95,369,968,1073,246,95,549,93,355,762,245,525,222,296,792,711,140,506,108,74,101,77,108,135,104,220,
2020-09-06,15742,1543,3413,6404,4034,26391,1617,2916,1433,1055,1770,488,1845,7120,2465,1674,4304,7281,911,1214,1378,3360,546,2298,1109,2418,600,4013,2934,1618,2622,2712,487,4416,498,1589,1750,1484,1825,3822,743,4161,3391,947,935,2492,274,475,1900,1477,1689,2098,591,854,823,351,670,457,356,1209,1071,149,235,207,257,1179,121,900,207,188,659,439,1014,480,96,372,982,1076,249,98,549,94,357,764,251,527,225,296,797,724,142,510,108,75,101,78,110,135,105,222,
2020-09-07,15819,1541,3430,6432,4034,26520,1627,2926,1434,1070,1774,491,1852,7129,2494,1675,4325,7322,915,1225,1400,3413,554,2312,1116,2429,602,4044,2945,1623,2643,2729,495,4478,500,1601,1754,1491,1835,3839,746,4236,3417,952,943,2499,277,492,1926,1483,1704,2098,595,857,832,353,680,458,357,1214,1073,151,243,210,258,1186,122,902,210,188,659,442,1018,483,96,375,991,1081,254,101,551,94,361,763,252,529,227,297,809,736,142,510,108,74,102,81,110,135,107,224,
2020-09-08,16031,1545,3445,6457,4109,26584,1642,2931,1438,1078,1784,498,1862,7171,2499,1679,4348,7367,920,1235,1410,3461,555,2327,1120,2436,602,4077,2962,1628,2641,2734,496,4509,501,1603,1755,1492,1858,3862,747,4236,3428,952,950,2510,277,495,1928,1485,1717,2099,597,857,831,357,685,458,358,1215,1081,151,243,210,259,1191,122,910,211,190,661,446,1020,483,96,379,996,1083,254,101,551,94,363,771,254,530,229,298,802,741,142,511,108,74,102,82,111,135,107,224,
2020-09-09,16075,1549,3467,6481,4120,26666,1654,2946,1445,1081,1792,505,1870,7194,2510,1681,4388,7409,926,1261,1407,3488,559,2341,1123,2443,606,4103,2982,1637,2667,2750,496,4532,501,1605,1770,1493,1862,3887,751,4298,3431,957,961,2523,282,498,1931,1487,1743,2099,612,863,840,357,689,458,360,1217,1097,152,248,211,259,1207,123,916,210,190,666,457,1026,487,99,380,1002,1085,255,101,553,94,369,770,257,534,231,298,801,749,138,514,108,77,101,84,113,136,108,226,
2020-09-10,16189,1556,3495,6511,4144,26784,1665,2970,1457,1092,1812,503,1881,7227,2516,1686,4424,7468,929,1278,1418,3548,570,2357,1128,2459,612,4155,2993,1645,2685,2765,507,4569,502,1618,1780,1498,1875,3944,771,4298,3452,963,964,2537,283,503,1934,1488,1764,2106,613,879,840,362,704,464,366,1230,1110,154,248,210,260,1226,131,916,211,192,673,460,1033,492,100,383,1011,1090,256,102,557,94,375,779,261,542,232,298,812,768,141,516,108,81,103,84,118,135,110,227,
2020-09-11,16334,1562,3524,6543,4167,26920,1674,2981,1465,1108,1829,508,1913,7267,2523,1688,4464,7529,942,1302,1425,3572,572,2389,1133,2480,618,4211,3013,1655,2708,2785,512,4612,506,1629,1829,1506,1888,3974,794,4371,3502,970,968,2555,287,507,1956,1502,1792,2113,628,889,850,370,736,467,376,1232,1146,154,249,214,261,1240,133,920,215,193,677,464,1041,499,100,389,1028,1097,254,103,559,94,382,783,269,546,238,298,817,793,143,516,108,82,103,104,122,135,112,228,
2020-09-12,16396,1562,3565,6579,4167,27012,1695,3002,1472,1127,1847,514,1932,7290,2536,1695,4515,7607,963,1334,1446,3609,573,2416,1137,2501,622,4261,3033,1705,2728,2804,519,4683,515,1631,1829,1512,1915,4025,811,4371,3526,975,975,2571,288,512,1959,1516,1813,2116,636,892,858,375,761,471,379,1238,1157,158,250,215,266,1246,135,921,217,194,681,471,1048,505,102,394,1042,1102,253,106,561,96,388,798,272,550,240,298,824,807,142,517,110,83,104,106,123,135,113,258,
2020-09-13,16396,1568,3588,6617,4167,27087,1696,3026,1478,1141,1861,518,1954,7311,2549,1696,4546,7673,975,1355,1453,3655,579,2441,1143,2519,627,4294,3049,1713,2738,2825,529,4714,518,1640,1829,1524,1951,4040,820,4371,3558,981,979,2584,292,512,1962,1519,1830,2121,638,898,859,379,782,478,383,1240,1171,161,251,217,272,1258,136,922,219,195,682,472,1051,508,102,396,1066,1112,253,108,562,97,387,799,274,555,240,300,831,819,142,520,110,84,107,117,123,135,114,288,
2020-09-14,16577,1572,3604,6634,4209,27172,1707,3032,1482,1147,1875,531,1968,7346,2558,1701,4568,7741,982,1360,1470,3679,583,2452,1151,2526,630,4318,3062,1720,2760,2842,535,4745,519,1646,1833,1533,1965,4050,831,4474,3573,987,986,2590,293,515,1967,1522,1844,2121,641,903,863,387,788,486,384,1242,1175,161,253,217,275,1260,136,925,218,195,687,473,1057,510,103,398,1074,1117,258,108,564,99,387,799,281,557,241,301,834,838,142,521,110,85,107,119,123,135,116,306,
2020-09-15,16655,1577,3647,6668,4227,27271,1731,3046,1487,1181,1887,540,1979,7356,2569,1710,4600,7790,997,1378,1472,3710,587,2477,1156,2535,631,4345,3086,1733,2764,2860,546,4787,520,1647,1848,1538,1986,4065,838,4474,3584,990,990,2611,296,520,1974,1526,1879,2121,645,907,870,389,791,485,385,1243,1189,161,254,217,278,1269,137,930,219,196,688,471,1070,521,106,400,1087,1124,259,109,567,101,391,803,285,560,244,302,837,842,141,523,111,87,107,113,123,135,116,306,
2020-09-16,16764,1580,3663,6694,4257,27394,1751,3062,1500,1194,1914,558,1993,7389,2590,1720,4659,7898,1006,1387,1477,3744,590,2503,1158,2543,631,4380,3101,1745,2796,2879,549,4829,522,1656,1856,1542,1996,4113,848,4536,3601,991,995,2618,299,521,1981,1532,1909,2126,649,913,870,391,796,494,388,1249,1211,164,253,217,281,1280,137,933,224,197,694,475,1073,528,106,405,1087,1130,260,110,567,101,394,808,286,561,246,307,847,856,144,524,111,88,107,113,124,138,116,307,
2020-09-17,16872,1584,3684,6707,4281,27505,1772,3085,1508,1210,1953,564,2004,7431,2617,1737,4730,7937,1039,1395,1489,3798,599,2519,1167,2552,638,4428,3132,1761,2808,2897,554,4902,522,1666,1909,1550,2027,4173,889,4536,3630,1000,1013,2630,299,523,1988,1544,1927,2129,658,924,875,395,805,495,393,1257,1222,167,253,218,303,1290,141,942,224,198,700,475,1093,534,106,408,1098,1134,255,114,572,101,398,814,293,567,246,308,865,869,143,523,111,88,107,118,124,139,117,313,
2020-09-18,16915,1589,3717,6747,4317,27605,1794,3106,1511,1229,1982,565,2023,7467,2634,1747,4782,8000,1052,1427,1494,3830,604,2553,1172,2566,647,4466,3153,1778,2823,2934,561,4951,524,1672,1909,1558,2057,4204,899,4596,3668,1008,1016,2638,301,530,2002,1551,1970,2131,667,930,879,399,809,498,398,1265,1235,168,256,219,307,1300,146,950,227,199,701,479,1104,547,109,412,1115,1143,257,118,573,102,403,810,299,574,246,311,871,881,143,523,111,89,107,119,124,139,118,317,
2020-09-19,16939,1589,3739,6786,4317,27605,1825,3135,1523,1247,2003,578,2053,7502,2653,1751,4806,8064,1058,1437,1505,3875,608,2575,1177,2570,658,4498,3171,1781,2844,2958,567,5018,527,1680,1909,1569,2091,4218,907,4596,3695,1014,1020,2645,302,540,2018,1557,1994,2137,681,937,880,401,818,498,405,1271,1254,171,257,219,315,1305,150,957,228,200,707,483,1104,549,109,418,1131,1152,258,121,582,102,404,818,306,577,247,313,888,896,143,529,112,89,107,122,124,139,119,321,
2020-09-20,16939,1598,3761,6814,4317,27772,1851,3159,1529,1267,2057,589,2073,7506,2670,1761,4840,8124,1066,1457,1524,3900,610,2598,1184,2581,677,4542,3189,1801,2861,2972,573,5065,531,1684,1909,1572,2119,4235,957,4596,3728,1017,1025,2654,302,551,2025,1560,2022,2139,691,939,882,407,849,502,407,1275,1272,177,257,220,317,1309,166,963,231,200,709,485,1111,552,112,419,1150,1157,261,127,583,104,407,820,311,580,248,316,898,898,144,531,111,90,109,122,124,139,119,324,
2020-09-21,17141,1604,3770,6833,4367,27864,1859,3165,1535,1287,2064,595,2094,7553,2683,1766,4861,8194,1068,1473,1535,3914,615,2613,1189,2594,677,4572,3204,1814,2874,2987,579,5089,533,1689,1909,1572,2177,4252,962,4650,3749,1018,1026,2672,303,553,2031,1571,2040,2140,693,939,883,407,855,505,410,1275,1279,177,258,220,318,1312,166,964,233,200,711,488,1119,553,112,420,1158,1160,264,127,583,105,407,821,313,580,251,316,904,911,144,532,112,90,109,122,124,139,120,325,
2020-09-22,17172,1613,3811,6850,4392,27964,1877,3192,1543,1294,2077,603,2116,7580,2686,1765,4892,8259,1077,1500,1536,3934,619,2638,1191,2604,683,4609,3226,1830,2892,3006,581,5178,534,1696,1923,1583,2210,4263,968,4650,3771,1024,1028,2687,313,554,2033,1580,2071,2146,707,947,884,410,866,507,414,1277,1284,179,259,220,324,1320,170,977,235,200,713,491,1157,556,112,422,1168,1172,264,128,585,105,413,825,313,585,252,323,907,931,148,534,113,91,111,126,124,139,120,326,
2020-09-23,17310,1618,3836,6886,4430,28065,1899,3217,1555,1307,2104,613,2128,7611,2708,1769,4923,8339,1088,1513,1540,3949,621,2651,1199,2603,688,4640,3248,1840,2923,3014,587,5238,537,1704,1927,1588,2233,4273,984,4698,3793,1026,1029,2696,319,555,2033,1581,2095,2152,718,946,886,412,869,507,417,1279,1289,179,260,220,325,1328,177,980,235,201,716,495,1159,558,113,428,1170,1175,265,134,585,104,414,831,320,587,252,325,909,940,148,538,113,91,111,128,124,139,118,330,
2020-09-24,17563,1636,3883,6909,4452,28195,1909,3250,1576,1317,2128,622,2145,7657,2726,1788,4990,8392,1106,1535,1563,3966,628,2683,1202,2614,692,4695,3261,1864,2954,3032,599,5300,542,1709,1945,1601,2252,4314,1034,4698,3837,1030,1029,2714,324,560,2049,1603,2118,2154,732,953,898,414,875,581,421,1282,1313,182,261,224,329,1338,177,997,236,202,728,504,1174,563,114,429,1183,1192,268,129,592,105,417,837,335,590,254,336,920,953,149,537,114,94,111,134,125,139,119,331,
2020-09-25,17654,1654,3966,6956,4477,28416,2151,3336,1622,1591,2210,816,2196,7682,3045,2200,5087,8463,1138,1575,1630,4231,677,2714,1207,2636,695,4852,3325,1891,3081,3129,614,5389,553,1715,1994,1631,2295,4455,1095,4750,3881,1032,1042,2809,329,577,2104,1653,2176,2372,744,996,972,449,918,593,427,1313,1342,186,308,226,349,1357,182,1006,267,209,736,516,1191,577,116,453,1207,1201,271,138,593,150,424,893,346,603,266,338,940,995,157,638,116,99,113,143,126,142,209,348,
2020-09-26,17654,1669,3999,6992,4480,28579,2180,3366,1636,1629,2226,830,2219,7712,3068,2224,5125,8541,1153,1599,1651,4268,694,2743,1207,2653,700,4895,3354,1946,3101,3152,619,5446,559,1723,2005,1635,2332,4484,1154,4778,3916,1039,1047,2821,330,583,2110,1657,2202,2377,747,1005,979,450,944,601,430,1316,1349,187,311,229,352,1368,182,1022,269,208,741,522,1191,597,117,456,1242,1224,271,139,596,151,431,896,349,607,268,338,956,1010,157,648,116,103,114,154,125,144,212,355,
2020-09-27,17654,1672,4035,7023,4521,28708,2193,3381,1639,1634,2244,841,2240,7741,3080,2238,5162,8597,1167,1625,1664,4293,708,2761,1210,2663,707,4918,3369,1956,3125,3173,625,5500,561,1731,2021,1640,2343,4530,1167,4799,3934,1042,1049,2834,330,588,2120,1664,2224,2379,754,1011,986,452,956,604,436,1323,1362,187,313,231,358,1374,184,1025,270,208,742,526,1197,602,118,460,1257,1234,273,142,598,157,441,906,356,609,268,344,967,1013,158,653,116,105,115,155,126,144,212,356,
2020-09-28,17863,1684,4031,7041,4545,28774,2205,3390,1642,1636,2249,852,2252,7773,3089,2240,5181,8666,1179,1653,1690,4316,713,2783,1212,2668,710,4931,3388,1982,3141,3188,628,5515,563,1740,2024,1646,2377,4546,1170,4834,3950,1047,1052,2843,329,590,2127,1672,2242,2379,755,1016,1008,454,966,607,437,1332,1366,187,315,233,361,1377,184,1030,270,208,744,528,1212,605,119,462,1276,1243,274,142,603,158,447,907,360,610,269,346,968,1023,159,655,117,110,115,158,125,144,212,359,
2020-09-29,17870,1689,4041,7067,4566,28844,2237,3400,1646,1669,2272,896,2262,7794,3098,2250,5224,8689,1195,1659,1703,4328,718,2797,1212,2675,709,4945,3402,1989,3151,3204,646,5533,568,1746,2032,1661,2400,4565,1174,4849,3962,1050,1052,2863,333,594,2130,1675,2254,2394,755,1014,1011,459,971,618,437,1334,1373,187,320,236,362,1378,184,1040,270,209,746,528,1252,606,123,461,1286,1244,272,144,604,159,453,914,361,613,268,347,966,1026,159,659,116,110,115,165,126,144,215,362,
2020-09-30,18040,1695,4074,7097,4611,28975,2260,3427,1667,1685,2287,905,2275,7843,3100,2254,5275,8736,1217,1687,1722,4352,727,2820,1225,2688,711,4976,3421,2014,3179,3217,649,5610,576,1760,2048,1671,2431,4624,1202,4896,3977,1057,1049,2884,333,605,2142,1681,2290,2403,765,1021,1018,462,981,623,441,1345,1386,188,322,237,367,1401,184,1046,269,212,749,534,1263,616,124,466,1291,1258,276,145,621,161,458,925,369,618,269,348,970,1037,159,660,116,109,116,174,126,150,216,362,
2020-10-01,18125,1703,4112,7182,4655,29132,2281,3459,1681,1711,2331,927,2296,7883,3138,2287,5352,8859,1243,1714,1753,4379,744,2883,1243,2703,717,5019,3501,2033,3224,3255,659,5664,587,1770,2063,1683,2463,4677,1257,4943,4018,1072,1053,2908,335,608,2155,1710,2328,2414,779,1031,1034,464,985,633,446,1363,1412,189,322,238,381,1409,186,1065,269,214,752,541,1275,630,125,486,1323,1270,282,144,630,166,468,930,375,624,279,355,985,1049,160,670,116,112,116,177,128,154,217,367,
2020-10-02,18290,1710,4141,7237,4692,29271,2315,3475,1693,1733,2348,955,2311,7917,3166,2304,5397,8919,1262,1734,1777,4421,756,2912,1256,2714,724,5044,3522,2049,3254,3302,665,5722,589,1770,2074,1701,2479,4701,1276,4984,4081,1077,1058,2947,335,615,2179,1724,2347,2430,787,1040,1050,467,988,637,449,1386,1434,191,331,239,418,1413,188,1074,270,217,763,543,1303,633,127,501,1349,1292,285,145,635,167,476,934,386,626,286,358,999,1061,158,672,115,115,118,178,128,157,221,370,
2020-10-03,18290,1721,4184,7293,4692,29414,2344,3526,1710,1798,2374,980,2338,7939,3185,2316,5514,9038,1279,1766,1797,4452,768,2958,1261,2736,726,5073,3565,2081,3317,3335,671,5784,594,1780,2092,1716,2523,4748,1295,5046,4117,1082,1063,2983,336,622,2208,1764,2403,2448,792,1049,1058,477,1001,669,456,1399,1448,196,333,239,435,1421,191,1084,271,218,772,555,1311,641,130,506,1390,1309,285,145,645,168,479,938,389,632,287,361,1008,1074,158,677,115,116,118,181,128,158,220,371,
2020-10-04,18290,1729,4187,7308,4692,29454,2359,3535,1713,1800,2380,1011,2349,7939,3192,2321,5524,9050,1288,1771,1804,4458,770,2970,1264,2740,731,5096,3563,2085,3331,3339,673,5804,599,1782,2098,1719,2541,4790,1297,5061,4121,1083,1067,2983,336,624,2220,1771,2415,2465,794,1054,1061,478,1010,669,456,1401,1465,196,333,239,436,1422,191,1087,271,219,776,555,1328,644,130,506,1393,1320,287,147,645,168,481,939,396,632,289,363,1029,1080,161,686,115,116,119,181,130,159,220,372,
2020-10-05,18603,1735,4216,7363,4756,29593,2378,3582,1741,1819,2401,1041,2374,8011,3208,2331,5588,9153,1305,1811,1842,4481,794,2998,1270,2760,746,5133,3602,2117,3355,3399,677,5839,608,1791,2112,1736,2608,4856,1316,5108,4155,1089,1070,3011,341,627,2242,1818,2446,2492,801,1065,1080,486,1020,702,466,1411,1487,196,335,246,466,1429,194,1095,273,219,783,557,1353,647,133,512,1429,1331,289,146,658,173,490,944,396,635,294,363,1047,1086,162,706,116,118,121,188,145,163,221,420,
2020-10-06,18603,1749,4232,7382,4775,29701,2402,3620,1756,1852,2421,1089,2389,8038,3228,2338,5660,9239,1314,1828,1857,4516,803,3015,1282,2765,753,5174,3622,2128,3381,3433,679,5897,609,1792,2134,1764,2638,4905,1331,5141,4172,1091,1070,3031,344,625,2253,1838,2467,2507,806,1069,1085,485,1031,705,470,1424,1497,198,336,244,467,1443,196,1102,277,220,784,559,1364,653,134,513,1434,1336,293,147,658,172,499,950,400,636,294,365,1067,1098,160,711,116,120,124,199,145,166,222,431,
2020-10-07,18921,1755,4252,7417,4809,29829,2451,3678,1779,1864,2451,1095,2402,8053,3246,2348,5760,9301,1325,1857,1866,4547,817,3041,1295,2777,757,5281,3635,2146,3407,3446,679,5952,612,1796,2136,1777,2665,4954,1355,5200,4204,1095,1071,3051,346,634,2266,1847,2514,2523,810,1079,1092,492,1036,708,473,1431,1500,198,337,245,468,1460,196,1110,278,221,790,571,1388,655,134,524,1452,1346,295,150,659,171,518,955,410,637,294,366,1079,1121,161,714,117,121,125,205,145,168,224,435,
2020-10-08,19056,1761,4278,7501,4850,29963,2505,3712,1796,1899,2488,1122,2433,8141,3286,2363,5852,9411,1342,1889,1899,4582,839,3090,1315,2795,768,5343,3671,2171,3439,3478,683,5993,620,1807,2152,1786,2701,5040,1400,5232,4287,1099,1076,3089,349,639,2312,1882,2561,2534,813,1093,1106,498,1052,717,487,1451,1534,201,340,245,475,1476,199,1124,279,222,798,575,1407,662,141,532,1467,1359,297,154,666,172,525,968,432,638,306,370,1083,1141,164,731,117,123,126,208,145,172,224,443,
2020-10-09,19187,1770,4305,7540,4890,30088,2549,3751,1823,1924,2515,1151,2452,8180,3317,2392,5927,9526,1347,1909,1918,4628,854,3130,1328,2808,783,5389,3708,2187,3475,3522,694,6028,627,1815,2162,1805,2740,5089,1416,5277,4314,1100,1085,3126,352,644,2332,1924,2592,2554,815,1108,1114,500,1065,725,491,1459,1553,208,348,245,482,1493,203,1136,286,224,814,580,1425,661,144,537,1500,1378,299,155,670,172,533,973,443,646,320,373,1095,1149,167,735,117,127,126,214,146,174,226,453,
2020-10-10,19187,1785,4340,7605,4897,30273,2591,3800,1847,1958,2529,1189,2473,8226,3334,2421,6007,9691,1358,1951,1956,4663,873,3174,1336,2817,784,5453,3738,2219,3533,3562,702,6090,631,1821,2183,1816,2786,5160,1421,5324,4377,1105,1085,3171,354,655,2356,1948,2629,2567,820,1125,1123,503,1087,748,502,1480,1581,211,350,249,493,1497,205,1152,292,227,826,585,1437,668,152,546,1528,1409,302,155,675,173,538,976,451,646,323,375,1108,1169,171,753,117,129,127,217,148,176,226,457,
2020-10-11,19187,1798,4367,7657,4908,30366,2632,3827,1870,1962,2545,1200,2490,8265,3347,2434,6044,9788,1363,1972,1988,4680,894,3205,1338,2834,790,5490,3762,2237,3565,3590,706,6133,639,1830,2198,1829,2831,5268,1435,5347,4426,1109,1088,3206,358,657,2373,1978,2651,2573,823,1138,1129,506,1110,758,511,1497,1611,213,351,251,503,1504,207,1157,294,227,834,589,1457,669,152,549,1566,1431,306,155,678,174,542,981,456,654,326,378,1116,1177,172,760,118,130,128,222,149,176,230,469,
2020-10-12,19432,1805,4397,7682,4951,30502,2645,3855,1890,1970,2551,1213,2511,8318,3363,2438,6096,9863,1371,2000,1997,4696,905,3230,1342,2843,794,5507,3773,2260,3591,3636,710,6168,645,1838,2212,1836,2851,5283,1438,5364,4464,1111,1093,3224,360,659,2386,2003,2674,2583,825,1142,1136,507,1123,768,515,1503,1622,213,351,257,512,1507,207,1160,294,227,838,593,1462,671,154,552,1582,1455,305,157,683,174,551,983,458,656,330,378,1133,1180,174,766,118,130,128,223,149,176,232,470,
2020-10-13,19528,1811,4428,7742,5029,30670,2716,3888,1902,2003,2581,1225,2535,8334,3397,2455,6188,9947,1376,2020,2009,4723,914,3265,1345,2855,795,5537,3776,2280,3613,3663,711,6210,651,1846,2241,1842,2882,5340,1448,5405,4512,1118,1095,3257,364,661,2382,2020,2706,2596,826,1161,1155,510,1137,777,520,1512,1644,213,354,257,515,1524,207,1176,294,228,845,608,1474,675,157,557,1597,1465,309,158,685,177,553,988,461,661,334,380,1138,1187,170,769,118,130,129,221,149,191,236,473,
2020-10-14,19634,1825,4451,7813,5058,30818,2751,3938,1915,2015,2599,1232,2554,8417,3418,2472,6255,10088,1385,2043,2045,4751,932,3296,1350,2874,797,5593,3787,2298,3643,3731,711,6262,663,1855,2250,1866,2918,5415,1464,5441,4555,1119,1101,3291,366,663,2407,2032,2726,2617,833,1171,1168,513,1149,782,525,1530,1661,213,356,258,528,1535,209,1185,294,229,864,623,1487,678,157,568,1605,1488,312,158,684,177,578,993,472,663,336,381,1144,1201,170,777,118,131,129,221,149,196,238,475,
2020-10-15,19772,1838,4500,7887,5098,31074,2832,3996,1942,2038,2630,1266,2585,8460,3466,2493,6334,10184,1410,2069,2068,4782,945,3336,1358,2886,801,5655,3828,2312,3674,3760,718,6335,675,1868,2282,1888,2959,5475,1489,5487,4580,1128,1108,3354,369,666,2428,2077,2753,2628,836,1209,1177,513,1172,801,534,1542,1705,218,367,261,535,1552,213,1210,295,232,875,636,1505,680,162,578,1628,1511,314,158,688,178,595,1004,477,668,347,383,1155,1232,171,788,118,134,130,223,158,203,240,481,
2020-10-16,19881,1845,4531,7968,5157,31279,2880,4056,1986,2076,2652,1284,2640,8484,3492,2503,6472,10286,1423,2098,2081,4821,964,3374,1362,2907,806,5703,3854,2328,3717,3855,723,6416,688,1878,2342,1913,3037,5537,1498,5526,4675,1135,1119,3400,383,674,2453,2111,2783,2644,837,1236,1195,514,1189,820,541,1577,1732,221,370,262,549,1557,214,1220,298,236,890,653,1535,687,167,586,1670,1533,319,160,698,182,604,1014,482,676,358,385,1166,1271,173,818,119,135,131,227,174,207,254,490,
2020-10-17,19881,1852,4555,8049,5157,31442,2918,4095,2000,2103,2683,1288,2670,8548,3514,2536,6558,10357,1444,2122,2099,4850,985,3404,1367,2913,816,5772,3875,2341,3742,3894,729,6482,696,1894,2342,1937,3063,5559,1508,5556,4757,1139,1134,3443,386,684,2473,2150,2820,2671,838,1257,1199,516,1220,845,549,1599,1768,223,372,264,555,1570,215,1245,298,237,894,671,1548,689,172,589,1690,1543,320,160,701,186,615,1030,486,684,364,390,1179,1281,173,835,120,140,131,231,174,219,256,526,
2020-10-18,19881,1860,4587,8131,5157,31688,2939,4171,2018,2115,2704,1302,2699,8567,3541,2546,6684,10438,1460,2150,2123,4894,996,3445,1373,2938,820,5828,3917,2358,3768,3923,731,6530,706,1909,2342,1952,3101,5618,1537,5586,4790,1147,1142,3468,390,692,2495,2172,2849,2672,845,1284,1207,524,1251,843,566,1610,1797,229,374,265,563,1574,216,1272,300,237,899,698,1592,694,175,594,1736,1553,336,161,703,187,626,1035,490,691,366,402,1186,1297,173,844,122,149,133,232,174,223,268,570,
2020-10-19,20149,1865,4607,8155,5270,31820,2951,4190,2033,2122,2717,1306,2719,8621,3559,2548,6721,10514,1460,2164,2129,4917,997,3464,1374,2953,823,5837,3927,2370,3784,3952,733,6548,708,1915,2346,1959,3123,5637,1541,5616,4815,1147,1146,3493,389,692,2503,2191,2864,2664,845,1291,1215,526,1254,854,577,1636,1803,230,376,269,569,1583,216,1278,300,236,906,706,1601,696,181,596,1749,1566,337,162,704,189,626,1042,491,690,367,402,1193,1330,174,853,123,154,133,232,174,223,271,574,
