,Wake,Chatham,Cabarrus,Forsyth,Johnston,Mecklenburg,Onslow,Wayne,Brunswick,Craven,Harnett,Watauga,Wilson,Durham,Iredell,Sampson,Gaston,Guilford,Hoke,Lincoln,Moore,New Hanover,Carteret,Davidson,Franklin,Orange,Pasquotank,Pitt,Rowan,Stanly,Buncombe,Catawba,Cherokee,Cumberland,Davie,Granville,Henderson,Lee,Nash,Robeson,Scotland,Union,Alamance,Vance,Montgomery,Randolph,Transylvania,Bertie,Burke,Caldwell,Cleveland,Duplin,Hertford,Lenoir,McDowell,Northampton,Beaufort,Greene,Person,Surry,Edgecombe,Perquimans,Polk,Alleghany,Caswell,Columbus,Currituck,Halifax,Pamlico,Washington,Yadkin,Alexander,Rutherford,Anson,Clay,Martin,Rockingham,Wilkes,Dare,Gates,Macon,Mitchell,Stokes,Bladen,Chowan,Haywood,Ashe,Warren,Pender,Richmond,Jones,Jackson,Tyrrell,Madison,Camden,Graham,Hyde,Swain,Yancey,Avery,Unknown
2020-03-03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-06,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-07,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,8,1,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,9,1,1,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,11,1,1,2,2,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,14,1,1,2,2,4,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,15,1,1,2,2,4,1,1,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,17,1,1,2,2,7,1,1,1,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,17,3,1,2,2,11,1,1,1,1,4,1,1,12,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,25,3,1,2,2,13,1,1,2,1,6,2,2,32,2,1,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,25,3,2,7,2,28,1,1,4,2,6,2,2,33,2,1,1,4,1,1,2,1,1,1,4,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21,49,3,2,8,2,41,1,1,4,2,6,2,2,33,2,1,1,4,1,1,2,1,1,1,4,3,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22,49,3,4,12,3,66,1,1,5,2,8,2,2,40,6,1,3,11,1,1,2,3,2,1,4,5,1,3,2,1,1,1,4,2,1,1,1,1,1,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,52,3,6,12,3,80,1,1,5,2,9,2,3,40,6,1,3,11,1,1,2,4,4,2,4,6,1,3,2,1,1,1,4,2,1,1,1,1,1,1,1,12,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24,54,3,8,12,4,104,3,2,8,2,9,2,3,63,9,1,3,16,2,1,2,7,4,2,5,11,1,5,5,1,5,4,4,2,1,1,2,1,1,1,1,13,3,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25,73,6,12,17,8,170,3,2,10,3,10,3,5,74,11,1,5,22,2,1,2,9,5,2,5,13,1,6,6,1,12,4,4,5,1,1,2,1,2,2,1,16,3,2,1,3,2,2,2,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,83,9,16,17,9,181,4,1,11,3,11,3,7,75,13,1,7,24,2,1,2,11,5,3,5,16,1,8,6,1,15,4,4,7,1,1,4,1,2,2,1,24,4,2,3,3,2,3,2,3,2,1,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,121,11,21,17,9,218,4,3,11,3,11,4,7,83,15,1,9,31,2,1,2,13,5,4,5,24,1,10,10,2,15,7,4,8,2,3,6,2,2,2,1,27,5,2,3,5,2,3,2,3,2,1,2,3,3,3,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-28,124,12,23,24,9,299,4,3,12,4,13,5,9,101,18,1,16,34,3,1,3,18,6,14,5,27,1,13,14,2,17,10,4,10,4,4,9,2,2,2,1,30,5,3,3,9,3,3,2,3,3,1,2,3,3,4,3,3,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-29,146,13,29,35,10,336,4,3,12,5,14,5,10,105,21,1,21,39,3,3,6,22,8,16,5,29,2,15,17,5,19,14,6,13,6,6,13,2,3,2,2,38,6,3,3,15,3,3,4,3,5,1,2,3,4,25,3,3,1,2,1,1,2,1,1,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,166,14,38,39,11,382,6,4,13,5,15,5,11,106,25,1,22,44,3,3,6,26,10,19,6,30,2,16,18,5,20,14,7,15,12,7,16,2,4,2,2,38,7,3,3,16,3,5,5,3,5,1,2,3,4,26,3,3,1,2,1,1,2,2,1,2,1,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,192,17,47,42,15,420,7,4,14,6,18,5,15,122,25,1,29,52,4,4,8,28,12,23,11,35,4,27,24,5,22,15,8,18,11,9,18,2,9,3,2,42,7,4,6,17,5,6,5,3,6,1,4,3,7,30,4,3,2,2,3,1,3,2,1,2,1,4,1,2,3,2,5,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,195,17,47,42,17,444,7,4,14,6,18,6,15,126,25,1,31,55,4,5,8,32,12,28,11,37,4,27,24,5,22,15,8,19,11,9,18,3,9,3,2,47,7,4,7,17,5,6,5,3,6,1,4,3,7,30,5,3,2,2,3,1,4,2,1,2,1,4,1,2,3,2,7,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
2020-04-02,234,19,50,56,20,495,8,6,19,7,19,7,17,147,31,1,33,71,7,8,8,33,13,35,12,37,7,29,31,5,22,16,8,25,11,20,22,3,10,3,2,55,13,6,8,19,5,6,9,3,7,2,4,3,8,30,7,4,2,2,4,1,4,2,1,2,2,6,1,2,4,2,9,1,2,3,2,4,1,1,1,1,2,,,,,,,,,,,,,,,,,,
2020-04-03,258,19,56,63,24,564,9,9,22,11,19,7,20,159,36,1,37,79,9,9,8,36,14,43,13,44,7,31,36,7,24,16,8,35,12,22,22,3,14,3,2,60,14,6,8,19,5,6,10,3,10,3,4,5,8,33,7,5,2,2,4,1,6,2,1,2,2,7,2,2,5,2,10,3,3,3,3,4,1,1,1,1,3,1,1,1,,,,,,,,,,,,,,,
2020-04-04,283,21,65,82,26,635,13,11,23,13,23,7,23,181,42,2,42,94,10,9,9,37,15,53,14,52,8,35,44,7,27,16,8,42,14,24,25,3,18,3,2,67,16,10,9,26,5,7,13,5,15,4,4,6,8,36,8,6,3,3,5,1,6,2,1,4,2,10,3,3,6,2,12,3,3,3,5,4,1,1,1,1,5,1,1,2,1,1,,,,,,,,,,,,,
2020-04-05,304,21,67,86,32,664,16,15,24,15,25,7,28,186,44,2,45,96,10,9,9,37,15,57,14,52,8,36,45,7,28,22,8,42,16,37,50,3,21,5,2,67,18,12,9,29,5,7,15,6,15,4,4,7,9,42,8,6,4,3,5,2,6,2,2,5,2,10,3,4,9,2,14,5,3,3,6,4,1,1,1,1,6,1,1,2,1,2,1,,,,,,,,,,,,
2020-04-06,314,21,76,94,37,733,18,23,26,17,31,7,29,191,49,3,46,104,11,9,10,45,17,63,15,67,8,36,51,8,31,25,8,45,17,70,51,3,21,5,2,75,18,12,9,33,5,7,25,9,18,4,4,8,10,46,8,8,6,3,5,2,8,2,2,12,2,10,3,6,9,2,17,5,3,3,6,4,3,1,1,1,8,1,1,3,1,2,2,,,,,,,,,,,,
2020-04-07,336,21,81,105,47,810,23,32,26,18,32,8,36,205,54,4,58,119,12,11,10,47,17,70,17,73,9,44,62,8,33,27,9,62,20,76,51,4,24,6,3,83,24,12,10,35,6,9,29,10,23,7,5,10,10,51,9,10,7,10,11,2,8,2,2,13,3,12,3,7,9,2,19,6,3,4,8,4,6,2,1,2,8,1,1,3,2,3,2,1,,,,,,,,,,,
2020-04-08,363,24,86,104,51,830,23,34,26,19,34,8,38,236,57,5,62,122,13,11,37,48,18,73,23,81,10,51,64,8,33,28,9,64,20,83,50,5,24,6,3,87,27,14,10,37,6,10,29,10,26,8,4,11,10,52,9,10,7,10,12,2,8,2,2,14,3,12,3,8,9,2,25,6,3,4,8,4,7,3,1,3,8,1,1,3,2,3,2,1,,,,,,,,,,,
2020-04-09,371,26,86,105,57,861,24,44,28,19,34,8,42,243,60,8,64,125,15,12,57,49,19,78,23,98,10,57,71,8,34,27,9,72,20,83,55,4,27,7,4,93,29,16,12,42,6,11,42,11,27,11,4,12,13,54,10,9,8,10,15,2,8,2,2,16,3,15,3,10,9,2,28,9,4,4,9,4,7,4,2,3,8,1,1,3,2,3,3,2,3,,,,,,,,,,
2020-04-10,391,26,94,111,80,906,26,52,30,22,35,7,44,259,63,10,73,127,16,13,57,50,20,81,26,104,11,60,75,11,36,29,10,75,21,87,55,4,29,7,4,100,33,19,12,46,6,12,44,14,32,12,4,13,16,55,12,9,8,10,18,3,8,2,3,20,3,17,3,13,10,2,31,9,3,5,10,4,8,4,2,3,8,1,2,3,3,3,4,4,3,,,,,,,,,,
2020-04-11,424,37,107,112,92,935,28,69,34,24,38,8,58,275,71,11,80,134,18,15,65,54,21,85,27,141,15,62,105,14,36,33,10,82,21,88,68,8,32,7,9,101,34,19,12,51,6,12,61,15,35,15,4,14,16,60,13,10,8,10,22,4,9,2,3,31,3,21,5,15,10,2,37,10,3,5,14,4,10,4,2,4,9,1,3,3,4,3,5,7,6,,,,,,,,,,
2020-04-12,470,63,117,114,97,954,29,69,33,25,41,8,64,278,70,11,81,135,18,15,66,54,21,85,64,150,15,63,111,16,36,32,10,84,21,89,76,15,32,8,9,101,36,19,12,50,6,12,60,17,38,15,4,14,16,61,13,10,8,10,23,4,9,2,3,31,3,20,6,15,10,2,37,10,3,6,14,4,11,4,2,4,9,2,3,3,4,3,5,10,7,,,,,,,,,,
2020-04-13,476,69,165,117,97,970,29,72,35,27,45,8,70,287,70,13,80,138,18,15,66,54,22,84,67,151,15,65,204,17,36,33,10,84,21,92,97,12,36,8,9,104,41,19,12,53,6,12,61,19,39,15,4,15,16,61,14,10,8,10,26,4,9,2,3,37,3,20,6,17,10,2,40,10,3,6,14,4,12,4,2,4,9,1,3,3,4,3,5,10,7,2,,,,,,,,,
2020-04-14,501,75,190,121,104,993,29,78,35,29,49,8,74,297,71,13,86,137,20,15,66,55,22,86,66,155,15,68,201,17,37,35,12,86,22,97,97,14,39,10,9,110,41,21,14,55,6,15,59,19,39,19,4,14,18,63,13,13,11,10,31,8,9,2,3,37,3,25,6,18,11,3,43,11,3,7,16,4,12,4,2,4,9,1,4,3,4,3,5,12,7,2,2,,,,,,,,
2020-04-15,510,77,191,123,106,1015,29,80,35,31,50,8,75,330,70,13,92,149,20,15,66,56,22,87,66,161,15,69,206,17,37,35,12,87,22,98,97,16,40,11,9,112,42,23,15,56,6,16,59,19,40,18,5,14,18,65,13,13,11,10,33,8,9,2,3,37,2,25,6,18,11,3,45,12,3,7,15,4,11,4,2,4,10,1,5,3,4,3,5,12,8,2,3,,,,,,,,
2020-04-16,552,80,198,122,109,1084,31,103,36,31,53,8,83,350,70,16,93,154,22,18,67,58,22,91,66,172,16,80,214,19,41,37,13,93,23,104,106,18,45,12,9,129,45,25,15,63,6,17,59,19,41,17,4,16,18,69,13,12,11,11,42,8,9,2,4,41,2,26,6,18,11,3,55,14,4,7,16,4,11,4,2,4,10,1,5,4,4,3,5,15,8,2,4,,,,,,,,
2020-04-17,566,85,201,122,118,1136,32,239,36,33,54,8,96,360,75,18,104,162,22,20,67,60,22,94,67,175,20,83,220,20,42,40,14,97,23,108,106,21,50,17,11,137,48,28,17,67,6,18,64,22,42,19,7,17,19,69,13,12,14,16,44,8,9,2,7,50,2,28,6,18,11,3,59,14,5,8,16,4,11,4,2,5,10,1,6,4,4,3,5,17,8,2,4,,,,,,,,
2020-04-18,579,101,204,124,121,1153,33,316,36,33,55,8,103,380,79,19,107,168,23,19,67,62,22,94,69,183,20,89,244,20,45,40,14,105,23,109,108,30,53,18,11,139,47,30,17,69,7,20,66,21,42,22,6,18,19,69,13,13,16,17,49,8,10,2,7,51,2,30,6,19,11,3,65,15,5,8,16,4,11,4,2,5,10,2,6,5,4,3,6,18,8,3,4,,,,,,,,
2020-04-19,592,119,208,125,123,1178,33,463,36,34,58,8,112,383,80,22,111,172,23,19,67,62,22,94,69,187,20,93,247,20,46,40,14,112,23,110,120,34,61,21,12,149,49,32,18,74,7,21,67,22,44,24,9,21,19,72,14,13,15,17,58,8,10,2,7,57,2,30,6,20,11,3,75,15,5,9,18,4,11,4,2,5,10,2,6,5,4,3,7,19,8,3,4,,,,,,,,
2020-04-20,599,127,212,126,123,1210,33,572,36,36,61,8,116,392,82,22,112,175,23,19,67,62,22,94,71,187,32,93,250,21,45,40,14,112,23,112,128,38,61,27,12,163,49,33,18,77,8,24,70,23,43,26,9,21,20,72,14,13,15,17,57,8,10,2,8,59,2,33,6,21,11,3,84,18,5,9,19,4,11,4,2,5,10,2,6,5,4,3,8,20,8,3,4,,,,,,,,
2020-04-21,611,131,216,128,122,1245,33,581,37,36,62,8,118,398,86,21,118,190,25,21,67,62,21,96,74,189,32,96,254,21,46,43,14,127,24,114,129,44,63,28,13,171,52,34,18,78,7,24,75,23,44,32,10,26,20,73,15,14,18,12,57,8,10,2,8,61,2,33,6,22,11,3,80,18,5,11,20,5,11,4,2,5,10,4,6,5,4,3,9,20,9,3,4,,,,,,,,
2020-04-22,616,135,228,133,122,1284,33,585,38,36,66,8,121,438,89,23,123,226,30,24,67,62,21,103,75,195,32,99,269,22,46,43,14,129,24,118,129,49,68,34,15,179,55,36,18,82,7,27,77,23,45,35,11,27,20,73,16,14,17,12,60,8,11,2,9,66,2,34,6,21,11,3,80,18,5,11,20,5,11,4,2,5,11,4,6,5,4,3,9,22,9,3,4,,,,,,,,
2020-04-23,626,156,231,139,121,1362,33,596,39,37,72,8,130,459,90,25,126,240,34,24,67,66,22,107,77,199,33,100,290,24,49,46,14,137,24,123,129,65,68,53,16,186,63,38,19,97,7,31,81,26,45,41,14,30,20,74,16,14,19,12,62,8,11,2,13,74,2,35,6,21,11,4,92,18,5,12,22,8,12,6,2,5,11,4,6,5,4,3,10,28,9,3,4,,,,,,,,
2020-04-24,633,179,239,142,125,1407,40,603,39,39,77,8,136,494,93,31,127,272,40,24,67,66,22,113,87,200,34,104,323,24,49,47,15,161,28,121,147,81,71,85,17,190,73,40,20,107,7,33,82,27,45,45,17,37,20,79,16,15,18,12,67,10,13,2,14,80,2,39,7,21,11,4,105,19,5,13,21,11,11,6,2,5,11,6,6,5,4,3,10,30,9,3,4,,,,,,,,
2020-04-25,645,211,247,149,127,1450,42,618,39,39,119,8,148,517,97,36,132,293,46,24,67,71,26,120,92,208,34,111,342,28,50,47,15,184,29,126,152,101,80,92,21,195,77,41,20,118,7,37,86,30,46,61,27,43,21,80,20,15,18,12,73,10,12,2,15,87,2,46,7,24,11,4,108,20,5,15,23,18,11,7,2,5,11,7,7,5,4,4,10,36,11,4,4,1,,,,,,,
2020-04-26,663,240,250,150,135,1482,42,630,39,39,128,8,148,535,97,39,133,299,49,24,68,72,26,156,95,208,34,111,346,28,51,49,15,192,29,133,156,104,81,97,22,201,82,51,21,128,7,37,86,30,46,66,27,43,21,80,20,15,19,12,73,10,12,2,16,90,2,49,7,24,12,4,116,20,5,15,24,21,11,7,2,5,11,10,7,5,4,4,10,36,11,5,4,1,,,,,,,
2020-04-27,671,262,254,156,137,1492,43,635,40,39,137,8,150,539,97,39,133,301,61,25,68,74,28,155,100,207,34,110,352,29,51,49,16,193,29,133,156,114,82,104,23,205,91,80,22,137,7,38,88,31,46,72,28,45,21,81,20,15,19,12,75,11,17,2,18,90,2,49,7,23,12,4,119,20,5,15,24,21,11,7,2,5,11,10,6,6,4,4,10,36,12,7,4,1,1,,,,,,
2020-04-28,769,274,258,179,140,1519,43,641,43,39,145,8,152,702,102,44,137,318,67,25,69,74,28,166,102,209,35,115,353,28,53,51,16,218,29,133,155,127,82,106,24,211,92,80,28,154,7,38,89,33,46,74,32,56,22,81,20,15,19,12,76,12,17,2,18,94,2,52,7,23,15,4,120,22,5,16,24,22,11,7,2,5,11,13,6,6,4,6,10,40,12,10,4,1,1,1,,,,,
2020-04-29,788,287,267,194,147,1567,43,645,43,39,151,8,152,708,105,51,137,357,72,27,71,74,27,160,100,217,36,120,366,28,54,52,16,223,29,136,159,142,87,145,24,228,95,84,31,168,7,38,93,32,46,75,34,60,22,81,20,15,20,13,81,13,19,2,19,102,5,55,7,23,16,4,123,24,5,16,25,26,11,7,2,5,11,20,6,6,5,7,11,42,12,10,4,1,1,1,1,3,,,
2020-04-30,821,316,296,219,150,1627,45,655,43,40,155,9,157,728,111,63,139,381,80,26,79,75,27,163,104,216,36,123,381,29,63,53,16,238,30,136,177,156,90,157,24,240,99,88,33,185,7,44,102,32,47,92,37,65,22,82,21,16,20,13,87,13,20,3,22,139,5,56,7,24,16,4,139,25,5,16,26,33,11,7,3,5,11,21,6,10,5,10,13,47,14,13,4,1,1,2,1,3,,,
2020-05-01,839,343,308,245,159,1651,46,658,43,42,164,9,162,736,112,65,142,415,82,27,79,75,29,166,104,219,36,124,382,29,65,54,16,256,31,137,195,169,97,175,26,254,106,97,35,209,7,44,106,34,47,103,39,68,25,87,22,17,21,13,96,14,20,4,24,149,4,57,7,24,17,4,140,27,5,16,26,42,11,7,3,5,11,25,6,10,5,15,13,48,15,15,4,1,1,1,1,3,,,
2020-05-02,870,375,310,266,162,1699,51,674,44,42,173,8,173,755,119,83,145,437,97,28,83,79,27,180,104,223,36,128,388,29,72,56,16,275,31,157,201,197,99,201,29,257,121,113,36,228,8,47,110,34,47,113,40,82,25,89,21,19,22,17,98,14,23,6,30,164,5,62,8,24,23,4,142,29,5,18,26,59,13,9,3,5,11,27,6,12,5,15,16,55,17,16,4,1,2,1,1,4,,,
2020-05-03,874,378,313,267,164,1724,50,677,44,42,174,8,175,767,119,88,145,439,97,28,83,79,27,179,105,226,37,129,388,29,73,56,19,276,31,159,201,198,98,201,29,263,124,112,36,238,7,47,110,36,47,115,42,81,27,89,21,19,23,16,105,14,25,6,32,166,5,62,8,24,23,4,145,30,5,20,26,92,13,9,3,5,10,27,6,12,5,16,16,57,18,16,4,1,2,1,1,4,1,,
2020-05-04,891,383,314,271,166,1734,50,685,46,44,182,8,180,790,120,88,145,443,97,32,84,79,27,179,105,229,37,135,392,29,77,57,19,279,31,160,203,202,100,204,30,263,128,112,36,242,7,48,112,36,47,120,44,84,27,92,21,22,23,16,113,14,25,6,32,167,5,64,8,25,24,4,146,30,5,21,27,115,13,9,3,5,10,29,6,13,5,17,17,58,18,16,4,1,2,1,1,4,1,,
2020-05-05,919,403,318,287,173,1758,51,688,50,44,188,8,182,800,128,94,147,464,101,35,93,83,27,183,106,230,38,144,417,29,78,59,19,290,31,160,210,207,102,249,30,271,126,119,38,255,7,51,117,44,48,132,45,90,28,91,21,22,23,20,123,14,26,6,34,167,5,69,8,25,25,5,145,30,5,21,30,128,14,9,3,5,10,34,6,15,5,17,16,61,18,18,4,1,2,2,1,4,1,,
2020-05-06,937,412,323,308,188,1850,52,687,49,43,192,8,184,818,136,108,155,507,103,37,106,84,28,186,106,230,38,145,439,30,78,63,19,318,31,161,213,207,104,288,32,275,128,120,41,275,7,53,117,43,48,146,46,91,28,93,21,22,23,20,128,14,27,7,36,175,5,73,8,25,27,6,145,31,5,25,34,147,14,10,3,5,10,40,7,15,5,18,19,65,19,20,4,1,2,2,1,4,1,,
2020-05-07,961,421,333,332,189,1922,53,699,49,46,199,9,192,841,137,126,157,536,113,37,109,91,29,191,111,239,39,152,452,29,88,65,18,336,31,164,216,229,107,313,34,283,143,147,43,290,7,57,126,50,50,161,45,97,28,102,22,33,27,26,137,14,30,7,38,184,7,77,8,25,33,8,148,33,5,27,36,186,14,10,3,5,10,45,7,16,6,19,20,80,19,20,4,1,2,2,1,5,7,,
2020-05-08,986,435,338,353,191,1989,53,715,49,49,207,9,199,841,141,136,161,553,117,39,109,95,29,199,111,244,75,160,467,29,88,67,18,342,31,159,218,238,116,327,36,284,149,153,41,307,7,58,128,52,50,180,46,105,29,102,24,34,29,30,139,14,31,7,38,186,9,82,8,25,39,8,149,37,5,28,38,198,14,10,3,5,11,50,8,16,7,22,23,81,18,21,4,1,2,2,1,5,7,,
2020-05-09,1013,447,341,369,201,2043,54,726,50,51,212,9,203,876,147,145,168,574,120,39,110,96,29,201,111,248,81,162,480,29,92,78,18,347,32,164,224,246,118,365,36,294,152,161,41,317,7,60,131,55,50,225,48,113,29,102,24,33,30,33,151,17,29,7,38,196,9,85,8,25,49,10,151,38,5,29,39,202,15,11,3,5,11,51,10,16,8,23,36,89,18,21,4,1,2,2,1,5,7,,
2020-05-10,1030,455,352,373,205,2074,53,743,50,54,217,9,212,886,151,156,172,592,120,39,111,97,31,202,111,252,82,165,483,29,100,79,18,348,35,165,226,268,119,388,40,297,172,161,41,338,7,61,136,60,50,242,49,118,29,104,25,34,30,41,153,17,29,8,39,200,9,91,8,25,54,12,151,38,5,29,40,239,15,11,3,5,11,52,11,16,10,23,39,90,18,21,4,1,2,2,1,5,9,,
2020-05-11,1048,458,350,379,209,2134,54,752,50,55,228,9,214,897,153,167,175,609,123,39,111,97,31,205,111,253,81,169,488,29,101,82,18,351,36,167,227,277,121,391,41,301,178,162,42,354,7,61,137,60,50,258,51,122,29,106,25,36,31,43,155,17,29,8,41,205,9,94,8,25,54,12,154,38,5,31,42,242,17,11,3,5,11,54,11,17,10,23,39,91,20,21,4,1,2,2,1,5,9,,
2020-05-12,1061,461,356,397,217,2148,58,755,50,57,228,9,216,914,158,170,176,626,123,40,110,104,32,227,114,259,81,178,492,30,103,83,18,368,37,170,237,278,129,429,43,310,180,168,43,355,7,67,146,63,50,266,49,124,29,108,25,37,31,45,156,19,29,8,41,212,9,94,8,25,60,13,152,39,5,33,43,243,17,11,3,5,14,60,11,18,14,23,38,91,19,21,4,1,2,2,1,5,8,,
2020-05-13,1080,468,361,449,220,2204,59,760,50,55,228,9,216,932,162,176,181,670,128,42,112,112,34,232,119,258,81,182,497,30,105,85,18,398,37,171,250,285,133,440,43,310,181,173,43,369,7,72,148,67,51,274,49,125,29,122,25,37,31,47,157,19,29,9,40,216,9,96,8,25,75,14,154,34,5,33,43,262,17,11,3,5,18,63,12,19,16,23,40,98,20,22,4,1,2,2,1,5,8,,
2020-05-14,1107,490,362,508,228,2320,63,775,51,72,235,9,218,932,166,203,189,705,134,44,113,116,34,243,121,263,80,185,510,31,116,90,18,413,40,178,261,293,140,519,46,313,190,175,47,392,7,74,159,71,53,305,49,134,29,126,26,40,31,62,161,20,32,10,41,226,11,100,8,26,80,15,153,41,5,34,44,277,17,12,3,5,20,66,12,19,17,25,43,100,21,22,4,1,2,2,1,5,8,,
2020-05-15,1143,495,370,568,233,2385,67,801,51,81,237,9,222,938,170,219,195,725,140,44,113,118,35,255,121,266,83,196,521,31,138,92,17,435,43,181,273,301,146,531,48,337,195,183,48,422,7,76,174,74,54,338,50,139,29,129,26,40,32,67,164,21,31,10,43,226,11,101,8,26,92,15,153,43,5,34,44,287,18,13,3,5,23,68,12,21,17,26,42,104,21,22,4,1,2,2,1,6,8,,
2020-05-16,1176,504,372,627,234,2504,70,819,55,84,240,9,229,980,181,232,201,776,148,45,114,120,35,274,121,269,87,202,525,31,152,96,17,463,46,190,279,308,146,531,50,352,203,187,56,438,7,84,191,78,54,368,51,147,30,129,27,44,32,75,167,23,31,11,43,228,11,106,8,26,98,18,153,46,5,35,45,405,18,14,4,8,26,70,14,22,26,28,44,112,21,24,4,1,2,2,1,6,8,,
2020-05-17,1212,507,379,651,247,2591,71,832,55,94,246,9,238,996,188,244,203,846,149,48,116,120,35,288,122,275,88,207,526,32,168,100,17,468,45,196,282,317,149,531,52,354,207,191,56,455,7,87,195,83,54,388,52,153,30,129,27,45,31,89,170,23,31,11,43,235,11,106,8,26,103,21,153,47,5,35,46,423,18,14,4,8,30,71,14,25,27,29,45,112,21,24,4,2,2,2,1,6,8,,
