,New York City,Westchester,Nassau,Rockland,Saratoga,Suffolk,Ulster,Monroe,Albany,Delaware,Dutchess,Herkimer,Orange,Schenectady,Broome,Tioga,Tompkins,Erie,Greene,Montgomery,Putnam,Allegany,Onondaga,Ontario,Clinton,Rensselaer,Sullivan,Wyoming,Chenango,Essex,Hamilton,Jefferson,Livingston,Warren,Washington,Schoharie,Wayne,Columbia,Fulton,Genesee,Niagara,Oneida,Steuben,Cortland,Madison,St. Lawrence,Cayuga,Oswego,Otsego,Chemung,Orleans,Chautauqua,Franklin,Cattaraugus,Schuyler,Lewis,Unknown,Seneca,Yates
2020-03-18,1344,537,183,30,14,116,9,14,36,1,20,1,32,14,2,1,2,7,2,1,2,2,2,1,1,4,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,2477,797,382,53,14,178,12,28,43,1,31,1,51,21,2,1,7,28,2,1,2,2,2,1,1,4,8,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,4419,1091,754,101,24,371,12,32,61,1,36,2,84,21,2,1,7,31,2,2,7,2,8,3,2,8,8,2,2,1,2,1,1,1,1,1,1,1,1,1,3,2,,,,,,,,,,,,,,,,,
2020-03-21,6226,1387,1234,262,35,662,18,42,88,1,49,3,163,32,2,1,11,38,2,3,22,2,17,4,4,20,12,2,2,2,2,1,2,1,1,1,3,2,1,1,4,4,2,,,,,,,,,,,,,,,,
2020-03-22,9065,1873,1900,455,41,1034,26,57,123,3,82,4,247,39,3,1,13,54,2,3,37,2,29,6,4,26,16,2,3,3,2,1,2,1,1,1,3,5,1,1,6,5,3,1,1,1,,,,,,,,,,,,,
2020-03-23,12329,2894,2442,592,53,1458,35,76,127,3,100,4,389,44,7,1,15,87,4,3,45,2,52,6,6,29,23,4,3,3,2,2,3,2,3,1,6,10,1,1,10,7,4,2,4,1,2,1,1,,,,,,,,,,
2020-03-24,14943,3891,2869,671,60,1880,47,96,146,3,124,4,498,46,9,1,16,107,4,3,67,2,60,7,8,30,30,4,3,3,2,2,3,2,3,1,6,11,1,1,11,8,5,2,5,1,2,2,1,1,2,,,,,,,,
2020-03-25,20061,4691,3285,1069,64,2260,65,118,152,5,153,5,638,55,11,1,16,122,4,4,84,2,65,9,10,31,39,4,3,4,2,2,3,2,4,2,7,12,1,2,12,9,8,2,7,1,2,2,2,1,2,1,1,,,,,,
2020-03-26,23182,5944,3914,1197,73,2735,89,139,171,7,190,7,751,62,16,2,22,134,5,5,94,2,83,11,11,32,53,7,3,4,2,3,3,2,4,2,8,13,1,4,14,13,11,2,9,2,2,4,3,7,2,1,1,,,,,,
2020-03-27,25509,7187,4657,1457,82,3385,98,160,187,8,225,9,910,66,18,2,26,219,6,5,111,2,115,14,11,35,64,7,4,4,2,3,3,8,6,3,11,20,1,6,23,13,12,4,17,3,2,4,5,11,3,1,2,,,,,,
2020-03-28,30919,7875,5537,1896,96,4138,128,202,195,8,262,9,1101,72,23,4,45,354,7,5,131,2,129,16,12,38,72,7,8,4,2,6,5,13,6,5,12,22,1,7,33,23,13,5,19,8,2,7,7,12,3,5,4,1,1,,,,
2020-03-29,33983,8519,6445,2209,102,5023,179,219,205,8,320,10,1247,76,29,4,52,380,7,6,144,6,152,18,13,39,88,8,15,4,2,7,10,18,7,5,12,23,1,9,38,26,17,6,24,12,2,8,10,15,3,5,6,4,1,2,0,,
2020-03-30,38375,9326,7344,2511,105,5791,207,242,217,11,392,12,1435,80,35,4,66,443,10,6,167,7,180,20,17,40,101,8,17,5,2,11,12,18,7,6,15,26,1,9,41,34,19,8,34,13,3,14,17,15,4,5,6,6,2,2,0,,
2020-03-31,43518,9967,8544,2863,108,6713,215,300,226,16,484,12,1560,85,38,7,66,438,16,7,186,7,194,22,21,55,109,9,19,5,2,12,13,18,10,6,19,36,1,10,42,40,24,8,41,30,3,15,18,20,6,6,9,6,2,2,0,2,
2020-04-01,47914,10683,9555,3321,122,7605,222,349,240,20,547,16,1756,93,42,7,68,553,18,7,207,10,249,24,25,60,121,10,26,6,2,12,14,18,10,8,24,41,2,13,46,50,38,10,67,34,3,17,19,22,6,10,9,7,2,2,0,2,
2020-04-02,52400,11566,10587,3751,132,8746,243,420,253,23,667,16,2048,101,46,8,87,734,21,8,236,12,301,31,25,67,156,15,28,6,2,15,18,19,13,8,27,41,6,17,91,68,49,10,77,42,6,28,21,22,6,10,9,8,3,3,0,5,2
2020-04-03,57941,12350,12024,4289,132,10154,243,464,267,23,809,16,2397,101,46,8,87,802,21,8,236,12,301,31,25,71,156,15,28,6,2,15,18,19,13,8,27,41,6,17,91,68,49,10,77,42,6,28,21,22,6,10,9,8,3,3,0,5,2
2020-04-04,64274,13080,13346,4872,141,12328,318,512,293,30,938,22,2741,117,65,8,87,945,27,13,283,16,349,35,31,73,193,18,39,7,2,20,18,20,17,11,30,61,9,21,103,80,64,14,77,58,8,30,26,36,10,12,10,8,4,5,0,6,2
2020-04-05,68726,13722,14398,5362,148,12933,358,548,305,30,1077,22,3102,128,71,8,95,1059,27,15,314,16,349,35,33,74,234,22,43,7,2,26,19,25,18,11,32,61,9,22,116,87,64,14,89,58,8,30,29,38,11,12,10,10,4,8,0,9,2
2020-04-06,73553,14293,15616,5703,153,14473,382,574,319,32,1189,25,3397,138,76,9,98,1163,27,15,345,17,377,39,36,78,259,23,46,7,2,33,26,26,19,11,34,70,9,23,130,100,73,15,92,63,11,33,34,47,13,15,10,15,4,8,,9,2
2020-04-07,78498,14804,16610,5990,163,15561,402,596,333,36,1249,32,3599,145,86,10,102,1163,24,18,366,17,377,39,37,91,270,23,51,7,2,39,28,31,19,12,35,72,13,33,143,118,79,16,92,63,14,34,34,49,15,16,10,13,4,8,,10,2
2020-04-08,83673,15887,18548,6413,167,15844,422,651,342,37,1395,32,3865,149,88,12,102,1205,25,18,403,21,377,39,39,91,279,27,53,7,2,40,28,33,20,12,39,72,14,47,143,125,82,16,92,69,15,34,38,55,16,17,10,15,4,8,,12,2
2020-04-09,89127,17004,20140,6665,172,17413,460,698,379,37,1493,32,4090,167,105,17,105,1362,28,28,438,22,358,43,40,79,294,29,55,8,3,42,26,40,25,12,39,70,15,56,146,158,89,16,91,76,16,36,39,59,22,18,11,17,4,6,,15,1
2020-04-10,94702,18077,21512,7122,182,18692,530,742,426,39,1598,36,4532,191,112,18,105,1409,34,29,487,26,369,51,43,91,318,30,60,10,3,43,29,43,26,12,41,74,18,65,156,172,117,17,99,78,27,36,41,59,24,20,11,18,5,6,,15,2
2020-04-11,100840,18729,22584,7477,187,19883,589,767,446,39,1744,37,4847,194,117,19,108,1472,37,29,494,26,380,56,43,96,340,31,61,12,3,44,30,44,31,12,42,77,21,67,167,181,119,17,99,80,28,37,43,60,24,21,11,19,5,6,,16,2
2020-04-12,105939,19313,23553,7721,196,20816,612,798,478,39,1838,37,5027,199,126,19,109,1571,44,29,497,26,397,57,43,105,358,31,63,12,3,46,30,46,34,12,42,79,21,69,183,195,121,18,101,85,29,38,43,60,25,22,12,28,5,6,,16,3
2020-04-13,109706,19785,24358,7965,201,21643,630,823,499,42,1881,38,5182,204,133,20,110,1624,45,29,502,26,416,57,44,113,380,31,65,12,3,46,30,48,37,12,42,80,21,71,189,206,123,20,101,89,30,38,43,60,26,23,12,28,5,6,,16,4
2020-04-14,113632,20191,25250,8335,224,22462,690,850,535,45,1934,39,5578,235,146,24,112,1668,66,32,558,28,431,61,45,120,415,32,68,12,3,47,31,77,40,20,48,84,22,76,197,229,147,22,104,92,33,41,44,64,31,23,13,32,6,7,,18,6
2020-04-15,121653,20947,26715,8474,227,23278,733,884,548,46,2048,40,5716,237,153,25,115,1751,73,32,571,28,449,62,45,124,424,34,71,12,3,47,31,77,42,20,48,96,24,76,204,246,151,23,105,92,36,42,44,69,33,24,13,32,6,7,,18,6
2020-04-16,126623,21828,27772,8752,231,24182,761,932,581,47,2085,43,5888,245,167,27,116,1850,74,32,573,28,462,65,46,137,437,34,73,12,3,48,32,81,46,20,49,99,25,78,216,249,154,24,105,93,36,44,44,70,34,24,13,32,6,8,,18,7
2020-04-17,131003,22476,28539,8987,236,25035,788,975,619,48,2142,46,6084,250,178,30,117,1929,77,33,578,29,483,67,47,150,505,35,76,15,3,50,34,91,48,20,49,101,27,83,227,261,154,25,105,96,36,45,44,71,34,25,13,34,6,8,0,18,8
2020-04-18,135052,23179,29180,9171,244,26143,820,1008,648,49,2201,47,6281,259,186,32,117,1997,82,34,582,30,492,69,48,164,524,36,77,22,3,50,37,94,52,20,49,105,27,87,234,268,160,25,105,98,36,45,47,72,41,25,13,34,6,8,0,18,9
2020-04-19,138370,23803,30013,9364,251,26888,854,1032,682,49,2240,49,6394,268,192,35,117,2070,85,35,592,30,498,70,49,173,537,36,78,24,3,54,39,96,63,20,50,107,27,117,246,275,167,25,106,105,36,47,48,73,46,25,13,34,6,8,,18,9
2020-04-20,140881,24306,30677,9457,254,27662,877,1054,687,49,2284,49,6497,269,199,37,119,2109,86,35,599,30,509,71,51,177,544,36,78,26,3,54,39,101,65,20,50,111,27,119,255,279,167,25,106,110,36,48,49,73,46,25,13,34,7,9,,18,10
2020-04-21,143547,24655,31079,9568,257,28154,893,1070,704,49,2331,50,6576,273,205,37,119,2147,87,37,605,30,514,72,51,183,555,36,79,27,3,54,39,102,68,20,51,113,27,121,260,284,170,25,106,120,36,49,49,75,53,25,13,35,7,9,,18,10
2020-04-22,146787,25275,31555,9699,264,28854,913,1112,737,50,2391,53,6705,280,219,39,119,2233,87,38,611,30,526,73,51,186,561,40,79,28,3,54,39,108,73,20,52,117,28,122,268,301,171,25,106,123,36,49,49,75,56,26,13,37,7,9,,18,11
2020-04-23,150327,25959,32124,9828,265,29567,942,1152,758,50,2460,54,6816,288,224,40,119,2450,89,39,615,30,600,73,52,191,580,41,82,22,3,56,41,119,80,21,53,123,28,126,295,317,171,25,106,139,37,49,50,76,59,26,13,37,7,9,,18,11
2020-04-24,155081,26632,32765,10091,278,30606,976,1199,805,51,2517,56,7170,297,232,40,121,2603,90,39,619,31,639,73,53,198,628,43,84,28,3,58,44,122,83,21,53,129,29,127,332,323,171,25,106,144,39,51,50,79,60,27,13,39,7,9,,18,11
2020-04-25,159851,27230,33798,11091,320,31368,1166,1285,899,58,2660,56,7988,431,251,71,126,2773,107,46,885,35,664,82,54,221,689,57,91,30,3,59,58,132,113,33,65,140,61,141,344,364,204,28,121,156,47,57,60,103,75,27,14,45,7,9,,36,16
2020-04-26,163106,27664,34522,11256,330,32059,1190,1316,948,58,2729,57,8121,449,257,71,126,2954,110,47,904,35,692,84,57,242,724,59,93,30,3,60,60,135,127,35,65,143,62,144,368,384,207,28,123,167,47,61,60,106,80,29,14,45,7,9,,38,17
2020-04-27,165463,28007,34865,11366,336,32470,1219,1331,979,58,2793,58,8253,457,261,71,126,3021,111,47,925,35,726,86,59,246,748,63,95,30,3,60,62,147,130,35,69,146,62,148,378,397,209,28,124,169,48,61,62,108,80,30,14,45,7,9,,38,17
2020-04-28,167487,28245,35085,11453,343,32724,1230,1371,1009,59,2817,58,8389,469,266,82,126,3089,112,49,932,35,742,90,59,250,769,63,95,32,3,60,65,150,131,38,70,154,66,149,386,411,210,28,126,170,48,63,65,113,80,30,14,45,7,9,,38,17
2020-04-29,170124,28625,35505,11586,346,33265,1252,1404,1067,60,2881,58,8503,479,273,84,127,3196,114,51,946,35,782,90,59,262,811,65,96,33,3,60,67,152,134,39,70,165,67,152,401,422,214,28,126,170,48,63,66,119,85,31,15,47,7,9,,38,17
2020-04-30,172784,28969,35854,11708,354,33664,1279,1441,1165,61,2954,58,8665,501,284,88,128,3319,131,53,970,35,832,90,59,287,838,65,98,34,3,61,69,176,148,42,71,170,71,153,420,439,216,28,131,173,48,63,67,122,89,33,15,47,7,9,,39,18
2020-05-01,174931,29231,36161,11812,358,34037,1298,1478,1204,61,3002,60,8766,514,299,90,128,3481,139,54,990,35,860,91,61,298,880,68,99,34,3,61,73,182,170,43,71,202,75,154,440,451,216,28,139,176,51,64,67,123,92,35,15,49,7,9,,41,18
2020-05-02,177490,29626,36519,11945,361,34478,1327,1534,1238,61,3049,61,8925,521,305,90,128,3598,142,54,1003,35,903,92,62,311,931,69,99,34,3,62,76,185,184,43,73,205,79,155,457,474,217,28,149,176,51,66,67,124,93,35,15,50,7,9,,42,18
2020-05-03,179728,29884,36780,12025,363,34855,1341,1566,1258,61,3086,62,8982,527,327,90,129,3710,151,56,1013,35,952,95,66,322,951,69,99,35,3,62,83,188,186,45,75,209,82,155,474,489,218,28,151,177,51,66,67,125,97,36,15,53,7,9,,45,19
2020-05-04,181034,30097,36965,12095,367,35077,1354,1595,1287,62,3131,63,9030,535,334,90,129,3802,154,56,1026,35,971,96,68,337,976,69,100,35,3,63,85,192,188,45,76,213,84,159,493,550,219,28,217,178,51,67,67,126,97,37,16,53,7,9,,45,19
2020-05-05,182318,30239,37152,12144,368,35275,1357,1624,1294,62,3151,67,9159,537,338,92,129,3891,166,61,1031,35,1002,97,69,339,984,70,100,38,3,63,86,192,188,45,78,229,97,159,508,574,221,28,223,178,51,68,67,126,99,37,16,53,7,9,,46,19
2020-05-06,183770,30426,37350,12204,371,35543,1383,1655,1321,62,3192,68,9215,551,345,96,129,4008,188,63,1040,35,1056,99,69,347,996,70,102,38,5,63,89,193,189,45,78,291,100,162,549,579,223,28,231,180,51,70,67,128,103,38,16,54,7,9,,46,19
2020-05-07,185653,30709,37593,12280,374,35892,1416,1689,1348,63,3233,74,9343,551,360,97,130,4136,198,63,1066,35,1115,101,69,367,1021,71,105,38,5,64,95,193,190,45,78,302,101,168,588,609,224,29,246,181,52,70,67,129,108,40,16,59,7,10,,46,19
2020-05-08,187157,30904,37812,12349,388,36223,1429,1736,1384,63,3277,76,9417,558,364,99,131,4255,199,64,1074,35,1169,104,74,380,1039,73,105,39,5,66,100,199,201,45,79,304,103,169,605,620,225,29,249,187,52,72,67,130,121,40,17,59,7,10,,46,20
2020-05-09,188663,31086,38028,12400,399,36461,1440,1776,1416,63,3319,77,9501,571,372,104,132,4337,204,66,1080,35,1218,104,76,407,1071,75,109,39,5,67,101,202,204,46,79,304,104,170,627,638,226,29,250,187,53,75,67,131,122,40,17,60,7,11,,48,20
2020-05-10,189656,31293,38217,12451,402,36702,1450,1822,1432,64,3359,79,9558,571,373,105,132,4453,206,67,1089,36,1265,106,76,409,1093,77,109,40,5,68,102,207,206,46,80,312,107,172,643,660,227,29,251,187,58,75,67,131,126,41,17,60,7,11,,49,21
2020-05-11,190546,31383,38337,12484,403,36911,1454,1851,1456,65,3378,81,9599,575,378,107,132,4483,206,67,1098,38,1287,107,76,411,1109,77,111,40,5,68,102,217,210,46,81,314,109,173,655,669,228,29,251,190,60,75,67,131,130,41,17,61,7,11,,49,21
2020-05-12,191320,31471,38434,12504,407,37062,1465,1891,1479,65,3399,81,9647,581,379,107,132,4530,206,67,1098,42,1308,107,77,416,1119,77,112,40,5,68,102,221,210,46,83,314,135,174,671,676,229,30,251,191,60,76,67,131,133,42,17,61,8,11,,49,21
2020-05-13,192394,31610,38587,12543,410,37305,1481,1960,1494,66,3429,84,9708,587,382,108,136,4606,206,68,1108,44,1395,109,78,420,1135,77,112,40,5,68,103,223,214,47,84,318,140,174,690,686,230,31,253,192,60,76,67,132,142,43,17,61,8,11,,49,22
2020-05-14,193663,31791,38743,12596,415,37544,1495,2020,1509,67,3474,86,9786,597,383,108,136,4671,207,69,1115,44,1423,129,81,423,1168,77,112,40,5,69,106,227,215,47,89,327,144,175,710,698,230,33,255,192,60,78,67,132,145,44,17,64,8,12,,49,22
2020-05-15,195472,31942,38864,12637,421,37719,1511,2092,1538,67,3498,87,9840,603,390,110,136,4782,209,72,1121,44,1440,133,85,428,1189,77,113,40,5,71,106,228,217,47,91,333,145,175,743,713,231,33,256,192,61,80,67,133,147,45,17,64,8,12,,49,22
2020-05-16,196481,32096,39033,12688,423,37942,1537,2193,1572,68,3527,91,9894,613,413,112,138,4867,211,75,1127,44,1469,139,91,438,1217,78,115,40,5,71,107,228,218,47,92,338,148,178,770,751,233,34,258,192,63,83,67,134,163,48,18,65,8,13,,50,22
2020-05-17,197486,32223,39136,12758,428,38117,1552,2259,1579,69,3543,91,9958,620,414,113,139,4954,212,75,1136,44,1501,146,92,439,1231,78,117,41,5,71,110,232,219,47,96,340,171,180,792,760,234,34,258,192,63,84,67,134,167,48,18,65,9,16,,51,23
2020-05-18,198114,32322,39225,12777,434,38224,1557,2304,1610,69,3552,92,9980,629,423,113,141,4993,213,75,1141,44,1520,148,94,444,1246,79,118,41,5,71,110,234,219,48,97,346,182,180,818,772,235,35,258,192,65,84,67,134,167,49,18,67,10,17,,51,25
2020-05-19,198710,32401,39295,12798,436,38327,1565,2377,1655,69,3710,92,10003,631,429,113,142,5037,214,75,1159,44,1665,152,94,444,1258,79,118,42,5,71,111,235,220,48,98,350,182,182,845,785,236,36,260,192,68,89,67,134,168,49,18,69,10,18,,51,26
2020-05-20,199392,32516,39368,12831,438,38411,1571,2466,1682,69,3724,93,10058,633,436,114,145,5131,215,75,1168,44,1718,170,94,453,1267,79,118,42,5,71,111,235,221,48,103,350,184,184,858,802,237,36,292,195,68,90,67,134,171,50,18,70,10,18,,52,34
2020-05-21,200507,32672,39487,12877,440,38553,1584,2531,1700,71,3745,93,10107,638,451,117,145,5270,215,77,1175,44,1771,176,94,456,1281,79,118,44,5,71,114,241,222,49,103,355,186,188,880,817,238,36,294,195,72,92,67,134,174,58,19,71,10,18,,52,34
2020-05-22,201298,32766,39608,12905,448,38672,1595,2602,1756,72,3767,95,10157,645,468,118,147,5397,215,77,1187,44,1828,180,94,460,1287,79,118,44,5,72,114,246,224,49,104,356,189,189,897,828,240,37,297,195,73,96,67,135,175,63,19,74,11,19,,54,34
2020-05-23,202062,32880,39726,12934,452,38802,1606,2662,1770,74,3793,100,10212,648,485,121,149,5552,217,77,1200,44,1904,182,95,463,1297,80,118,44,5,72,114,249,225,49,107,359,193,191,927,864,240,38,301,196,76,99,68,136,196,72,20,78,11,19,,54,37
2020-05-24,202931,32967,39837,12963,456,38964,1617,2698,1782,77,3807,101,10240,658,501,122,151,5626,220,79,1208,44,1953,184,95,463,1310,81,118,44,5,72,114,250,226,49,108,365,194,191,941,878,240,39,301,197,77,100,69,136,202,75,20,78,11,19,,55,37
2020-05-25,203569,33048,39907,12996,461,39090,1632,2734,1791,77,3825,103,10259,664,519,122,154,5700,225,79,1214,44,1981,185,95,465,1324,82,119,44,5,72,115,251,228,49,109,372,196,192,955,905,240,39,303,197,77,104,69,136,205,75,20,81,11,19,,55,37
2020-05-26,204111,33106,39974,13019,463,39199,1638,2763,1793,77,3834,103,10292,668,522,122,154,5753,225,80,1222,44,2012,195,95,466,1338,82,123,44,5,72,118,251,228,49,110,373,196,193,965,917,240,39,303,197,78,104,69,136,208,77,20,81,11,20,,55,37
2020-05-27,204781,33185,40034,13047,465,39258,1645,2792,1796,78,3847,105,10307,673,528,124,155,5810,231,82,1227,45,2033,198,95,466,1340,82,125,44,5,72,118,252,228,49,110,380,198,195,972,929,241,39,310,200,80,105,69,136,210,78,20,82,11,20,,55,39
2020-05-28,205854,33292,40140,13076,468,39359,1658,2825,1814,78,3867,106,10340,676,545,126,156,5886,236,82,1236,45,2054,201,95,469,1351,82,126,44,5,72,118,253,231,49,112,380,200,197,984,959,241,39,310,201,84,107,70,136,212,81,20,85,11,20,,56,39
2020-05-29,206800,33348,40226,13100,473,39445,1663,2861,1834,79,3887,107,10376,680,557,126,157,5935,237,84,1241,45,2092,205,95,478,1364,82,130,44,5,74,118,254,232,49,113,382,206,199,1008,988,241,39,310,202,89,108,71,137,216,82,21,86,11,20,,57,39
2020-05-30,207539,33428,40307,13128,477,39532,1678,2910,1843,79,3899,107,10404,686,561,128,161,6014,238,89,1248,45,2133,206,95,486,1375,84,132,44,5,74,118,255,235,50,113,383,207,200,1020,1006,241,41,311,202,90,108,71,137,228,83,22,87,11,20,,58,39
2020-05-31,208085,33480,40396,13151,480,39643,1685,2943,1860,79,3909,108,10421,689,566,130,164,6070,238,91,1252,45,2170,207,95,491,1387,86,133,45,5,74,119,255,235,50,115,387,208,202,1037,1027,241,41,316,204,91,109,72,137,229,84,22,88,11,20,,58,39
2020-06-01,208550,33551,40479,13185,483,39705,1691,2965,1882,81,3924,109,10437,693,574,130,164,6123,239,91,1257,48,2197,208,96,492,1389,86,133,45,5,74,119,255,235,50,116,389,210,202,1046,1036,241,41,316,205,92,110,72,137,236,85,23,89,11,20,,59,39
2020-06-02,209195,33632,40572,13223,484,39980,1696,2990,1900,82,3936,111,10464,696,578,131,164,6173,241,93,1262,48,2228,209,97,493,1392,86,133,46,5,74,119,255,237,51,116,391,212,202,1048,1049,242,41,317,205,93,110,73,137,241,86,23,89,12,20,,59,39
2020-06-03,209688,33690,40644,13259,489,40062,1701,3049,1920,82,3951,113,10475,701,589,133,165,6234,241,94,1264,49,2256,215,97,495,1393,87,133,46,5,74,120,256,238,51,120,399,213,202,1067,1058,243,41,319,206,96,112,73,137,246,89,23,90,12,20,,60,39
2020-06-04,210227,33766,40713,13280,493,40153,1704,3082,1930,82,3962,113,10486,701,593,133,165,6308,241,96,1268,49,2295,218,97,495,1405,87,133,46,5,74,120,256,238,51,121,400,215,205,1085,1069,245,41,319,207,96,112,73,137,247,95,23,91,12,20,,60,39
2020-06-05,210728,33853,40797,13297,496,40239,1711,3118,1941,84,3984,115,10499,706,605,134,167,6359,242,96,1270,51,2329,219,97,497,1409,88,133,46,5,75,121,256,240,51,122,411,219,205,1099,1077,246,41,323,207,98,112,73,137,247,97,23,92,12,20,,61,39
2020-06-06,211274,33923,40853,13315,501,40278,1714,3168,1953,85,3995,122,10523,710,613,134,171,6429,246,98,1274,51,2375,220,97,499,1411,89,133,46,5,75,121,257,240,54,123,412,222,206,1109,1127,251,41,325,209,100,114,74,137,254,99,23,92,12,20,,61,39
2020-06-07,211728,33953,40904,13325,502,40329,1718,3191,1961,85,4000,123,10529,711,620,134,171,6486,246,100,1277,51,2392,221,97,502,1415,89,134,46,5,77,121,257,240,54,124,414,224,208,1112,1143,251,41,327,209,101,115,74,137,255,101,23,94,12,20,,61,39
2020-06-08,212122,33999,40947,13340,504,40377,1721,3204,1978,85,4006,124,10538,712,624,134,171,6531,247,100,1279,51,2408,221,97,503,1417,90,135,47,5,78,121,257,240,54,125,414,227,208,1116,1170,251,42,327,209,101,115,75,137,256,101,23,95,12,20,,61,39
2020-06-09,212469,34034,40980,13353,511,40426,1724,3244,1983,86,4016,125,10548,715,627,134,171,6595,248,100,1280,51,2427,222,97,505,1418,91,135,48,5,79,121,257,240,54,126,414,228,210,1125,1185,252,42,331,209,102,115,75,138,257,103,23,95,12,20,,61,39
2020-06-10,212884,34075,41015,13372,511,40464,1726,3256,1986,87,4022,125,10556,716,630,135,171,6616,249,100,1282,52,2433,222,97,507,1425,91,137,48,5,79,121,257,240,54,126,420,228,211,1129,1203,253,42,331,209,102,115,77,138,259,105,23,96,12,20,,61,39
2020-06-11,213271,34105,41060,13385,513,40512,1729,3294,1996,88,4027,125,10565,717,641,135,171,6659,249,101,1282,53,2454,229,98,508,1426,91,137,48,5,79,121,257,241,54,127,424,230,212,1136,1216,254,42,333,212,102,119,78,138,260,106,23,98,12,20,,62,39
2020-06-12,213707,34174,41114,13396,514,40559,1734,3321,2007,88,4035,127,10573,721,644,137,172,6717,249,103,1282,53,2474,230,98,510,1428,91,138,48,5,80,121,257,242,54,129,428,231,212,1143,1237,254,42,333,214,103,120,78,138,260,106,24,101,12,20,,63,39
