,Maricopa,Pinal,Pima,Graham,Navajo,Coconino,Santa Cruz,Yavapai,Yuma,Apache,Cochise,Unknown,La Paz,Mohave,Gila,Greenlee
2021-06-10,10137,905,2416,83,543,331,180,515,845,433,292,,80,743,229,10
2021-06-11,10137,905,2414,83,543,330,180,515,846,433,292,,80,743,229,10
2021-06-12,10150,905,2416,84,544,330,180,519,845,433,292,,80,744,229,10
2021-06-13,10157,905,2416,84,544,330,180,519,845,433,292,,80,744,229,10
2021-06-14,10157,905,2416,84,544,330,180,519,845,433,292,,80,744,229,10
2021-06-15,10162,905,2418,84,544,329,180,522,845,434,292,,80,745,229,10
2021-06-16,10172,905,2418,85,545,329,180,521,845,434,292,0,80,746,229,10
2021-06-17,10187,905,2419,85,547,329,180,522,845,432,292,,80,747,229,10
2021-06-18,10193,906,2421,85,548,329,180,524,846,433,292,,80,746,229,10
2021-06-19,10219,901,2420,84,550,329,180,521,847,432,292,,78,746,229,10
2021-06-20,10224,901,2420,84,550,329,180,521,847,432,292,,78,746,229,10
2021-06-21,10224,901,2420,84,550,329,180,521,847,432,292,,78,746,229,10
2021-06-22,10234,902,2420,84,551,329,180,523,847,432,292,,78,748,228,10
2021-06-23,10238,903,2421,84,551,329,180,524,848,432,292,,78,749,229,10
2021-06-24,10243,903,2422,84,551,329,180,525,848,432,292,,78,749,229,10
2021-06-25,10261,904,2424,84,552,330,180,527,848,433,293,,78,750,229,10
2021-06-26,10269,904,2424,85,552,331,180,527,848,434,293,,78,750,229,10
2021-06-27,10268,904,2424,85,552,331,180,527,848,434,293,,78,750,229,10
2021-06-28,10268,904,2424,85,552,331,180,527,848,434,293,,78,750,229,10
2021-06-29,10276,907,2426,85,552,331,180,528,848,436,293,,78,751,229,10
2021-06-30,10280,907,2427,85,552,331,180,528,848,436,293,,78,752,229,10
2021-07-01,10282,907,2427,85,552,331,180,528,848,436,293,,78,753,229,10
2021-07-02,10294,908,2431,85,552,331,181,530,848,436,293,,78,755,229,10
2021-07-03,10305,908,2433,85,552,331,181,529,848,437,293,,78,756,229,10
2021-07-04,10309,908,2433,85,552,331,181,529,848,437,293,,78,756,229,10
2021-07-05,10309,908,2433,85,552,331,181,529,848,437,293,,78,756,229,10
2021-07-06,10317,910,2437,85,552,331,181,531,849,437,293,,78,759,230,10
2021-07-07,10321,910,2437,85,552,331,181,531,849,437,293,,78,759,230,10
2021-07-08,10321,910,2437,85,552,331,181,530,849,437,293,,78,759,230,10
2021-07-09,10327,910,2437,85,552,331,181,530,849,437,293,,78,759,230,10
2021-07-10,10339,910,2440,85,553,331,181,531,849,437,293,,78,762,230,10
2021-07-11,10341,910,2440,85,553,331,181,532,849,437,293,,78,763,230,10
2021-07-12,10341,910,2440,85,553,331,181,532,849,437,293,,80,763,230,10
2021-07-13,10349,912,2444,85,555,331,181,532,849,437,293,,80,766,231,10
2021-07-14,10370,912,2444,85,555,331,181,531,849,437,293,,80,767,231,10
2021-07-15,10375,912,2445,85,555,331,181,531,849,437,293,,80,768,231,10
2021-07-16,10381,918,2448,85,555,331,181,533,849,437,293,,80,768,231,10
2021-07-17,10388,919,2451,85,556,331,181,533,849,437,294,,80,769,231,10
2021-07-18,10388,919,2451,85,556,331,181,533,851,437,294,,80,769,232,10
2021-07-19,10388,919,2451,85,556,331,181,533,851,437,294,,80,769,232,10
2021-07-20,10383,921,2453,85,556,331,181,532,853,437,294,,78,771,232,10
2021-07-21,10393,919,2455,85,557,331,181,534,851,437,294,,78,770,232,10
2021-07-22,10403,920,2455,86,557,331,181,534,850,437,294,,78,770,231,10
2021-07-23,10408,920,2455,86,557,331,181,534,850,437,294,,78,772,231,10
2021-07-24,10416,921,2459,87,557,331,181,536,852,438,295,,78,778,231,10
2021-07-25,10415,921,2459,87,557,331,181,537,852,438,295,,78,779,231,10
2021-07-26,10415,921,2459,87,557,331,181,537,852,438,295,,78,779,231,10
2021-07-27,10422,922,2459,87,557,331,181,538,852,438,295,,78,782,231,10
2021-07-28,10421,922,2459,87,557,331,181,540,852,438,295,,78,783,231,10
2021-07-29,10435,922,2458,88,557,331,181,541,852,438,295,,78,783,231,10
2021-07-30,10446,923,2458,88,559,332,182,542,852,438,297,,78,787,232,10
2021-07-31,10456,924,2459,88,559,332,182,543,852,439,298,,78,792,234,10
2021-08-01,10461,924,2459,88,559,332,182,543,852,439,298,,79,791,234,10
2021-08-02,10462,924,2459,88,559,332,182,543,852,439,298,,79,791,234,10
2021-08-03,10480,924,2462,88,560,334,182,544,853,440,298,,81,792,234,10
2021-08-04,10485,924,2463,88,560,333,182,544,853,441,298,,80,793,235,10
2021-08-05,10496,924,2461,88,560,333,182,546,853,441,298,,80,793,235,10
2021-08-06,10518,924,2466,88,562,334,182,548,853,441,298,,80,801,237,10
2021-08-07,10543,924,2467,88,562,334,182,552,853,441,298,,80,805,237,10
2021-08-08,10546,926,2467,88,563,334,182,554,853,441,299,,80,806,239,10
2021-08-09,10546,926,2467,88,563,334,182,554,853,441,299,,80,806,239,10
